P_ID,inplay_ratio
66423,1.4864864864864864
66440,1.5714285714285714
66444,1.75
66446,1.6
66451,1.665
66492,1.5806451612903225
66493,1.4680851063829787
66565,1.7777777777777777
66609,1.6632302405498283
66628,1.519396551724138
66630,1.65625
66643,1.391231028667791
66659,1.273972602739726
66660,1.7142857142857142
66663,1.2
66741,1.3865905848787448
66742,1.5275590551181102
66748,1.7840909090909092
66750,1.4501845018450183
66801,1.7777777777777777
66825,1.5163398692810457
66858,1.5294117647058822
66859,1.4625468164794007
66920,1.5313588850174216
66928,1.6122448979591837
66960,1.5810185185185186
66990,1.2916666666666667
67008,1.4677966101694915
67033,1.388785046728972
67045,1.211111111111111
67048,1.6666666666666667
67066,1.4100418410041842
67116,1.6
67119,1.5876068376068375
67122,1.6
67143,1.5714285714285714
67246,1.4539007092198581
67259,1.25
67263,1.421383647798742
67266,1.4680073126142597
67312,1.34375
67313,1.4348105330764291
67360,1.5
67365,1.1538461538461537
67391,1.5142857142857142
67421,1.7159763313609468
67423,1.49079754601227
67435,1.3847874720357942
67443,1.6220472440944882
67467,1.632
67559,1.528301886792453
67588,1.943089430894309
67591,1.4585987261146496
67603,1.4565217391304348
67604,1.394736842105263
67640,1.7518248175182483
67645,1.4431455897980872
67646,1.381132075471698
67703,1.547008547008547
67737,1.5792349726775956
67742,1.3761194029850747
67748,1.3929618768328447
67762,1.734375
67815,1.2741228070175439
67828,1.4828711256117455
67840,1.2903225806451613
67845,1.398633257403189
67863,1.5949367088607596
67948,1.4142011834319526
67954,1.75
67962,1.6666666666666667
68036,1.5454545454545454
68043,1.4240231548480462
68050,1.3333333333333333
68067,1.3953488372093024
68130,1.6666666666666667
68135,1.4070512820512822
68159,1.0
68200,1.3333333333333333
68201,1.8333333333333333
68220,1.6382978723404256
68240,1.5630252100840336
68249,1.5352112676056338
68260,1.6153846153846154
68341,1.6085858585858586
68400,1.5378323108384457
68403,1.5333333333333334
68415,1.408450704225352
68419,1.4510135135135136
68435,1.4605009633911368
68453,3.1666666666666665
68501,1.8571428571428572
68526,1.5266990291262137
68529,1.3
68556,1.4429223744292237
68616,1.3
68639,1.6666666666666667
68659,1.3571428571428572
68701,1.7560975609756098
68703,1.549738219895288
68742,1.5198675496688743
68748,1.7575
68794,1.4656084656084656
68815,1.4591265397536395
68830,1.2
68848,1.0
68856,1.4
68900,1.4536082474226804
68908,2.0714285714285716
68948,1.404109589041096
68953,1.5899772209567198
69032,1.4752906976744187
69041,1.5170454545454546
69045,1.33
69047,2.3333333333333335
69054,1.3
69068,1.5384615384615385
69098,3.25
69103,1.4153439153439153
69111,1.3846153846153846
69158,1.6551724137931034
69159,1.37
69168,1.2307692307692308
69205,2.0
69328,1.4705882352941178
69343,1.3618925831202047
69360,1.4366197183098592
69399,1.3265306122448979
69413,1.641025641025641
69435,1.562753036437247
69439,1.5544554455445545
69446,1.3583916083916083
69516,1.3658536585365855
69539,1.371868978805395
69550,1.5705882352941176
69594,1.5
69620,1.68503937007874
69640,1.451219512195122
69645,1.3114754098360655
69646,1.5178571428571428
69656,1.4907597535934292
69737,1.6666666666666667
69744,1.3460674157303372
69745,1.4393939393939394
69748,1.4801271860095389
69762,1.7058823529411764
69813,1.6282722513089005
69839,1.6590909090909092
69861,1.44543429844098
69934,1.3991416309012876
69940,1.414569536423841
69953,1.4271844660194175
69962,1.6428571428571428
69969,1.25
69974,1.2272727272727273
70142,1.37109375
70425,1.3618157543391187
70615,1.5813953488372092
70839,1.586466165413534
71118,1.4751243781094527
71260,1.6712328767123288
71801,1.4912280701754386
71845,1.4979338842975207
71851,1.375
72261,1.2767857142857142
72321,1.3714285714285714
72447,1.4669117647058822
72463,1.73
72523,1.776639344262295
72535,1.3549295774647887
72551,1.4185303514376997
72641,1.4761904761904763
72649,1.72
72749,1.6903553299492386
72862,1.5483091787439613
73117,1.4018912529550827
73211,1.394273127753304
73226,1.5100401606425702
73228,1.0
73241,1.6466165413533835
73248,1.405616224648986
73632,1.4280936454849498
73738,1.406084656084656
73750,1.5720620842572062
73801,1.4207436399217221
74139,1.55
74167,1.5311942959001783
74359,1.4143646408839778
74454,1.3852080123266564
74513,1.4659270998415215
74543,1.8333333333333333
74630,1.813953488372093
74731,1.5601503759398496
74748,1.380952380952381
74838,1.4041394335511983
74857,1.657185628742515
75138,1.6298507462686567
75149,1.5126262626262625
75250,1.4981273408239701
75258,1.3850746268656717
75268,1.55
75321,1.5415335463258786
75340,1.4666666666666666
75342,1.4611727416798732
75421,1.434782608695652
75537,1.6710526315789473
75620,1.4330357142857142
75668,1.5222222222222221
75730,1.4881889763779528
75750,1.2470588235294118
75852,1.2962962962962963
75867,1.6390101892285298
76118,1.4750869061413674
76225,1.4695652173913043
76329,1.461839530332681
76350,1.4378585086042066
76355,1.400556328233658
76430,1.669064748201439
76455,1.5090132827324478
76461,1.384313725490196
76540,1.42090395480226
76610,1.4228395061728396
76639,1.375
76650,1.5911330049261083
76653,1.4722222222222223
76757,1.4872448979591837
76858,1.5069033530571991
77147,1.4705882352941178
77211,1.4017784963621664
77253,1.3
77263,1.564748201438849
77318,1.6377396569122098
77446,1.4653794940079894
77452,1.313868613138686
77563,1.5055248618784531
77591,1.5266903914590748
77637,1.4366957243669571
77829,1.4803695150115475
77927,1.5675
78148,1.5025996533795494
78243,2.1951219512195124
78247,1.8511904761904763
78248,1.3357664233576643
78257,1.6153846153846154
78352,1.7112676056338028
78366,1.4431137724550898
78517,1.8409090909090908
78536,1.5972222222222223
78552,1.5912408759124088
78760,1.3255813953488371
78819,1.5818181818181818
79130,1.446808510638298
79140,1.5
79191,1.4901960784313726
79222,1.3333333333333333
79229,1.318747490967483
79235,1.6
79293,1.4583333333333333
79339,1.457142857142857
79349,1.5229357798165137
79358,1.662551440329218
79440,1.4912280701754386
79448,1.45
79535,1.4402730375426622
79545,1.7479892761394102
79617,1.5431654676258992
79657,2.1666666666666665
79758,1.5
79764,1.4390637610976593
79791,1.389121338912134
79825,1.4609053497942386
79847,1.5601604278074865
95657,1.6531049250535332
96462,1.5901639344262295
97336,1.463276836158192
97541,1.2428571428571429
99314,1.338235294117647
99445,1.5730129390018484
99563,1.4755043227665705
99737,1.6979472140762464
