"year","month","P_ID","PA_PER_G"
2016,5,72447,3.52
2016,5,73738,0.68
2016,5,73750,2.84
2016,5,73801,4.4
2016,5,74167,3.6
2016,5,74731,3.04
2016,5,74748,0.72
2016,5,74857,2.72
2016,5,78760,0.16
2016,5,79764,3.36
2016,5,99314,0.28
2016,5,99737,1.88
2016,5,60634,1.68
2016,5,60636,1.72
2016,5,61643,2.48
2016,5,61715,0.44
2016,5,63638,3.28
2016,5,65665,0.56
2016,5,66609,0.76
2016,5,66628,5.08
2016,5,66643,5.48
2016,5,70142,2.16
2016,5,72321,1.08
2016,5,75668,1.32
2016,5,76610,2.76
2016,5,77637,6.76
2016,5,79617,3
2016,5,97336,1.84
2016,5,60264,4.33333333333333
2016,5,64001,2.54166666666667
2016,5,64017,1.75
2016,5,64041,1.33333333333333
2016,5,65042,0.958333333333333
2016,5,65048,0.333333333333333
2016,5,65056,2.29166666666667
2016,5,65057,0.0416666666666667
2016,5,65058,1.5
2016,5,65060,3.41666666666667
2016,5,65062,2.08333333333333
2016,5,65067,2.58333333333333
2016,5,66047,1.25
2016,5,66049,4.83333333333333
2016,5,67845,4.66666666666667
2016,5,75149,1.04166666666667
2016,5,75730,1.04166666666667
2016,5,77318,1.83333333333333
2016,5,77563,1.45833333333333
2016,5,99563,1.66666666666667
2016,5,60105,1
2016,5,60146,0.782608695652174
2016,5,60181,0.0869565217391304
2016,5,61145,0.173913043478261
2016,5,61329,2.34782608695652
2016,5,61891,2.47826086956522
2016,5,62146,1.1304347826087
2016,5,62463,4.78260869565217
2016,5,62698,6.17391304347826
2016,5,63111,4.60869565217391
2016,5,66154,4.43478260869565
2016,5,70839,2.82608695652174
2016,5,71118,0.565217391304348
2016,5,73117,2.65217391304348
2016,5,76650,2.21739130434783
2016,5,76757,0.521739130434783
2016,5,77147,0.695652173913043
2016,5,79140,2.21739130434783
2016,5,96462,0.826086956521739
2016,5,60559,1.25
2016,5,62528,0.666666666666667
2016,5,62655,0.791666666666667
2016,5,63512,3.125
2016,5,63935,3.29166666666667
2016,5,64021,4.83333333333333
2016,5,64596,1.5
2016,5,65509,0.541666666666667
2016,5,65543,5.79166666666667
2016,5,65546,5.54166666666667
2016,5,70615,1.125
2016,5,71801,1.33333333333333
2016,5,72535,0.708333333333333
2016,5,72551,2.125
2016,5,72862,1.54166666666667
2016,5,73226,0.791666666666667
2016,5,75321,1.33333333333333
2016,5,76540,0.416666666666667
2016,5,77591,2.54166666666667
2016,5,78552,0.5
2016,5,79349,0.208333333333333
2016,5,60263,5.78260869565217
2016,5,61323,2.82608695652174
2016,5,62929,5.47826086956522
2016,5,62966,2.69565217391304
2016,5,63938,2.21739130434783
2016,5,63959,0.782608695652174
2016,5,64995,1.04347826086957
2016,5,65931,5.60869565217391
2016,5,65933,1.56521739130435
2016,5,66928,1.39130434782609
2016,5,66960,1.8695652173913
2016,5,75852,1.47826086956522
2016,5,75867,1
2016,5,76118,0.130434782608696
2016,5,78243,1.8695652173913
2016,5,78352,2.21739130434783
2016,5,78366,1.82608695652174
2016,5,61214,2.28
2016,5,61240,5.6
2016,5,61295,0.84
2016,5,62242,1.68
2016,5,63248,0.76
2016,5,64204,1.12
2016,5,66201,0.24
2016,5,66226,4.76
2016,5,73241,2.16
2016,5,74513,5.48
2016,5,76329,2.12
2016,5,78257,2.6
2016,5,79229,5.52
2016,5,79293,1.76
2016,5,79535,3.84
2016,5,60841,4.5
2016,5,60845,1.16666666666667
2016,5,62056,0.166666666666667
2016,5,62869,3.66666666666667
2016,5,63810,4.75
2016,5,64893,2.08333333333333
2016,5,65856,5.79166666666667
2016,5,66859,0.166666666666667
2016,5,71845,1.66666666666667
2016,5,72523,0.583333333333333
2016,5,73248,1.54166666666667
2016,5,75138,0.916666666666667
2016,5,75250,1.95833333333333
2016,5,75340,3
2016,5,76858,1.75
2016,5,77829,5.91666666666667
2016,5,79847,0.5
2016,5,61365,2.03846153846154
2016,5,61411,2.15384615384615
2016,5,66402,6.07692307692308
2016,5,66446,1.03846153846154
2016,5,66493,2
2016,5,71851,0.346153846153846
2016,5,72463,0.576923076923077
2016,5,74454,5.34615384615385
2016,5,74630,1.46153846153846
2016,5,75268,0.692307692307692
2016,5,76355,5.03846153846154
2016,5,76461,3.11538461538462
2016,5,77446,2.38461538461538
2016,5,77927,2.76923076923077
2016,5,79440,3.38461538461538
2016,5,79448,0.576923076923077
2016,5,79791,1.38461538461538
2016,5,60339,1.92
2016,5,60342,0.28
2016,5,61396,0.64
2016,5,62937,4.64
2016,5,64350,2.56
2016,5,65320,0.6
2016,5,65331,5.16
2016,5,65343,1.04
2016,5,65348,4.64
2016,5,66323,4.44
2016,5,72749,1.36
2016,5,74359,0.68
2016,5,75342,2.08
2016,5,75750,4.68
2016,5,76350,1.64
2016,5,76430,2.24
2016,6,60764,0.166666666666667
2016,6,60768,2.29166666666667
2016,6,65742,0.583333333333333
2016,6,66741,0.541666666666667
2016,6,66748,0.291666666666667
2016,6,66750,1.875
2016,6,71260,0.25
2016,6,72447,4.5
2016,6,73750,4.875
2016,6,73801,4.58333333333333
2016,6,74167,4.20833333333333
2016,6,74731,3.70833333333333
2016,6,74857,2.66666666666667
2016,6,77452,0.416666666666667
2016,6,78760,1.54166666666667
2016,6,79764,4.5
2016,6,99314,1.66666666666667
2016,6,99737,2.33333333333333
2016,6,60634,0.2
2016,6,60636,1.52
2016,6,61643,2.48
2016,6,61666,0.96
2016,6,63638,1.72
2016,6,65665,2
2016,6,66609,1.76
2016,6,66628,5.28
2016,6,66643,6.8
2016,6,66659,2.8
2016,6,70142,2.16
2016,6,73632,2.44
2016,6,75668,1.12
2016,6,76610,1
2016,6,77637,5.56
2016,6,79617,1.12
2016,6,97336,1.68
2016,6,60264,3.25
2016,6,60848,1.125
2016,6,64001,0.458333333333333
2016,6,64017,2.125
2016,6,64029,0.541666666666667
2016,6,64041,0.166666666666667
2016,6,65048,0.791666666666667
2016,6,65056,2.16666666666667
2016,6,65057,2.66666666666667
2016,6,65058,1.29166666666667
2016,6,65060,5.125
2016,6,65062,1.75
2016,6,65067,2.20833333333333
2016,6,66032,2.58333333333333
2016,6,66049,1.83333333333333
2016,6,67845,5.16666666666667
2016,6,75149,1.66666666666667
2016,6,77318,5.04166666666667
2016,6,77563,1.5
2016,6,99563,1.16666666666667
2016,6,60146,2.36
2016,6,60181,1.16
2016,6,61329,0.52
2016,6,61891,2.24
2016,6,62146,0.28
2016,6,62463,1.32
2016,6,62698,5.44
2016,6,63111,5.04
2016,6,66145,0.4
2016,6,66154,6.24
2016,6,70839,2.16
2016,6,71118,1.12
2016,6,73117,5.24
2016,6,74139,1.24
2016,6,76650,1.68
2016,6,77147,1.04
2016,6,79140,1.96
2016,6,96462,1.12
2016,6,60559,2.16
2016,6,62655,2.08
2016,6,63512,3.8
2016,6,63935,2.64
2016,6,64021,4.76
2016,6,64596,0.24
2016,6,64764,0.48
2016,6,65543,5.16
2016,6,65546,6.6
2016,6,70615,0.68
2016,6,71801,0.24
2016,6,72535,2.48
2016,6,72551,2.32
2016,6,72862,1.04
2016,6,73211,2.24
2016,6,73226,0.84
2016,6,75321,1.76
2016,6,76540,0.12
2016,6,78552,0.32
2016,6,60263,4
2016,6,61323,2.91304347826087
2016,6,62929,5.52173913043478
2016,6,62966,3.60869565217391
2016,6,63950,2.78260869565217
2016,6,65931,5.47826086956522
2016,6,66920,0.391304347826087
2016,6,66928,0.782608695652174
2016,6,66960,3.65217391304348
2016,6,66990,0.608695652173913
2016,6,75852,1.26086956521739
2016,6,75867,2.8695652173913
2016,6,76118,2.65217391304348
2016,6,78352,2.04347826086957
2016,6,78366,1.21739130434783
2016,6,79657,0.565217391304348
2016,6,61214,0.72
2016,6,61215,2.68
2016,6,61240,4
2016,6,62242,1.92
2016,6,64204,0.2
2016,6,66226,5.68
2016,6,73241,2.36
2016,6,74513,4.24
2016,6,76329,1.96
2016,6,78257,2.44
2016,6,79229,5.8
2016,6,79349,2.28
2016,6,79535,3.96
2016,6,60841,4.65384615384615
2016,6,60845,0.807692307692308
2016,6,61557,0.923076923076923
2016,6,62056,1.42307692307692
2016,6,62869,1.80769230769231
2016,6,63810,1.26923076923077
2016,6,65856,6.30769230769231
2016,6,66859,2.46153846153846
2016,6,71845,2.30769230769231
2016,6,73248,1.07692307692308
2016,6,74838,4.96153846153846
2016,6,75138,0.346153846153846
2016,6,75250,1.34615384615385
2016,6,75340,2.38461538461538
2016,6,76858,1.30769230769231
2016,6,77829,4.5
2016,6,79847,0.653846153846154
2016,6,60457,0.807692307692308
2016,6,61365,2.19230769230769
2016,6,61411,2.92307692307692
2016,6,66402,1.07692307692308
2016,6,66493,2.15384615384615
2016,6,72463,3.53846153846154
2016,6,74454,5.61538461538461
2016,6,74630,0.730769230769231
2016,6,76355,3.65384615384615
2016,6,76455,6.61538461538461
2016,6,76461,3.26923076923077
2016,6,77446,1.73076923076923
2016,6,77927,0.923076923076923
2016,6,79440,4.5
2016,6,79791,0.923076923076923
2016,6,99445,0.692307692307692
2016,6,60339,2.4
2016,6,61396,0.44
2016,6,62338,0.52
2016,6,62937,4.84
2016,6,65320,4
2016,6,65331,5.32
2016,6,65343,1.92
2016,6,65348,3.8
2016,6,65368,1.04
2016,6,66323,1.92
2016,6,66324,1
2016,6,72261,0.16
2016,6,72749,2.36
2016,6,74359,1.4
2016,6,75258,2.08
2016,6,75342,1.72
2016,6,75750,1
2016,6,76350,1.72
2016,6,76430,2.16
2016,7,60757,0.476190476190476
2016,7,60768,2.76190476190476
2016,7,66742,4.14285714285714
2016,7,66750,5.04761904761905
2016,7,72447,3.71428571428571
2016,7,73750,1.76190476190476
2016,7,73801,2.61904761904762
2016,7,74167,3
2016,7,74731,3.66666666666667
2016,7,74857,2.0952380952381
2016,7,77452,0.619047619047619
2016,7,78760,3.04761904761905
2016,7,79764,4.57142857142857
2016,7,99314,0.523809523809524
2016,7,99737,2.76190476190476
2016,7,60634,3
2016,7,60636,0.956521739130435
2016,7,61643,4.04347826086957
2016,7,61666,1.91304347826087
2016,7,62648,1.43478260869565
2016,7,63638,0.217391304347826
2016,7,65665,1
2016,7,66628,5.21739130434783
2016,7,66643,6.43478260869565
2016,7,66659,0.391304347826087
2016,7,70142,1.82608695652174
2016,7,75668,1.04347826086957
2016,7,76610,2.08695652173913
2016,7,77637,5.82608695652174
2016,7,95657,2.30434782608696
2016,7,97336,2.1304347826087
2016,7,60264,2.8
2016,7,60848,0.8
2016,7,61929,0.2
2016,7,64017,2.05
2016,7,64041,1.05
2016,7,65056,2.7
2016,7,65057,1.8
2016,7,65058,2.45
2016,7,65060,4.5
2016,7,65062,1.9
2016,7,65067,0.7
2016,7,65331,1.35
2016,7,66032,2.7
2016,7,66047,1
2016,7,66050,3.1
2016,7,67845,4.15
2016,7,75149,1.3
2016,7,77318,3.7
2016,7,77563,0.9
2016,7,79191,1.75
2016,7,99563,0.7
2016,7,60146,1.27272727272727
2016,7,60164,1.13636363636364
2016,7,60181,4.18181818181818
2016,7,61101,0.954545454545455
2016,7,61329,1.04545454545455
2016,7,61891,1.95454545454545
2016,7,62146,1.5
2016,7,62698,6.90909090909091
2016,7,63111,5.18181818181818
2016,7,66138,2.5
2016,7,66154,0.5
2016,7,66160,0.5
2016,7,70839,0.636363636363636
2016,7,71118,1.86363636363636
2016,7,73117,5.54545454545455
2016,7,76650,2.54545454545455
2016,7,76757,1.40909090909091
2016,7,77147,0.590909090909091
2016,7,79140,0.681818181818182
2016,7,60559,2.75
2016,7,62655,1.7
2016,7,63512,2.75
2016,7,63935,0.85
2016,7,64021,3.95
2016,7,64596,1.55
2016,7,64764,0.5
2016,7,65543,3.85
2016,7,65546,6.45
2016,7,71801,0.4
2016,7,72535,1.3
2016,7,72551,1.55
2016,7,72862,2.35
2016,7,73211,5
2016,7,75321,2.2
2016,7,77591,4.2
2016,7,60263,2.5
2016,7,62929,5.05
2016,7,62966,2.6
2016,7,63938,4.2
2016,7,63950,3
2016,7,63959,0.55
2016,7,64960,0.6
2016,7,65931,4.95
2016,7,65933,1.8
2016,7,66920,0.05
2016,7,66928,2.75
2016,7,66960,2.35
2016,7,75852,0.1
2016,7,75867,2.7
2016,7,76118,3.2
2016,7,78352,1.9
2016,7,78366,0.6
2016,7,61214,2.04761904761905
2016,7,61215,2
2016,7,61240,4.19047619047619
2016,7,62242,2
2016,7,66201,0.142857142857143
2016,7,66226,5.71428571428571
2016,7,73226,0.80952380952381
2016,7,73241,1.47619047619048
2016,7,74513,5.23809523809524
2016,7,76329,1.57142857142857
2016,7,77263,1.95238095238095
2016,7,78257,2.71428571428571
2016,7,79229,6.57142857142857
2016,7,79235,0.952380952380952
2016,7,79349,0.523809523809524
2016,7,79535,1.61904761904762
2016,7,60841,4.09090909090909
2016,7,60845,1.63636363636364
2016,7,61895,1.13636363636364
2016,7,62056,0.636363636363636
2016,7,62869,3.63636363636364
2016,7,64893,0.818181818181818
2016,7,65827,0.545454545454545
2016,7,65856,6.40909090909091
2016,7,66825,2.77272727272727
2016,7,66859,2.31818181818182
2016,7,71845,3
2016,7,72523,1.09090909090909
2016,7,73248,0.454545454545455
2016,7,74838,6
2016,7,75250,1.27272727272727
2016,7,75340,1.13636363636364
2016,7,76858,2.63636363636364
2016,7,77829,0.454545454545455
2016,7,79847,1.40909090909091
2016,7,60457,0.111111111111111
2016,7,61365,2.44444444444444
2016,7,61411,3.16666666666667
2016,7,66423,2.72222222222222
2016,7,66446,0.722222222222222
2016,7,66493,0.444444444444444
2016,7,72463,1.66666666666667
2016,7,74454,6.11111111111111
2016,7,74630,0.611111111111111
2016,7,76455,6.22222222222222
2016,7,76461,5.38888888888889
2016,7,77446,2
2016,7,77927,2.11111111111111
2016,7,79440,3.66666666666667
2016,7,79448,0.777777777777778
2016,7,79791,0.166666666666667
2016,7,99445,2.22222222222222
2016,7,60339,1.76190476190476
2016,7,61396,0.0952380952380952
2016,7,62322,1.0952380952381
2016,7,62937,4.80952380952381
2016,7,65320,2.66666666666667
2016,7,65331,3.52380952380952
2016,7,65343,0.80952380952381
2016,7,65348,4.38095238095238
2016,7,65368,0.666666666666667
2016,7,66324,6.80952380952381
2016,7,72749,2.66666666666667
2016,7,74359,2.19047619047619
2016,7,75342,2.71428571428571
2016,7,76350,2.52380952380952
2016,7,76430,2.76190476190476
2016,7,97541,2.23809523809524
2016,8,60764,0.416666666666667
2016,8,60768,5.04166666666667
2016,8,66742,1.70833333333333
2016,8,66750,4.29166666666667
2016,8,72447,2.45833333333333
2016,8,73750,5.04166666666667
2016,8,73801,1.83333333333333
2016,8,74167,4.41666666666667
2016,8,74731,4.125
2016,8,74748,2.45833333333333
2016,8,74857,1.91666666666667
2016,8,78760,1.95833333333333
2016,8,79758,1
2016,8,79764,1.29166666666667
2016,8,99737,2.25
2016,8,60634,0.375
2016,8,60636,0.583333333333333
2016,8,61643,2.58333333333333
2016,8,61666,1.20833333333333
2016,8,62648,3.875
2016,8,63638,2.5
2016,8,65696,1.83333333333333
2016,8,66628,2.79166666666667
2016,8,66643,5.70833333333333
2016,8,70142,1.95833333333333
2016,8,72523,4
2016,8,75620,0.416666666666667
2016,8,75668,1.83333333333333
2016,8,76610,2.375
2016,8,77637,4.66666666666667
2016,8,95657,2.375
2016,8,97336,2.45833333333333
2016,8,60264,0.608695652173913
2016,8,64001,2.95652173913043
2016,8,64017,2.1304347826087
2016,8,64029,0.478260869565217
2016,8,65056,1.73913043478261
2016,8,65057,2.08695652173913
2016,8,65058,3.69565217391304
2016,8,65060,4.1304347826087
2016,8,65062,0.956521739130435
2016,8,65067,0.260869565217391
2016,8,65331,6.04347826086957
2016,8,66047,0.91304347826087
2016,8,66050,3.65217391304348
2016,8,67845,3.56521739130435
2016,8,75149,1.1304347826087
2016,8,77318,1.04347826086957
2016,8,77563,1.52173913043478
2016,8,79191,2.39130434782609
2016,8,99563,1
2016,8,60146,0.884615384615385
2016,8,60181,1.80769230769231
2016,8,61101,3.53846153846154
2016,8,61329,1.57692307692308
2016,8,61891,2.15384615384615
2016,8,62463,2.76923076923077
2016,8,62698,5.34615384615385
2016,8,63111,4.73076923076923
2016,8,66138,5.15384615384615
2016,8,66160,0.961538461538462
2016,8,70839,0.230769230769231
2016,8,71118,1.26923076923077
2016,8,73117,3.69230769230769
2016,8,76650,1.11538461538462
2016,8,76757,1.23076923076923
2016,8,77147,1.30769230769231
2016,8,79140,0.961538461538462
2016,8,79339,0.269230769230769
2016,8,96462,1.19230769230769
2016,8,60559,2.39130434782609
2016,8,62655,1.17391304347826
2016,8,63512,3.1304347826087
2016,8,63935,1.65217391304348
2016,8,64021,5.08695652173913
2016,8,64596,1.04347826086957
2016,8,64764,0.782608695652174
2016,8,65543,5.56521739130435
2016,8,65546,4.39130434782609
2016,8,66565,0.217391304347826
2016,8,71801,0.347826086956522
2016,8,72535,0.608695652173913
2016,8,72551,2.08695652173913
2016,8,72862,2.34782608695652
2016,8,73211,5.65217391304348
2016,8,75321,1.56521739130435
2016,8,76540,0.826086956521739
2016,8,78552,1
2016,8,60263,2.69565217391304
2016,8,62929,2.65217391304348
2016,8,62966,4.91304347826087
2016,8,63938,5.73913043478261
2016,8,63950,3.60869565217391
2016,8,63959,0.869565217391304
2016,8,64960,0.652173913043478
2016,8,65931,5.04347826086957
2016,8,65933,3
2016,8,66928,0.217391304347826
2016,8,66960,0.956521739130435
2016,8,66990,0.739130434782609
2016,8,75852,0.217391304347826
2016,8,75867,2.17391304347826
2016,8,76118,2.95652173913043
2016,8,78352,1.73913043478261
2016,8,78366,1.26086956521739
2016,8,61214,2.20833333333333
2016,8,61215,2.20833333333333
2016,8,61240,4.45833333333333
2016,8,61295,0.333333333333333
2016,8,62242,2.29166666666667
2016,8,63248,0.666666666666667
2016,8,66201,2.125
2016,8,66226,4.25
2016,8,73226,1.875
2016,8,73241,0.0416666666666667
2016,8,74513,5.58333333333333
2016,8,76329,1.16666666666667
2016,8,77263,1.5
2016,8,78257,1.58333333333333
2016,8,79229,5.875
2016,8,79535,3.5
2016,8,60841,4.52
2016,8,61895,2.04
2016,8,62056,0.92
2016,8,62869,0.44
2016,8,64893,0.84
2016,8,65856,5.32
2016,8,66825,4.24
2016,8,66859,2.76
2016,8,71845,2.44
2016,8,73632,2.52
2016,8,74838,4.68
2016,8,75138,0.96
2016,8,75250,2.28
2016,8,75340,1.64
2016,8,76858,1.08
2016,8,77829,2.56
2016,8,79847,0.28
2016,8,60457,1.34782608695652
2016,8,61365,2.04347826086957
2016,8,61411,0.347826086956522
2016,8,66423,5.26086956521739
2016,8,66451,0.91304347826087
2016,8,66493,0.260869565217391
2016,8,74454,6.04347826086957
2016,8,74630,2.17391304347826
2016,8,76355,1.08695652173913
2016,8,76455,6.04347826086957
2016,8,76461,3.47826086956522
2016,8,77446,2
2016,8,77927,2.21739130434783
2016,8,79440,3.34782608695652
2016,8,79791,0.782608695652174
2016,8,99445,2.26086956521739
2016,8,60339,2.21739130434783
2016,8,60342,0.304347826086957
2016,8,62322,4.95652173913043
2016,8,62937,5.52173913043478
2016,8,65320,3.95652173913043
2016,8,65348,4.43478260869565
2016,8,66324,4.91304347826087
2016,8,72749,1.91304347826087
2016,8,74359,1.91304347826087
2016,8,75258,2
2016,8,75342,1.95652173913043
2016,8,75750,1.34782608695652
2016,8,76350,1.26086956521739
2016,8,76430,2.26086956521739
2016,8,97541,0.173913043478261
2016,9,60764,0.739130434782609
2016,9,60768,6.17391304347826
2016,9,65769,0.304347826086957
2016,9,66741,0.739130434782609
2016,9,66742,2.17391304347826
2016,9,66750,4.95652173913043
2016,9,71260,1.52173913043478
2016,9,73750,4.08695652173913
2016,9,73801,4.73913043478261
2016,9,74167,4.08695652173913
2016,9,74748,1.08695652173913
2016,9,74857,2.17391304347826
2016,9,78760,0.347826086956522
2016,9,79764,4.56521739130435
2016,9,99314,0.304347826086957
2016,9,99737,3.56521739130435
2016,9,60636,1.15
2016,9,61643,3.15
2016,9,61666,1.85
2016,9,62648,2.95
2016,9,63638,0.9
2016,9,65696,0.7
2016,9,66628,4.8
2016,9,66643,5.15
2016,9,70142,0.8
2016,9,72523,2.8
2016,9,72641,2.7
2016,9,75620,1.8
2016,9,76610,0.3
2016,9,77637,6.4
2016,9,95657,1.95
2016,9,97336,1
2016,9,60264,2.47826086956522
2016,9,64001,2.08695652173913
2016,9,64017,1.30434782608696
2016,9,64029,0.695652173913043
2016,9,65056,1.78260869565217
2016,9,65057,1.43478260869565
2016,9,65058,0.91304347826087
2016,9,65060,4.34782608695652
2016,9,65062,1.08695652173913
2016,9,65067,1.04347826086957
2016,9,65331,5.73913043478261
2016,9,66050,5.43478260869565
2016,9,67845,5.08695652173913
2016,9,75149,1.78260869565217
2016,9,77318,1.43478260869565
2016,9,77563,1.17391304347826
2016,9,79191,2.39130434782609
2016,9,60146,0.857142857142857
2016,9,60181,2.19047619047619
2016,9,61101,2.42857142857143
2016,9,61329,1.28571428571429
2016,9,61891,1.95238095238095
2016,9,62146,0.761904761904762
2016,9,62463,1.28571428571429
2016,9,62698,6.04761904761905
2016,9,63111,5.95238095238095
2016,9,66138,4.19047619047619
2016,9,70839,1.0952380952381
2016,9,71118,1.28571428571429
2016,9,73117,2.9047619047619
2016,9,76650,1.71428571428571
2016,9,77147,3.04761904761905
2016,9,78148,0.714285714285714
2016,9,79339,0.904761904761905
2016,9,60559,2.85714285714286
2016,9,62655,1.80952380952381
2016,9,63512,4.19047619047619
2016,9,63935,0.619047619047619
2016,9,64021,3.9047619047619
2016,9,64596,1.14285714285714
2016,9,64764,1.23809523809524
2016,9,65543,6.28571428571429
2016,9,65546,4.28571428571429
2016,9,66565,0.523809523809524
2016,9,72551,2.85714285714286
2016,9,72862,2.23809523809524
2016,9,73211,4.09523809523809
2016,9,75321,1.76190476190476
2016,9,76540,2.38095238095238
2016,9,60263,4.32
2016,9,62929,3.48
2016,9,62966,5.16
2016,9,63938,5.44
2016,9,63950,3.72
2016,9,63959,1.16
2016,9,64907,0.32
2016,9,64995,1.88
2016,9,65931,0.92
2016,9,65933,3.92
2016,9,66920,0.44
2016,9,75867,2.8
2016,9,76118,2.64
2016,9,78352,2.88
2016,9,78366,0.64
2016,9,61214,0.318181818181818
2016,9,61215,2.31818181818182
2016,9,61240,6.09090909090909
2016,9,61295,0.136363636363636
2016,9,62242,2
2016,9,65206,0.454545454545455
2016,9,66201,1.5
2016,9,66226,5.54545454545455
2016,9,73226,1.31818181818182
2016,9,74513,4.81818181818182
2016,9,76329,1.81818181818182
2016,9,77211,0.590909090909091
2016,9,78247,2
2016,9,78257,1.90909090909091
2016,9,79229,4.81818181818182
2016,9,79235,1.18181818181818
2016,9,79535,1.72727272727273
2016,9,60841,3.73684210526316
2016,9,61895,2.15789473684211
2016,9,62869,1.36842105263158
2016,9,64861,0.210526315789474
