"","P_ID","H2_rate","H3_rate","HR_rate","BB_rate","HP_rate","KK_rate"
"43",61186,0.0340557275541796,0.00619195046439629,0.00928792569659443,0.0959752321981424,0.0123839009287926,0.120743034055728
"44",61197,0.010752688172043,0,0.010752688172043,0.10752688172043,0.010752688172043,0.139784946236559
"45",61204,0.0483870967741935,0,0,0.0483870967741935,0,0.129032258064516
"46",61208,0.0408163265306122,0.00408163265306122,0.00408163265306122,0.0857142857142857,0.00816326530612245,0.142857142857143
"47",61268,NA,NA,NA,NA,NA,NA
"48",61295,NA,NA,NA,NA,NA,NA
"49",61353,0.0271493212669683,0.00904977375565611,0.00904977375565611,0.0452488687782805,0.00452488687782805,0.190045248868778
"50",61365,NA,NA,NA,NA,NA,NA
"51",61404,0.032,0,0.012,0.076,0.012,0.104
"52",61457,NA,NA,NA,NA,NA,NA
"53",61554,0.0454545454545455,0,0,0.0909090909090909,0.0909090909090909,0.136363636363636
"54",61566,0.0493827160493827,0,0.0123456790123457,0.0864197530864197,0.0123456790123457,0.271604938271605
"55",61700,0.0228571428571429,0,0.0228571428571429,0.16,0.0171428571428571,0.251428571428571
"56",61743,0.0507246376811594,0,0.0217391304347826,0.0652173913043478,0.0072463768115942,0.22463768115942
"57",61869,0.0142857142857143,0.0142857142857143,0.0142857142857143,0.05,0.00714285714285714,0.242857142857143
"58",61895,NA,NA,NA,NA,NA,NA
"59",62025,0.0392156862745098,0.0196078431372549,0.0294117647058824,0.0686274509803922,0,0.196078431372549
"60",62056,NA,NA,NA,NA,NA,NA
"61",62146,NA,NA,NA,NA,NA,NA
"62",62234,0.0588235294117647,0,0.0196078431372549,0.0196078431372549,0.0980392156862745,0.117647058823529
"63",62244,0.0347003154574132,0.00315457413249211,0.0126182965299685,0.0851735015772871,0.0315457413249211,0.10410094637224
"64",62265,0.0465753424657534,0,0.0164383561643836,0.120547945205479,0.010958904109589,0.16986301369863
"65",62332,0,0,0,0,0,0
"66",62353,0,0,0,0.0465116279069767,0.0232558139534884,0.302325581395349
"67",62356,0.0186915887850467,0.00934579439252336,0.00934579439252336,0.0467289719626168,0.00934579439252336,0.214953271028037
"68",62404,0.05,0.0025,0.0275,0.095,0.0125,0.18
"69",62409,0.0431034482758621,0,0.00862068965517241,0.129310344827586,0.00862068965517241,0.189655172413793
"70",62415,0.0388349514563107,0.00970873786407767,0.0194174757281553,0.0679611650485437,0.00728155339805825,0.131067961165049
"71",62528,NA,NA,NA,NA,NA,NA
"72",62556,0,0,0.0188679245283019,0.10377358490566,0.00943396226415094,0.19811320754717
"73",62558,0.025830258302583,0.003690036900369,0.011070110701107,0.151291512915129,0.003690036900369,0.169741697416974
"74",62700,0.0363636363636364,0,0.00727272727272727,0.0472727272727273,0.00727272727272727,0.214545454545455
"75",62797,0,0,0,0,0,0.333333333333333
"76",62802,0.0181818181818182,0.00909090909090909,0.00909090909090909,0.1,0.0363636363636364,0.290909090909091
"77",62864,0.027027027027027,0.00675675675675676,0.0135135135135135,0.0743243243243243,0,0.141891891891892
"78",62884,0.0193548387096774,0,0.0129032258064516,0.135483870967742,0.00645161290322581,0.174193548387097
"79",62893,0,0,0,0.166666666666667,0,0.166666666666667
"80",62895,0.0216450216450216,0,0.0649350649350649,0.12987012987013,0.025974025974026,0.212121212121212
"81",62907,0.0563725490196078,0.00980392156862745,0.00980392156862745,0.0661764705882353,0.0196078431372549,0.0906862745098039
"82",62908,0.0410958904109589,0,0,0.0410958904109589,0,0.136986301369863
"83",62925,0.0574712643678161,0,0.0344827586206897,0.0431034482758621,0.0172413793103448,0.100574712643678
"84",62931,0.040920716112532,0.0051150895140665,0.040920716112532,0.0946291560102302,0.00767263427109974,0.207161125319693
"85",62934,0.0258064516129032,0,0.032258064516129,0.0838709677419355,0.0193548387096774,0.174193548387097
"86",62937,NA,NA,NA,NA,NA,NA
"87",62947,0.0601336302895323,0.0044543429844098,0.0645879732739421,0.089086859688196,0.0155902004454343,0.260579064587973
"88",62951,NA,NA,NA,NA,NA,NA
"89",63103,NA,NA,NA,NA,NA,NA
"90",63202,0,0,0,0,0,0.222222222222222
"91",63248,NA,NA,NA,NA,NA,NA
"92",63257,0.0526315789473684,0,0.0105263157894737,0.2,0.0210526315789474,0.0947368421052632
"93",63260,0.032258064516129,0,0,0.129032258064516,0.0645161290322581,0.193548387096774
"94",63342,NA,NA,NA,NA,NA,NA
"95",63348,NA,NA,NA,NA,NA,NA
"96",63435,0,0,0,0,0,0.25
"97",63440,0.00775193798449612,0,0.0232558139534884,0.0387596899224806,0,0.209302325581395
"98",63448,0,0,0,0,0,0.3
"99",63450,0.0260869565217391,0,0.00869565217391304,0.0869565217391304,0.00869565217391304,0.269565217391304
"100",63543,NA,NA,NA,NA,NA,NA
"101",63559,0.0526315789473684,0,0,0.0526315789473684,0.105263157894737,0.210526315789474
"102",63634,0.0232558139534884,0,0.0232558139534884,0.0697674418604651,0.0348837209302326,0.27906976744186
"103",63636,0,0,0,0,0,0.384615384615385
"104",63700,0.04,0,0.04,0.08,0,0.32
"105",63703,0,0,0,0.0833333333333333,0,0.333333333333333
"106",63704,0.0257352941176471,0.0110294117647059,0.00367647058823529,0.0992647058823529,0.00367647058823529,0.183823529411765
"107",63722,0.027027027027027,0,0.036036036036036,0.0855855855855856,0.0225225225225225,0.220720720720721
"108",63894,NA,NA,NA,NA,NA,NA
"109",63903,0,0,0,0,0,0
"110",63913,0,0,0,0,0,0.666666666666667
"111",63914,NA,NA,NA,NA,NA,NA
"112",63920,0.0133333333333333,0,0.0133333333333333,0.133333333333333,0,0.12
"113",63950,NA,NA,NA,NA,NA,NA
"114",63963,0.039039039039039,0,0.03003003003003,0.126126126126126,0.024024024024024,0.168168168168168
"115",64004,0.0194174757281553,0.00970873786407767,0.0194174757281553,0.0970873786407767,0,0.16504854368932
"116",64006,0.0233100233100233,0.00699300699300699,0.00699300699300699,0.0699300699300699,0.00466200466200466,0.193473193473193
"117",64007,0.021505376344086,0.010752688172043,0.043010752688172,0.0645161290322581,0,0.236559139784946
"118",64012,0.025,0,0.025,0.1,0,0.3
"119",64014,0,0,0.0476190476190476,0,0,0.333333333333333
"120",64029,NA,NA,NA,NA,NA,NA
"121",64041,NA,NA,NA,NA,NA,NA
"122",64086,0.142857142857143,0,0,0.428571428571429,0,0.428571428571429
"123",64100,0,0,0,0,0.0714285714285714,0.214285714285714
"124",64101,0,0,0,0.333333333333333,0,0.333333333333333
"125",64115,0.0441176470588235,0,0.0147058823529412,0.0882352941176471,0,0.102941176470588
"126",64153,0.0303030303030303,0,0.0454545454545455,0.0606060606060606,0.0151515151515152,0.212121212121212
"127",64166,0.0475206611570248,0.00619834710743802,0.0268595041322314,0.109504132231405,0.00619834710743802,0.223140495867769
"128",64209,0,0,0,0.0454545454545455,0.0454545454545455,0.5
"129",64213,0,0.0217391304347826,0,0.0434782608695652,0,0.173913043478261
"130",64260,0.0363636363636364,0.0181818181818182,0,0.0181818181818182,0,0.163636363636364
"131",64266,0.0469798657718121,0,0.0335570469798658,0.0738255033557047,0,0.248322147651007
"132",64300,0.0342857142857143,0.0019047619047619,0.0457142857142857,0.123809523809524,0.0133333333333333,0.102857142857143
"133",64340,0,0,0,0,0,0
"134",64346,0.0975609756097561,0,0,0.0975609756097561,0,0.24390243902439
"135",64407,0.0350877192982456,0,0,0.0526315789473684,0.0526315789473684,0.140350877192982
"136",64410,0,0,0,0.0833333333333333,0.166666666666667,0.166666666666667
"137",64468,0.0476190476190476,0,0.0136054421768707,0.0476190476190476,0,0.210884353741497
"138",64469,0.114285714285714,0,0,0.0571428571428571,0.0285714285714286,0.114285714285714
"139",64499,0,0,0,0.166666666666667,0,0.166666666666667
"140",64501,0,0,0,0,0,0.333333333333333
"141",64504,0.0454545454545455,0,0,0.125,0.0227272727272727,0.215909090909091
"142",64560,0.0808080808080808,0.0101010101010101,0,0.101010101010101,0.0101010101010101,0.171717171717172
"143",64565,NA,NA,NA,NA,NA,NA
"144",64610,0,0,0,0.125,0,0.145833333333333
"145",64646,0.0323325635103926,0,0.0069284064665127,0.069284064665127,0,0.161662817551963
"146",64657,0.0357142857142857,0,0.00892857142857143,0.157738095238095,0.0416666666666667,0.255952380952381
"147",64704,0.036144578313253,0.0120481927710843,0,0.0481927710843374,0.0240963855421687,0.240963855421687
"148",64717,0,0,0,0.272727272727273,0,0.363636363636364
"149",64724,NA,NA,NA,NA,NA,Inf
"150",64768,NA,NA,NA,NA,NA,NA
"151",64793,0,0,0,0.0769230769230769,0,0.230769230769231
"152",64868,0.0356164383561644,0,0,0.126027397260274,0.00547945205479452,0.183561643835616
"153",64890,0.05,0,0,0,0,0.2
"154",64893,NA,NA,NA,NA,NA,NA
"155",64896,NA,NA,NA,NA,NA,NA
"156",64906,0,0,0,0.032258064516129,0,0.17741935483871
"157",64984,0.0134228187919463,0.00671140939597315,0.00671140939597315,0.0335570469798658,0.00671140939597315,0.181208053691275
"158",64995,NA,NA,NA,NA,NA,NA
"159",65040,0,0,0,0,0,0.333333333333333
"160",65042,NA,NA,NA,NA,NA,NA
"161",65057,NA,NA,NA,NA,NA,NA
"162",65060,NA,NA,NA,NA,NA,NA
"163",65062,NA,NA,NA,NA,NA,NA
"164",65109,0.0256410256410256,0,0,0.102564102564103,0.0256410256410256,0.205128205128205
"165",65136,NA,NA,NA,NA,NA,NA
"166",65207,0.04,0,0,0.08,0,0.16
"167",65304,0,0,0,0,0,0
"168",65362,0,0,0,0.133333333333333,0.0666666666666667,0.266666666666667
"169",65398,NA,NA,NA,NA,NA,NA
"170",65399,0.0274914089347079,0,0.0206185567010309,0.103092783505155,0.00687285223367698,0.192439862542955
"171",65411,NA,NA,NA,NA,NA,NA
"172",65462,0.5,0,0,0,0,0
"173",65464,0.0204081632653061,0,0.0204081632653061,0.0408163265306122,0,0.26530612244898
"174",65496,NA,NA,NA,NA,NA,NA
"175",65503,0,0,0.05,0,0,0.25
"176",65506,0.00952380952380952,0,0.00952380952380952,0.114285714285714,0.0285714285714286,0.266666666666667
"177",65514,0,0,0,0.428571428571429,0,0.142857142857143
"178",65515,0,0,0,0.153846153846154,0.0384615384615385,0.230769230769231
"179",65522,0,0,0,0.25,0,0.5
"180",65586,0.036036036036036,0.00900900900900901,0.021021021021021,0.0900900900900901,0.00600600600600601,0.249249249249249
"181",65610,0.032258064516129,0,0.032258064516129,0.118279569892473,0,0.182795698924731
"182",65653,0.0337837837837838,0.0135135135135135,0.027027027027027,0.0945945945945946,0.0202702702702703,0.344594594594595
"183",65869,0.021505376344086,0,0.021505376344086,0.043010752688172,0.021505376344086,0.290322580645161
"184",65898,0.0473684210526316,0,0.0421052631578947,0.068421052631579,0.00526315789473684,0.263157894736842
"185",66052,0.0169491525423729,0,0.0169491525423729,0.101694915254237,0,0.305084745762712
"186",66108,0.0603674540682415,0.015748031496063,0.0078740157480315,0.15748031496063,0.015748031496063,0.173228346456693
"187",66113,0.0485436893203883,0,0.0194174757281553,0.0485436893203883,0.0194174757281553,0.116504854368932
"188",66145,NA,NA,NA,NA,NA,NA
"189",66203,0.08,0,0,0.08,0,0.24
"190",66209,0,0,0,0,0,0.333333333333333
"191",66354,0.036144578313253,0,0,0.132530120481928,0,0.253012048192771
"192",66409,0.0368421052631579,0.00526315789473684,0.0473684210526316,0.068421052631579,0.0210526315789474,0.263157894736842
"193",66606,0.0419847328244275,0.00381679389312977,0.00381679389312977,0.0687022900763359,0.0190839694656489,0.0954198473282443
"194",66614,0.0124223602484472,0.0062111801242236,0.0186335403726708,0.0807453416149068,0.0062111801242236,0.198757763975155
"195",66630,NA,NA,NA,NA,NA,NA
"196",66657,0,0,0,0.0714285714285714,0,0.357142857142857
"197",66702,0,0,0,0,0.032258064516129,0.32258064516129
"198",66706,0,0.027027027027027,0,0.135135135135135,0,0.162162162162162
"199",66707,0.0571428571428571,0,0,0,0.0285714285714286,0.371428571428571
"200",66838,0.0486322188449848,0,0.0455927051671733,0.0455927051671733,0.00303951367781155,0.185410334346505
"201",66917,0.0666666666666667,0,0,0.05,0.0166666666666667,0.133333333333333
"202",66928,0.0869565217391304,0,0,0.0217391304347826,0.0434782608695652,0.326086956521739
"203",66965,0,0,0,0.153846153846154,0,0.230769230769231
"204",67005,0,0,0,0.214285714285714,0,0.214285714285714
"205",67008,NA,NA,NA,NA,NA,NA
"206",67025,0.0612648221343874,0.00197628458498024,0.0731225296442688,0.0889328063241107,0.00790513833992095,0.217391304347826
"207",67045,NA,NA,NA,NA,NA,NA
"208",67063,0,0,0,0,0,0
"209",67164,NA,NA,NA,NA,NA,NA
"210",67207,0.0113636363636364,0.0113636363636364,0,0.147727272727273,0.0227272727272727,0.238636363636364
"211",67304,0.0444444444444444,0.0111111111111111,0.0155555555555556,0.08,0.00444444444444444,0.173333333333333
"212",67341,0.0764818355640535,0.00764818355640535,0.0286806883365201,0.0936902485659656,0.00764818355640535,0.0764818355640535
"213",67365,NA,NA,NA,NA,NA,NA
"214",67391,NA,NA,NA,NA,NA,NA
"215",67443,NA,NA,NA,NA,NA,NA
"216",67449,0,0,0,0,0,0
"217",67504,0,0,0,0.142857142857143,0,0.285714285714286
"218",67644,0,0,0,0,0,0.5
"219",67828,NA,NA,NA,NA,NA,NA
"220",67872,0.0417536534446764,0,0.0521920668058455,0.146137787056367,0.0104384133611691,0.192066805845511
"221",67893,0.0476190476190476,0,0,0.0952380952380952,0,0.142857142857143
"222",68043,NA,NA,NA,NA,NA,NA
"223",68050,0.0529953917050691,0.00230414746543779,0.0414746543778802,0.110599078341014,0.00921658986175115,0.163594470046083
"224",68106,0,0,0,0.0909090909090909,0,0.5
"225",68200,NA,NA,NA,NA,NA,NA
"226",68204,0.0185185185185185,0,0,0.0555555555555556,0,0.240740740740741
"227",68211,0,0,0,0,0,1
"228",68305,0.0833333333333333,0,0,0.0208333333333333,0,0.270833333333333
"229",68341,NA,NA,NA,NA,NA,NA
"230",68346,0.1,0,0,0.1,0,0.3
"231",68362,0,0,0,0.142857142857143,0,0.285714285714286
"232",68518,0.00735294117647059,0,0,0.0588235294117647,0.00735294117647059,0.213235294117647
"233",68525,0.0368550368550369,0,0.027027027027027,0.105651105651106,0.00737100737100737,0.189189189189189
"234",68701,0,0,0,0,0,1
"235",68730,0.0298507462686567,0,0.0298507462686567,0.0671641791044776,0.00746268656716418,0.253731343283582
"236",68743,0.0297029702970297,0.0066006600660066,0.0099009900990099,0.135313531353135,0.0165016501650165,0.135313531353135
"237",68868,0.0193236714975845,0,0.0144927536231884,0.0917874396135266,0,0.135265700483092
"238",68912,0,0,0,0.0588235294117647,0,0.274509803921569
"239",69098,NA,NA,NA,NA,NA,NA
"240",69100,0,0.0121951219512195,0.0121951219512195,0.0731707317073171,0.0121951219512195,0.182926829268293
"241",69104,NA,NA,NA,NA,NA,NA
"242",69134,NA,NA,NA,NA,NA,NA
"243",69159,NA,NA,NA,NA,NA,NA
"244",69209,0.0469043151969981,0,0.0337711069418387,0.0825515947467167,0.0187617260787993,0.0712945590994371
"245",69306,0.06,0,0.02,0.08,0.04,0.2
"246",69360,NA,NA,NA,NA,NA,NA
"247",69399,NA,NA,NA,NA,NA,NA
"248",69403,0,0,0,0.1,0,0.2
"249",69418,0.0607734806629834,0,0.00552486187845304,0.0386740331491713,0.0110497237569061,0.154696132596685
"250",69439,0,0,0,0,0,0
"251",69442,0.0625,0,0,0.0625,0,0.25
"252",69453,0.0452674897119342,0,0.0164609053497942,0.106995884773663,0.00823045267489712,0.238683127572016
"253",69508,0,0,0,0.125,0,0
"254",69636,0,0,0.0563380281690141,0.0422535211267606,0.028169014084507,0.366197183098592
"255",69652,0.0589430894308943,0,0.0589430894308943,0.126016260162602,0.0121951219512195,0.107723577235772
"256",69702,0,0,0,0,0,0.2
"257",69705,0.111111111111111,0,0,0,0.0277777777777778,0.333333333333333
"258",69737,0.0421455938697318,0.00766283524904215,0.0268199233716475,0.0727969348659004,0.00766283524904215,0.318007662835249
"259",69766,0.0217391304347826,0,0,0.0869565217391304,0,0.391304347826087
"260",69804,0,0,0,0,0,0
"261",69813,NA,NA,NA,NA,NA,NA
"262",69825,0.05,0.0166666666666667,0,0.133333333333333,0,0.133333333333333
"263",69860,NA,NA,Inf,Inf,Inf,Inf
"264",69962,NA,NA,NA,NA,NA,NA
"265",69992,0.1,0.0333333333333333,0,0.166666666666667,0,0.266666666666667
"266",69995,0,0,0,0,0,0.25
"267",70410,0,0,0.0555555555555556,0,0,0.111111111111111
"268",71184,0.0138888888888889,0,0.0416666666666667,0.0833333333333333,0,0.152777777777778
"269",71564,0.0480167014613779,0,0.0313152400835073,0.0876826722338205,0.00417536534446764,0.11482254697286
"270",71752,0.0433070866141732,0,0.0078740157480315,0.118110236220472,0.0078740157480315,0.165354330708661
"271",71837,0.0330578512396694,0.00413223140495868,0.0289256198347107,0.0785123966942149,0.012396694214876,0.181818181818182
"272",71842,0.0659340659340659,0,0,0.021978021978022,0,0.307692307692308
"273",72133,0.0634146341463415,0,0.00975609756097561,0.0634146341463415,0,0.141463414634146
"274",72443,0.061965811965812,0.00213675213675214,0.0363247863247863,0.115384615384615,0.0106837606837607,0.155982905982906
"275",73113,0.0410557184750733,0,0.032258064516129,0.108504398826979,0.0234604105571848,0.258064516129032
"276",73136,0.023696682464455,0,0.028436018957346,0.0521327014218009,0.018957345971564,0.270142180094787
"277",73209,0.0225225225225225,0,0.027027027027027,0.0540540540540541,0.0045045045045045,0.198198198198198
"278",73306,0.0568181818181818,0,0.0113636363636364,0.0909090909090909,0.0227272727272727,0.238636363636364
"279",73342,0.078125,0,0,0.109375,0,0.328125
"280",73801,NA,NA,NA,NA,NA,NA
"281",74163,0.0272952853598015,0.00248138957816377,0.00248138957816377,0.129032258064516,0.0124069478908189,0.0744416873449131
"282",74206,0.0302197802197802,0.00274725274725275,0.00549450549450549,0.101648351648352,0.00549450549450549,0.112637362637363
"283",74215,0.0263157894736842,0,0.0394736842105263,0.0263157894736842,0,0.157894736842105
"284",74339,0.0363128491620112,0,0.0251396648044693,0.0921787709497207,0,0.114525139664804
"285",74465,0.0298913043478261,0,0.0271739130434783,0.14945652173913,0.0271739130434783,0.144021739130435
"286",74540,0.0365448504983389,0,0.0498338870431894,0.0897009966777409,0.00664451827242525,0.159468438538206
"287",74729,0.0231481481481481,0,0.037037037037037,0.0833333333333333,0.0231481481481481,0.236111111111111
"288",75125,0.0174927113702624,0,0.0583090379008746,0.151603498542274,0.0262390670553936,0.297376093294461
"289",75151,0.0256410256410256,0.00512820512820513,0.00512820512820513,0.0615384615384615,0.00512820512820513,0.174358974358974
"290",75334,0.0578313253012048,0,0.0337349397590361,0.0987951807228916,0,0.178313253012048
"291",75340,NA,NA,NA,NA,NA,NA
"292",75342,NA,NA,NA,NA,NA,NA
"293",75566,0.0372340425531915,0,0.0292553191489362,0.0957446808510638,0.00265957446808511,0.156914893617021
"294",75808,0.0121951219512195,0,0.00609756097560976,0.0975609756097561,0.0121951219512195,0.121951219512195
"295",75847,0.0463576158940397,0,0.0551876379690949,0.134657836644592,0.0309050772626932,0.169977924944812
"296",75867,NA,NA,NA,NA,NA,NA
"297",76100,0.0256410256410256,0,0.0512820512820513,0.141025641025641,0,0.205128205128205
"298",76118,NA,NA,NA,NA,NA,NA
"299",76158,0,0,0,0,0.25,0.5
"300",76232,0.0515970515970516,0.00245700245700246,0.0540540540540541,0.0835380835380835,0.0319410319410319,0.0835380835380835
"301",76249,0.0364741641337386,0,0.0060790273556231,0.0638297872340425,0.0151975683890578,0.17629179331307
"302",76267,0.0498915401301518,0.00433839479392625,0.0260303687635575,0.0759219088937093,0.0108459869848156,0.114967462039046
"303",76290,0.06187624750499,0.00199600798403194,0.0419161676646707,0.093812375249501,0.00399201596806387,0.0898203592814371
"304",76313,0.0629067245119306,0.00867678958785249,0.0303687635574837,0.0824295010845987,0.00867678958785249,0.158351409978308
"305",76430,NA,NA,NA,NA,NA,NA
"306",76509,0.0192307692307692,0,0.0384615384615385,0.0961538461538462,0.0192307692307692,0.211538461538462
"307",76650,NA,NA,NA,NA,NA,NA
"308",76753,0.0380952380952381,0,0.0333333333333333,0.0333333333333333,0.00952380952380952,0.20952380952381
"309",76757,NA,NA,NA,NA,NA,NA
"310",76802,0.0229508196721311,0.00327868852459016,0.00655737704918033,0.0754098360655738,0.00983606557377049,0.0622950819672131
"311",76812,0.0126582278481013,0,0.00632911392405063,0.10126582278481,0.0316455696202532,0.0949367088607595
"312",76849,0.0392609699769053,0.0046189376443418,0.0046189376443418,0.0900692840646651,0.0069284064665127,0.145496535796767
"313",76869,0,0,0,0,0,0.285714285714286
"314",77243,0,0,0,0.0930232558139535,0.0232558139534884,0.255813953488372
"315",77248,0.0316455696202532,0.00632911392405063,0.0316455696202532,0.0886075949367089,0,0.272151898734177
"316",77263,NA,NA,NA,NA,NA,NA
"317",77463,0.0175438596491228,0,0.0350877192982456,0.134502923976608,0,0.16374269005848
"318",77532,0.0660980810234542,0,0.0149253731343284,0.0959488272921109,0.00213219616204691,0.0916844349680171
"319",77563,NA,NA,NA,NA,NA,NA
"320",77564,0.0572687224669604,0,0.0176211453744493,0.0748898678414097,0.00881057268722467,0.176211453744493
"321",78122,0.0560747663551402,0,0.00934579439252336,0.0373831775700935,0.0373831775700935,0.121495327102804
"322",78135,0.0533980582524272,0.00970873786407767,0.0436893203883495,0.0922330097087379,0.0242718446601942,0.174757281553398
"323",78168,0.0445344129554656,0.0101214574898785,0.0101214574898785,0.151821862348178,0.00809716599190283,0.0890688259109312
"324",78217,0.015625,0.015625,0.015625,0.03125,0,0.1875
"325",78224,0.0349075975359343,0,0.0472279260780287,0.141683778234086,0.00205338809034908,0.24435318275154
"326",78288,0.0453074433656958,0,0.00970873786407767,0.0679611650485437,0.0388349514563107,0.129449838187702
"327",78361,0,0,0,0.166666666666667,0,0.333333333333333
"328",78513,0.0542168674698795,0.00200803212851406,0.0381526104417671,0.0742971887550201,0.0160642570281124,0.126506024096386
"329",78536,NA,NA,NA,NA,NA,NA
"330",78548,0.0302197802197802,0,0.0247252747252747,0.0796703296703297,0.00274725274725275,0.14010989010989
"331",78603,0.0622222222222222,0,0,0.106666666666667,0.00888888888888889,0.115555555555556
"332",78629,0.0337837837837838,0,0.0337837837837838,0.112612612612613,0.0292792792792793,0.204954954954955
"333",78643,0.032258064516129,0,0.043010752688172,0.150537634408602,0,0.225806451612903
"334",78756,0.0223463687150838,0,0.0111731843575419,0.0726256983240224,0.0167597765363128,0.145251396648045
"335",78813,0.0819672131147541,0.00819672131147541,0.0163934426229508,0.0327868852459016,0,0.147540983606557
"336",78819,NA,NA,NA,NA,NA,NA
"337",79109,0.0613107822410148,0.0105708245243129,0.0211416490486258,0.0676532769556025,0.0147991543340381,0.198731501057082
"338",79113,0,0,0,0,0,0.333333333333333
"339",79140,NA,NA,NA,NA,NA,NA
"340",79150,0.0305084745762712,0.0135593220338983,0.0101694915254237,0.0813559322033898,0.00338983050847458,0.172881355932203
"341",79192,0.0364145658263305,0.00280112044817927,0.0280112044817927,0.0644257703081232,0.0196078431372549,0.168067226890756
"342",79215,0.0769230769230769,0,0.0256410256410256,0.0705128205128205,0.0213675213675214,0.113247863247863
"343",79231,0.0318181818181818,0.0136363636363636,0.00681818181818182,0.0795454545454545,0.00454545454545455,0.104545454545455
"344",79240,0.038781163434903,0.00277008310249307,0.0166204986149584,0.0664819944598338,0.00831024930747922,0.0554016620498615
"345",79290,0.010752688172043,0,0.032258064516129,0.0645161290322581,0.010752688172043,0.21505376344086
"346",79293,NA,NA,NA,NA,NA,NA
"347",79334,0,0,0,0.108108108108108,0.027027027027027,0.189189189189189
"348",79365,0.0559006211180124,0,0.0372670807453416,0.0993788819875776,0.0186335403726708,0.183229813664596
"349",79402,0.0420792079207921,0.00495049504950495,0.0099009900990099,0.118811881188119,0.0198019801980198,0.108910891089109
"350",79456,0.036,0.008,0,0.06,0.016,0.1
"351",79545,NA,NA,NA,NA,NA,NA
"352",79608,0.0619047619047619,0,0.0142857142857143,0.0761904761904762,0.0166666666666667,0.104761904761905
"353",79705,0.04,0,0,0.12,0.04,0.24
"354",79847,NA,NA,NA,NA,NA,NA
