ds,P_ID,PA_PER_G
2020-08-31,69705,0.75
2020-09-30,69705,0.75
2020-10-31,69705,0.75
2020-07-31 00:00:00,69737,2.0737810950297058
2020-08-31 00:00:00,69737,2.1379427898650283
2020-09-30 00:00:00,69737,2.2000347526088886
2020-10-31,69737,2.2000347526088886
2020-07-30 00:00:00,71752,3.982692615791651
2020-07-31 00:00:00,71752,3.9337871949390686
2020-08-31 00:00:00,71752,3.090795996874014
2020-09-30 00:00:00,71752,3.30472884345066
2020-10-31,71752,3.30472884345066
2020-07-30 00:00:00,73136,1.8221166363665138
2020-07-31 00:00:00,73136,1.5025994761124875
2020-08-31 00:00:00,73136,1.495292325086057
2020-09-30 00:00:00,73136,2.4556984245869593
2020-10-31,73136,2.4556984245869593
2020-07-30 00:00:00,74163,4.236867871397329
2020-07-31 00:00:00,74163,4.193886268496871
2020-08-31 00:00:00,74163,4.8
2020-09-30 00:00:00,74163,2.748875326266112
2020-10-31,74163,2.748875326266112
2020-07-30 00:00:00,74729,0
2020-07-31 00:00:00,74729,0
2020-08-31 00:00:00,74729,0
2020-09-30 00:00:00,74729,0.0001448182467803943
2020-10-31,74729,0.0001448182467803943
2020-07-31 00:00:00,76158,0
2020-10-31,76158,0
2020-07-31 00:00:00,76509,0.886628934694634
2020-08-31 00:00:00,76509,0.7149085250462505
2020-09-30 00:00:00,76509,0.9403756804696608
2020-10-31,76509,0.9403756804696608
2020-07-30 00:00:00,76753,2.2798423200810536
2020-07-31 00:00:00,76753,2.066106033753094
2020-08-31 00:00:00,76753,1.963427249076818
2020-09-30 00:00:00,76753,2.5973925672566054
2020-10-31,76753,2.5973925672566054
2020-07-30 00:00:00,78288,3.1940918989845057
2020-07-31 00:00:00,78288,2.9137113486265815
2020-08-31 00:00:00,78288,3.761904761904762
2020-09-30 00:00:00,78288,3.048276321082779
2020-10-31,78288,3.048276321082779
2020-07-30 00:00:00,78756,1.2480345902341257
2020-07-31 00:00:00,78756,1.2212186358187578
2020-08-31 00:00:00,78756,1.8256106075113685
2020-09-30 00:00:00,78756,2.2458093956592298
2020-10-31,78756,2.2458093956592298
2020-07-31 00:00:00,79705,0.039099474264079344
2020-08-31 00:00:00,79705,0.0500836865584327
2020-09-30 00:00:00,79705,0.06564065485267231
2020-10-31,79705,0.06564065485267231
2020-07-30 00:00:00,62265,3.6470588235294117
2020-07-31 00:00:00,62265,3.6470588235294117
2020-08-31 00:00:00,62265,3.6470588235294117
2020-09-30 00:00:00,62265,3.6470588235294117
2020-10-31,62265,3.6470588235294117
2020-07-30 00:00:00,62893,0
2020-07-31 00:00:00,62893,0
2020-08-31 00:00:00,62893,0
2020-09-30 00:00:00,62893,0
2020-10-31,62893,0
2020-07-31 00:00:00,62908,1.4611452219440824
2020-08-31 00:00:00,62908,2.6620839850616926
2020-09-30 00:00:00,62908,3.45
2020-10-31,62908,3.45
2020-07-31 00:00:00,63260,0.006692526892295162
2020-08-31 00:00:00,63260,0.008841856673514921
2020-09-30 00:00:00,63260,0
2020-10-31,63260,0
2020-07-30 00:00:00,63722,2.823355150918003
2020-07-31 00:00:00,63722,2.51992441119412
2020-08-31 00:00:00,63722,2.2906965714585326
2020-09-30 00:00:00,63722,1.416558709158183
2020-10-31,63722,1.416558709158183
2020-07-30 00:00:00,64646,4.583333333333333
2020-07-31 00:00:00,64646,4.583333333333333
2020-08-31 00:00:00,64646,4.517462920880449
2020-09-30 00:00:00,64646,4.583333333333333
2020-10-31,64646,4.583333333333333
2020-07-30 00:00:00,65464,0.12494989056826641
2020-07-31 00:00:00,65464,0.11803484579420952
2020-08-31 00:00:00,65464,0.2108682340566034
2020-09-30 00:00:00,65464,0.09661895842167416
2020-10-31,65464,0.09661895842167416
2020-07-30 00:00:00,65610,0.0033930281320795636
2020-07-31 00:00:00,65610,0.004314207342807227
2020-08-31 00:00:00,65610,0
2020-09-30 00:00:00,65610,0
2020-10-31,65610,0
2020-07-30 00:00:00,66606,0.9280752954839945
2020-07-31 00:00:00,66606,0.8965969225302384
2020-08-31 00:00:00,66606,1.221220767665358
2020-09-30 00:00:00,66606,1.1331319582896993
2020-10-31,66606,1.1331319582896993
2020-07-30 00:00:00,66614,1.7647058823529411
2020-07-31 00:00:00,66614,1.7647058823529411
2020-08-31 00:00:00,66614,1.7647058823529411
2020-09-30 00:00:00,66614,1.7647058823529411
2020-10-31,66614,1.7647058823529411
2020-07-31,66630,0.0
2020-08-31,66630,0.0
2020-09-30,66630,0.0
2020-10-31,66630,0.0
2020-07-31 00:00:00,67644,0
2020-08-31 00:00:00,67644,0
2020-09-30 00:00:00,67644,0
2020-10-31,67644,0
2020-07-30 00:00:00,69652,4.545435269943118
2020-07-31 00:00:00,69652,4.548274790417211
2020-08-31 00:00:00,69652,4.636299925114072
2020-09-30 00:00:00,69652,4.705882352941177
2020-10-31,69652,4.705882352941177
2020-07-30 00:00:00,72443,4.290067141800345
2020-07-31 00:00:00,72443,3.6220795080848074
2020-08-31 00:00:00,72443,4.411539706740764
2020-09-30 00:00:00,72443,4.636254553644141
2020-10-31,72443,4.636254553644141
2020-07-30 00:00:00,73209,3.0854659360445242
2020-07-31 00:00:00,73209,3.3455663946168994
2020-08-31 00:00:00,73209,3.06370294244139
2020-09-30 00:00:00,73209,2.0631031100208035
2020-10-31,73209,2.0631031100208035
2020-07-30 00:00:00,78603,2.22165115349551
2020-07-31 00:00:00,78603,1.9882839878059844
2020-08-31 00:00:00,78603,2.813762416833893
2020-09-30 00:00:00,78603,2.625696908528141
2020-10-31,78603,2.625696908528141
2020-07-30 00:00:00,78629,4.452505951180056
2020-07-31 00:00:00,78629,4.458333333333333
2020-08-31 00:00:00,78629,4.458333333333333
2020-09-30 00:00:00,78629,2.72681528082958
2020-10-31,78629,2.72681528082958
2020-07-30 00:00:00,78643,0.42667496061971055
2020-07-31 00:00:00,78643,0.43630702883874856
2020-08-31 00:00:00,78643,0.26966949894918685
2020-09-30 00:00:00,78643,0.22972357942392524
2020-10-31,78643,0.22972357942392524
2020-07-31 00:00:00,79113,0.0004406998880479987
2020-10-31,79113,0.0004406998880479987
2020-07-31 00:00:00,79334,0.09279685277685784
2020-08-31 00:00:00,79334,0.10904890346738133
2020-09-30 00:00:00,79334,0.11911803033742595
2020-10-31,79334,0.11911803033742595
2020-07-30 00:00:00,50066,0.03952372913877561
2020-07-31 00:00:00,50066,0.028143936793150717
2020-08-31 00:00:00,50066,0
2020-09-30 00:00:00,50066,0
2020-10-31,50066,0
2020-07-30 00:00:00,60558,1.0181973277788359
2020-07-31 00:00:00,60558,0.9226473000985242
2020-08-31 00:00:00,60558,1.0096131486997855
2020-09-30 00:00:00,60558,0.6739577073136511
2020-10-31,60558,0.6739577073136511
2020-07-30 00:00:00,62802,0.44135298190444167
2020-07-31 00:00:00,62802,0.3745690876441508
2020-08-31 00:00:00,62802,1.1794405326214064
2020-09-30 00:00:00,62802,0.7374515664701315
2020-10-31,62802,0.7374515664701315
2020-07-30 00:00:00,64004,1.0479191540607948
2020-07-31 00:00:00,64004,0.940169883702672
2020-08-31 00:00:00,64004,0.9635128952850679
2020-09-30 00:00:00,64004,1.11440749494976
2020-10-31,64004,1.11440749494976
2020-07-30 00:00:00,64006,4.167013839665922
2020-07-31 00:00:00,64006,3.746206429652219
2020-08-31 00:00:00,64006,4.604683435689398
2020-09-30 00:00:00,64006,4.47647040213281
2020-10-31,64006,4.47647040213281
2020-07-30 00:00:00,64007,0.026607912522227068
2020-07-31 00:00:00,64007,0.02859285425521301
2020-08-31 00:00:00,64007,0.02747980147876929
2020-09-30 00:00:00,64007,0.0691593775086265
2020-10-31,64007,0.0691593775086265
2020-07-30 00:00:00,64012,0.0014312539305360637
2020-07-31 00:00:00,64012,0.001348262776703142
2020-08-31 00:00:00,64012,0.0018540667990300512
2020-09-30 00:00:00,64012,0.002517366683240653
2020-10-31,64012,0.002517366683240653
2020-07-31 00:00:00,64014,0.33005132478375837
2020-08-31 00:00:00,64014,0.31929351715923265
2020-09-30 00:00:00,64014,0.30888273558711093
2020-10-31,64014,0.30888273558711093
2020-07-31,64029,0.0
2020-08-31,64029,0.0
2020-09-30,64029,0.0
2020-10-31,64029,0.0
2020-07-30 00:00:00,64166,4.64
2020-07-31 00:00:00,64166,4.64
2020-08-31 00:00:00,64166,2.153035154314437
2020-09-30 00:00:00,64166,2.2467222125068576
2020-10-31,64166,2.2467222125068576
2020-07-30 00:00:00,64868,0.8051943173715345
2020-07-31 00:00:00,64868,0.7589102539969079
2020-08-31 00:00:00,64868,0.46398098499811197
2020-09-30 00:00:00,64868,0.3284485396969165
2020-10-31,64868,0.3284485396969165
2020-07-30 00:00:00,64906,0.007071565015009302
2020-07-31 00:00:00,64906,0.007314574290651933
2020-08-31 00:00:00,64906,0.012161741256396123
2020-09-30 00:00:00,64906,0.00019151301346679976
2020-10-31,64906,0.00019151301346679976
2020-07-30 00:00:00,65062,0.0
2020-07-31 00:00:00,65062,0.0
2020-08-31 00:00:00,65062,0.0
2020-09-30 00:00:00,65062,0.0
2020-10-31,65062,0.0
2020-07-31 00:00:00,67008,0.0
2020-10-31,67008,0.0
2020-07-30 00:00:00,67025,4.583333333333333
2020-07-31 00:00:00,67025,4.583222619866441
2020-08-31 00:00:00,67025,4.583333333333333
2020-09-30 00:00:00,67025,4.583333333333333
2020-10-31,67025,4.583333333333333
2020-07-30 00:00:00,68050,4.739130434782608
2020-07-31 00:00:00,68050,4.739130434782608
2020-08-31 00:00:00,68050,4.066931339861377
2020-09-30 00:00:00,68050,4.739130434782608
2020-10-31,68050,4.739130434782608
2020-07-31,69098,0.0
2020-08-31,69098,0.0
2020-09-30,69098,0.0
2020-10-31,69098,0.0
2020-07-30 00:00:00,73113,3.621227777647016
2020-07-31 00:00:00,73113,3.8889691343541237
2020-08-31 00:00:00,73113,3.332998470634436
2020-09-30 00:00:00,73113,2.4509674847429435
2020-10-31,73113,2.4509674847429435
2020-07-30 00:00:00,74339,4.217860655186738
2020-07-31 00:00:00,74339,4.42793637838526
2020-08-31 00:00:00,74339,4.425273979883215
2020-09-30 00:00:00,74339,4.434782608695652
2020-10-31,74339,4.434782608695652
2020-07-30 00:00:00,76313,4.481287499655704
2020-07-31 00:00:00,76313,4.75
2020-08-31 00:00:00,76313,4.740703749870329
2020-09-30 00:00:00,76313,4.75
2020-10-31,76313,4.75
2020-07-30 00:00:00,77243,0.14049618345976414
2020-07-31 00:00:00,77243,0.13567447842819383
2020-08-31 00:00:00,77243,0.172518975290285
2020-09-30 00:00:00,77243,0.12455098864654592
2020-10-31,77243,0.12455098864654592
2020-07-30 00:00:00,78548,3.4
2020-07-31 00:00:00,78548,3.1315342525763126
2020-08-31 00:00:00,78548,3.4
2020-09-30 00:00:00,78548,3.4
2020-10-31,78548,3.4
2020-07-30 00:00:00,50150,0.52
2020-07-31 00:00:00,50150,0.52
2020-08-31 00:00:00,50150,0.52
2020-09-30 00:00:00,50150,0.52
2020-10-31,50150,0.52
2020-07-30 00:00:00,50165,3.808383306177413
2020-07-31 00:00:00,50165,3.8058351600524922
2020-08-31 00:00:00,50165,3.7268426301799487
2020-09-30 00:00:00,50165,3.650398246432326
2020-10-31,50165,3.650398246432326
2020-07-30 00:00:00,61102,3.7222222222222223
2020-07-31 00:00:00,61102,3.7222222222222223
2020-08-31 00:00:00,61102,3.7222222222222223
2020-09-30 00:00:00,61102,3.7222222222222223
2020-10-31,61102,3.7222222222222223
2020-07-30 00:00:00,61186,4.76
2020-07-31 00:00:00,61186,4.76
2020-08-31 00:00:00,61186,4.76
2020-09-30 00:00:00,61186,4.416345796544337
2020-10-31,61186,4.416345796544337
2020-07-31,63103,0.0
2020-08-31,63103,0.0
2020-09-30,63103,0.0
2020-10-31,63103,0.0
2020-07-31 00:00:00,64100,0.026002950486409146
2020-10-31,64100,0.026002950486409146
2020-07-30 00:00:00,64101,0.0377096321187753
2020-07-31 00:00:00,64101,0.037308833619076276
2020-08-31 00:00:00,64101,0.024884080128406517
2020-09-30 00:00:00,64101,0.012860125137435782
2020-10-31,64101,0.012860125137435782
2020-07-30 00:00:00,65109,0.0016238532354944152
2020-07-31 00:00:00,65109,0.000901804498930222
2020-08-31 00:00:00,65109,0.008951624868328272
2020-09-30 00:00:00,65109,0.004043771577177471
2020-10-31,65109,0.004043771577177471
2020-07-30 00:00:00,65207,0
2020-07-31 00:00:00,65207,0
2020-08-31 00:00:00,65207,0
2020-09-30 00:00:00,65207,0
2020-10-31,65207,0
2020-07-30 00:00:00,66108,0.08033744120082574
2020-07-31 00:00:00,66108,0.07656041362677497
2020-08-31 00:00:00,66108,0.0111072244009016
2020-09-30 00:00:00,66108,0
2020-10-31,66108,0
2020-07-30 00:00:00,69100,0.8111161492064137
2020-07-31 00:00:00,69100,0.8104188792244391
2020-08-31 00:00:00,69100,0.788803509783226
2020-09-30 00:00:00,69100,0.7678854103239875
2020-10-31,69100,0.7678854103239875
2020-07-30 00:00:00,71184,0.6293665281669318
2020-07-31 00:00:00,71184,0.6358805853946035
2020-08-31 00:00:00,71184,0.8535244069219219
2020-09-30 00:00:00,71184,0.475348062150654
2020-10-31,71184,0.475348062150654
2020-07-31 00:00:00,72133,2.756037950276032
2020-08-31 00:00:00,72133,2.760576870850334
2020-09-30 00:00:00,72133,2.5211146119419308
2020-10-31,72133,2.5211146119419308
2020-07-31,73801,0.0
2020-08-31,73801,0.0
2020-09-30,73801,0.0
2020-10-31,73801,0.0
2020-07-30 00:00:00,75808,2.8143032991542154
2020-07-31 00:00:00,75808,2.7192907157859647
2020-08-31 00:00:00,75808,2.361973207447328
2020-09-30 00:00:00,75808,3.0886123888724684
2020-10-31,75808,3.0886123888724684
2020-07-30 00:00:00,76290,4.56
2020-07-31 00:00:00,76290,4.56
2020-08-31 00:00:00,76290,4.56
2020-09-30 00:00:00,76290,1.9988306166446093
2020-10-31,76290,1.9988306166446093
2020-07-30 00:00:00,77564,2.2264541394499764
2020-07-31 00:00:00,77564,2.1316205328795728
2020-08-31 00:00:00,77564,2.027147397294165
2020-09-30 00:00:00,77564,2.0920208042345525
2020-10-31,77564,2.0920208042345525
2020-07-30 00:00:00,78217,0.6105913317911683
2020-07-31 00:00:00,78217,0.5978548836415223
2020-08-31 00:00:00,78217,0.6771727890413642
2020-09-30 00:00:00,78217,0.7437749135776093
2020-10-31,78217,0.7437749135776093
2020-07-30 00:00:00,79109,4.541666666666667
2020-07-31 00:00:00,79109,4.541666666666667
2020-08-31 00:00:00,79109,3.6469457055476657
2020-09-30 00:00:00,79109,4.171963080529641
2020-10-31,79109,4.171963080529641
2020-07-31 00:00:00,79140,0.0
2020-10-31,79140,0.0
2020-07-30 00:00:00,79150,2.424986658907482
2020-07-31 00:00:00,79150,2.475870012545479
2020-08-31 00:00:00,79150,1.5398337536227225
2020-09-30 00:00:00,79150,1.585870503183402
2020-10-31,79150,1.585870503183402
2020-07-30 00:00:00,79192,3.309778288239293
2020-07-31 00:00:00,79192,3.6257519993643577
2020-08-31 00:00:00,79192,2.7588498505712407
2020-09-30 00:00:00,79192,3.389350364223066
2020-10-31,79192,3.389350364223066
2020-07-30 00:00:00,50506,3.882487061899311
2020-07-31 00:00:00,50506,3.878670412291498
2020-08-31 00:00:00,50506,3.760354274449294
2020-09-30 00:00:00,50506,3.645854786214903
2020-10-31,50506,3.645854786214903
2020-07-30 00:00:00,60523,3.9188354885352092
2020-07-31 00:00:00,60523,4.2778965492093475
2020-08-31 00:00:00,60523,1.7329290724112727
2020-09-30 00:00:00,60523,3.260976810071084
2020-10-31,60523,3.260976810071084
2020-07-30 00:00:00,61204,0.010529337840660815
2020-07-31 00:00:00,61204,0.011767966451810209
2020-08-31 00:00:00,61204,0.02120304525058498
2020-09-30 00:00:00,61204,0.015283899860864605
2020-10-31,61204,0.015283899860864605
2020-07-30 00:00:00,61566,1.010946815681187
2020-07-31 00:00:00,61566,1.01094192890162
2020-08-31 00:00:00,61566,1.0107904387350446
2020-09-30 00:00:00,61566,1.010643835348036
2020-10-31,61566,1.010643835348036
2020-07-31,62528,0.0
2020-08-31,62528,0.0
2020-09-30,62528,0.0
2020-10-31,62528,0.0
2020-07-30 00:00:00,62556,1.0629259196425456
2020-07-31 00:00:00,62556,1.0618996055928163
2020-08-31 00:00:00,62556,0.9288927203291589
2020-09-30 00:00:00,62556,0.6658319745954554
2020-10-31,62556,0.6658319745954554
2020-07-30 00:00:00,62558,0.31886783415255765
2020-07-31 00:00:00,62558,0.322717421193985
2020-08-31 00:00:00,62558,0.30090798142949005
2020-09-30 00:00:00,62558,0.5349273100234128
2020-10-31,62558,0.5349273100234128
2020-07-31 00:00:00,65515,0.4571503373389845
2020-08-31 00:00:00,65515,0.2833228831315856
2020-09-30 00:00:00,65515,0.1151027661566838
2020-10-31,65515,0.1151027661566838
2020-07-31,68362,1.2173913043478262
2020-08-31,68362,1.2173913043478262
2020-09-30,68362,1.2173913043478262
2020-10-31,68362,1.2173913043478262
2020-07-30 00:00:00,68518,1.4350607951952723
2020-07-31 00:00:00,68518,1.4342089333569148
2020-08-31 00:00:00,68518,1.407801216367838
2020-09-30 00:00:00,68518,1.3822453612171184
2020-10-31,68518,1.3822453612171184
2020-07-30 00:00:00,68525,0.24519348753236084
2020-07-31 00:00:00,68525,0.28389938460654435
2020-08-31 00:00:00,68525,0.13434193846595774
2020-09-30 00:00:00,68525,0.18379489053610137
2020-10-31,68525,0.18379489053610137
2020-07-30 00:00:00,71564,4.57375672211978
2020-07-31 00:00:00,71564,4.451597162141844
2020-08-31 00:00:00,71564,4.481506736412748
2020-09-30 00:00:00,71564,4.4967282104901445
2020-10-31,71564,4.4967282104901445
2020-07-30 00:00:00,76249,3.7117689379116467
2020-07-31 00:00:00,76249,3.108183482519204
2020-08-31 00:00:00,76249,4.565217391304348
2020-09-30 00:00:00,76249,4.330669913106284
2020-10-31,76249,4.330669913106284
2020-07-30 00:00:00,77532,4.8
2020-07-31 00:00:00,77532,4.624297165133611
2020-08-31 00:00:00,77532,4.8
2020-09-30 00:00:00,77532,4.8
2020-10-31,77532,4.8
2020-07-30 00:00:00,78513,4.909090909090909
2020-07-31 00:00:00,78513,4.909090909090909
2020-08-31 00:00:00,78513,4.909090909090909
2020-09-30 00:00:00,78513,4.909090909090909
2020-10-31,78513,4.909090909090909
2020-07-30 00:00:00,79608,3.914634738412969
2020-07-31 00:00:00,79608,3.881737297308289
2020-08-31 00:00:00,79608,3.7437279670979025
2020-09-30 00:00:00,79608,3.284464531390781
2020-10-31,79608,3.284464531390781
2020-07-30 00:00:00,50923,4.209071552531638
2020-07-31 00:00:00,50923,4.219842029468133
2020-08-31 00:00:00,50923,4.3125
2020-09-30 00:00:00,50923,4.3125
2020-10-31,50923,4.3125
2020-07-31,60339,0.0
2020-08-31,60339,0.0
2020-09-30,60339,0.0
2020-10-31,60339,0.0
2020-07-30 00:00:00,60566,0.5446498468898968
2020-07-31 00:00:00,60566,0.6273119244137584
2020-08-31 00:00:00,60566,0.20033960749047924
2020-09-30 00:00:00,60566,0.18892417407979495
2020-10-31,60566,0.18892417407979495
2020-07-31 00:00:00,61295,0.0
2020-10-31,61295,0.0
2020-07-31 00:00:00,62025,1.00813061355917
2020-08-31 00:00:00,62025,0.3165516484754618
2020-09-30 00:00:00,62025,0.5880320229228976
2020-10-31,62025,0.5880320229228976
2020-07-30 00:00:00,62907,4.103575188389864
2020-07-31 00:00:00,62907,3.524853194605071
2020-08-31 00:00:00,62907,4.782608695652174
2020-09-30 00:00:00,62907,4.782608695652174
2020-10-31,62907,4.782608695652174
2020-07-30 00:00:00,62925,3.875
2020-07-31 00:00:00,62925,3.875
2020-08-31 00:00:00,62925,0.10459590026256525
2020-09-30 00:00:00,62925,0.8185108745259834
2020-10-31,62925,0.8185108745259834
2020-07-30 00:00:00,62931,2.216775900289709
2020-07-31 00:00:00,62931,2.21518482792564
2020-08-31 00:00:00,62931,1.866227283401592
2020-09-30 00:00:00,62931,0.9131420647241454
2020-10-31,62931,0.9131420647241454
2020-07-30 00:00:00,62934,2.1282280203352784
2020-07-31 00:00:00,62934,2.043540831121026
2020-08-31 00:00:00,62934,2.8508108767709888
2020-09-30 00:00:00,62934,2.352576757294779
2020-10-31,62934,2.352576757294779
2020-07-30 00:00:00,62947,4.746441004765064
2020-07-31 00:00:00,62947,4.1325786580229495
2020-08-31 00:00:00,62947,4.869565217391305
2020-09-30 00:00:00,62947,4.869565217391305
2020-10-31,62947,4.869565217391305
2020-07-30 00:00:00,63920,0.12626120620159673
2020-07-31 00:00:00,63920,0.12738119185137486
2020-08-31 00:00:00,63920,0.07726949864733149
2020-09-30 00:00:00,63920,0.046105699418540244
2020-10-31,63920,0.046105699418540244
2020-07-31 00:00:00,63950,0.0
2020-10-31,63950,0.0
2020-07-30 00:00:00,63963,3.5515561215040905
2020-07-31 00:00:00,63963,3.6336196085881576
2020-08-31 00:00:00,63963,3.1380217061514424
2020-09-30 00:00:00,63963,3.176104772810334
2020-10-31,63963,3.176104772810334
2020-07-30 00:00:00,64984,0.34187565224596167
2020-07-31 00:00:00,64984,0.35008564095731515
2020-08-31 00:00:00,64984,0.30682175845787274
2020-09-30 00:00:00,64984,0.26144219698547577
2020-10-31,64984,0.26144219698547577
2020-07-31 00:00:00,64995,0.0
2020-10-31,64995,0.0
2020-07-30 00:00:00,66917,0.01926689261986656
2020-07-31 00:00:00,66917,0.019560391663048293
2020-08-31 00:00:00,66917,0.029056604048499877
2020-09-30 00:00:00,66917,0.02668986880212975
2020-10-31,66917,0.02668986880212975
2020-07-31,69962,0.0
2020-08-31,69962,0.0
2020-09-30,69962,0.0
2020-10-31,69962,0.0
2020-07-31,69992,0.0625
2020-08-31,69992,0.0625
2020-09-30,69992,0.0625
2020-10-31,69992,0.0625
2020-07-31,69995,0.1721014492753623
2020-08-31,69995,0.1721014492753623
2020-09-30,69995,0.1721014492753623
2020-10-31,69995,0.1721014492753623
2020-07-30 00:00:00,74465,3.943531852513508
2020-07-31 00:00:00,74465,3.6669277683075725
2020-08-31 00:00:00,74465,4.211971577425323
2020-09-30 00:00:00,74465,2.513560693987928
2020-10-31,74465,2.513560693987928
2020-07-31 00:00:00,76118,0.0
2020-10-31,76118,0.0
2020-07-30 00:00:00,76232,3.120812718183806
2020-07-31 00:00:00,76232,3.836230737810205
2020-08-31 00:00:00,76232,4.0
2020-09-30 00:00:00,76232,4.0
2020-10-31,76232,4.0
2020-07-30 00:00:00,76849,3.475118366222936
2020-07-31 00:00:00,76849,3.8853594090045367
2020-08-31 00:00:00,76849,3.9207434789210063
2020-09-30 00:00:00,76849,2.6676780532216444
2020-10-31,76849,2.6676780532216444
2020-07-30 00:00:00,78122,1.2238351493716164
2020-07-31 00:00:00,78122,1.0815614878048028
2020-08-31 00:00:00,78122,1.361658847752461
2020-09-30 00:00:00,78122,1.0852965402239934
2020-10-31,78122,1.0852965402239934
2020-07-30 00:00:00,78813,1.637987791430007
2020-07-31 00:00:00,78813,1.5546932651580594
2020-08-31 00:00:00,78813,1.4759456979636045
2020-09-30 00:00:00,78813,1.575463825758696
2020-10-31,78813,1.575463825758696
2020-07-30 00:00:00,50202,0.26003077176653655
2020-07-31 00:00:00,50202,0.256320311055613
2020-08-31 00:00:00,50202,0.1412960290169825
2020-09-30 00:00:00,50202,0.029982207689275578
2020-10-31,50202,0.029982207689275578
2020-07-31 00:00:00,62234,0.9899164762881373
2020-08-31 00:00:00,62234,1.7991508578238742
2020-09-30 00:00:00,62234,1.1502026834919978
2020-10-31,62234,1.1502026834919978
2020-07-30 00:00:00,62244,3.6666666666666665
2020-07-31 00:00:00,62244,3.6666666666666665
2020-08-31 00:00:00,62244,3.529743507230807
2020-09-30 00:00:00,62244,3.6666666666666665
2020-10-31,62244,3.6666666666666665
2020-07-31,62951,0.0
2020-08-31,62951,0.0
2020-09-30,62951,0.0
2020-10-31,62951,0.0
2020-07-31 00:00:00,63257,0
2020-08-31 00:00:00,63257,0.08671212302292237
2020-09-30 00:00:00,63257,0.3161025628605456
2020-10-31,63257,0.3161025628605456
2020-07-31 00:00:00,63440,0.0052835819060104774
2020-08-31 00:00:00,63440,0.0041548951181509305
2020-09-30 00:00:00,63440,0.012673612576869485
2020-10-31,63440,0.012673612576869485
2020-07-30 00:00:00,67207,0.10548930906647938
2020-07-31 00:00:00,67207,0.09709583908451393
2020-08-31 00:00:00,67207,0
2020-09-30 00:00:00,67207,0.31281153645276216
2020-10-31,67207,0.31281153645276216
2020-07-30 00:00:00,69209,4.713348354971583
2020-07-31 00:00:00,69209,4.714165334928439
2020-08-31 00:00:00,69209,4.739491713590981
2020-09-30 00:00:00,69209,4.75
2020-10-31,69209,4.75
2020-07-30 00:00:00,71842,0.9693336126951253
2020-07-31 00:00:00,71842,0.8105145384241026
2020-08-31 00:00:00,71842,1.0754815386059764
2020-09-30 00:00:00,71842,0.5347471989356343
2020-10-31,71842,0.5347471989356343
2020-07-30 00:00:00,74206,3.0918473380566955
2020-07-31 00:00:00,74206,2.76393893470154
2020-08-31 00:00:00,74206,1.974144555459152
2020-09-30 00:00:00,74206,3.1582910557345625
2020-10-31,74206,3.1582910557345625
2020-07-30 00:00:00,75334,4.5625
2020-07-31 00:00:00,75334,4.5625
2020-08-31 00:00:00,75334,4.5625
2020-09-30 00:00:00,75334,4.5625
2020-10-31,75334,4.5625
2020-07-30 00:00:00,76267,4.391304347826087
