"","P_ID","SB_try","SB_succ","SF_per_PA"
"80",61742,0.0416666666666667,0,0
"81",61743,0.023728813559322,0.285714285714286,0.00338983050847458
"82",61865,0,0,0
"83",61869,0.0449050086355786,0.846153846153846,0.00345423143350604
"84",61891,0,0,0
"85",61895,0,0,0
"86",61962,0,0,0
"87",62007,0.0192307692307692,1,0
"88",62016,0.0288461538461538,1,0
"89",62025,0.0126050420168067,0.333333333333333,0.0105042016806723
"90",62056,0,0,0
"91",62146,0,0,0
"92",62147,0,0,0.0227272727272727
"93",62164,0.0114503816793893,0.666666666666667,0.00763358778625954
"94",62234,0.0459045904590459,0.705882352941177,0.0072007200720072
"95",62244,0.0192450037009623,0.692307692307692,0.0133234641006662
"96",62263,0,0,0
"97",62265,0.00417246175243394,0.666666666666667,0.00973574408901252
"98",62302,0,0,0
"99",62332,0,0,0.00742574257425743
"100",62353,0.0792253521126761,0.6,0.00528169014084507
"101",62356,0.0269121813031161,0.578947368421053,0.00991501416430595
"102",62363,0,0,0
"103",62404,0.0269246949936895,0.765625,0.01051745898191
"104",62406,0,0,0
"105",62409,0.055045871559633,0.583333333333333,0.00917431192660551
"106",62415,0.0774907749077491,0.766666666666667,0.00774907749077491
"107",62499,0.0555555555555556,1,0
"108",62528,0,0,0
"109",62537,0,0,0
"110",62556,0.0139567341242149,0.45,0.00767620376831821
"111",62558,0,0,0.00255754475703325
"112",62559,0.0132325141776938,0.428571428571429,0.00945179584120983
"113",62611,0,0,0
"114",62637,0,0,0
"115",62648,0,0,0
"116",62655,0,0,0
"117",62668,0,0,0.027027027027027
"118",62698,0,0,0
"119",62700,0.0352480417754569,0.537037037037037,0.00130548302872063
"120",62754,0,0,0
"121",62768,0,0,0
"122",62797,0.0145513338722716,0.611111111111111,0.00727566693613581
"123",62802,0.0290964777947933,0.578947368421053,0.00459418070444104
"124",62864,0.0160075329566855,0.647058823529412,0.00564971751412429
"125",62884,0.014336917562724,0.625,0.00537634408602151
"126",62892,0,0,0
"127",62893,0.0555555555555556,0.5625,0.00347222222222222
"128",62895,0.00755667506297229,0.583333333333333,0.00818639798488665
"129",62907,0.041837198726694,0.782608695652174,0.0118235561618918
"130",62908,0.0391459074733096,0.636363636363636,0.00355871886120996
"131",62917,0,0,0
"132",62921,0.03125,1,0
"133",62925,0.0187353629976581,0.875,0.0117096018735363
"134",62926,0,0,0
"135",62927,0,0,0
"136",62929,0,0,0
"137",62931,0.00943396226415094,0.4,0.00471698113207547
"138",62934,0.0352542372881356,0.711538461538462,0.0101694915254237
"139",62937,0,0,0
"140",62947,0.0249320036264733,0.745454545454545,0.00543970988213962
"141",62951,0,0,0
"142",62966,0,0,0
"143",63077,0.0821917808219178,0.666666666666667,0.0136986301369863
"144",63088,0.0476190476190476,0.4,0
"145",63103,0,0,0
"146",63123,0.0106571936056838,0.5,0.0159857904085258
"147",63202,0,0,0.0149253731343284
"148",63248,0,0,0
"149",63257,0.00714285714285714,0.5,0.00714285714285714
"150",63260,0.0075,0.333333333333333,0.0075
"151",63339,0.0555555555555556,0,0
"152",63342,0,0,0
"153",63348,0,0,0
"154",63360,0,0,0
"155",63435,0.25,1,0
"156",63440,0,0,0.0103092783505155
"157",63448,0,0,0
"158",63450,0.0176730486008837,0.666666666666667,0.00589101620029455
"159",63512,0,0,0
"160",63543,0,0,0
"161",63558,0,0,0
"162",63559,0.0099009900990099,0,0.0099009900990099
"163",63593,0.0220588235294118,0.333333333333333,0.00735294117647059
"164",63628,0,0,0
"165",63634,0.00229357798165138,0,0.018348623853211
"166",63636,0.0457516339869281,0.428571428571429,0.0065359477124183
"167",63638,0,0,0
"168",63700,0.00819672131147541,0,0
"169",63703,0.0285714285714286,0,0
"170",63704,0.062187673514714,0.741071428571429,0.00444197667962243
"171",63722,0.00153139356814701,1,0.00306278713629403
"172",63765,0,0,0
"173",63894,0,0,0
"174",63895,0,0,0
"175",63903,0,0,0
"176",63905,0,0,0
"177",63913,0.0378787878787879,0.6,0.0189393939393939
"178",63920,0.0211946050096339,0.363636363636364,0.00770712909441233
"179",63950,0,0,0
"180",63959,0,0,0
"181",63963,0.0093167701863354,0.533333333333333,0.0093167701863354
"182",63991,0,0,0
"183",64004,0.0581395348837209,0.675,0.00872093023255814
"184",64006,0.0656934306569343,0.759259259259259,0.00364963503649635
"185",64007,0.0176211453744493,0.75,0.0176211453744493
"186",64011,0,0,0
"187",64012,0.0917431192660551,0.5,0.018348623853211
"188",64014,0,0,0
"189",64017,0,0,0
"190",64022,0.00285714285714286,0,0
"191",64029,0,0,0
"192",64086,0.0148367952522255,0.2,0.0118694362017804
"193",64100,0,0,0
"194",64101,0.333333333333333,1,0
"195",64115,0,0,0
"196",64117,0,0,0
"197",64153,0.0138211382113821,0.470588235294118,0.00975609756097561
"198",64164,0,0,0
"199",64166,0.045346062052506,0.631578947368421,0.00477326968973747
"200",64213,0,0,0
"201",64260,0.0298507462686567,0,0
"202",64266,0.0148148148148148,1,0.0148148148148148
"203",64300,0.0460966542750929,0.766129032258065,0.0100371747211896
"204",64340,0,0,0
"205",64346,0.0484798685291701,0.813559322033898,0.00246507806080526
"206",64350,0,0,0
"207",64407,0.02,0,0
"208",64410,0,0,0.0112359550561798
"209",64468,0.0282258064516129,0.714285714285714,0.0120967741935484
"210",64469,0,0,0.0120481927710843
"211",64493,0.114285714285714,0.5,0
"212",64499,0.00900900900900901,0.5,0.0045045045045045
"213",64501,0.0196078431372549,1,0
"214",64504,0.00352112676056338,1,0.0140845070422535
"215",64560,0.0327272727272727,0.444444444444444,0.00909090909090909
"216",64565,0,0,0
"217",64610,0.0367722165474974,0.611111111111111,0.00102145045965271
"218",64646,0.0690476190476191,0.844827586206897,0.00357142857142857
"219",64657,0.0155038759689922,0.5,0.0103359173126615
"220",64699,0.0238970588235294,0.769230769230769,0.0128676470588235
"221",64704,0.0192307692307692,0,0
"222",64706,0,0,0
"223",64717,0.00290697674418605,1,0.00290697674418605
"224",64718,0,0,0
"225",64724,0,0,0
"226",64768,0,0,0
"227",64793,0,0,0.010989010989011
"228",64802,0,0,0
"229",64803,0,0,0
"230",64805,0,0,0
"231",64861,0,0,0
"232",64868,0.0442073170731707,0.758620689655172,0.00152439024390244
"233",64890,0,0,0
"234",64893,0,0,0
"235",64895,0,0,0
"236",64906,0.0125786163522013,1,0
"237",64907,0,0,0
"238",64914,0.0321361058601134,0.764705882352941,0.0132325141776938
"239",64944,0,0,0
"240",64960,0,0,0
"241",64984,0.0438931297709924,0.652173913043478,0.00572519083969466
"242",64995,0,0,0
"243",65005,0,0,0.0131233595800525
"244",65042,0,0,0
"245",65044,0,0,0
"246",65056,0,0,0
"247",65058,0,0,0
"248",65060,0,0,0
"249",65062,0,0,0
"250",65064,0,0,0
"251",65067,0,0,0
"252",65096,0.2,1,0
"253",65103,0.045045045045045,0.6,0.00900900900900901
"254",65109,0.0186915887850467,0.5,0
"255",65115,0.0183908045977011,0.5,0.00689655172413793
"256",65120,0,0,0
"257",65132,0,0,0
"258",65136,0.028169014084507,1,0.0140845070422535
"259",65157,0.0303030303030303,0,0.0303030303030303
"260",65207,0.197916666666667,0.578947368421053,0.0104166666666667
"261",65269,0,0,0
"262",65293,0,0,0
"263",65304,0,0,0
"264",65343,0,0,0
"265",65357,0.0150829562594268,0.4,0.00904977375565611
"266",65398,0,0,0
"267",65399,0.00583657587548638,0.333333333333333,0.00389105058365759
"268",65412,0,0,0
"269",65464,0.0075187969924812,0,0
"270",65496,0,0,0
"271",65503,0,0,0
"272",65506,0.128571428571429,0.555555555555556,0
"273",65513,0,0,0.00854700854700855
"274",65514,0,0,0
"275",65515,0.0331325301204819,0.818181818181818,0.00301204819277108
"276",65516,0,0,0
"277",65523,0.0625,0.882352941176471,0.0183823529411765
"278",65546,0,0,0
"279",65586,0.0165562913907285,1,0.00662251655629139
"280",65610,0,0,0.0099009900990099
"281",65616,0,0,0
"282",65618,0,0,0
"283",65643,0,0,0
"284",65653,0.0530612244897959,0.641025641025641,0.0054421768707483
"285",65703,0,0,0
"286",65707,0,0,0
"287",65742,0,0,0
"288",65827,0,0,0
"289",65869,0.0108695652173913,1,0
"290",65898,0,0,0.0103626943005181
"291",65905,0.8,0.75,0
"292",65933,0,0,0
"293",65964,0,0,0
"294",66047,0,0,0
"295",66052,0.0048780487804878,1,0.00975609756097561
"296",66108,0.0412371134020619,0.75,0.0103092783505155
"297",66112,0,0,0
"298",66113,0,0,0
"299",66145,0,0,0
"300",66160,0,0,0
"301",66162,0,0,0
"302",66201,0,0,0
"303",66203,0,0,0
"304",66207,0.0769230769230769,0,0
"305",66209,0.0681003584229391,0.736842105263158,0.003584229390681
"306",66244,0.00188323917137476,1,0.00941619585687382
"307",66291,0,0,0
"308",66302,0.0833333333333333,1,0
"309",66306,0.00180505415162455,1,0.0072202166064982
"310",66354,0.00903614457831325,0.333333333333333,0
"311",66392,0,0,0
"312",66406,0.111111111111111,0.5,0
"313",66409,0.016304347826087,0.333333333333333,0.0108695652173913
"314",66451,0,0,0
"315",66452,0,0,0.0157894736842105
"316",66462,0.0665236051502146,0.645161290322581,0.00643776824034335
"317",66469,0,0,0
"318",66492,0,0,0
"319",66493,0,0,0
"320",66504,0,0,0
"321",66508,0.149206349206349,0.787234042553192,0.00634920634920635
"322",66523,0.0404040404040404,0.5,0.0101010101010101
"323",66606,0.0408163265306122,0.694444444444444,0.0102040816326531
"324",66609,0,0,0
"325",66614,0.0136986301369863,1,0
"326",66615,0.0201612903225806,0.6,0.00403225806451613
"327",66630,0,0,0
"328",66643,0,0,0
"329",66657,0.0535714285714286,0.333333333333333,0
"330",66662,0,0,0.010989010989011
"331",66702,0.0404858299595142,0.7,0
"332",66704,0.0172413793103448,0,0
"333",66706,0.0552995391705069,0.666666666666667,0.00230414746543779
"334",66707,0,0,0
"335",66710,0.0476190476190476,1,0
"336",66715,0,0,0.0384615384615385
"337",66716,0.0145985401459854,1,0.0218978102189781
"338",66740,0.0182341650671785,0.578947368421053,0.00671785028790787
"339",66749,0,0,0
"340",66804,0,0,0
"341",66805,0.0487804878048781,0.666666666666667,0.00813008130081301
"342",66825,0,0,0
"343",66833,0,0,0
"344",66838,0.0203651685393258,0.689655172413793,0.00702247191011236
"345",66859,0,0,0
"346",66864,0.0909090909090909,0.7,0.00909090909090909
"347",66917,0.0353260869565217,0.615384615384615,0.00815217391304348
"348",66920,0,0,0
"349",66928,0,0,0
"350",66960,0,0,0
"351",66965,0,0,0
"352",66968,0.270588235294118,0.869565217391304,0
"353",66992,0,0,0
"354",67005,0.0952380952380952,1,0
"355",67006,0.103448275862069,0.333333333333333,0
"356",67008,0,0,0
"357",67024,0.0285714285714286,0.666666666666667,0.019047619047619
"358",67025,0.0277777777777778,0.519230769230769,0.00587606837606838
"359",67066,0,0,0
"360",67092,0,0,0
"361",67119,0,0,0
"362",67123,0,0,0
"363",67134,0,0,0.021505376344086
"364",67202,0,0,0
"365",67207,0.16,0.833333333333333,0.0133333333333333
"366",67246,0,0,0
"367",67304,0.0648064806480648,0.819444444444444,0.0081008100810081
"368",67313,0,0,0
"369",67341,0.027643064985451,0.719298245614035,0.00872938894277401
"370",67391,0,0,0
"371",67394,0.00501672240802676,0.666666666666667,0.0100334448160535
"372",67421,0,0,0
"373",67443,0,0,0
"374",67449,0,0,0
"375",67450,0.0119589977220957,0.619047619047619,0.0119589977220957
"376",67454,0,0,0
"377",67504,0.0158730158730159,1,0
"378",67539,0,0,0.00480769230769231
"379",67588,0,0,0
"380",67598,0.0246659815005139,0.625,0.00308324768756423
"381",67610,0,0,0
"382",67640,0,0,0
"383",67644,0,0,0.0454545454545455
"384",67645,0,0,0
"385",67646,0,0,0
"386",67650,0.069364161849711,0.761904761904762,0.00825763831544178
"387",67703,0,0,0
"388",67827,0,0,0
"389",67828,0,0,0
"390",67872,0.0143236074270557,0.666666666666667,0.00742705570291777
"391",67893,0,0,0
"392",67935,0.00826446280991736,0.777777777777778,0.00642791551882461
"393",67944,0,0,0
"394",68050,0.0183908045977011,0.583333333333333,0.00766283524904215
"395",68067,0,0,0
"396",68069,0,0,0
"397",68103,0.0242718446601942,1,0.029126213592233
"398",68106,0,0,0
"399",68119,0,0,0
"400",68200,0,0,0
"401",68201,0,0,0
"402",68204,0.0217391304347826,1,0.0434782608695652
"403",68205,0,0,0
"404",68244,0.0140845070422535,1,0.0140845070422535
"405",68245,0,0,0.0227272727272727
"406",68305,0,0,0
"407",68330,0,0,0
"408",68341,0,0,0
"409",68345,0.0056657223796034,0.25,0.0084985835694051
"410",68346,0,0,0
"411",68362,0,0,0
"412",68407,0,0,0
"413",68518,0,0,0.0078740157480315
"414",68525,0.00625,0.25,0.0078125
"415",68556,0,0,0
"416",68614,0.0689655172413793,0,0
"417",68639,0,0,0
"418",68646,0,0,0
"419",68659,0,0,0
"420",68700,0.222222222222222,1,0
"421",68730,0.055244195356285,0.72463768115942,0.00800640512409928
"422",68743,0.0264116575591985,0.689655172413793,0.00728597449908925
"423",68868,0.0120481927710843,0.5,0
"424",68900,0,0,0
"425",68901,0,0,0
"426",68904,0.0416666666666667,0,0
"427",68906,0,0,0
"428",68912,0,0,0
"429",69041,0,0,0
"430",69056,0,0,0
"431",69098,0,0,0
"432",69100,0.0205479452054795,0.666666666666667,0.00684931506849315
"433",69150,0.00460829493087558,0,0.00921658986175115
"434",69159,0,0,0
"435",69165,0.014018691588785,0.666666666666667,0.00467289719626168
"436",69168,0,0,0
"437",69203,0,0,0
"438",69207,0,0.333333333333333,0
"439",69209,0.00317796610169492,0.333333333333333,0.0105932203389831
"440",69238,0,0,0
"441",69306,0.0208333333333333,0,0
"442",69360,0,0,0
"443",69399,0,0,0
"444",69403,0,0,0
"445",69405,0.00595238095238095,0,0.00595238095238095
"446",69418,0.0571428571428571,0.625,0
"447",69439,0,0,0
"448",69442,0,0,0.00917431192660551
"449",69453,0.0440251572327044,0.75,0.0141509433962264
"450",69508,0,0,0
"451",69517,0,0,0.0112359550561798
"452",69530,0.0309278350515464,0.666666666666667,0.00515463917525773
"453",69569,0.0111940298507463,0.333333333333333,0.00373134328358209
"454",69605,0.0434782608695652,0.5,0
"455",69636,0,0,0
"456",69645,0,0,0
"457",69646,0,0,0
"458",69652,0,0,0.00148588410104012
"459",69702,0,0,0
"460",69705,0,0,0
"461",69727,0,0,0
"462",69737,0.0132890365448505,0.5,0.00332225913621262
"463",69744,0,0,0
"464",69766,0.0470588235294118,0.75,0.0117647058823529
"465",69802,0,0,0
"466",69804,4,0.75,0
"467",69813,0,0,0
"468",69825,0.0462962962962963,1,0
"469",69860,0,0,0
"470",69901,0.0175438596491228,0.75,0.0087719298245614
"471",69950,0.00892857142857143,0.5,0.00892857142857143
"472",69962,0,0,0
"473",69969,0,0,0
"474",69992,0,0,0
"475",69995,0,0,0
"476",70142,0,0,0
"477",70410,0.0217506631299735,0.707317073170732,0.0106100795755968
"478",70425,0,0,0
"479",70553,0.00743494423791822,0.5,0.00991325898389095
"480",70646,0.0040650406504065,0,0.00813008130081301
"481",70756,0.00211565585331453,0.666666666666667,0.0119887165021157
"482",71118,0,0,0
"483",71184,0.00215982721382289,1,0.00431965442764579
"484",71207,0.0111111111111111,1,0.0111111111111111
"485",71347,0.0324909747292419,0.611111111111111,0.00180505415162455
"486",71432,0.00889328063241107,0.666666666666667,0.00691699604743083
"487",71552,0,0,0.0105871029836381
"488",71562,0.023696682464455,0.6,0.004739336492891
"489",71564,0.00148221343873518,0.333333333333333,0.00839920948616601
"490",71565,0.0319488817891374,0.4,0
"491",71610,0.0119402985074627,1,0.00895522388059702
"492",71752,0.00247524752475248,0.8,0.00940594059405941
"493",71801,0,0,0
"494",71837,0.0505992010652463,0.657894736842105,0.00466045272969374
"495",71842,0.00382409177820268,0,0.00573613766730402
"496",71845,0,0,0
"497",71848,0.0465116279069767,0.75,0.0116279069767442
"498",71857,0.03125,0.333333333333333,0.00694444444444444
"499",72133,0.0137767220902613,0.586206896551724,0.0128266033254157
"500",72214,0,0,0
"501",72303,0.0212765957446809,1,0
"502",72321,0,0,0
"503",72443,0.00337711069418386,0.555555555555556,0.0120075046904315
"504",72447,0,0,0
"505",72456,0.0158139534883721,0.705882352941177,0.0130232558139535
"506",72463,0,0,0
"507",72466,0.00544959128065395,0.75,0.00953678474114441
"508",72523,0,0,0
"509",72535,0,0,0
"510",72546,0.0106571936056838,0.583333333333333,0.0124333925399645
"511",72551,0,0,0
"512",72559,0.0424242424242424,0.642857142857143,0.00606060606060606
"513",72641,0,0,0
"514",72749,0,0,0
"515",72860,0.0206896551724138,1,0.00689655172413793
"516",72862,0,0,0
"517",73113,0.00631768953068592,0.571428571428571,0.00902527075812274
"518",73136,0.0195961995249406,0.636363636363636,0.00653206650831354
"519",73153,0.0807692307692308,0.714285714285714,0.00288461538461538
"520",73209,0.0158610271903323,0.285714285714286,0.00377643504531722
"521",73211,0,0,0
"522",73213,0.00640439158279963,0.714285714285714,0.00640439158279963
"523",73226,0,0,0
"524",73248,0,0,0
"525",73306,0.00504540867810293,0.4,0.0151362260343088
"526",73339,0.031,0.806451612903226,0.008
"527",73342,0.010443864229765,0.666666666666667,0.00957354221061793
"528",73602,0.00453514739229025,0.5,0.0136054421768707
"529",73606,0.0165380374862183,0.666666666666667,0.00771775082690187
"530",73725,0,0,0.00943396226415094
"531",73738,0,0,0
"532",73750,0,0,0
"533",73801,0,0,0
"534",73824,0,0,0.010989010989011
"535",74158,0,0,0.0192307692307692
"536",74163,0.0673642903858731,0.699029126213592,0.00457815565729235
"537",74167,0,0,0
"538",74206,0.0199795081967213,0.692307692307692,0.021516393442623
"539",74215,0.00633275762809442,0.545454545454545,0.0109383995394358
"540",74223,0,0,0.00862068965517241
"541",74339,0.00550711335474988,0.666666666666667,0.00550711335474988
"542",74358,0.0169491525423729,0,0
"543",74359,0,0,0
"544",74402,0,0,0
"545",74465,0.00469483568075117,0.555555555555556,0.00678142931664058
"546",74540,0.00299850074962519,0.666666666666667,0.0079960019990005
"547",74605,0.00587084148727984,0.333333333333333,0.00391389432485323
"548",74630,0,0,0
"549",74729,0.00395256916996047,0,0.00527009222661397
"550",74731,0,0,0
"551",74756,0,0,0
"552",74823,0.0404312668463612,0.6,0
"553",74838,0,0,0
"554",74846,0.00681044267877412,0.833333333333333,0.0102156640181612
"555",74857,0,0,0
"556",75125,0.0015552099533437,0,0.0132192846034215
"557",75138,0,0,0
"558",75149,0,0,0
"559",75151,0.00495321959273528,0.333333333333333,0.00770500825536599
"560",75250,0,0,0
"561",75321,0,0,0
"562",75334,0.00374181478016838,0.625,0.0112254443405051
"563",75340,0,0,0
"564",75342,0,0,0
"565",75441,0.0237154150197628,0.5,0.0118577075098814
"566",75537,0,0,0
"567",75566,0.00471698113207547,0.75,0.0159198113207547
"568",75620,0,0,0
"569",75730,0,0,0
"570",75808,0.0370558375634518,0.671232876712329,0.0065989847715736
"571",75847,0.0129188534517562,0.59375,0.00968914008881712
"572",75852,0,0,0
"573",75867,0,0,0
"574",76100,0.0192023633677991,0.615384615384615,0.00738552437223043
"575",76118,0,0,0
"576",76158,0,0,0.00229357798165138
"577",76232,0.00916030534351145,0.777777777777778,0.0127226463104326
"578",76249,0.027341999103541,0.688524590163934,0.00896458987001345
"579",76267,0.00386954118297402,0.571428571428571,0.0176893311221669
"580",76290,0.00718907260963336,0.4,0.0158159597411934
"581",76304,0,0,0
"582",76313,0.041688654353562,0.670886075949367,0.00949868073878628
"583",76329,0,0,0
"584",76350,0,0,0
"585",76355,0,0,0
"586",76368,0.196891191709845,0.710526315789474,0.00518134715025907
"587",76430,0,0,0
"588",76435,0.0481927710843374,0.5,0.0120481927710843
"589",76455,0,0,0
"590",76509,0.0325018896447468,0.558139534883721,0.00302343159486017
"591",76536,0,0,0.0202020202020202
"592",76610,0,0,0
"593",76639,0,0,0
"594",76650,0,0,0
"595",76720,0.00943396226415094,0.666666666666667,0.00943396226415094
"596",76746,0,0,0.00505050505050505
"597",76753,0.0127139364303178,0.653846153846154,0.0117359413202934
"598",76757,0,0,0
"599",76802,0.0127326150832517,0.653846153846154,0.00832517140058766
"600",76812,0.00434310532030402,0.25,0.0124864277958741
"601",76849,0.0374940673943996,0.658227848101266,0.0056953013763645
"602",76858,0,0,0
"603",76869,0.152905198776758,0.68,0.00305810397553517
"604",77104,0.0116279069767442,0,0.0116279069767442
"605",77211,0,0,0
"606",77243,0.0034965034965035,0,0.00699300699300699
"607",77248,0.0418848167539267,0.625,0.00756253635834788
"608",77263,0,0,0
"609",77318,0,0,0
"610",77452,0,0,0
"611",77454,0.143884892086331,0.7,0
"612",77462,0.0036231884057971,1,0.0181159420289855
"613",77463,0.00136612021857923,0,0.0122950819672131
"614",77464,0.0204081632653061,1,0
"615",77466,0,0,0
"616",77532,0.044499822000712,0.816,0.00462798148807405
"617",77563,0,0,0
"618",77564,0.00714966634890372,0.666666666666667,0.0128693994280267
"619",77609,0.00966183574879227,1,0.0193236714975845
"620",77648,0.0588235294117647,0.333333333333333,0.0196078431372549
"621",77654,0,0,0
"622",77669,0.027027027027027,1,0
"623",77848,0,0,0
"624",77869,0,0,0
"625",77927,0,0,0
"626",78122,0.00108932461873638,0,0.00762527233115468
"627",78135,0.0246367656348705,0.615384615384615,0.0082122552116235
"628",78148,0,0,0
"629",78168,0.0466819221967963,0.745098039215686,0.0091533180778032
"630",78217,0.0663942798774259,0.738461538461539,0.00408580183861083
"631",78224,0.00901577761081893,0.833333333333333,0.0116453794139745
"632",78243,0,0,0
"633",78248,0,0,0
"634",78257,0,0,0
"635",78288,0.0177059276366436,0.478260869565217,0.00538876058506543
"636",78352,0,0,0
"637",78361,0.0244360902255639,0.692307692307692,0.0018796992481203
"638",78366,0,0,0
"639",78454,0,0,0.0105263157894737
"640",78467,0.138888888888889,0.7,0
"641",78513,0.0190023752969121,0.575,0.00570071258907363
"642",78517,0.0639658848614073,0.7,0.00426439232409382
"643",78536,0,0,0
"644",78548,0.00515463917525773,0.142857142857143,0.0117820324005891
"645",78552,0,0,0
"646",78566,0.0346820809248555,0.833333333333333,0.00578034682080925
"647",78603,0.0157384987893462,0.576923076923077,0.00847457627118644
"648",78629,0.00607064017660044,0.636363636363636,0.011037527593819
"649",78643,0.00992555831265509,0.5,0.00496277915632754
"650",78745,0,0,0
"651",78753,0.0429447852760736,0.571428571428571,0
"652",78756,0.020703933747412,0.65,0.005175983436853
"653",78765,0,0,0
"654",78813,0.0208623087621697,0.566666666666667,0.0187760778859527
"655",78819,0,0,0
"656",78850,0.117647058823529,1,0
"657",78892,0.0104166666666667,0.5,0
"658",79109,0.0440140845070423,0.74,0.0096830985915493
"659",79113,0.0358306188925081,0.636363636363636,0.0162866449511401
"660",79130,0.0481927710843374,0.25,0.0120481927710843
"661",79140,0,0,0
"662",79150,0.0519031141868512,0.7,0.00432525951557093
"663",79191,0,0,0
"664",79192,0.0145335208626348,0.548387096774194,0.0112517580872011
"665",79198,0.0268456375838926,0.5,0
"666",79215,0.0307564422277639,0.797297297297297,0.0108063175394846
"667",79231,0.0543572044866264,0.746031746031746,0.00776531492666091
"668",79234,0,0,0.0869565217391304
"669",79240,0.0316104228961982,0.702702702702703,0.0106791969243913
"670",79290,0.0099009900990099,0.75,0.00742574257425743
"671",79293,0,0,0
"672",79300,0.0276497695852535,0.333333333333333,0.0138248847926267
"673",79334,0.00218340611353712,0.5,0.00655021834061135
"674",79356,0.00411522633744856,1,0
"675",79358,0,0,0
"676",79364,0,0,0.0112781954887218
"677",79365,0.00555941626129256,0.75,0.00555941626129256
"678",79402,0.0360408821947283,0.701492537313433,0.00753093060785368
"679",79440,0,0,0
"680",79453,0.00354609929078014,0.5,0.00886524822695036
"681",79456,0.0131396957123098,0.684210526315789,0.00484094052558783
"682",79465,0.0194730813287514,0.529411764705882,0.00343642611683849
"683",79530,0,0,0.015625
"684",79545,0,0,0
"685",79608,0.0178571428571429,0.8125,0.0122767857142857
"686",79617,0,0,0
"687",79705,0.00987654320987654,0.75,0.0148148148148148
"688",79764,0,0,0
"689",79791,0,0,0
"690",79825,0,0,0
"691",79847,0,0,0
"692",94629,0.00910470409711684,0.666666666666667,0.0106221547799697
"693",95158,0,0,0
"694",95436,0.00778546712802768,0.666666666666667,0.013840830449827
"695",95657,0,0,0
"696",96462,0,0,0
"697",97109,0,0,0
"698",97336,0,0,0
"699",97541,0,0,0
"700",98144,0,0,0
"701",99222,0.0222222222222222,0,0
"702",99314,0,0,0
"703",99445,0,0,0
"704",99563,0,0,0
"705",99606,0.0211864406779661,0.6,0.00847457627118644
"706",99737,0,0,0
"707",99810,0.00979431929480901,0.4,0.00783545543584721
