"","P_ID","BF_per_PA","H2_rate","H3_rate","HR_rate","SB_rate","BB_rate","HP_rate","KK_rate","GD_rate","BK_rate"
"90",64760,4.40983606557377,0.230769230769231,0,0.230769230769231,0.0327868852459016,0.131147540983607,0.0327868852459016,0.213114754098361,0,0
"91",64768,3.64444444444444,0.185185185185185,0,0,0.0333333333333333,0.0888888888888889,0.0111111111111111,0.1,0.0111111111111111,0
"92",64805,3.33333333333333,0.666666666666667,0,0,0,0.222222222222222,0,0,0,0
"93",64861,4.11386138613861,0.0810810810810811,0.0540540540540541,0.0810810810810811,0.0297029702970297,0.113861386138614,0.0099009900990099,0.183168316831683,0.0198019801980198,0.0161290322580645
"94",64893,3.91150442477876,0.25,0,0.05,0.0176991150442478,0.0884955752212389,0.00884955752212389,0.185840707964602,0.0176991150442478,0
"95",64995,3.816,0.272727272727273,0.0454545454545455,0.0909090909090909,0.032,0.152,0.04,0.168,0.008,0.0217391304347826
"96",65042,3.82926829268293,0.142857142857143,0,0.142857142857143,0.024390243902439,0.158536585365854,0.0121951219512195,0.146341463414634,0,0
"97",65048,3.62376237623762,0.0909090909090909,0,0.0606060606060606,0.0148514851485149,0.0742574257425743,0.00495049504950495,0.113861386138614,0.0396039603960396,0
"98",65060,3.86111111111111,0.172413793103448,0,0.137931034482759,0,0.0694444444444444,0,0.173611111111111,0,0
"99",65062,4.21551724137931,0.0303030303030303,0,0.121212121212121,0.00862068965517241,0.0603448275862069,0,0.224137931034483,0.00862068965517241,0
"100",65117,3.86407766990291,0.214285714285714,0.0357142857142857,0.0714285714285714,0,0.145631067961165,0.00970873786407767,0.116504854368932,0.0485436893203883,0
"101",65241,4.07228915662651,0.0526315789473684,0.0526315789473684,0,0,0.108433734939759,0.0120481927710843,0.228915662650602,0.0120481927710843,0
"102",65320,3.66319444444444,0.154929577464789,0,0.126760563380282,0.0381944444444444,0.0590277777777778,0.0173611111111111,0.152777777777778,0.0243055555555556,0
"103",65343,3.74137931034483,0.133333333333333,0.0666666666666667,0.133333333333333,0.0344827586206897,0.155172413793103,0,0.206896551724138,0.0172413793103448,0
"104",65398,3.76785714285714,0.181818181818182,0,0.303030303030303,0.00892857142857143,0.0535714285714286,0.00892857142857143,0.151785714285714,0.0267857142857143,0
"105",65411,3.83333333333333,0.125,0,0.0625,0.0166666666666667,0.116666666666667,0.0333333333333333,0.133333333333333,0.05,0
"106",65496,3.98412698412698,0.214285714285714,0,0.0714285714285714,0.0317460317460317,0.0634920634920635,0.0158730158730159,0.238095238095238,0,0
"107",65509,6,0,0,0,0,0,0,0,0,0
"108",65516,3.77464788732394,0.21875,0,0.109375,0.00704225352112676,0.105633802816901,0.00352112676056338,0.151408450704225,0.028169014084507,0.0105263157894737
"109",65616,3.68858131487889,0.185714285714286,0.0142857142857143,0.0857142857142857,0.0242214532871972,0.0761245674740484,0.013840830449827,0.141868512110727,0.0346020761245675,0
"110",65639,4.04761904761905,0.5,0.25,0,0.0476190476190476,0.19047619047619,0.0476190476190476,0.142857142857143,0.0952380952380952,0
"111",65643,3.46590909090909,0.16,0.04,0.16,0.0113636363636364,0.0568181818181818,0.0113636363636364,0.25,0,0
"112",65665,3.8125,0.125,0.125,0,0,0.1875,0,0,0,0
"113",65696,4,0.666666666666667,0,0,0,0.222222222222222,0,0.333333333333333,0,0
"114",65764,4.03663003663004,0.1,0,0.166666666666667,0.0549450549450549,0.0989010989010989,0.00732600732600733,0.212454212454212,0.00732600732600733,0.0112359550561798
"115",65769,4.04830917874396,0.225,0.05,0.15,0.00966183574879227,0.140096618357488,0.00966183574879227,0.217391304347826,0.0144927536231884,0
"116",65933,3.91496598639456,0.229166666666667,0,0.0625,0.0204081632653061,0.0510204081632653,0,0.312925170068027,0.0204081632653061,0
"117",66018,3.28571428571429,0,0,0,0,0.142857142857143,0.142857142857143,0,0.142857142857143,0
"118",66039,4.5,0.25,0,0,0,0.166666666666667,0.166666666666667,0,0,0
"119",66047,2.6,0,0,0,0,0.2,0.2,0,0,0
"120",66145,3.75,0.291666666666667,0,0.25,0.00925925925925926,0.138888888888889,0,0.203703703703704,0.0277777777777778,0
"121",66291,3.71260997067449,0.170212765957447,0.0106382978723404,0.0425531914893617,0.0234604105571848,0.108504398826979,0.0117302052785924,0.13782991202346,0.00879765395894428,0.00740740740740741
"122",66305,5,0,0,0,0,0.230769230769231,0,0.0769230769230769,0,0
"123",66609,3.87179487179487,0.111111111111111,0,0.111111111111111,0.0170940170940171,0.111111111111111,0,0.341880341880342,0.0256410256410256,0
"124",66630,3.64150943396226,0.25,0.125,0.0625,0,0.188679245283019,0.0188679245283019,0.132075471698113,0.0188679245283019,0
"125",66663,5,0,0,0,0,0.166666666666667,0,0,0,0
"126",66859,3.95726495726496,0.151515151515152,0,0.0909090909090909,0.0769230769230769,0.102564102564103,0.0427350427350427,0.0598290598290598,0.0256410256410256,0
"127",66920,3.90728476821192,0.222222222222222,0,0.194444444444444,0.0198675496688742,0.105960264900662,0.0132450331125828,0.0993377483443709,0.033112582781457,0
"128",67008,3.52380952380952,0.153846153846154,0,0.230769230769231,0,0.0714285714285714,0.0238095238095238,0.0952380952380952,0.0238095238095238,0
"129",67045,3.67889908256881,0.1,0,0.1,0,0.0825688073394495,0,0.0642201834862385,0.018348623853211,0
"130",67119,3.32,0.333333333333333,0,0,0,0.08,0.04,0.12,0,0
"131",67246,3.8,0,0,0,0,0,0,0.2,0,0
"132",67259,3.73333333333333,0.25,0,0.166666666666667,0,0.0666666666666667,0,0,0.0333333333333333,0
"133",67263,3.92261904761905,0.214285714285714,0.0238095238095238,0.119047619047619,0.0178571428571429,0.0595238095238095,0.0178571428571429,0.172619047619048,0.0178571428571429,0
"134",67266,3.85606060606061,0.125,0,0,0.0454545454545455,0.136363636363636,0.0227272727272727,0.159090909090909,0.0378787878787879,0
"135",67313,4,0.0740740740740741,0,0.111111111111111,0.0170940170940171,0.0854700854700855,0.00854700854700855,0.213675213675214,0.0170940170940171,0
"136",67391,4.14150943396226,0.285714285714286,0,0.0714285714285714,0.00943396226415094,0.10377358490566,0,0.207547169811321,0.0377358490566038,0
"137",67421,4.22018348623853,0.235294117647059,0,0,0.0275229357798165,0.146788990825688,0.00917431192660551,0.26605504587156,0.0275229357798165,0
"138",67443,4.1304347826087,0.103448275862069,0,0.103448275862069,0.00869565217391304,0.147826086956522,0.0173913043478261,0.165217391304348,0,0
"139",67591,3.74509803921569,0.0769230769230769,0,0.230769230769231,0,0.117647058823529,0,0.156862745098039,0.0196078431372549,0
"140",67603,3.86617100371747,0.136986301369863,0,0.10958904109589,0.0223048327137546,0.0780669144981413,0.0111524163568773,0.144981412639405,0.0185873605947955,0.0103092783505155
"141",67646,3.40740740740741,0.117647058823529,0,0.294117647058824,0.0185185185185185,0.166666666666667,0.037037037037037,0.12962962962963,0.0555555555555556,0
"142",67703,3.68,0.21875,0.03125,0.15625,0,0.104,0.016,0.168,0.032,0
"143",67737,4.15740740740741,0,0,0.153846153846154,0.037037037037037,0.111111111111111,0.00925925925925926,0.259259259259259,0.0185185185185185,0
"144",67828,4,0.0909090909090909,0,0.272727272727273,0,0.0952380952380952,0.0238095238095238,0.142857142857143,0,0
"145",67863,4,0.217391304347826,0.0869565217391304,0.130434782608696,0.0229885057471264,0.160919540229885,0,0.172413793103448,0,0
"146",67954,3.91428571428571,0,0,0.166666666666667,0.0571428571428571,0.2,0,0.2,0,0
"147",68043,3.85606060606061,0.0689655172413793,0,0.137931034482759,0.00757575757575758,0.166666666666667,0.0303030303030303,0.121212121212121,0.0227272727272727,0
"148",68135,3.67105263157895,0.12987012987013,0.012987012987013,0.0909090909090909,0.0493421052631579,0.0690789473684211,0.00657894736842105,0.157894736842105,0.0164473684210526,0
"149",68200,3.89285714285714,0.636363636363636,0,0,0,0.0714285714285714,0.0357142857142857,0.142857142857143,0,0
"150",68249,3.72222222222222,0.333333333333333,0.111111111111111,0,0,0.0555555555555556,0,0.166666666666667,0,0
"151",68341,3.88636363636364,0,0,0.166666666666667,0,0.181818181818182,0,0.272727272727273,0.0227272727272727,0
"152",68403,3.67692307692308,0.115384615384615,0,0.115384615384615,0.0153846153846154,0.1,0.00769230769230769,0.169230769230769,0.0153846153846154,0
"153",68419,4.09195402298851,0.25,0,0.107142857142857,0.0191570881226054,0.0957854406130268,0.0153256704980843,0.176245210727969,0.0191570881226054,0.0117647058823529
"154",68529,3.7,0,0,0,0,0.1,0,0.1,0,0
"155",68616,3.4,0,0,0,0,0.4,0,0,0.2,0
"156",68701,4.26315789473684,0.181818181818182,0,0.272727272727273,0.0526315789473684,0.105263157894737,0.0526315789473684,0.236842105263158,0,0
"157",68703,3.64285714285714,0.4,0,0,0,0,0,0.285714285714286,0,0
"158",68900,4,0.131578947368421,0,0.210526315789474,0.00862068965517241,0.0344827586206897,0,0.155172413793103,0.0258620689655172,0.0238095238095238
"159",69032,3.83529411764706,0.140350877192982,0.0175438596491228,0.087719298245614,0.0235294117647059,0.0627450980392157,0.0235294117647059,0.188235294117647,0.0156862745098039,0
"160",69041,4.14893617021277,0.166666666666667,0,0.25,0.0425531914893617,0.0851063829787234,0,0.191489361702128,0.0212765957446809,0
"161",69045,3.97941176470588,0.222222222222222,0.0123456790123457,0.0864197530864197,0.0176470588235294,0.0352941176470588,0.0147058823529412,0.220588235294118,0.0176470588235294,0
"162",69054,3.22727272727273,0.454545454545455,0,0,0,0.0909090909090909,0,0.0909090909090909,0,0
"163",69068,3.84615384615385,0.166666666666667,0,0.166666666666667,0,0.0769230769230769,0,0.0769230769230769,0,0
"164",69098,4.23076923076923,0,0,0,0,0.307692307692308,0,0.230769230769231,0.0769230769230769,0
"165",69103,3.64086687306502,0.188235294117647,0,0.0823529411764706,0.0340557275541796,0.0588235294117647,0.0123839009287926,0.198142414860681,0.0340557275541796,0
"166",69111,4.14285714285714,0,0,0,0,0.285714285714286,0,0,0.142857142857143,0
"167",69159,3.52898550724638,0.16,0,0.08,0.0289855072463768,0.0797101449275362,0.0289855072463768,0.152173913043478,0.0434782608695652,0
"168",69205,3.5,0.333333333333333,0,0.333333333333333,0,0.214285714285714,0,0.0714285714285714,0,0
"169",69343,3.70219435736677,0.181818181818182,0.0303030303030303,0.0454545454545455,0.0344827586206897,0.0344827586206897,0.00940438871473354,0.175548589341693,0.0344827586206897,0.0125
"170",69360,3.93684210526316,0.192307692307692,0,0.153846153846154,0.0736842105263158,0.147368421052632,0.0105263157894737,0.0842105263157895,0.0210526315789474,0.024390243902439
"171",69399,3.29090909090909,0.130434782608696,0.0434782608695652,0,0,0.0727272727272727,0,0.0727272727272727,0.0545454545454545,0
"172",69439,3.84615384615385,0.222222222222222,0,0.166666666666667,0.0512820512820513,0.0897435897435897,0.0384615384615385,0.153846153846154,0.0256410256410256,0
"173",69446,3.74647887323944,0.212121212121212,0.0151515151515152,0.106060606060606,0.0211267605633803,0.0880281690140845,0.0105633802816901,0.140845070422535,0.0140845070422535,0
"174",69516,4.09375,0.111111111111111,0,0.111111111111111,0.03125,0.21875,0.03125,0,0.03125,0
"175",69539,3.85501858736059,0.0845070422535211,0,0.140845070422535,0.0260223048327138,0.0669144981412639,0.0148698884758364,0.118959107806691,0.0297397769516729,0
"176",69620,4.33333333333333,0.0714285714285714,0,0.0714285714285714,0.0166666666666667,0.0666666666666667,0.0166666666666667,0.25,0.0333333333333333,0
"177",69737,4.2,0,0,1,0,0,0.2,0,0,0
"178",69744,3.66752577319588,0.163636363636364,0.0272727272727273,0.0636363636363636,0.0128865979381443,0.0360824742268041,0.0180412371134021,0.134020618556701,0.0206185567010309,0
"179",69745,4.35964912280702,0.222222222222222,0,0.148148148148148,0.0526315789473684,0.166666666666667,0.0087719298245614,0.140350877192982,0.0087719298245614,0
"180",69748,3.89010989010989,0.156862745098039,0,0.117647058823529,0.0494505494505494,0.10989010989011,0.0164835164835165,0.159340659340659,0.0274725274725275,0
"181",69813,3.90909090909091,0.157894736842105,0,0.105263157894737,0.0909090909090909,0.121212121212121,0,0.151515151515152,0.0151515151515152,0
"182",69839,4.2,0.166666666666667,0,0.222222222222222,0.0307692307692308,0.153846153846154,0,0.2,0.0307692307692308,0
"183",69940,3.8813056379822,0.0454545454545455,0,0.0909090909090909,0.0118694362017804,0.0712166172106825,0.0118694362017804,0.216617210682493,0.0118694362017804,0
"184",69962,3.90909090909091,0.111111111111111,0,0.111111111111111,0,0.0909090909090909,0,0.290909090909091,0.0181818181818182,0
"185",69974,4,0.25,0,0.25,0,0.1,0,0.1,0.1,0
"186",72447,3.88235294117647,0.1,0.1,0,0.0294117647058824,0.0882352941176471,0,0.176470588235294,0.0588235294117647,0
"187",72523,4.03846153846154,0.166666666666667,0,0.333333333333333,0,0.230769230769231,0.0769230769230769,0.0384615384615385,0,0
"188",73117,3.58333333333333,0.1,0,0.1,0.0208333333333333,0.03125,0,0.145833333333333,0,0
"189",73211,3.84126984126984,0.195652173913043,0.0217391304347826,0.173913043478261,0.0423280423280423,0.0582010582010582,0,0.153439153439153,0.0105820105820106,0
"190",73738,3.55223880597015,0.285714285714286,0,0.0952380952380952,0,0.0597014925373134,0,0.17910447761194,0.0298507462686567,0
"191",73750,3.84210526315789,0,0,0.142857142857143,0.0526315789473684,0.0526315789473684,0,0.210526315789474,0,0
"192",73801,3.57142857142857,0.129032258064516,0.032258064516129,0.0645161290322581,0.021978021978022,0.0879120879120879,0.021978021978022,0.0769230769230769,0.021978021978022,0
"193",74359,3.84615384615385,0.111111111111111,0,0.333333333333333,0,0,0,0.230769230769231,0,0.111111111111111
"194",74454,4.42857142857143,0,0.125,0,0.0714285714285714,0.214285714285714,0,0,0.0714285714285714,0
"195",74857,3.79166666666667,0.235294117647059,0.0588235294117647,0,0.0277777777777778,0.0277777777777778,0.0416666666666667,0.291666666666667,0,0
"196",75138,4,0.2,0,0.2,0.0666666666666667,0.133333333333333,0,0.133333333333333,0,0
"197",75258,3.66666666666667,0.166666666666667,0,0,0.0666666666666667,0.0666666666666667,0.133333333333333,0.133333333333333,0.0666666666666667,0
"198",75340,3.94520547945205,0.157894736842105,0,0.0526315789473684,0.0684931506849315,0.0958904109589041,0,0.123287671232877,0,0
"199",75342,3.39622641509434,0.2,0,0,0.0188679245283019,0.0566037735849057,0,0.0566037735849057,0.0566037735849057,0
"200",75421,3.74242424242424,0.125,0.0625,0.0625,0.0151515151515152,0.121212121212121,0.0151515151515152,0.136363636363636,0.0151515151515152,0
"201",75867,3.78787878787879,0.0909090909090909,0,0.181818181818182,0,0.0303030303030303,0,0.303030303030303,0.0303030303030303,0
"202",76118,3.51327433628319,0.0454545454545455,0,0.136363636363636,0.00884955752212389,0.079646017699115,0.00884955752212389,0.168141592920354,0.0353982300884956,0
"203",76225,3.75,0,0,0,0,0,0,0.25,0,0
"204",76329,3.88888888888889,0.272727272727273,0,0,0,0.1,0.0222222222222222,0.2,0.0222222222222222,0
"205",76350,3.55172413793103,0.125,0,0.25,0.0344827586206897,0.137931034482759,0,0.137931034482759,0,0
"206",76355,3.64444444444444,0.214285714285714,0,0.142857142857143,0.0222222222222222,0.0555555555555556,0.0111111111111111,0.0777777777777778,0.0111111111111111,0
"207",76430,3.88888888888889,0.238095238095238,0,0.142857142857143,0.0111111111111111,0.1,0.0111111111111111,0.233333333333333,0.0111111111111111,0
"208",76455,4.04545454545455,0.197183098591549,0.0140845070422535,0.112676056338028,0.00699300699300699,0.0979020979020979,0.00699300699300699,0.178321678321678,0.020979020979021,0
"209",76650,4.19191919191919,0.125,0,0,0.0303030303030303,0.0808080808080808,0.0202020202020202,0.262626262626263,0.0202020202020202,0
"210",76757,3.57017543859649,0.1,0,0.25,0.0263157894736842,0.087719298245614,0,0.166666666666667,0.0263157894736842,0
"211",76858,4.12162162162162,0.19047619047619,0,0.19047619047619,0,0.0675675675675676,0,0.256756756756757,0.0135135135135135,0
"212",77211,3.736,0.195121951219512,0,0.170731707317073,0.016,0.048,0,0.12,0.008,0
