"","year","month","T_ID","P_ID","START_CK","RELIEF_CK","CG_CK","HOLD","INN2","BF","PA","AB","HIT","H2","H3","HR","SB","CS","SH","SF","BB","IB","HP","KK","GD","WP","BK","ERR","R","ER","VS_T_ID_HH","VS_T_ID_HT","VS_T_ID_KT","VS_T_ID_LG","VS_T_ID_LT","VS_T_ID_NC","VS_T_ID_OB","VS_T_ID_SK","VS_T_ID_SS","VS_T_ID_WO","TB_SC_B","TB_SC_T","WLS_D","WLS_L","WLS_ND","WLS_S","WLS_W","ERA","WHIP","FIP","SB_try","SB_succ","ERC"
"12",2016,4,"HH",73801,6,0,0,0,75,444,111,97,28,4,1,5,4,2,0,1,12,0,1,21,1,3,0,0,18,18,0,1,0,2,0,0,2,0,0,1,4,2,0,4,2,0,0,0.162162162162162,0.36036036036036,0.558558558558559,0.0540540540540541,0.666666666666667,1.17995306492059
"13",2016,4,"HH",74167,3,0,0,0,36,198,51,42,9,2,0,0,0,2,1,0,8,0,0,14,2,0,0,2,6,3,0,0,0,0,1,0,1,0,1,0,1,2,0,1,2,0,0,0.0588235294117647,0.333333333333333,-0.0784313725490196,0.0392156862745098,0,0.478039285714286
"14",2016,4,"HH",74731,1,11,0,0,56,400,96,78,23,2,0,5,2,1,0,2,15,0,1,18,0,4,0,0,20,17,0,2,0,2,2,1,3,0,1,1,6,6,0,1,11,0,0,0.177083333333333,0.395833333333333,0.802083333333333,0.03125,0.666666666666667,1.6368015625
"15",2016,4,"HH",74857,0,10,0,0,43,202,50,47,6,4,0,0,0,1,1,1,1,0,0,19,0,0,0,0,3,2,0,2,0,2,2,1,1,0,1,1,5,5,0,0,7,3,0,0.04,0.14,-0.7,0.02,0,-0.365324638297872
"16",2016,4,"HH",78760,0,5,0,0,7,34,11,9,4,3,0,0,0,0,1,0,1,0,0,1,1,0,0,0,4,4,0,0,0,0,0,2,1,0,0,2,3,2,0,0,5,0,0,0.363636363636364,0.454545454545455,0.0909090909090909,0,0,1.72536363636364
"17",2016,4,"HH",79764,0,12,0,0,54,368,84,68,19,3,1,1,1,2,1,0,13,0,2,17,2,1,0,2,7,7,0,0,0,3,1,2,3,0,1,2,7,5,0,1,11,0,0,0.0833333333333333,0.380952380952381,0.285714285714286,0.0357142857142857,0.333333333333333,1.15777321428571
"18",2016,4,"HH",99737,0,13,0,0,47,286,68,55,14,2,1,2,0,3,2,1,9,2,1,16,2,2,0,0,9,8,0,1,0,2,2,1,3,0,2,2,8,5,0,1,10,0,2,0.117647058823529,0.338235294117647,0.264705882352941,0.0441176470588235,0,0.884046631016043
"19",2016,4,"HT",60634,0,6,0,1,23,126,33,25,6,2,0,0,0,0,2,0,6,1,0,6,0,1,0,1,3,3,1,0,0,0,1,0,1,1,2,0,3,3,0,0,5,1,0,0.0909090909090909,0.363636363636364,0.0909090909090909,0,0,0.683858909090909
"20",2016,4,"HT",60636,0,10,0,3,23,142,32,28,6,0,0,1,0,0,0,0,4,0,0,7,1,0,0,0,5,5,0,0,2,2,0,1,0,2,2,1,5,5,0,0,9,0,1,0.15625,0.3125,0.34375,0,0,0.583557477678571
"21",2016,4,"HT",61643,0,8,0,0,40,209,57,51,12,2,0,2,1,0,0,0,6,0,0,15,2,0,0,0,4,4,1,0,2,0,1,0,1,1,2,0,3,5,0,0,7,1,0,0.0701754385964912,0.315789473684211,0.245614035087719,0.0175438596491228,1,0.646473684210526
"22",2016,4,"HT",61666,0,1,0,0,3,29,7,3,1,1,0,0,1,0,1,0,3,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.142857142857143,0.571428571428571,0.857142857142857,0.142857142857143,1,3.27477142857143
"23",2016,4,"HT",62648,0,9,0,2,28,180,44,37,11,4,0,1,1,0,0,0,7,0,0,10,1,1,0,0,5,4,1,0,2,1,2,0,0,2,1,0,2,7,0,0,8,1,0,0.0909090909090909,0.409090909090909,0.318181818181818,0.0227272727272727,1,1.29578562653563
"24",2016,4,"HT",63638,0,2,0,0,4,36,11,7,3,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,3,3,0,0,0,0,1,0,1,0,0,0,1,1,0,0,2,0,0,0.272727272727273,0.545454545454545,1.09090909090909,0.0909090909090909,1,4.01433181818182
"25",2016,4,"HT",65696,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,3,0,0,0
"26",2016,4,"HT",66628,5,1,0,0,96,568,142,124,32,4,0,6,3,2,3,0,15,0,0,32,1,2,0,0,16,15,0,0,0,1,1,1,1,1,1,0,3,3,0,4,0,0,2,0.105633802816901,0.330985915492958,0.415492957746479,0.0352112676056338,0.6,0.852579287823716
"27",2016,4,"HT",66643,5,0,0,0,94,528,141,127,40,7,0,1,3,2,2,2,9,0,1,20,2,0,0,0,18,17,1,0,1,0,0,1,0,0,1,1,2,3,0,1,2,0,2,0.120567375886525,0.347517730496454,0.0212765957446809,0.0354609929078014,0.6,0.764871418998157
"28",2016,4,"HT",70142,0,6,0,3,15,108,24,23,9,1,0,1,0,1,0,0,1,0,0,5,0,0,0,0,3,3,1,0,0,1,1,0,0,2,1,0,2,4,0,0,6,0,0,0.125,0.416666666666667,0.25,0.0416666666666667,0,1.56863043478261
"29",2016,4,"HT",73632,2,0,0,0,15,104,29,24,10,1,0,2,4,0,0,2,1,0,2,1,0,0,0,1,10,7,0,0,0,0,1,0,0,1,0,0,0,2,0,1,1,0,0,0.241379310344828,0.379310344827586,1.13793103448276,0.137931034482759,1,2.42141551724138
"30",2016,4,"HT",75620,3,0,1,0,57,292,83,76,21,1,1,1,0,2,0,0,4,0,3,14,3,0,0,0,10,7,0,0,1,1,0,0,0,0,0,1,2,1,0,2,0,0,1,0.0843373493975904,0.301204819277108,0.072289156626506,0.0240963855421687,0,0.631247305009512
"31",2016,4,"HT",75668,0,2,0,0,7,34,8,8,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0.125,-0.5,0.125,1,-0.40292890625
"32",2016,4,"HT",76610,2,3,0,0,49,273,73,57,13,0,0,1,3,3,1,1,12,0,2,8,1,0,0,0,5,5,0,0,0,1,1,0,1,1,0,1,3,2,0,0,1,1,3,0.0684931506849315,0.342465753424658,0.534246575342466,0.0821917808219178,0.5,0.888504253785148
"33",2016,4,"HT",77637,5,0,0,0,101,526,142,123,31,5,0,3,2,1,4,0,15,0,0,24,6,0,1,1,15,13,1,0,1,0,0,1,0,1,1,0,1,4,0,2,3,0,0,0.0915492957746479,0.323943661971831,0.253521126760563,0.0211267605633803,0.666666666666667,0.633564891789763
"34",2016,4,"HT",79617,0,2,0,0,8,38,10,8,2,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,2,0,0,0.1,0.3,0.1,0,0,0.38294125
"35",2016,4,"HT",97336,0,8,0,1,19,111,31,29,12,0,0,0,1,2,0,0,2,0,0,5,0,0,0,0,5,4,0,0,2,1,1,0,1,2,1,0,3,5,0,2,4,2,0,0.129032258064516,0.451612903225806,-0.129032258064516,0.0967741935483871,0.333333333333333,1.47553770856507
"36",2016,4,"KT",60264,4,0,0,0,61,327,88,79,21,2,0,3,1,0,2,0,5,0,2,12,1,0,1,0,7,7,0,1,0,1,0,0,0,1,1,0,1,3,0,0,3,0,1,0.0795454545454545,0.295454545454545,0.409090909090909,0.0113636363636364,1,0.69800995397008
"37",2016,4,"KT",64001,0,16,0,4,53,275,72,63,14,3,1,2,1,1,1,0,6,0,2,14,3,0,0,0,7,7,0,2,0,2,1,0,2,3,4,2,9,7,0,1,15,0,0,0.0972222222222222,0.277777777777778,0.305555555555556,0.0277777777777778,0.5,0.531418253968254
"38",2016,4,"KT",64017,0,8,0,0,21,163,37,28,13,1,0,0,0,0,2,2,4,0,1,4,2,0,0,0,6,5,0,1,0,0,2,0,1,1,2,1,6,2,0,0,8,0,0,0.135135135135135,0.459459459459459,0.189189189189189,0,0,2.1483944980695
"39",2016,4,"KT",65042,0,4,0,0,13,60,17,16,3,2,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,1,0,0,0,0,1,0,1,0,2,0,2,2,0,0,4,0,0,0.0588235294117647,0.235294117647059,-0.411764705882353,0,0,-0.0423875000000001
"40",2016,4,"KT",65048,0,2,0,0,12,52,14,14,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,1,0,0.0714285714285714,0.142857142857143,-0.142857142857143,0,0,-0.354845918367347
"41",2016,4,"KT",65056,4,1,0,0,57,379,87,75,23,5,0,4,3,1,0,0,10,0,2,7,2,0,0,1,12,11,0,0,0,0,1,0,1,1,1,1,3,2,0,2,3,0,0,0.126436781609195,0.379310344827586,0.850574712643678,0.0459770114942529,0.75,1.47637482758621
"42",2016,4,"KT",65058,2,1,0,0,28,176,50,39,11,2,0,0,1,0,4,0,6,1,1,3,0,1,1,0,11,7,0,0,0,0,0,0,0,1,2,0,2,1,0,3,0,0,0,0.14,0.34,0.24,0.02,1,0.739858923076923
"43",2016,4,"KT",65060,3,1,0,0,49,294,73,66,20,6,0,1,3,1,1,0,6,0,0,9,1,1,0,0,11,11,0,0,0,0,1,0,1,0,1,1,3,1,0,1,3,0,0,0.150684931506849,0.356164383561644,0.178082191780822,0.0547945205479452,0.75,0.806799439601494
"44",2016,4,"KT",65062,0,10,0,0,35,205,49,45,12,2,0,1,3,1,1,1,2,0,0,16,0,1,0,0,7,6,0,1,0,1,1,0,2,3,1,1,5,5,0,0,8,1,1,0.122448979591837,0.285714285714286,-0.26530612244898,0.0816326530612245,0.75,0.409511428571429
"45",2016,4,"KT",65067,0,5,0,0,12,92,25,20,9,2,1,0,1,0,0,0,4,0,1,2,0,0,0,0,7,7,0,0,0,0,0,0,2,2,1,0,3,2,0,0,5,0,0,0.28,0.52,0.44,0.04,1,2.6788426
"46",2016,4,"KT",66032,3,0,0,0,50,286,75,65,20,4,1,1,1,1,0,1,7,0,2,9,2,0,0,0,11,11,0,1,0,0,0,0,0,2,0,0,2,1,0,0,1,0,2,0.146666666666667,0.36,0.293333333333333,0.0266666666666667,0.5,1.03662667692308
"47",2016,4,"KT",66047,0,2,0,0,13,102,23,20,8,0,0,2,1,0,0,0,3,0,0,3,0,0,0,0,3,3,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0.130434782608696,0.478260869565217,1.26086956521739,0.0434782608695652,1,2.77623543478261
"48",2016,4,"KT",66049,5,0,0,0,78,482,115,94,21,4,1,2,1,1,1,1,15,0,4,17,1,4,0,1,16,16,0,1,0,1,0,0,0,2,1,0,2,3,0,1,0,0,4,0.139130434782609,0.31304347826087,0.426086956521739,0.0173913043478261,0.5,0.738199629972248
"49",2016,4,"KT",67845,4,0,0,0,67,409,96,86,21,3,1,1,1,0,2,0,7,0,1,16,1,0,0,0,9,6,0,0,0,0,1,0,1,0,1,1,3,1,0,2,0,0,2,0.0625,0.291666666666667,0.0520833333333333,0.0104166666666667,1,0.400382630813953
"50",2016,4,"KT",75149,0,14,0,4,36,216,53,49,16,2,2,2,0,1,0,0,4,0,0,11,1,0,0,0,6,6,0,1,0,2,1,0,2,3,3,2,6,8,0,0,12,0,2,0.113207547169811,0.377358490566038,0.30188679245283,0.0188679245283019,0,1.17258144012322
"51",2016,4,"KT",77318,0,13,0,1,49,279,69,56,10,5,0,0,0,1,0,0,11,3,2,17,3,2,0,0,4,3,0,2,0,2,1,0,1,4,1,2,5,8,0,2,7,4,0,0.0434782608695652,0.304347826086957,-0.0579710144927536,0.0144927536231884,0,0.338366071428571
"52",2016,4,"KT",77563,0,1,0,0,3,8,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,-0.666666666666667,0,0,-0.56
"53",2016,4,"KT",79191,0,4,0,0,15,98,23,20,6,1,0,0,1,0,0,0,3,0,0,5,1,1,0,0,2,1,0,1,0,0,0,0,0,0,2,1,3,1,0,1,2,1,0,0.0434782608695652,0.391304347826087,-0.0434782608695652,0.0434782608695652,1,0.915908043478261
"54",2016,4,"KT",99563,0,6,0,0,28,143,38,34,8,1,0,2,2,0,1,0,3,0,0,6,2,1,0,0,5,5,0,1,0,0,0,0,0,2,2,1,5,1,0,0,6,0,0,0.131578947368421,0.289473684210526,0.605263157894737,0.0526315789473684,1,0.627823761609907
"55",2016,4,"LG",60146,0,10,0,1,29,196,45,37,9,1,0,0,0,0,0,0,8,0,0,10,0,0,0,0,7,6,3,1,1,0,1,1,0,1,1,1,5,5,0,0,8,0,2,0.133333333333333,0.377777777777778,0.0888888888888889,0,0,0.775423513513513
"56",2016,4,"LG",60181,0,4,0,0,19,96,28,25,8,1,1,1,0,0,0,1,1,0,1,3,1,0,0,0,4,4,0,1,0,0,0,2,0,0,0,1,2,2,0,0,4,0,0,0.142857142857143,0.321428571428571,0.464285714285714,0,0,1.04696928571429
"57",2016,4,"LG",61101,1,1,0,0,20,129,33,28,10,1,1,2,0,1,0,1,4,0,0,8,0,1,0,0,7,7,0,0,0,0,1,0,0,1,0,0,1,1,0,2,0,0,0,0.212121212121212,0.424242424242424,0.666666666666667,0.0303030303030303,0,1.93485454545455
"58",2016,4,"LG",61329,0,7,0,1,15,102,25,20,9,1,0,0,1,0,2,0,3,0,0,7,0,0,0,0,7,7,1,0,1,0,0,2,0,0,1,2,3,4,0,0,6,0,1,0.28,0.48,-0.2,0.04,1,1.9742308
"59",2016,4,"LG",61891,0,12,0,0,35,194,52,45,14,3,1,0,0,0,2,0,5,0,0,11,2,2,0,0,5,4,3,1,1,0,2,1,0,2,0,2,6,6,0,1,6,4,1,0.0769230769230769,0.365384615384615,-0.134615384615385,0,0,0.787341153846154
"60",2016,4,"LG",62146,0,8,0,0,16,106,30,27,11,2,0,0,0,0,0,0,3,1,0,1,0,0,0,1,7,6,2,1,1,0,2,0,0,2,0,0,5,3,0,0,7,0,1,0.2,0.466666666666667,0.133333333333333,0,0,1.52544777777778
"61",2016,4,"LG",62463,4,0,0,0,56,305,79,66,17,4,0,2,1,1,2,1,9,0,1,11,3,4,0,0,10,10,1,0,1,0,0,1,0,1,0,0,2,2,0,1,2,0,1,0.126582278481013,0.329113924050633,0.430379746835443,0.0253164556962025,0.5,0.813656070195627
"62",2016,4,"LG",62698,6,0,0,0,106,575,154,144,47,14,0,2,2,2,3,0,5,1,2,21,2,0,0,0,22,21,1,1,1,0,1,1,0,0,0,1,4,2,0,2,3,0,1,0.136363636363636,0.337662337662338,0.012987012987013,0.025974025974026,0.5,0.77121286525974
"63",2016,4,"LG",63111,4,0,0,0,56,335,86,74,23,2,0,3,1,0,0,2,8,0,2,21,5,2,0,0,16,12,1,1,0,0,0,0,0,1,0,1,0,4,0,3,0,0,1,0.13953488372093,0.36046511627907,0.313953488372093,0.0116279069767442,1,1.24230091137649
"64",2016,4,"LG",66154,2,0,0,0,23,175,45,33,11,1,1,2,0,0,1,1,10,0,0,9,1,4,0,0,11,9,0,0,0,0,0,0,0,0,1,1,0,2,0,1,1,0,0,0.2,0.466666666666667,0.844444444444444,0,0,2.33832454545455
"65",2016,4,"LG",70839,0,9,0,3,25,117,30,26,3,1,0,0,0,1,1,0,2,2,1,8,0,0,0,0,0,0,3,1,2,0,2,0,0,1,0,0,6,3,0,0,9,0,0,0,0.166666666666667,-0.433333333333333,0.0333333333333333,0,-0.289248846153846
"66",2016,4,"LG",71118,0,11,0,2,35,189,50,44,9,1,0,1,1,0,1,0,4,3,1,12,0,0,0,0,4,4,3,1,1,0,2,1,0,1,1,1,6,5,0,0,9,1,1,0.08,0.26,-0.1,0.02,1,0.219802545454545
"67",2016,4,"LG",73117,5,0,1,0,92,427,119,109,25,4,0,0,0,1,0,2,5,0,3,20,5,1,0,0,8,7,1,0,0,0,1,1,0,1,1,0,3,2,0,0,3,0,2,0.0588235294117647,0.252100840336134,-0.134453781512605,0.00840336134453781,0,0.181956190733174
"68",2016,4,"LG",76650,0,12,0,2,23,143,37,32,10,2,0,1,0,1,0,0,5,0,0,8,0,0,0,0,6,6,2,1,1,0,2,2,0,2,1,1,6,6,0,0,12,0,0,0.162162162162162,0.405405405405405,0.324324324324324,0.027027027027027,0,1.31136338682432
"69",2016,4,"LG",76757,0,7,0,1,24,155,40,32,9,1,0,1,1,0,0,0,7,0,1,6,1,0,0,0,7,6,0,0,1,0,1,3,0,0,1,1,5,2,0,1,6,0,0,0.15,0.4,0.625,0.025,1,1.4691146875
"70",2016,4,"LG",79140,0,2,0,0,7,38,11,9,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0.181818181818182,0.363636363636364,0.272727272727273,0,0,0.862127272727272
"71",2016,4,"LG",96462,0,3,0,0,15,63,19,18,5,0,0,0,0,0,0,0,1,0,0,4,2,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,1,0,0,2,1,0,0,0.315789473684211,-0.263157894736842,0,0,0.410223684210526
"72",2016,4,"LT",61569,0,1,0,0,6,34,9,9,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.333333333333333,0.333333333333333,1.22222222222222,0,0,1.3713
"73",2016,4,"LT",62528,1,0,0,0,9,86,16,9,2,0,0,0,0,1,0,1,6,0,0,3,0,1,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.1875,0.5,0.75,0.0625,0,2.23695
"74",2016,4,"LT",63512,0,7,0,0,29,218,51,41,13,3,0,1,0,1,0,0,9,0,1,12,0,1,0,1,9,4,2,1,1,1,0,2,0,0,0,0,4,3,0,0,7,0,0,0.0784313725490196,0.431372549019608,0.372549019607843,0.0196078431372549,0,1.67367948350072
"75",2016,4,"LT",63935,3,4,0,0,76,388,106,94,26,0,1,2,0,1,1,0,10,3,1,18,5,0,0,0,11,9,0,1,1,1,0,1,0,1,1,1,3,4,0,1,2,0,4,0.0849056603773585,0.339622641509434,0.132075471698113,0.00943396226415094,0,0.723567282215978
"76",2016,4,"LT",64021,4,0,0,0,62,417,91,74,17,6,0,0,2,0,3,0,13,0,1,22,1,2,0,0,7,7,1,0,1,0,0,0,0,1,1,0,3,1,0,1,0,0,3,0.0769230769230769,0.32967032967033,-0.021978021978022,0.021978021978022,1,0.551531608256608
"77",2016,4,"LT",64596,0,7,0,0,29,178,48,39,11,2,0,0,0,0,1,1,7,0,0,4,0,2,0,0,8,6,1,2,0,2,0,1,0,1,0,0,4,3,0,0,7,0,0,0.125,0.375,0.270833333333333,0,0,0.84248125
"78",2016,4,"LT",65509,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.56
"79",2016,4,"LT",65543,6,0,0,0,98,629,154,134,40,6,2,8,6,2,0,2,16,0,2,29,0,1,0,0,28,27,1,1,0,1,0,1,0,1,0,1,4,2,0,4,1,0,1,0.175324675324675,0.363636363636364,0.649350649350649,0.051948051948052,0.75,1.31952378367901
"80",2016,4,"LT",65546,5,0,1,0,101,526,139,127,33,3,0,3,1,1,2,0,8,0,2,27,4,0,0,0,14,10,1,0,1,1,0,0,0,0,1,1,2,3,0,3,0,0,2,0.0719424460431655,0.294964028776978,0.107913669064748,0.0143884892086331,0.5,0.531494335240469
"81",2016,4,"LT",70615,0,5,0,1,5,45,11,7,2,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,2,2,3,2,0,0,5,0,0,0.181818181818182,0.545454545454545,2.27272727272727,0,0,4.29084805194805
"82",2016,4,"LT",71801,0,11,0,6,18,135,31,23,9,1,0,1,1,2,0,1,7,1,0,2,1,0,0,1,3,3,2,1,1,0,0,2,0,1,2,2,7,4,0,0,11,0,0,0.0967741935483871,0.516129032258065,0.870967741935484,0.0967741935483871,0.333333333333333,2.64225301542777
"83",2016,4,"LT",72535,0,14,0,4,24,156,38,28,8,1,0,1,1,1,2,1,7,2,0,5,0,0,0,0,9,8,2,2,1,1,0,2,0,2,3,1,10,4,0,1,13,0,0,0.210526315789474,0.394736842105263,0.473684210526316,0.0526315789473684,0.5,1.23898284774436
"84",2016,4,"LT",72551,0,11,0,2,42,206,58,56,15,1,0,1,2,0,0,0,2,0,0,14,1,0,0,0,5,5,1,2,1,1,0,2,0,2,1,1,7,4,0,1,9,1,0,0.0862068965517241,0.293103448275862,-0.155172413793103,0.0344827586206897,1,0.39706493226601
"85",2016,4,"LT",72862,0,12,0,5,41,227,54,48,11,3,0,0,1,1,1,0,4,1,1,10,1,0,0,0,3,3,1,1,1,1,0,3,0,1,2,2,6,6,0,1,10,0,1,0.0555555555555556,0.277777777777778,-0.148148148148148,0.037037037037037,0.5,0.247025
"86",2016,4,"LT",73226,0,10,0,1,27,203,48,41,16,3,0,1,1,0,0,1,6,0,0,11,1,0,0,0,6,6,1,1,1,1,0,2,0,1,2,1,6,4,0,0,10,0,0,0.125,0.458333333333333,0.1875,0.0208333333333333,1,1.82186051829268
"87",2016,4,"LT",75321,0,8,0,0,22,137,34,29,9,1,0,2,0,0,0,1,3,0,1,10,1,0,0,0,2,2,0,1,1,1,0,2,0,1,1,1,4,4,0,0,4,4,0,0.0588235294117647,0.352941176470588,0.529411764705882,0,0,1.47844021298174
"88",2016,4,"LT",77591,3,0,0,0,37,254,56,50,14,2,0,0,3,1,0,0,6,0,0,16,0,1,0,0,7,6,0,0,0,0,0,1,0,0,1,1,1,2,0,0,2,0,1,0.107142857142857,0.357142857142857,-0.25,0.0714285714285714,0.75,0.661255
"89",2016,4,"LT",79349,3,0,0,0,27,148,41,37,12,1,0,2,0,1,0,0,3,0,1,6,1,0,0,0,6,6,0,1,0,0,0,1,0,1,0,0,3,0,0,1,2,0,0,0.146341463414634,0.365853658536585,0.634146341463415,0.024390243902439,0,1.38874620962426
"90",2016,4,"NC",60263,4,0,0,0,73,373,98,90,22,0,1,3,0,1,1,0,7,0,0,23,3,0,0,0,7,7,1,0,0,1,1,0,0,0,0,1,3,1,0,0,1,0,3,0.0714285714285714,0.295918367346939,0.142857142857143,0.0102040816326531,0,0.500040255102041
"91",2016,4,"NC",61323,4,0,0,0,52,300,77,61,16,2,1,2,3,0,3,0,10,1,3,7,1,0,0,0,11,11,1,0,0,0,1,0,1,1,0,0,1,3,0,1,3,0,0,0.142857142857143,0.337662337662338,0.623376623376623,0.038961038961039,1,1.07797643176496
"92",2016,4,"NC",62929,4,0,0,0,47,332,82,73,25,4,0,4,0,0,0,0,7,0,2,15,2,3,0,0,18,13,0,0,0,0,1,0,1,1,1,0,1,3,0,3,1,0,0,0.158536585365854,0.390243902439024,0.597560975609756,0,0,1.62463092215169
"93",2016,4,"NC",62966,0,8,0,0,24,146,40,36,13,5,1,1,0,0,1,1,1,0,1,4,0,0,0,0,10,10,2,2,0,0,1,0,1,0,1,1,5,3,0,0,7,0,1,0.25,0.35,0.275,0,0,1.13531875
"94",2016,4,"NC",63938,6,0,0,0,116,584,158,142,33,8,0,2,2,0,4,1,8,0,3,38,4,2,0,0,12,12,0,1,0,1,1,0,1,1,1,0,1,5,0,1,1,0,4,0.0759493670886076,0.259493670886076,-0.107594936708861,0.0126582278481013,1,0.285541014441077
"95",2016,4,"NC",63959,0,11,0,1,16,106,24,22,7,2,0,0,0,0,0,2,0,0,0,11,0,0,0,1,5,2,2,1,0,2,1,0,1,0,2,2,6,5,0,0,11,0,0,0.0833333333333333,0.291666666666667,-0.916666666666667,0,0,0.372907102272727
"96",2016,4,"NC",64907,0,1,0,0,3,20,4,1,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.5,1,0.25,0,4.48
