"BF","PA","BK","AVG","OBP","SLG","OPS","BABIP","H2_rate","H3_rate","HR_rate","T_ID","year","month","P_ID","VS_T_ID_HH","VS_T_ID_HT","VS_T_ID_KT","VS_T_ID_LG","VS_T_ID_LT","VS_T_ID_NC","VS_T_ID_OB","VS_T_ID_SK","VS_T_ID_SS","VS_T_ID_WO","GD_rate","H_A_AWAY","H_A_HOME"
365.789473684211,90,0,0.182191780821918,0.301754385964912,0.20625,0.508004385964912,0.241379310344828,0.178571428571429,0,0,"LG",2020,9,50126,2,2,2,0,6,4,2,4,2,2,0.0116959064327485,14,12
292.631578947369,72,0,0.178938356164384,0.298976608187134,0.202566964285714,0.501543572472849,0.241379310344828,0.178571428571429,0,0,"LG",2020,10,50126,1,3,5,0,4,5,0,0,3,0,0.0116959064327485,9,12
7.3939393939394,2,0,0,0.090909090909091,0,0.090909090909091,0.354166666666667,0.1,0,0.15,"LG",2020,7,50157,1,0,1,0,0,0,3,3,0,0,0,7,1
0,0,0,0,0,0,0,0.354166666666667,0.1,0,0.15,"LG",2020,8,50157,3,8,2,0,0,3,2,0,2,5,0,13,12
0,0,0,0,0,0,0,0.354166666666667,0.1,0,0.15,"LG",2020,9,50157,2,2,2,0,6,4,2,4,2,2,0,14,12
0,0,0,0,0,0,0,0.354166666666667,0.1,0,0.15,"LG",2020,10,50157,1,3,5,0,4,5,0,0,3,0,0,9,12
177.303703703704,44,0,0.156139397310143,0.224898409381168,0.206499981115685,0.431398390496853,0.318681318681319,0.180327868852459,0,0.0491803278688525,"OB",2020,7,50234,0,0,0,3,0,1,0,0,0,3,0.0148148148148148,1,6
197.451851851852,49,0,0.186942407663844,0.253191544817161,0.247238072628304,0.500429617445464,0.318681318681319,0.180327868852459,0,0.0491803278688525,"OB",2020,8,50234,0,2,3,2,6,4,0,2,6,0,0.0148148148148148,13,12
92.6814814814815,23,0,0.099567151907917,0.17293575434505,0.131681147378118,0.304616901723168,0.318681318681319,0.180327868852459,0,0.0491803278688525,"OB",2020,9,50234,6,2,4,2,0,2,0,2,4,5,0.0148148148148148,12,15
72.5333333333333,18,0,0.0636123470522803,0.139910600255428,0.08412962193602,0.224040222191448,0.318681318681319,0.180327868852459,0,0.0491803278688525,"OB",2020,10,50234,4,3,4,0,2,0,0,3,0,5,0.0148148148148148,11,10
39.483870967742,9,0,0.179710144927536,0.391397849462365,0.287037037037037,0.678434886499403,0.3125,0.166666666666667,0,0.166666666666667,"OB",2020,7,50296,0,0,0,3,0,1,0,0,0,3,0,1,6
136,31,0,0.260869565217391,0.451612903225806,0.416666666666667,0.868279569892473,0.3125,0.166666666666667,0,0.166666666666667,"OB",2020,8,50296,0,2,3,2,6,4,0,2,6,0,0,13,12
144.774193548387,33,0,0.245059288537549,0.439882697947214,0.391414141414142,0.831296839361356,0.3125,0.166666666666667,0,0.166666666666667,"OB",2020,9,50296,6,2,4,2,0,2,0,2,4,5,0,12,15
114.064516129032,26,0,0.248829431438127,0.442679900744417,0.397435897435898,0.840115798180314,0.3125,0.166666666666667,0,0.166666666666667,"OB",2020,10,50296,4,3,4,0,2,0,0,3,0,5,0,11,10
30.8,6,0,0.357142857142857,0.4,0.535714285714286,0.935714285714286,0.444444444444444,0,0.25,0,"WO",2020,7,50360,0,0,0,0,3,0,3,0,1,0,0.0666666666666667,4,3
118.066666666667,23,0,0.279503105590062,0.327536231884058,0.419254658385093,0.746790890269151,0.444444444444444,0,0.25,0,"WO",2020,8,50360,3,2,5,5,5,2,0,0,4,0,0.0666666666666667,11,15
123.2,24,0,0.267857142857143,0.316666666666667,0.401785714285714,0.718452380952381,0.444444444444444,0,0.25,0,"WO",2020,9,50360,4,4,2,2,2,2,5,4,2,0,0.0666666666666667,13,14
82.1333333333333,16,0,0.267857142857143,0.316666666666667,0.401785714285714,0.718452380952381,0.444444444444444,0,0.25,0,"WO",2020,10,50360,3,1,3,0,0,3,5,3,0,0,0.0666666666666667,11,7
283.381924198251,72,0,0.255208333333333,0.305150631681244,0.376923076923077,0.682073708604321,0.28,0.1,0.0125,0.125,"SS",2020,7,50404,2,2,0,0,0,1,0,0,0,1,0.0583090379008746,3,3
645.481049562683,164,0,0.246493902439024,0.297020550380431,0.364052532833021,0.661073083213452,0.28,0.1,0.0125,0.125,"SS",2020,8,50404,5,0,2,2,2,0,6,4,0,4,0.0583090379008746,14,11
696.6472303207,177,0,0.249152542372881,0.29950091416712,0.367979139504563,0.667480053671683,0.28,0.1,0.0125,0.125,"SS",2020,9,50404,3,4,4,2,2,4,4,2,0,2,0.0583090379008746,12,15
543.148688046648,138,0,0.248550724637681,0.29893945155702,0.367090301003345,0.666029752560365,0.28,0.1,0.0125,0.125,"SS",2020,10,50404,3,1,2,3,3,5,0,4,0,0,0.0583090379008746,14,7
12.5,4,0,0,0.25,0,0.25,0.875,0.25,0,0.125,"SS",2020,7,50441,2,2,0,0,0,1,0,0,0,1,0,3,3
53.125,17,0,0.358543417366947,0.51890756302521,0.582633053221288,1.1015406162465,0.875,0.25,0,0.125,"SS",2020,8,50441,5,0,2,2,2,0,6,4,0,4,0,14,11
56.25,18,0,0.338624338624339,0.503968253968254,0.55026455026455,1.0542328042328,0.875,0.25,0,0.125,"SS",2020,9,50441,3,4,4,2,2,4,4,2,0,2,0,12,15
43.75,14,0,0.326530612244898,0.494897959183673,0.530612244897959,1.02551020408163,0.875,0.25,0,0.125,"SS",2020,10,50441,3,1,2,3,3,5,0,4,0,0,0,14,7
121.889763779527,30,0.211250460208311,0.224847374847375,0.359125782354129,0.327162712676731,0.68628849503086,0.295454545454545,0.172413793103448,0,0.103448275862069,"SS",2020,7,50449,2,2,0,0,0,1,0,0,0,1,0.015748031496063,3,3
276.283464566929,68,0.51528485409912,0.257913165266106,0.38646364057434,0.375274876305663,0.761738516880003,0.295454545454545,0.172413793103448,0,0.103448275862069,"SS",2020,8,50449,5,0,2,2,2,0,6,4,0,4,0.015748031496063,14,11
296.59842519685,73,0.554138311896533,0.258728486125746,0.387137724749633,0.37646120362802,0.763598928377653,0.295454545454545,0.172413793103448,0,0.103448275862069,"SS",2020,9,50449,3,4,4,2,2,4,4,2,0,2,0.015748031496063,12,15
231.590551181102,57,0.434181304260044,0.260349591928539,0.388478009074777,0.378819983099373,0.76729799217415,0.295454545454545,0.172413793103448,0,0.103448275862069,"SS",2020,10,50449,3,1,2,3,3,5,0,4,0,0,0.015748031496063,14,7
24.48,6,0,0.277777777777778,0.48,0.50925925925926,0.98925925925926,0.357142857142857,0.333333333333333,0,0.166666666666667,"SS",2020,7,50464,2,2,0,0,0,1,0,0,0,1,0.08,3,3
102,25,0,0.333333333333333,0.52,0.611111111111111,1.13111111111111,0.357142857142857,0.333333333333333,0,0.166666666666667,"SS",2020,8,50464,5,0,2,2,2,0,6,4,0,4,0.08,14,11
110.16,27,0,0.308641975308642,0.502222222222222,0.565843621399177,1.0680658436214,0.357142857142857,0.333333333333333,0,0.166666666666667,"SS",2020,9,50464,3,4,4,2,2,4,4,2,0,2,0.08,12,15
85.68,21,0,0.317460317460318,0.508571428571429,0.582010582010582,1.09058201058201,0.357142857142857,0.333333333333333,0,0.166666666666667,"SS",2020,10,50464,3,1,2,3,3,5,0,4,0,0,0.08,14,7
239.13488372093,66,0,0.334030784030784,0.380493752586776,0.457176670047957,0.837670422634733,0.386503067484663,0.132352941176471,0.0147058823529412,0.0735294117647059,"LT",2020,7,50524,0,1,0,0,0,1,0,1,0,3,0.0372093023255814,4,2
452.906976744186,125,0,0.343453968253968,0.389259505352529,0.47007386452931,0.859333369881839,0.386503067484663,0.132352941176471,0.0147058823529412,0.0735294117647059,"LT",2020,8,50524,2,2,0,0,0,2,6,4,2,5,0.0372093023255814,8,15
550.73488372093,152,0,0.343515037593985,0.389316314040916,0.470157448075635,0.859473762116551,0.386503067484663,0.132352941176471,0.0147058823529412,0.0735294117647059,"LT",2020,9,50524,2,5,4,6,0,5,0,2,2,2,0.0372093023255814,16,12
492.762790697675,136,0,0.341269841269841,0.387227759320783,0.467084523578408,0.854312282899191,0.386503067484663,0.132352941176471,0.0147058823529412,0.0735294117647059,"LT",2020,10,50524,3,1,3,4,0,5,2,4,3,0,0.0372093023255814,11,14
12,3,0,0.333333333333333,0.333333333333333,0.5,0.833333333333333,0.285714285714286,0.5,0,0,"LT",2020,7,50556,0,1,0,0,0,1,0,1,0,3,0,4,2
48,12,0,0.25,0.25,0.375,0.625,0.285714285714286,0.5,0,0,"LT",2020,8,50556,2,2,0,0,0,2,6,4,2,5,0,8,15
56,14,0,0.285714285714286,0.285714285714286,0.428571428571429,0.714285714285714,0.285714285714286,0.5,0,0,"LT",2020,9,50556,2,5,4,6,0,5,0,2,2,2,0,16,12
48,12,0,0.25,0.25,0.375,0.625,0.285714285714286,0.5,0,0,"LT",2020,10,50556,3,1,3,4,0,5,2,4,3,0,0,11,14
276.730434782608,68,0,0.170915823956701,0.226188102359588,0.238866733133932,0.465054835493519,0.262222222222222,0.171875,0,0.078125,"LT",2020,7,50558,0,1,0,0,0,1,0,1,0,3,0.0115942028985507,4,2
561.599999999999,138,0,0.176860722181282,0.231736674035863,0.247175141242938,0.478911815278801,0.262222222222222,0.171875,0,0.078125,"LT",2020,8,50558,2,2,0,0,0,2,6,4,2,5,0.0115942028985507,8,15
691.826086956521,170,0,0.184589089873237,0.238949817215022,0.257976071784646,0.496925888999668,0.262222222222222,0.171875,0,0.078125,"LT",2020,9,50558,2,5,4,6,0,5,0,2,2,2,0.0115942028985507,16,12
618.573913043478,152,0,0.183509621511406,0.237942313410645,0.256467439785905,0.494409753196551,0.262222222222222,0.171875,0,0.078125,"LT",2020,10,50558,3,1,3,4,0,5,2,4,3,0,0.0115942028985507,11,14
10.3333333333333,2,0,0.6,0.666666666666667,0.8,1.46666666666667,0.6,0.333333333333333,0,0,"LT",2020,7,50592,0,1,0,0,0,1,0,1,0,3,0,4,2
31,6,0,0.6,0.666666666666667,0.8,1.46666666666667,0.6,0.333333333333333,0,0,"LT",2020,8,50592,2,2,0,0,0,2,6,4,2,5,0,8,15
36.1666666666667,7,0,0.685714285714286,0.738095238095238,0.914285714285714,1.65238095238095,0.6,0.333333333333333,0,0,"LT",2020,9,50592,2,5,4,6,0,5,0,2,2,2,0,16,12
36.1666666666667,7,0,0.685714285714286,0.738095238095238,0.914285714285714,1.65238095238095,0.6,0.333333333333333,0,0,"LT",2020,10,50592,3,1,3,4,0,5,2,4,3,0,0,11,14
246.652567975831,66,0.188944506280808,0.232549700829956,0.271965577222375,0.287366065720496,0.559331642942871,0.3125,0.128205128205128,0,0.0384615384615385,"HT",2020,7,50636,2,0,1,0,1,0,0,0,2,0,0.0332326283987915,3,3
511.990936555891,137,0.402486881857212,0.240066948719141,0.279096742893686,0.296655271181743,0.575752014075429,0.3125,0.128205128205128,0,0.0384615384615385,"HT",2020,8,50636,0,0,2,8,2,4,2,5,0,2,0.0332326283987915,13,12
556.836858006042,149,0.441816505008746,0.242805967597144,0.281695087086113,0.300039928638179,0.581735015724291,0.3125,0.128205128205128,0,0.0384615384615385,"HT",2020,9,50636,4,0,2,2,5,2,2,2,4,4,0.0332326283987915,13,14
493.305135951661,132,0.388836380982669,0.240855047288168,0.279844365101163,0.297629139496228,0.577473504597391,0.3125,0.128205128205128,0,0.0384615384615385,"HT",2020,10,50636,5,0,2,3,1,5,3,3,1,1,0.0332326283987915,12,12
208.536082474227,52,0,0.153169411233927,0.23174132153181,0.212179641494759,0.44392096302657,0.328042328042328,0.21875,0.046875,0.03125,"HT",2020,7,50640,2,0,1,0,1,0,0,0,2,0,0.013745704467354,3,3
405.041237113403,101,0,0.191515925786127,0.266529912053394,0.265299580030223,0.531829492083616,0.328042328042328,0.21875,0.046875,0.03125,"HT",2020,8,50640,0,0,2,8,2,4,2,5,0,2,0.013745704467354,13,12
401.030927835052,100,0,0.193431085043988,0.268267376122381,0.267952575830525,0.536219951952906,0.328042328042328,0.21875,0.046875,0.03125,"HT",2020,9,50640,4,0,2,2,5,2,2,2,4,4,0.013745704467354,13,14
356.917525773196,89,0,0.191769086296089,0.266759583443874,0.265650273460533,0.532409856904408,0.328042328042328,0.21875,0.046875,0.03125,"HT",2020,10,50640,5,0,2,3,1,5,3,3,1,1,0.013745704467354,12,12
40.0967741935484,11,0,0.219191919191919,0.244379276637341,0.375757575757576,0.620136852394917,0.272727272727273,0.285714285714286,0,0.142857142857143,"HT",2020,7,50662,2,0,1,0,1,0,0,0,2,0,0.032258064516129,3,3
167.677419354839,46,0,0.235869565217391,0.260518934081346,0.404347826086957,0.664866760168303,0.272727272727273,0.285714285714286,0,0.142857142857143,"HT",2020,8,50662,0,0,2,8,2,4,2,5,0,2,0.032258064516129,13,12
178.612903225806,49,0,0.221428571428571,0.246543778801843,0.379591836734694,0.626135615536537,0.272727272727273,0.285714285714286,0,0.142857142857143,"HT",2020,9,50662,4,0,2,2,5,2,2,2,4,4,0.032258064516129,13,14
160.387096774194,44,0,0.246590909090909,0.270894428152493,0.422727272727273,0.693621700879766,0.272727272727273,0.285714285714286,0,0.142857142857143,"HT",2020,10,50662,5,0,2,3,1,5,3,3,1,1,0.032258064516129,12,12
47.8163265306122,11,0,0.103594080338266,0.213358070500928,0.120859760394644,0.334217830895572,0.25,0.166666666666667,0,0,"HH",2020,7,50705,0,2,0,1,0,0,0,3,2,0,0.0204081632653061,3,5
130.408163265306,30,0,0.151937984496124,0.25578231292517,0.177260981912145,0.433043294837315,0.25,0.166666666666667,0,0,"HH",2020,8,50705,0,0,3,3,2,4,0,2,5,3,0.0204081632653061,12,10
156.489795918367,36,0,0.126614987080103,0.233560090702948,0.147717484926787,0.381277575629736,0.25,0.166666666666667,0,0,"HH",2020,9,50705,0,4,2,2,2,2,6,2,3,4,0.0204081632653061,11,16
130.408163265306,30,0,0.151937984496124,0.25578231292517,0.177260981912145,0.433043294837315,0.25,0.166666666666667,0,0,"HH",2020,10,50705,0,5,2,1,3,1,4,0,3,3,0.0204081632653061,11,11
10.8,3,0,0,0.2,0,0.2,0.4,0,0,0.333333333333333,"HH",2020,7,50726,0,2,0,1,0,0,0,3,2,0,0,3,5
32.4,9,0,0,0.2,0,0.2,0.4,0,0,0.333333333333333,"HH",2020,8,50726,0,0,3,3,2,4,0,2,5,3,0,12,10
39.6,11,0,0.170454545454545,0.336363636363636,0.340909090909091,0.677272727272727,0.4,0,0,0.333333333333333,"HH",2020,9,50726,0,4,2,2,2,2,6,2,3,4,0,11,16
32.4,9,0,0,0.2,0,0.2,0.4,0,0,0.333333333333333,"HH",2020,10,50726,0,5,2,1,3,1,4,0,3,3,0,11,11
66.1153846153846,18,0,0.320987654320988,0.373219373219373,0.46141975308642,0.834639126305793,0.375,0.25,0,0.0625,"SK",2020,7,50815,3,0,1,3,1,0,0,0,0,0,0.0192307692307692,4,4
191,52,0,0.333333333333333,0.384615384615385,0.479166666666667,0.863782051282051,0.375,0.25,0,0.0625,"SK",2020,8,50815,2,5,4,0,4,2,2,0,4,0,0.0192307692307692,11,12
224.057692307692,61,0,0.340983606557377,0.391677175283733,0.490163934426229,0.881841109709962,0.375,0.25,0,0.0625,"SK",2020,9,50815,2,2,5,4,2,4,2,0,2,4,0.0192307692307692,17,10
172.634615384615,47,0,0.344208037825059,0.394653573376978,0.494799054373522,0.8894526277505,0.375,0.25,0,0.0625,"SK",2020,10,50815,0,3,3,0,4,1,3,0,4,3,0.0192307692307692,8,13
276.959064327485,74,0.199042477989846,0.256143386578169,0.349669218090271,0.334806000379771,0.684475218470042,0.329411764705882,0.206896551724138,0.0114942528735632,0.0344827586206897,"SK",2020,7,50835,3,0,1,3,1,0,0,0,0,0,0.0263157894736842,4,4
344.327485380117,92,0.248319516740569,0.257535470200877,0.350886273655152,0.336625598207922,0.687511871863074,0.329411764705882,0.206896551724138,0.0114942528735632,0.0344827586206897,"SK",2020,8,50835,2,5,4,0,4,2,2,0,4,0,0.0263157894736842,11,12
348.070175438596,93,0.249286678234047,0.254766271596566,0.348465249144366,0.333005968119665,0.681471217264031,0.329411764705882,0.206896551724138,0.0114942528735632,0.0344827586206897,"SK",2020,9,50835,2,2,5,4,2,4,2,0,2,4,0.0263157894736842,17,10
269.473684210526,72,0.189141122035859,0.246804825609173,0.341504803675856,0.322599531615925,0.664104335291781,0.329411764705882,0.206896551724138,0.0114942528735632,0.0344827586206897,"SK",2020,10,50835,0,3,3,0,4,1,3,0,4,3,0.0263157894736842,8,13
0,0,0,0,0,0,0,1,0,0,0,"NC",2020,7,50900,0,0,3,0,1,0,1,0,1,0,0,4,2
7,1,0,1,1,1,2,1,0,0,0,"NC",2020,8,50900,4,4,2,3,2,0,4,2,0,2,0,10,13
7,1,0,1,1,1,2,1,0,0,0,"NC",2020,9,50900,2,2,2,4,5,0,2,4,4,2,0,15,12
7,1,0,1,1,1,2,1,0,0,0,"NC",2020,10,50900,1,5,0,5,5,0,0,1,5,3,0,12,13
208.085808580858,50,0.166079588728104,0.254398496240602,0.345445544554456,0.365239852398525,0.710685396952981,0.297029702970297,0.149253731343284,0,0.104477611940299,"NC",2020,7,50912,0,0,3,0,1,0,1,0,1,0,0.0231023102310231,4,2
345.422442244224,83,0.269249809596345,0.24520336987046,0.337373255397829,0.352038411950385,0.689411667348215,0.297029702970297,0.149253731343284,0,0.104477611940299,"NC",2020,8,50912,4,4,2,3,2,0,4,2,0,2,0.0231023102310231,10,13
345.422442244224,83,0.269249809596345,0.24520336987046,0.337373255397829,0.352038411950385,0.689411667348215,0.297029702970297,0.149253731343284,0,0.104477611940299,"NC",2020,9,50912,2,2,2,4,5,0,2,4,4,2,0.0231023102310231,15,12
320.452145214521,77,0.251467694846408,0.247790743091495,0.33964467875359,0.355753102985576,0.695397781739166,0.297029702970297,0.149253731343284,0,0.104477611940299,"NC",2020,10,50912,1,5,0,5,5,0,0,1,5,3,0.0231023102310231,12,13
12.7894736842105,3,0,0,0.157894736842106,0,0.157894736842106,0.350951374207188,0.2,0.0666666666666667,0.133333333333333,"HH",2020,7,60140,0,2,0,1,0,0,0,3,2,0,0,3,5
72.4736842105263,17,0,0.161199095022624,0.293641343176947,0.268235294117647,0.561876637294594,0.350951374207188,0.2,0.0666666666666667,0.133333333333333,"HH",2020,8,60140,0,0,3,3,2,4,0,2,5,3,0,12,10
81,19,0,0.144230769230769,0.279352226720648,0.24,0.519352226720648,0.350951374207188,0.2,0.0666666666666667,0.133333333333333,"HH",2020,9,60140,0,4,2,2,2,2,6,2,3,4,0,11,16
63.9473684210526,15,0,0.0913461538461538,0.234817813765182,0.152,0.386817813765182,0.350951374207188,0.2,0.0666666666666667,0.133333333333333,"HH",2020,10,60140,0,5,2,1,3,1,4,0,3,3,0,11,11
55.3203883495145,14,0,0.331792717086835,0.416129558619565,0.649159663865546,1.06528922248511,0.296127562642369,0.173913043478261,0,0.260869565217391,"SS",2020,7,60146,2,2,0,0,0,1,0,0,0,1,0.0194174757281553,3,3
146.203883495146,37,0,0.251086380498145,0.3456094586877,0.491255961844197,0.836865420531897,0.296127562642369,0.173913043478261,0,0.260869565217391,"SS",2020,8,60146,5,0,2,2,2,0,6,4,0,4,0.0194174757281553,14,11
150.155339805825,38,0,0.285225318197454,0.37543959842496,0.558049535603715,0.933489134028676,0.296127562642369,0.173913043478261,0,0.260869565217391,"SS",2020,9,60146,3,4,4,2,2,4,4,2,0,2,0.0194174757281553,12,15
118.543689320388,30,0,0.258061002178649,0.351703788311441,0.504901960784314,0.856605749095755,0.296127562642369,0.173913043478261,0,0.260869565217391,"SS",2020,10,60146,3,1,2,3,3,5,0,4,0,0,0.0194174757281553,14,7
285.715254237288,74,0.297868299862318,0.343847891017702,0.410575224134546,0.550444230741628,0.961019454876175,0.323215289488477,0.222222222222222,0.0138888888888889,0.125,"NC",2020,7,60263,0,0,3,0,1,0,1,0,1,0,0.0271186440677966,4,2
420.850847457627,109,0.422399468261881,0.326813224857192,0.395272896905613,0.523174516558098,0.918447413463712,0.323215289488477,0.222222222222222,0.0138888888888889,0.125,"NC",2020,8,60263,4,4,2,3,2,0,4,2,0,2,0.0271186440677966,10,13
652.511864406779,169,0.639082751744766,0.316177291503852,0.385718583893291,0.506148126965971,0.891866710859261,0.323215289488477,0.222222222222222,0.0138888888888889,0.125,"NC",2020,9,60263,2,2,2,4,5,0,2,4,4,2,0.0271186440677966,15,12
602.318644067796,156,0.592508189716565,0.318059299191375,0.387409200968523,0.509160913436006,0.896570114404529,0.323215289488477,0.222222222222222,0.0138888888888889,0.125,"NC",2020,10,60263,1,5,0,5,5,0,0,1,5,3,0.0271186440677966,12,13
0,0,0,0,0,0,0,0.334545454545455,0.2,0,0.2,"WO",2020,7,60264,0,0,0,0,3,0,3,0,1,0,0,4,3
4.69230769230769,1,0,0,0,0,0,0.334545454545455,0.2,0,0.2,"WO",2020,10,60264,3,1,3,0,0,3,5,3,0,0,0,11,7
0,0,0,0,0,0,0,0.317073170731707,0.0769230769230769,0,0.0769230769230769,"WO",2020,7,60336,0,0,0,0,3,0,3,0,1,0,0.0634920634920635,4,3
17.3333333333333,4,0,0.328125,0.445436507936508,0.429086538461539,0.874523046398047,0.317073170731707,0.0769230769230769,0,0.0769230769230769,"WO",2020,8,60336,3,2,5,5,5,2,0,0,4,0,0.0634920634920635,11,15
0,0,0,0,0,0,0,0.317073170731707,0.0769230769230769,0,0.0769230769230769,"WO",2020,9,60336,4,4,2,2,2,2,5,4,2,0,0.0634920634920635,13,14
0,0,0,0,0,0,0,0.317073170731707,0.0769230769230769,0,0.0769230769230769,"WO",2020,10,60336,3,1,3,0,0,3,5,3,0,0,0.0634920634920635,11,7
0,0,0,0,0,0,0,0.32,0.2,0,0,"LG",2020,7,60337,1,0,1,0,0,0,3,3,0,0,0,7,1
0,0,0,0,0,0,0,0.32,0.2,0,0,"LG",2020,8,60337,3,8,2,0,0,3,2,0,2,5,0,13,12
0,0,0,0,0,0,0,0.32,0.2,0,0,"LG",2020,9,60337,2,2,2,0,6,4,2,4,2,2,0,14,12
0,0,0,0,0,0,0,0.32,0.2,0,0,"LG",2020,10,60337,1,3,5,0,4,5,0,0,3,0,0,9,12
61.6,14,0,0.411564625850341,0.518552875695733,0.951641526175689,1.47019440187142,0.303754266211604,0.272727272727273,0,0.363636363636364,"NC",2020,7,60339,0,0,3,0,1,0,1,0,1,0,0.0181818181818182,4,2
220,50,0,0.268888888888889,0.401818181818182,0.621739130434783,1.02355731225297,0.303754266211604,0.272727272727273,0,0.363636363636364,"NC",2020,8,60339,4,4,2,3,2,0,4,2,0,2,0.0181818181818182,10,13
321.2,73,0,0.289410741465536,0.418608788471803,0.669190844890667,1.08779963336247,0.303754266211604,0.272727272727273,0,0.363636363636364,"NC",2020,9,60339,2,2,2,4,5,0,2,4,4,2,0.0181818181818182,15,12
294.8,67,0,0.286661928452974,0.416359759643342,0.662834893853714,1.07919465349706,0.303754266211604,0.272727272727273,0,0.363636363636364,"NC",2020,10,60339,1,5,0,5,5,0,0,1,5,3,0.0181818181818182,12,13
92.8899082568807,25,0,0,0.1651376146789,0,0.1651376146789,0.301801801801802,0.269230769230769,0,0.153846153846154,"LT",2020,7,60559,0,1,0,0,0,1,0,1,0,3,0.00917431192660551,4,2
178.348623853211,48,0,0.117965367965368,0.263622463163748,0.201951581027668,0.465574044191416,0.301801801801802,0.269230769230769,0,0.153846153846154,"LT",2020,8,60559,2,2,0,0,0,2,6,4,2,5,0.00917431192660551,8,15
304.678899082569,82,0,0.15536902122268,0.294849366341871,0.265985009158392,0.560834375500263,0.301801801801802,0.269230769230769,0,0.153846153846154,"LT",2020,9,60559,2,5,4,6,0,5,0,2,2,2,0.00917431192660551,16,12
271.238532110092,73,0,0.155132538694183,0.294651935974043,0.265580161351454,0.560232097325497,0.301801801801802,0.269230769230769,0,0.153846153846154,"LT",2020,10,60559,3,1,3,4,0,5,2,4,3,0,0.00917431192660551,11,14
47.9186046511628,13,0,0,0.0813953488372093,0,0.0813953488372093,0.319294809010774,0.153846153846154,0.0384615384615385,0.0769230769230769,"HH",2020,7,60768,0,2,0,1,0,0,0,3,2,0,0.0348837209302326,3,5
