"year","month","T_ID","P_ID","PA","VS_T_ID_HH","VS_T_ID_HT","VS_T_ID_KT","VS_T_ID_LG","VS_T_ID_LT","VS_T_ID_NC","VS_T_ID_OB","VS_T_ID_SK","VS_T_ID_SS","VS_T_ID_WO","BAT_ORDER","SB_rate","BABIP","H2_rate","H3_rate","HR_rate","BB_rate","HP_rate","GD_rate","XR","AVG","OBP","SLG","OPS","stadium_MH","stadium_MS","stadium_JS","stadium_SW","stadium_DJ","stadium_DG","stadium_GJ","stadium_GC","stadium_SJ","stadium_PH","stadium_US","stadium_CJ","stadium_CW"
2016,4,"HH",71610,56,0,2,0,2,3,1,3,0,2,3,3,1,0.309178743961353,0.153846153846154,0,0.0769230769230769,0.142857142857143,0,0.0178571428571429,7.956,0.288888888888889,0.388888888888889,0.4,0.788888888888889,0,3,5,0,12,0,0,0,3,0,0,0,0
2016,4,"HH",71752,101,0,2,0,4,3,3,6,0,2,3,4,0.8,0.37233259749816,0.2,0,0.04,0.148514851485149,0,0.0198019801980198,13.38,0.294117647058824,0.396039603960396,0.388235294117647,0.784274898078043,0,3,5,0,12,0,0,0,3,0,0,0,0
2016,4,"HH",73136,71,0,1,0,4,2,3,5,0,2,3,3,0.636363636363636,0.332332332332332,0.117647058823529,0.0588235294117647,0,0.0140845070422535,0.028169014084507,0.0140845070422535,5.526,0.253731343283582,0.285714285714286,0.313432835820896,0.599147121535181,0,3,5,0,12,0,0,0,3,0,0,0,0
2016,4,"HH",73602,53,0,2,0,3,3,2,5,0,2,2,9,0.5,0.267123287671233,0.166666666666667,0,0,0.0754716981132075,0,0.0377358490566038,4.286,0.260869565217391,0.313725490196078,0.304347826086957,0.618073316283035,0,3,5,0,12,0,0,0,3,0,0,0,0
2016,4,"HH",73750,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,12,0,0,0,3,0,0,0,0
2016,4,"HH",74163,67,0,2,0,2,3,0,6,0,2,0,2,0.699029126213592,0.335581787521079,0.166666666666667,0,0,0.134328358208955,0.0149253731343284,0.0149253731343284,6.114,0.218181818181818,0.338461538461538,0.254545454545455,0.593006993006993,0,3,5,0,12,0,0,0,3,0,0,0,0
2016,4,"HH",74729,65,0,2,0,4,3,2,6,0,2,3,6,0,0.330357142857143,0.0526315789473684,0,0.0526315789473684,0.153846153846154,0.0307692307692308,0.0153846153846154,11.36,0.365384615384615,0.484375,0.442307692307692,0.926682692307692,0,3,5,0,12,0,0,0,3,0,0,0,0
2016,4,"HH",74731,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,12,0,0,0,3,0,0,0,0
2016,4,"HH",74857,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,12,0,0,0,3,0,0,0,0
2016,4,"HH",75808,99,0,2,0,3,3,3,6,0,2,3,1,0.671232876712329,0.322045152722444,0.192307692307692,0,0.115384615384615,0.0808080808080808,0.0202020202020202,0.0303030303030303,13.818,0.295454545454545,0.36734693877551,0.454545454545455,0.821892393320965,0,3,5,0,12,0,0,0,3,0,0,0,0
2016,4,"HH",76746,1,0,0,0,0,0,0,0,0,1,0,7,0,0.373913043478261,0,0,0,0,1,0,0.34,0,1,0,0,0,3,5,0,12,0,0,0,3,0,0,0,0
2016,4,"HH",76753,23,0,2,0,0,0,0,2,0,2,0,5,0.653846153846154,0.343940419769804,0,0,0.142857142857143,0.0434782608695652,0,0,3.758,0.333333333333333,0.347826086956522,0.476190476190476,0.824016563146998,0,3,5,0,12,0,0,0,3,0,0,0,0
2016,4,"HH",77243,5,0,0,0,2,2,0,2,0,0,0,9,0,0.265193370165746,0,0,0,0,0,0,-0.458,0,0,0,0,0,3,5,0,12,0,0,0,3,0,0,0,0
2016,4,"HH",78745,8,0,0,0,2,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0.25,-1.476,0,0,0,0,0,3,5,0,12,0,0,0,3,0,0,0,0
2016,4,"HH",78756,9,0,0,0,2,3,0,4,0,0,0,2,0.65,0.282828282828283,0,0,0,0.222222222222222,0,0,0.042,0,0.222222222222222,0,0.222222222222222,0,3,5,0,12,0,0,0,3,0,0,0,0
2016,4,"HH",95158,7,0,0,0,2,0,1,0,0,0,2,2,0,0.34375,0,0,0,0,0.142857142857143,0,0.374,0.166666666666667,0.285714285714286,0.166666666666667,0.452380952380952,0,3,5,0,12,0,0,0,3,0,0,0,0
2016,4,"HH",98144,24,0,0,0,2,0,2,1,0,0,3,9,0,0.206896551724138,0,0,0,0,0.0416666666666667,0,-0.216,0.1,0.142857142857143,0.1,0.242857142857143,0,3,5,0,12,0,0,0,3,0,0,0,0
2016,4,"HH",99737,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,12,0,0,0,3,0,0,0,0
2016,4,"HT",61643,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,3,2,0,9,0,3,0,0,0,0
2016,4,"HT",61666,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,3,2,0,9,0,3,0,0,0,0
2016,4,"HT",61743,34,0,0,2,2,0,2,0,3,0,2,1,0.285714285714286,0.317708333333333,0.125,0.25,0,0.0588235294117647,0,0.0294117647058824,3.196,0.258064516129032,0.303030303030303,0.419354838709677,0.72238514173998,3,2,0,3,2,0,9,0,3,0,0,0,0
2016,4,"HT",62668,11,2,0,1,1,2,1,1,1,2,1,9,0,0.153846153846154,0,0,0.333333333333333,0,0,0,1.81,0.3,0.3,0.6,0.9,3,2,0,3,2,0,9,0,3,0,0,0,0
2016,4,"HT",63634,17,0,0,2,1,0,1,0,2,0,1,8,0,0.284584980237154,0.4,0,0,0.0588235294117647,0,0,2.242,0.3125,0.352941176470588,0.4375,0.790441176470588,3,2,0,3,2,0,9,0,3,0,0,0,0
2016,4,"HT",63636,2,0,0,1,1,0,1,0,3,0,1,6,0.428571428571429,0.287037037037037,0,0,0,0,0,0,0.09,0.5,0.5,0.5,1,3,2,0,3,2,0,9,0,3,0,0,0,0
2016,4,"HT",63704,55,2,0,1,0,3,0,1,3,3,2,2,0.741071428571429,0.344637223974763,0.0625,0.0625,0.0625,0.0909090909090909,0,0,9.2,0.333333333333333,0.39622641509434,0.458333333333333,0.854559748427673,3,2,0,3,2,0,9,0,3,0,0,0,0
2016,4,"HT",64610,13,1,0,0,0,3,0,2,0,2,0,8,0.611111111111111,0.333767926988266,0.333333333333333,0.333333333333333,0,0,0,0,1.344,0.230769230769231,0.230769230769231,0.461538461538462,0.692307692307692,3,2,0,3,2,0,9,0,3,0,0,0,0
2016,4,"HT",64646,5,1,0,1,1,3,2,1,3,3,2,5,0.844827586206897,0.296754250386399,0,0,0,0,0,0,-0.278,0,0,0,0,3,2,0,3,2,0,9,0,3,0,0,0,0
2016,4,"HT",64699,83,2,0,3,1,2,2,2,3,3,2,4,0.769230769230769,0.326923076923077,0.296296296296296,0,0.111111111111111,0.072289156626506,0,0.0481927710843374,14.412,0.350649350649351,0.397590361445783,0.571428571428571,0.969018932874355,3,2,0,3,2,0,9,0,3,0,0,0,0
2016,4,"HT",65653,8,0,0,0,0,0,2,1,0,0,0,2,0.641025641025641,0.334042553191489,0.333333333333333,0,0,0,0,0,1.246,0.375,0.375,0.5,0.875,3,2,0,3,2,0,9,0,3,0,0,0,0
2016,4,"HT",66643,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,3,2,0,9,0,3,0,0,0,0
2016,4,"HT",70142,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,3,2,0,9,0,3,0,0,0,0
2016,4,"HT",70410,99,2,0,3,2,3,2,2,3,3,2,3,0.707317073170732,0.346730245231608,0.269230769230769,0.0384615384615385,0.0384615384615385,0.0404040404040404,0.0101010101010101,0.0303030303030303,9.966,0.279569892473118,0.313131313131313,0.408602150537634,0.721733463668948,3,2,0,3,2,0,9,0,3,0,0,0,0
2016,4,"HT",70756,93,2,0,3,2,3,2,2,3,3,2,5,0.666666666666667,0.284823284823285,0.2,0,0.16,0.0860215053763441,0.021505376344086,0.010752688172043,15.196,0.304878048780488,0.376344086021505,0.51219512195122,0.888539207972725,3,2,0,3,2,0,9,0,3,0,0,0,0
2016,4,"HT",71184,31,2,0,1,0,2,1,2,3,2,2,8,1,0.268221574344023,0.166666666666667,0,0,0.032258064516129,0.032258064516129,0.032258064516129,1.918,0.222222222222222,0.266666666666667,0.259259259259259,0.525925925925926,3,2,0,3,2,0,9,0,3,0,0,0,0
2016,4,"HT",71207,62,1,0,3,2,2,2,2,3,2,2,1,1,0.275862068965517,0.272727272727273,0,0,0.17741935483871,0,0.032258064516129,5.644,0.215686274509804,0.354838709677419,0.274509803921569,0.629348513598988,3,2,0,3,2,0,9,0,3,0,0,0,0
2016,4,"HT",72303,38,0,0,3,2,0,2,0,3,0,2,9,1,0.275862068965517,0,0,0,0.131578947368421,0,0.0263157894736842,1.23,0.151515151515152,0.263157894736842,0.151515151515152,0.414673046251994,3,2,0,3,2,0,9,0,3,0,0,0,0
2016,4,"HT",72559,36,2,0,0,0,3,0,1,0,3,0,1,0.642857142857143,0.358974358974359,0.25,0,0.125,0.0555555555555556,0.0555555555555556,0,4.376,0.25,0.333333333333333,0.40625,0.739583333333333,3,2,0,3,2,0,9,0,3,0,0,0,0
2016,4,"HT",73606,33,2,0,0,0,3,0,2,0,3,0,9,0.666666666666667,0.355595667870036,0.125,0,0.375,0.121212121212121,0.0303030303030303,0,7.064,0.285714285714286,0.393939393939394,0.642857142857143,1.03679653679654,3,2,0,3,2,0,9,0,3,0,0,0,0
2016,4,"HT",74605,92,2,0,3,2,3,2,2,3,3,2,6,0.333333333333333,0.260053619302949,0.136363636363636,0,0.181818181818182,0.119565217391304,0.0108695652173913,0.0108695652173913,13.486,0.275,0.369565217391304,0.4625,0.832065217391304,3,2,0,3,2,0,9,0,3,0,0,0,0
2016,4,"HT",77648,4,0,0,1,2,0,0,0,1,0,0,8,0.333333333333333,0.205882352941176,0,0,0,0,0,0,-0.376,0,0,0,0,3,2,0,3,2,0,9,0,3,0,0,0,0
2016,4,"HT",78629,57,2,0,1,2,3,2,2,0,3,0,4,0.636363636363636,0.311444652908068,0.266666666666667,0,0.0666666666666667,0.175438596491228,0.0175438596491228,0.0175438596491228,10.524,0.333333333333333,0.456140350877193,0.488888888888889,0.945029239766082,3,2,0,3,2,0,9,0,3,0,0,0,0
2016,4,"HT",78643,54,2,0,2,2,3,2,2,3,3,2,8,0.5,0.283333333333333,0.125,0,0.25,0.111111111111111,0,0,4.256,0.166666666666667,0.259259259259259,0.3125,0.571759259259259,3,2,0,3,2,0,9,0,3,0,0,0,0
2016,4,"HT",78765,40,2,0,3,2,2,1,1,3,3,2,7,0,0.444444444444444,0.2,0,0.1,0.05,0.05,0.025,4.926,0.277777777777778,0.35,0.416666666666667,0.766666666666667,3,2,0,3,2,0,9,0,3,0,0,0,0
2016,4,"HT",79617,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,3,2,0,9,0,3,0,0,0,0
2016,4,"KT",64004,7,0,3,0,0,0,0,0,3,3,1,2,0.675,0.308988764044944,0,0,0,0.142857142857143,0,0,-0.216,0,0.142857142857143,0,0.142857142857143,3,0,2,14,0,3,0,3,0,0,0,0,0
2016,4,"KT",64006,16,0,3,0,2,1,0,2,4,5,2,9,0.759259259259259,0.309893704006541,0,0,0,0.125,0,0,1.984,0.285714285714286,0.375,0.285714285714286,0.660714285714286,3,0,2,14,0,3,0,3,0,0,0,0,0
2016,4,"KT",64007,16,0,1,0,0,0,0,0,3,2,1,4,0.75,0.26865671641791,0.25,0,0.25,0,0,0,2.04,0.25,0.25,0.5,0.75,3,0,2,14,0,3,0,3,0,0,0,0,0
2016,4,"KT",64166,8,0,3,0,0,0,0,1,3,3,2,2,0.631578947368421,0.387832699619772,0,0,0,0.125,0,0,-0.634,0,0.125,0,0.125,3,0,2,14,0,3,0,3,0,0,0,0,0
2016,4,"KT",65005,89,0,3,0,2,3,0,3,4,4,3,3,0,0.249027237354086,0.105263157894737,0,0.263157894736842,0.0786516853932584,0,0.0561797752808989,9.388,0.231707317073171,0.292134831460674,0.439024390243902,0.731159221704577,3,0,2,14,0,3,0,3,0,0,0,0,0
2016,4,"KT",70553,66,0,2,0,2,2,0,2,4,6,3,9,0.5,0.304424778761062,0.357142857142857,0,0,0.106060606060606,0,0.0303030303030303,5.404,0.241379310344828,0.323076923076923,0.327586206896552,0.650663129973475,3,0,2,14,0,3,0,3,0,0,0,0,0
2016,4,"KT",70646,81,0,3,0,2,3,0,2,4,3,3,6,0,0.236363636363636,0,0,0.285714285714286,0.0864197530864197,0.0123456790123457,0.0617283950617284,6.872,0.197183098591549,0.271604938271605,0.366197183098592,0.637802121370197,3,0,2,14,0,3,0,3,0,0,0,0,0
2016,4,"KT",73113,92,0,3,0,1,3,0,3,5,6,3,6,0.571428571428571,0.321349963316214,0.291666666666667,0,0.125,0.130434782608696,0.0217391304347826,0.0326086956521739,15.39,0.311688311688312,0.41304347826087,0.519480519480519,0.932523997741389,3,0,2,14,0,3,0,3,0,0,0,0,0
2016,4,"KT",73153,107,0,2,0,2,3,0,3,5,6,3,1,0.714285714285714,0.351990049751244,0.115384615384615,0,0,0.14018691588785,0,0,13.678,0.285714285714286,0.386792452830189,0.318681318681319,0.705473771511507,3,0,2,14,0,3,0,3,0,0,0,0,0
2016,4,"KT",74339,100,0,3,0,2,3,0,3,4,6,3,4,0.666666666666667,0.336963097398669,0.0606060606060606,0,0.121212121212121,0.1,0.02,0.01,19.624,0.379310344827586,0.45,0.540229885057471,0.990229885057471,3,0,2,14,0,3,0,3,0,0,0,0,0
2016,4,"KT",76304,6,0,0,0,1,1,0,2,1,2,0,3,0,0.583333333333333,0.333333333333333,0,0,0,0,0,1.442,0.5,0.5,0.666666666666667,1.16666666666667,3,0,2,14,0,3,0,3,0,0,0,0,0
2016,4,"KT",77104,2,0,0,0,1,0,0,0,0,0,0,7,0,0.266666666666667,0,0,0,0,0,0,0.41,0.5,0.5,0.5,1,3,0,2,14,0,3,0,3,0,0,0,0,0
2016,4,"KT",77462,3,0,0,0,0,0,0,0,2,0,0,2,1,0.305699481865285,0,0,0,0,0,0,-0.278,0,0,0,0,3,0,2,14,0,3,0,3,0,0,0,0,0
2016,4,"KT",77609,64,0,3,0,2,3,0,3,5,6,3,9,1,0.270833333333333,0.363636363636364,0,0.0909090909090909,0.0625,0,0.015625,4.532,0.192982456140351,0.238095238095238,0.315789473684211,0.553884711779449,3,0,2,14,0,3,0,3,0,0,0,0,0
2016,4,"KT",78361,20,0,0,0,1,3,0,2,1,3,0,7,0.692307692307692,0.342391304347826,0.4,0.2,0,0.05,0,0,2.52,0.263157894736842,0.3,0.473684210526316,0.773684210526316,3,0,2,14,0,3,0,3,0,0,0,0,0
2016,4,"KT",78517,75,0,3,0,1,2,0,3,5,6,3,2,0.7,0.304511278195489,0.125,0,0.0625,0.0266666666666667,0.0133333333333333,0.0133333333333333,5.662,0.228571428571429,0.26027397260274,0.3,0.56027397260274,3,0,2,14,0,3,0,3,0,0,0,0,0
2016,4,"KT",78753,3,0,0,0,0,0,0,0,1,0,0,7,0.571428571428571,0.282051282051282,0,0,0,0,0,0,1.09,0.666666666666667,0.666666666666667,0.666666666666667,1.33333333333333,3,0,2,14,0,3,0,3,0,0,0,0,0
2016,4,"KT",78892,53,0,3,0,0,1,0,2,5,5,2,8,0.5,0.246031746031746,0.285714285714286,0,0.142857142857143,0.0943396226415094,0.0188679245283019,0.0566037735849057,1.826,0.148936170212766,0.245283018867925,0.25531914893617,0.500602167804095,3,0,2,14,0,3,0,3,0,0,0,0,0
2016,4,"KT",79364,45,0,0,0,2,3,0,3,2,6,3,8,0,0.268817204301075,0.125,0,0,0.0666666666666667,0.0222222222222222,0,3.572,0.228571428571429,0.3,0.257142857142857,0.557142857142857,3,0,2,14,0,3,0,3,0,0,0,0,0
2016,4,"KT",79453,18,0,0,0,2,2,0,1,0,3,0,1,0.5,0.345211581291759,0,0,0,0.0555555555555556,0,0,1.752,0.294117647058824,0.333333333333333,0.294117647058824,0.627450980392157,3,0,2,14,0,3,0,3,0,0,0,0,0
2016,4,"KT",99810,96,0,3,0,2,3,0,3,5,6,3,5,0.4,0.343789209535759,0.107142857142857,0,0.142857142857143,0.15625,0.0104166666666667,0.0208333333333333,17.94,0.354430379746835,0.458333333333333,0.544303797468354,1.00263713080169,3,0,2,14,0,3,0,3,0,0,0,0,0
2016,4,"LG",60146,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,2,2,2,3,0,0,0,0,0
2016,4,"LG",61102,39,3,2,0,0,2,3,0,3,0,1,8,0.75,0.309713375796178,0,0,0,0.0512820512820513,0.0256410256410256,0,2.436,0.222222222222222,0.282051282051282,0.222222222222222,0.504273504273504,3,0,10,0,2,2,2,3,0,0,0,0,0
2016,4,"LG",61186,78,4,2,1,0,3,3,0,3,2,3,1,0.579545454545455,0.353068592057762,0.0526315789473684,0,0.105263157894737,0.0641025641025641,0.0128205128205128,0,7.936,0.267605633802817,0.324675324675325,0.366197183098592,0.690872507773916,3,0,10,0,2,2,2,3,0,0,0,0,0
2016,4,"LG",61891,0,0,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,2,2,2,3,0,0,0,0,0
2016,4,"LG",62164,71,4,1,2,0,2,3,0,3,2,3,6,0.666666666666667,0.340579710144928,0.15,0,0.1,0.197183098591549,0.0140845070422535,0.0140845070422535,13.788,0.357142857142857,0.492957746478873,0.517857142857143,1.01081488933602,3,0,10,0,2,2,2,3,0,0,0,0,0
2016,4,"LG",63077,18,3,0,2,0,2,2,0,3,2,3,9,0.666666666666667,0.240740740740741,0.333333333333333,0,0,0,0,0,0.502,0.166666666666667,0.166666666666667,0.222222222222222,0.388888888888889,3,0,10,0,2,2,2,3,0,0,0,0,0
2016,4,"LG",63123,16,2,2,0,0,0,0,0,2,0,0,9,0.5,0.31638418079096,0,0,0,0.0625,0,0,-0.476,0.0666666666666667,0.125,0.0666666666666667,0.191666666666667,3,0,10,0,2,2,2,3,0,0,0,0,0
2016,4,"LG",64153,33,4,2,0,0,3,1,0,3,1,3,7,0.470588235294118,0.293515358361775,0.166666666666667,0,0,0.0606060606060606,0,0,1.74,0.2,0.25,0.233333333333333,0.483333333333333,3,0,10,0,2,2,2,3,0,0,0,0,0
2016,4,"LG",65103,94,4,2,2,0,3,3,0,3,2,3,5,0.6,0.300675675675676,0.125,0,0.375,0.0851063829787234,0.0212765957446809,0.0106382978723404,19.644,0.289156626506024,0.361702127659574,0.650602409638554,1.01230453729813,3,0,10,0,2,2,2,3,0,0,0,0,0
2016,4,"LG",65115,13,2,2,1,0,1,0,0,2,1,2,3,0.5,0.317647058823529,0,0,0,0.307692307692308,0,0,0.796,0.111111111111111,0.384615384615385,0.111111111111111,0.495726495726496,3,0,10,0,2,2,2,3,0,0,0,0,0
2016,4,"LG",71842,45,4,2,2,0,2,3,0,3,2,3,8,0,0.28,0,0,0,0.133333333333333,0.0222222222222222,0.0222222222222222,1.852,0.162162162162162,0.295454545454545,0.162162162162162,0.457616707616708,3,0,10,0,2,2,2,3,0,0,0,0,0
2016,4,"LG",72133,85,4,2,2,0,3,3,0,3,2,3,3,0.586206896551724,0.36773350751143,0.285714285714286,0,0.0952380952380952,0.117647058823529,0,0.0352941176470588,10.976,0.28,0.364705882352941,0.44,0.804705882352941,3,0,10,0,2,2,2,3,0,0,0,0,0
2016,4,"LG",72456,5,0,0,2,0,0,0,0,0,0,0,9,0.705882352941177,0.307038834951456,0,0,0,0,0,0,0.4,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,3,0,10,0,2,2,2,3,0,0,0,0,0
2016,4,"LG",73824,7,0,0,1,0,0,0,0,0,1,2,8,0,0.3,0,0,0,0.285714285714286,0.142857142857143,0,0.644,0,0.428571428571429,0,0.428571428571429,3,0,10,0,2,2,2,3,0,0,0,0,0
2016,4,"LG",74823,12,2,1,0,0,0,0,0,0,0,0,1,0.6,0.305263157894737,0,0,0,0.166666666666667,0,0,0.672,0.111111111111111,0.272727272727273,0.111111111111111,0.383838383838384,3,0,10,0,2,2,2,3,0,0,0,0,0
2016,4,"LG",76100,76,4,2,2,0,2,2,0,3,2,3,4,0.615384615384615,0.337730870712401,0.0476190476190476,0.0476190476190476,0.19047619047619,0.0789473684210526,0.0131578947368421,0,13.582,0.308823529411765,0.368421052631579,0.529411764705882,0.897832817337461,3,0,10,0,2,2,2,3,0,0,0,0,0
2016,4,"LG",78135,23,2,0,2,0,2,2,0,1,0,3,4,0.615384615384615,0.329700272479564,0.125,0.125,0,0,0,0,3.378,0.347826086956522,0.347826086956522,0.478260869565217,0.826086956521739,3,0,10,0,2,2,2,3,0,0,0,0,0
2016,4,"LG",78217,5,1,1,0,0,0,0,0,2,0,0,9,0.738461538461539,0.345291479820628,0,0,0,0.2,0,0,-0.028,0,0.2,0,0.2,3,0,10,0,2,2,2,3,0,0,0,0,0
2016,4,"LG",79109,57,2,0,2,0,3,3,0,0,2,3,9,0.74,0.336415362731152,0,0,0.25,0.140350877192982,0,0,8.31,0.244897959183673,0.350877192982456,0.428571428571429,0.779448621553885,3,0,10,0,2,2,2,3,0,0,0,0,0
2016,4,"LG",79150,81,4,2,0,0,3,3,0,3,2,3,1,0.7,0.302872062663185,0.2,0,0.0666666666666667,0.111111111111111,0,0,6.402,0.211267605633803,0.296296296296296,0.295774647887324,0.59207094418362,3,0,10,0,2,2,2,3,0,0,0,0,0
2016,4,"LG",79192,59,4,2,2,0,3,3,0,3,2,3,7,0.548387096774194,0.34314980793854,0.0714285714285714,0,0.142857142857143,0.0169491525423729,0.0338983050847458,0.0169491525423729,6.586,0.259259259259259,0.288135593220339,0.388888888888889,0.677024482109228,3,0,10,0,2,2,2,3,0,0,0,0,0
2016,4,"LG",79198,4,4,1,0,0,1,1,0,1,0,1,9,0.5,0.207920792079208,0,0,0,0,0,0.25,-0.738,0,0,0,0,3,0,10,0,2,2,2,3,0,0,0,0,0
2016,4,"LG",96462,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,2,2,2,3,0,0,0,0,0
2016,4,"LG",99606,63,4,0,2,0,2,3,0,0,2,3,6,0.6,0.365963855421687,0.111111111111111,0,0.0555555555555556,0.126984126984127,0.0158730158730159,0,10.222,0.352941176470588,0.442622950819672,0.450980392156863,0.893603342976535,3,0,10,0,2,2,2,3,0,0,0,0,0
2016,4,"LT",60523,105,3,3,3,3,0,4,0,3,3,3,1,0.6,0.331108144192256,0.181818181818182,0.0454545454545455,0,0.0666666666666667,0.0476190476190476,0.0285714285714286,9.118,0.241758241758242,0.326923076923077,0.307692307692308,0.634615384615385,0,2,3,3,0,0,0,3,14,0,0,0,0
2016,4,"LT",60558,23,0,0,0,0,0,0,0,3,1,3,7,0.72,0.325221238938053,0.166666666666667,0,0,0,0,0.0434782608695652,1.46,0.260869565217391,0.260869565217391,0.304347826086957,0.565217391304348,0,2,3,3,0,0,0,3,14,0,0,0,0
2016,4,"LT",61554,1,0,0,3,0,0,2,0,0,0,0,1,0.666666666666667,0.324468085106383,0,0,0,0,0,0,-0.098,0,0,0,0,0,2,3,3,0,0,0,3,14,0,0,0,0
2016,4,"LT",62559,4,0,0,0,0,0,1,0,0,0,0,7,0.428571428571429,0.33983286908078,1,0,0,0,0,0,0.442,0.25,0.25,0.5,0.75,0,2,3,3,0,0,0,3,14,0,0,0,0
2016,4,"LT",64022,10,1,3,0,2,0,2,0,1,0,0,6,0,0.305825242718447,0,0,0,0,0,0,-0.326,0.1,0.1,0.1,0.2,0,2,3,3,0,0,0,3,14,0,0,0,0
2016,4,"LT",65506,0,0,0,0,0,0,0,0,0,0,1,9,0.555555555555556,0.302325581395349,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,0,3,14,0,0,0,0
2016,4,"LT",65513,10,3,1,2,0,0,2,0,0,0,0,8,0,0.227272727272727,0,0,0,0.1,0,0,-0.502,0,0.1,0,0.1,0,2,3,3,0,0,0,3,14,0,0,0,0
