,year,month,T_ID,P_ID,PA,AB,RBI,RUN,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,ERR,LOB,P_AB_CN,P_HIT_CN,VS_T_ID_HH,VS_T_ID_HT,VS_T_ID_KT,VS_T_ID_LG,VS_T_ID_LT,VS_T_ID_NC,VS_T_ID_OB,VS_T_ID_SK,VS_T_ID_SS,VS_T_ID_WO,BAT_ORDER,HOME,AWAY,XR
52,2016,4,HT,78765,40,36,6,2,10,2,0,1,0,0,0,0,2,0,2,13,1,0,10,14,4,2,0,3,2,2,1,1,3,3,2,7,8,11,4.925999999999999
53,2016,4,HT,79617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,1,0.0
54,2016,4,KT,64004,7,6,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,3,0,0,3,0,0,0,0,0,3,3,1,2,7,3,-0.21599999999999997
55,2016,4,KT,64006,16,14,0,2,4,0,0,0,3,1,0,0,2,0,0,2,0,2,10,3,0,0,3,0,2,1,0,2,4,5,2,9,11,8,1.9840000000000007
56,2016,4,KT,64007,16,16,3,3,4,1,0,1,0,0,0,0,0,0,0,5,0,1,1,3,1,0,1,0,0,0,0,0,3,2,1,4,4,3,2.04
57,2016,4,KT,64166,8,7,0,1,0,0,0,0,0,1,0,0,1,0,0,3,0,0,2,3,0,0,3,0,0,0,0,1,3,3,2,2,8,4,-0.634
58,2016,4,KT,65005,89,82,20,11,19,2,0,5,0,0,0,0,7,0,0,14,5,2,13,25,10,0,3,0,2,3,0,3,4,4,3,3,12,10,9.388
59,2016,4,KT,70553,66,58,7,8,14,5,0,0,0,1,1,0,7,0,0,12,2,0,7,18,5,0,2,0,2,2,0,2,4,6,3,9,10,11,5.404
60,2016,4,KT,70646,81,71,11,8,14,0,0,4,0,0,0,2,7,0,1,21,5,3,11,17,4,0,3,0,2,3,0,2,4,3,3,6,11,9,6.872000000000001
61,2016,4,KT,73113,92,77,9,14,24,7,0,3,0,0,0,1,12,0,2,15,3,3,18,11,4,0,3,0,1,3,0,3,5,6,3,6,14,10,15.390000000000004
62,2016,4,KT,73153,107,91,8,10,26,3,0,0,10,3,1,0,15,0,0,14,0,1,30,17,7,0,2,0,2,3,0,3,5,6,3,1,13,11,13.678
63,2016,4,KT,74339,100,87,9,19,33,2,0,4,1,1,0,1,10,0,2,7,1,1,21,13,5,0,3,0,2,3,0,3,4,6,3,4,14,10,19.624
64,2016,4,KT,76304,6,6,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,1,0,2,1,2,0,3,4,3,1.442
65,2016,4,KT,77104,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7,0,1,0.41000000000000003
66,2016,4,KT,77462,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,2,-0.278
67,2016,4,KT,77609,64,57,10,3,11,4,0,1,0,0,1,2,4,1,0,16,1,2,11,19,6,0,3,0,2,3,0,3,5,6,3,9,14,11,4.532000000000001
68,2016,4,KT,78361,20,19,5,2,5,2,1,0,0,0,0,0,1,0,0,5,0,0,3,4,2,0,0,0,1,3,0,2,1,3,0,7,6,4,2.5199999999999996
69,2016,4,KT,78517,75,70,6,7,16,2,0,1,5,1,2,0,2,0,1,21,1,3,10,24,4,0,3,0,1,2,0,3,5,6,3,2,13,10,5.661999999999998
70,2016,4,KT,78753,3,3,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,0,1,1.0899999999999999
71,2016,4,KT,78892,53,47,5,7,7,2,0,1,0,1,0,0,5,0,1,8,3,3,6,15,2,0,3,0,0,1,0,2,5,5,2,8,11,7,1.826
72,2016,4,KT,79364,45,35,4,2,8,1,0,0,0,0,5,1,3,0,1,6,0,2,7,8,3,0,0,0,2,3,0,3,2,6,3,8,11,8,3.5720000000000005
73,2016,4,KT,79453,18,17,1,3,5,0,0,0,0,0,0,0,1,0,0,1,0,0,2,6,2,0,0,0,2,2,0,1,0,3,0,1,3,5,1.7519999999999998
74,2016,4,KT,99810,96,79,17,15,28,3,0,4,1,3,0,1,15,0,1,10,2,0,14,26,8,0,3,0,2,3,0,3,5,6,3,5,14,11,17.94
75,2016,4,LG,60146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0.0
76,2016,4,LG,61102,39,36,3,2,8,0,0,0,0,0,0,0,2,0,1,8,0,0,7,11,2,3,2,0,0,2,3,0,3,0,1,8,7,7,2.436
77,2016,4,LG,61186,78,71,11,10,19,1,0,2,2,4,1,0,5,0,1,18,0,1,15,19,4,4,2,1,0,3,3,0,3,2,3,1,9,12,7.936
78,2016,4,LG,61891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,1,1,0.0
79,2016,4,LG,62164,71,56,4,11,20,3,0,2,0,0,0,0,14,1,1,19,1,0,17,8,1,4,1,2,0,2,3,0,3,2,3,6,9,11,13.788
80,2016,4,LG,63077,18,18,1,4,3,1,0,0,1,0,0,0,0,0,0,6,0,0,3,2,1,3,0,2,0,2,2,0,3,2,3,9,8,9,0.5019999999999998
81,2016,4,LG,63123,16,15,0,1,1,0,0,0,0,0,0,0,1,0,0,7,0,1,1,5,0,2,2,0,0,0,0,0,2,0,0,9,2,4,-0.476
82,2016,4,LG,64153,33,30,5,2,6,1,0,0,0,0,1,0,2,0,0,5,0,1,5,10,4,4,2,0,0,3,1,0,3,1,3,7,6,11,1.74
83,2016,4,LG,65103,94,83,18,16,24,3,0,9,4,0,0,1,8,1,2,12,1,7,17,20,6,4,2,2,0,3,3,0,3,2,3,5,10,12,19.64399999999999
84,2016,4,LG,65115,13,9,0,4,1,0,0,0,0,1,0,0,4,0,0,3,0,1,2,0,0,2,2,1,0,1,0,0,2,1,2,3,4,7,0.796
85,2016,4,LG,71842,45,37,2,3,6,0,0,0,0,1,1,0,6,0,1,11,1,1,11,15,2,4,2,2,0,2,3,0,3,2,3,8,9,12,1.8520000000000003
86,2016,4,LG,72133,85,75,8,13,21,6,0,2,2,1,0,0,10,1,0,13,3,0,17,17,3,4,2,2,0,3,3,0,3,2,3,3,10,12,10.975999999999999
87,2016,4,LG,72456,5,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,2,0,0.4
88,2016,4,LG,73824,7,4,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,8,1,3,0.6440000000000001
89,2016,4,LG,74823,12,9,0,2,1,0,0,0,1,0,1,0,2,0,0,1,0,0,3,2,0,2,1,0,0,0,0,0,0,0,0,1,2,1,0.6720000000000002
90,2016,4,LG,76100,76,68,15,11,21,1,1,4,2,0,0,1,6,1,1,16,0,0,16,25,8,4,2,2,0,2,2,0,3,2,3,4,8,12,13.582000000000003
91,2016,4,LG,78135,23,23,3,2,8,1,1,0,0,0,0,0,0,0,0,4,0,0,4,2,2,2,0,2,0,2,2,0,1,0,3,4,6,6,3.3779999999999997
92,2016,4,LG,78217,5,4,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,2,0,0,9,1,3,-0.027999999999999997
93,2016,4,LG,79109,57,49,7,7,12,0,0,3,1,0,0,0,8,0,0,10,0,2,13,11,3,2,0,2,0,3,3,0,0,2,3,9,8,7,8.31
94,2016,4,LG,79150,81,71,7,8,15,3,0,1,1,3,0,1,9,0,0,26,0,2,15,12,1,4,2,0,0,3,3,0,3,2,3,1,8,12,6.401999999999999
95,2016,4,LG,79192,59,54,12,4,14,1,0,2,0,0,0,2,1,0,2,13,1,1,13,15,5,4,2,2,0,3,3,0,3,2,3,7,10,12,6.585999999999999
96,2016,4,LG,79198,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,1,0,0,1,1,0,1,0,1,9,4,5,-0.738
97,2016,4,LG,96462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,1,0.0
98,2016,4,LG,99606,63,51,8,9,18,2,0,1,1,2,2,1,8,1,1,6,0,1,13,9,5,4,0,2,0,2,3,0,0,2,3,6,9,7,10.222
99,2016,4,LT,60523,105,91,9,6,22,4,1,0,1,1,1,1,7,0,5,29,3,2,19,21,5,3,3,3,3,0,4,0,3,3,3,1,14,11,9.117999999999999
100,2016,4,LT,60558,23,23,0,2,6,1,0,0,1,0,0,0,0,0,0,5,1,0,3,7,1,0,0,0,0,0,0,0,3,1,3,7,4,3,1.46
101,2016,4,LT,61554,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,3,0,0,2,0,0,0,0,1,2,3,-0.098
102,2016,4,LT,62559,4,4,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,7,1,0,0.44200000000000006
103,2016,4,LT,64022,10,10,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,0,1,3,0,2,0,2,0,1,0,0,6,6,3,-0.326
104,2016,4,LT,65506,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,1,0.0
105,2016,4,LT,65513,10,9,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,2,4,0,3,1,2,0,0,2,0,0,0,0,8,6,2,-0.502
106,2016,4,LT,65523,97,88,18,18,27,6,1,2,6,1,1,1,7,1,0,23,2,0,15,37,12,3,3,3,3,0,4,0,3,2,3,3,13,11,14.185999999999996
107,2016,4,LT,65546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0.0
108,2016,4,LT,71552,105,85,16,14,25,5,0,4,0,0,0,1,19,0,0,25,4,0,19,29,7,3,3,3,3,0,4,0,3,3,3,4,14,11,17.01
109,2016,4,LT,71562,86,76,5,8,22,1,1,0,2,1,3,1,6,1,0,10,0,2,18,18,5,3,3,3,3,0,4,0,2,3,3,7,13,11,9.199999999999998
110,2016,4,LT,71565,27,23,0,2,3,0,0,0,0,0,0,0,4,0,0,4,2,0,7,8,0,2,3,3,3,0,1,0,2,3,3,9,10,10,0.2880000000000005
111,2016,4,LT,72546,64,57,5,5,15,0,0,1,1,1,3,1,3,0,0,9,0,1,15,15,2,3,3,3,3,0,3,0,2,3,2,9,12,10,5.858
112,2016,4,LT,72551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0.0
113,2016,4,LT,73226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,1,0.0
114,2016,4,LT,74540,91,74,18,14,22,3,0,6,0,0,0,1,13,0,3,23,1,1,18,16,8,3,2,3,3,0,3,0,3,3,3,6,13,10,17.776
115,2016,4,LT,76313,103,96,21,16,31,4,1,6,1,2,0,1,6,0,0,8,2,2,20,30,13,3,3,3,3,0,3,0,3,3,3,5,13,11,17.756
116,2016,4,LT,76509,97,86,12,16,37,7,1,1,3,4,0,1,10,1,0,10,3,1,24,23,8,3,3,3,3,0,4,0,2,3,0,2,13,8,18.759999999999998
117,2016,4,LT,76536,19,17,3,0,3,0,0,0,0,0,0,1,0,0,1,3,1,0,5,7,1,3,2,2,2,0,2,0,2,0,1,8,9,5,0.45600000000000007
118,2016,4,LT,77532,114,99,14,23,33,9,1,3,8,1,0,0,15,0,0,21,0,2,21,20,8,3,3,3,3,0,4,0,3,3,3,1,14,11,21.952
119,2016,4,LT,77669,8,8,0,2,2,1,0,0,0,0,0,0,0,0,0,3,0,0,1,3,0,2,2,0,2,0,0,0,1,0,0,4,5,2,0.6559999999999999
120,2016,4,LT,78566,4,4,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,7,1,4,-0.696
121,2016,4,LT,78850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,9,1,1,0.0
122,2016,4,LT,79356,7,7,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,4,0,0,0,0,0,0,0,0,1,0,2,9,1,2,-0.055999999999999994
123,2016,4,NC,60263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,0.0
124,2016,4,NC,62907,50,46,7,8,14,1,1,1,3,1,0,0,4,0,0,9,1,3,8,12,7,3,2,0,0,0,0,3,0,3,0,1,5,6,6.9579999999999975
125,2016,4,NC,62908,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,3,0,0,6,0,6,-0.09
126,2016,4,NC,62934,31,27,1,3,3,0,0,0,0,1,1,1,1,0,1,7,0,0,1,4,0,3,1,0,2,3,0,1,3,3,0,2,5,11,-0.045999999999999965
127,2016,4,NC,62947,101,90,12,15,27,8,0,2,0,1,0,2,9,0,0,30,0,1,19,22,7,3,2,0,3,4,0,3,3,3,2,3,9,14,14.510000000000002
128,2016,4,NC,63920,35,27,0,9,12,2,0,0,0,1,1,0,7,0,0,8,0,0,8,4,1,0,0,0,3,4,0,0,3,0,2,1,4,8,7.126
129,2016,4,NC,64906,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,2,1,0,1,1,0,0,1,2,0,7,3,5,-0.188
130,2016,4,NC,64914,97,85,17,16,28,4,0,5,1,2,0,0,11,2,1,20,0,0,17,24,7,3,2,0,3,4,0,3,3,3,2,4,9,14,17.729999999999997
131,2016,4,NC,65933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,1,0.0
132,2016,4,NC,66928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,0.0
133,2016,4,NC,66968,3,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,1,0,0,0,0,1,0,3,0,5,4,4,0.27
134,2016,4,NC,73213,89,80,11,8,20,5,0,2,0,0,3,0,4,0,2,12,5,5,16,24,6,3,2,0,3,4,0,3,3,3,2,7,9,14,7.794
135,2016,4,NC,73306,57,50,8,4,10,1,0,3,0,1,2,0,3,0,2,12,0,0,6,14,4,3,2,0,3,4,0,3,3,3,2,8,9,14,5.8039999999999985
136,2016,4,NC,73339,80,72,10,12,19,8,0,1,1,0,1,0,7,0,0,8,1,0,14,12,4,3,2,0,3,4,0,3,0,3,2,2,9,11,9.596
137,2016,4,NC,74223,14,13,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0,0,2,1,0,1,2,0,1,3,0,2,1,3,1,9,5,9,-0.8619999999999999
138,2016,4,NC,74358,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7,0,1,0.06200000000000003
139,2016,4,NC,74465,97,77,16,10,21,4,0,3,1,0,0,1,14,1,4,21,4,1,23,21,7,3,2,0,3,4,0,3,3,3,2,5,9,14,13.992
140,2016,4,NC,75441,21,17,3,2,6,0,0,1,0,1,0,1,3,0,0,5,2,2,5,2,2,2,1,0,1,3,0,2,2,3,1,4,6,9,3.1399999999999992
141,2016,4,NC,75867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,0.0
142,2016,4,NC,77454,58,52,0,4,16,0,0,0,3,1,1,0,5,0,0,13,1,1,16,9,2,2,2,0,3,4,0,3,2,3,2,1,8,13,6.245999999999998
143,2016,4,NC,78122,69,64,2,5,11,2,0,0,0,0,2,0,1,0,2,8,4,0,9,18,1,3,2,0,3,4,0,2,3,3,2,9,9,13,0.7259999999999994
144,2016,4,NC,78352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,1,1,0.0
145,2016,4,NC,94629,76,62,15,7,20,3,0,3,0,1,0,1,13,1,0,9,0,0,13,18,6,3,2,0,3,4,0,1,3,2,2,6,9,11,13.908000000000003
146,2016,4,OB,61204,12,11,0,2,2,0,0,0,1,0,1,0,0,0,0,0,0,1,7,1,0,3,2,1,0,0,1,0,2,1,1,6,5,6,0.41
147,2016,4,OB,61208,8,5,1,1,2,0,0,0,0,0,0,0,2,0,1,0,0,0,5,4,1,0,0,0,0,0,2,0,0,0,1,8,3,0,1.75
148,2016,4,OB,61214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0.0
149,2016,4,OB,62234,8,7,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,1,5,3,0,4,2,2,0,0,1,0,1,2,0,9,6,6,0.276
150,2016,4,OB,62244,21,15,2,2,3,1,0,0,0,0,0,0,5,0,1,5,0,1,4,8,1,1,2,2,0,0,1,0,2,2,1,5,5,6,2.6399999999999997
151,2016,4,OB,63260,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,1,-0.098
152,2016,4,OB,66209,8,8,1,7,2,0,0,0,1,1,0,0,0,0,0,3,0,0,3,1,0,5,1,3,0,0,1,0,1,3,3,8,9,8,0.2959999999999998
153,2016,4,OB,66244,74,61,5,8,10,2,0,1,0,0,0,1,10,0,2,18,1,0,13,20,1,5,0,3,0,0,3,0,0,4,3,4,10,8,5.6259999999999994
154,2016,4,OB,74206,89,68,15,12,21,3,0,1,1,2,3,3,14,0,1,11,2,0,16,28,9,6,2,3,0,0,3,0,3,4,3,9,14,10,12.611999999999998
