P_ID,PA_PER_G
69360.0,0.0
63894.0,0.0
79847.0,0.0
64893.0,0.0
64896.0,0.0
61895.0,0.0
50859.0,0.0
74215.0,1.3098878757844523
65869.0,2.199088157703219
63450.0,2.032993320611045
50802.0,0.7518998022761962
66113.0,1.5308196751759575
64100.0,1.2097175273545682
73801.0,0.0
68106.0,0.8177645041581908
69134.0,0.0
79140.0,0.0
62146.0,0.0
63913.0,0.1345667625216303
64101.0,0.0
61295.0,0.0
60339.0,0.0
66917.0,1.1439027397590122
63914.0,0.0
63903.0,0.13043478260869565
60566.0,0.6758795934965617
68043.0,0.0
64014.0,0.31365542993059303
63448.0,0.6381332975918035
65040.0,0.07803949531512162
64724.0,0.0
65060.0,0.0
50054.0,1.3525405803382333
67005.0,0.28717481465155914
50657.0,0.08
62893.0,0.0
65464.0,0.4932727705918738
64793.0,0.6193655436066421
64499.0,0.22478236697165985
62409.0,0.6537894799479698
69403.0,2.5303543881003403
69453.0,1.95066342876959
68701.0,0.04
50709.0,0.4176233771811169
64209.0,0.3514864783166755
65522.0,0.13127365734758575
61204.0,0.6241001024343391
50293.0,0.7755897269044931
64469.0,0.768914136121281
64007.0,2.3147423337865285
64610.0,1.92
64984.0,1.2617351900951588
61186.0,3.372402164292488
76100.0,2.689655172413793
67893.0,0.75
69825.0,2.6296322004815536
65514.0,0.2413793103448276
66965.0,0.4482758620689655
50203.0,0.0
67828.0,0.0
62332.0,0.06896551724137931
50365.0,0.034482758620689655
67365.0,0.0
65398.0,0.0
63342.0,0.0
66052.0,0.0
60841.0,0.0
69804.0,0.35714285714285715
69104.0,0.0
76118.0,0.0
67063.0,0.03333333333333333
64041.0,0.0
76757.0,0.0
67008.0,0.0
65057.0,0.0
75340.0,0.0
67449.0,0.2
63435.0,0.24836293405381527
61457.0,0.0
