"","P_ID","H2_rate","H3_rate","HR_rate","SB_rate","BB_rate","HP_rate","KK_rate","GD_rate"
"107",64166,0.227848101265823,0.0379746835443038,0.0759493670886076,0.0509090909090909,0.0872727272727273,0.0109090909090909,0.225454545454545,0.00727272727272727
"108",64213,0,0,0,0,0,0,0,0
"109",64260,0.111111111111111,0,0,0.05,0.025,0,0.15,0
"110",64266,0.153846153846154,0,0.153846153846154,0.0240963855421687,0.0481927710843374,0,0.240963855421687,0.0240963855421687
"111",64300,0.166666666666667,0.0151515151515152,0.227272727272727,0.0346020761245675,0.145328719723183,0.0103806228373702,0.110726643598616,0.0207612456747405
"112",64340,0,0,0,0,0,0,0,0
"113",64346,0.4,0,0,0.075,0.1,0,0.225,0.025
"114",64407,0,0,0,0,0.1,0.1,0,0
"115",64410,0,0,0,0,0.0833333333333333,0.166666666666667,0.166666666666667,0
"116",64468,0.333333333333333,0,0.111111111111111,0.0227272727272727,0.0681818181818182,0,0.25,0.0227272727272727
"117",64469,0.6,0,0,0,0.0416666666666667,0,0.166666666666667,0.0833333333333333
"118",64499,0,0,0,0,0,0,0,0.25
"119",64501,0,0,0,0,0,0,0.333333333333333,0
"120",64504,0.153846153846154,0,0,0.0232558139534884,0.116279069767442,0.0232558139534884,0.209302325581395,0.0232558139534884
"121",64560,0.1875,0.0625,0,0.02,0.1,0.02,0.12,0.02
"122",64565,0,0,0,0,0,0,0,0
"123",64646,0.152542372881356,0,0.0508474576271186,0.0434782608695652,0.0513833992094862,0,0.162055335968379,0.0197628458498024
"124",64657,0.161290322580645,0,0,0.0105263157894737,0.168421052631579,0.0368421052631579,0.257894736842105,0.0105263157894737
"125",64704,0.272727272727273,0,0,0.0192307692307692,0.0769230769230769,0.0384615384615385,0.25,0
"126",64717,0,0,0,0,0.272727272727273,0,0.363636363636364,0
"127",64768,0,0,0,0,0,0,0,0
"128",64793,0,0,0,0,0.0909090909090909,0,0.227272727272727,0
"129",64868,0.12280701754386,0,0,0.0388349514563107,0.135922330097087,0.00485436893203883,0.140776699029126,0.0194174757281553
"130",64890,1,0,0,0,0,0,0.142857142857143,0.142857142857143
"131",64893,0,0,0,0,0,0,0,0
"132",64906,0,0,0,0,0,0,0.171428571428571,0
"133",64984,0.0555555555555556,0.0555555555555556,0.0555555555555556,0.0454545454545455,0.0454545454545455,0,0.25,0
"134",64995,0,0,0,0,0,0,0,0
"135",65042,0,0,0,0,0,0,0,0
"136",65060,0,0,0,0,0,0,0,0
"137",65062,0,0,0,0,0,0,0,0
"138",65109,0.142857142857143,0,0,0,0.102564102564103,0.0256410256410256,0.205128205128205,0
"139",65136,0,0,0,0,0,0,0,0
"140",65207,0,0,0,0.5,0,0,0.5,0
"141",65398,0,0,0,0,0,0,0,0
"142",65399,0.0333333333333333,0,0.1,0,0.102362204724409,0.0078740157480315,0.196850393700787,0.031496062992126
"143",65464,0,0,0.142857142857143,0,0.0465116279069767,0,0.232558139534884,0
"144",65496,0,0,0,0,0,0,0,0
"145",65503,0,0,0.333333333333333,0,0,0,0.235294117647059,0
"146",65506,0,0,0,0.102564102564103,0.102564102564103,0.0512820512820513,0.282051282051282,0.0256410256410256
"147",65515,0,0,0,0.115384615384615,0.153846153846154,0.0384615384615385,0.230769230769231,0
"148",65586,0.19047619047619,0.0238095238095238,0.0714285714285714,0.0117647058823529,0.0588235294117647,0.00588235294117647,0.258823529411765,0.00588235294117647
"149",65610,0.153846153846154,0,0.230769230769231,0,0.136363636363636,0,0.166666666666667,0.0303030303030303
"150",65653,0.166666666666667,0.0833333333333333,0.125,0.0431034482758621,0.0862068965517241,0.0258620689655172,0.318965517241379,0.00862068965517241
"151",65869,0.142857142857143,0,0.0714285714285714,0.0128205128205128,0.0384615384615385,0.0256410256410256,0.230769230769231,0.0384615384615385
"152",65898,0.166666666666667,0,0.166666666666667,0,0.08,0,0.24,0
"153",66052,0.0833333333333333,0,0.0833333333333333,0,0.0925925925925926,0,0.314814814814815,0.037037037037037
"154",66108,0.296296296296296,0.0740740740740741,0.037037037037037,0.0289855072463768,0.188405797101449,0.0144927536231884,0.173913043478261,0.0217391304347826
"155",66113,0.222222222222222,0,0.111111111111111,0,0.0153846153846154,0.0153846153846154,0.0923076923076923,0.0153846153846154
"156",66145,0,0,0,0,0,0,0,0
"157",66203,1,0,0,0,0,0,0.25,0
"158",66354,0.25,0,0,0,0.107142857142857,0,0.25,0
"159",66409,0.227272727272727,0.0454545454545455,0.318181818181818,0.00892857142857143,0.0803571428571429,0.0178571428571429,0.241071428571429,0.0357142857142857
"160",66606,0.142857142857143,0,0,0.0309278350515464,0.0824742268041237,0.0103092783505155,0.103092783505155,0
"161",66614,0.222222222222222,0,0,0.0136986301369863,0.123287671232877,0,0.205479452054795,0.0136986301369863
"162",66630,0,0,0,0,0,0,0,0
"163",66702,0,0,0,0,0,0,0.315789473684211,0
"164",66706,0,0.2,0,0.0810810810810811,0.135135135135135,0,0.162162162162162,0
"165",66707,0.5,0,0,0,0,0.0434782608695652,0.347826086956522,0.0434782608695652
"166",66838,0.195652173913043,0,0.130434782608696,0.0211640211640212,0.0476190476190476,0.00529100529100529,0.174603174603175,0.0317460317460317
"167",66917,0.307692307692308,0,0,0.0185185185185185,0.0555555555555556,0.0185185185185185,0.111111111111111,0
"168",66928,0,0,0,0,0,0,0.4,0
"169",67008,0,0,0,0,0,0,0,0
"170",67025,0.222222222222222,0,0.222222222222222,0,0.0815602836879433,0.00709219858156028,0.216312056737589,0.0177304964539007
"171",67207,0,0.0909090909090909,0,0.131578947368421,0.157894736842105,0,0.210526315789474,0
"172",67304,0.160714285714286,0.0535714285714286,0.107142857142857,0.0512820512820513,0.106837606837607,0.00427350427350427,0.209401709401709,0.00854700854700855
"173",67341,0.247311827956989,0.043010752688172,0.129032258064516,0.0206896551724138,0.0862068965517241,0.00689655172413793,0.0724137931034483,0.0275862068965517
"174",67391,0,0,0,0,0,0,0,0
"175",67443,0,0,0,0,0,0,0,0
"176",67504,0,0,0,0.142857142857143,0.142857142857143,0,0.285714285714286,0
"177",67644,0,0,0,0,0,0,0.5,0
"178",67828,0,0,0,0,0,0,0,0
"179",67872,0.228070175438596,0,0.210526315789474,0.00378787878787879,0.151515151515152,0.00378787878787879,0.212121212121212,0.0113636363636364
"180",68050,0.175438596491228,0.0175438596491228,0.210526315789474,0.00930232558139535,0.111627906976744,0,0.181395348837209,0.00930232558139535
"181",68106,0,0,0,0,0.1,0,0.4,0
"182",68200,0,0,0,0,0,0,0,0
"183",68204,0,0,0,0.0217391304347826,0.0434782608695652,0,0.239130434782609,0
"184",68305,1,0,0,0,0,0,0.4,0
"185",68341,0,0,0,0,0,0,0,0
"186",68346,0.5,0,0,0,0,0,0.375,0.125
"187",68362,0,0,0,0,0.142857142857143,0,0.285714285714286,0
"188",68518,0,0,0,0,0.0543478260869565,0,0.217391304347826,0.0652173913043478
"189",68525,0.177777777777778,0,0.2,0.00966183574879227,0.072463768115942,0.0144927536231884,0.193236714975845,0.0289855072463768
"190",68730,0.166666666666667,0,0.166666666666667,0.0597014925373134,0.0671641791044776,0.00746268656716418,0.253731343283582,0.0298507462686567
"191",68743,0.148148148148148,0.037037037037037,0.037037037037037,0.00809716599190283,0.133603238866397,0.0161943319838057,0.105263157894737,0.0121457489878543
"192",68868,0.09375,0,0.09375,0.0153846153846154,0.115384615384615,0,0.107692307692308,0.00769230769230769
"193",68912,0,0,0,0,0.142857142857143,0,0.285714285714286,0
"194",69098,0,0,0,0,0,0,0,0
"195",69100,0,0,0.142857142857143,0,0.0784313725490196,0.0196078431372549,0.176470588235294,0.0196078431372549
"196",69159,0,0,0,0,0,0,0,0
"197",69209,0.161616161616162,0,0.121212121212121,0,0.0869565217391304,0.0234113712374582,0.0602006688963211,0.040133779264214
"198",69306,0.3,0,0.1,0.0212765957446809,0.0638297872340425,0.0425531914893617,0.212765957446809,0
"199",69360,0,0,0,0,0,0,0,0
"200",69399,0,0,0,0,0,0,0,0
"201",69403,0,0,0,0,0,0,0,0.333333333333333
"202",69418,0.214285714285714,0,0.0357142857142857,0.0512820512820513,0.0512820512820513,0.00854700854700855,0.170940170940171,0.0170940170940171
"203",69439,0,0,0,0,0,0,0,0
"204",69442,0,0,0,0,0.333333333333333,0,0,0
"205",69453,0.227272727272727,0,0.0909090909090909,0.04,0.1,0.01,0.245,0.015
"206",69636,0,0,0.2,0,0.0555555555555556,0,0.333333333333333,0.0555555555555556
"207",69652,0.26027397260274,0,0.219178082191781,0,0.113138686131387,0.0072992700729927,0.116788321167883,0.0291970802919708
"208",69702,0,0,0,0,0,0,0.2,0
"209",69705,0.4,0,0,0,0,0.0277777777777778,0.333333333333333,0
"210",69737,0.315789473684211,0,0.210526315789474,0,0.055045871559633,0,0.311926605504587,0.018348623853211
"211",69766,0,0,0,0.0416666666666667,0.0833333333333333,0,0.333333333333333,0
"212",69813,0,0,0,0,0,0,0,0
"213",69825,0.222222222222222,0.111111111111111,0,0.0909090909090909,0.145454545454545,0,0.145454545454545,0.0181818181818182
"214",69962,0,0,0,0,0,0,0,0
"215",69992,1,0,0,0,0,0,0,0
"216",69995,0,0,0,0,0,0,0.25,0
"217",70410,0,0,0.166666666666667,0.0555555555555556,0,0,0.111111111111111,0.111111111111111
"218",71184,0,0,0.3,0,0.121951219512195,0,0.121951219512195,0.0487804878048781
"219",71564,0.180555555555556,0,0.152777777777778,0,0.106463878326996,0.00380228136882129,0.102661596958175,0.0304182509505703
"220",71752,0.263157894736842,0,0.0526315789473684,0,0.131578947368421,0.0105263157894737,0.168421052631579,0.0315789473684211
"221",71837,0.117647058823529,0.0294117647058824,0.147058823529412,0.04,0.08,0,0.193333333333333,0.0266666666666667
"222",71842,0.444444444444444,0,0,0,0.0161290322580645,0,0.32258064516129,0.0645161290322581
"223",72133,0.256410256410256,0,0,0.0075187969924812,0.0601503759398496,0,0.142857142857143,0.037593984962406
"224",72443,0.161764705882353,0,0.147058823529412,0,0.137795275590551,0.0118110236220472,0.133858267716535,0.015748031496063
"225",73113,0.14,0,0.16,0.004739336492891,0.123222748815166,0.018957345971564,0.232227488151659,0.042654028436019
"226",73136,0.107142857142857,0,0.0714285714285714,0.013986013986014,0.041958041958042,0.013986013986014,0.258741258741259,0.020979020979021
"227",73209,0.0882352941176471,0,0.176470588235294,0,0.028169014084507,0.00704225352112676,0.169014084507042,0.028169014084507
"228",73306,0.333333333333333,0,0.333333333333333,0,0.0526315789473684,0.0526315789473684,0.157894736842105,0
"229",73342,0.454545454545455,0,0,0,0.109375,0,0.328125,0.015625
"230",73801,0,0,0,0,0,0,0,0
"231",74163,0.0566037735849057,0,0.0188679245283019,0.0758928571428571,0.120535714285714,0.0133928571428571,0.0892857142857143,0.0178571428571429
"232",74206,0.125,0.0208333333333333,0.0208333333333333,0.0265957446808511,0.106382978723404,0.00531914893617021,0.0957446808510638,0.0372340425531915
"233",74215,0.1,0,0.1,0,0.032258064516129,0,0.145161290322581,0.0483870967741935
"234",74339,0.170212765957447,0,0.127659574468085,0,0.0944444444444444,0,0.133333333333333,0.0111111111111111
"235",74465,0.102040816326531,0,0.163265306122449,0,0.138095238095238,0.019047619047619,0.138095238095238,0.0142857142857143
"236",74540,0.2,0,0.225,0,0.0512820512820513,0,0.198717948717949,0.0256410256410256
"237",74729,0.173913043478261,0,0.260869565217391,0,0.0686274509803922,0.00980392156862745,0.215686274509804,0.0588235294117647
"238",75125,0.0816326530612245,0,0.346938775510204,0,0.157894736842105,0.018796992481203,0.304511278195489,0.0263157894736842
"239",75151,0.0540540540540541,0.027027027027027,0.027027027027027,0.00617283950617284,0.0740740740740741,0.00617283950617284,0.160493827160494,0.0432098765432099
"240",75334,0.26865671641791,0,0.104477611940299,0,0.0900473933649289,0,0.151658767772512,0.018957345971564
"241",75342,0,0,0,0,0,0,0,0
"242",75566,0.176470588235294,0,0.156862745098039,0,0.115207373271889,0,0.147465437788018,0.0184331797235023
"243",75808,0.0645161290322581,0,0.032258064516129,0.0608108108108108,0.0878378378378378,0.0135135135135135,0.128378378378378,0.027027027027027
"244",75847,0.224137931034483,0,0.224137931034483,0.0281124497991968,0.144578313253012,0.036144578313253,0.152610441767068,0.0120481927710843
"245",75867,0,0,0,0,0,0,0,0
"246",76118,0,0,0,0,0,0,0,0
"247",76158,0,0,0,0,0,0.25,0.5,0
"248",76232,0.269230769230769,0,0.173076923076923,0.0048780487804878,0.0878048780487805,0.0341463414634146,0.0975609756097561,0.024390243902439
"249",76249,0.25,0,0.0416666666666667,0.0596330275229358,0.0642201834862385,0.0137614678899083,0.160550458715596,0.0321100917431193
"250",76267,0.228571428571429,0.0142857142857143,0.114285714285714,0.00384615384615385,0.0769230769230769,0.0153846153846154,0.123076923076923,0.0230769230769231
"251",76290,0.241379310344828,0.0114942528735632,0.137931034482759,0.00701754385964912,0.0771929824561404,0,0.0807017543859649,0.0245614035087719
"252",76313,0.220588235294118,0.0147058823529412,0.0882352941176471,0.024896265560166,0.0622406639004149,0.00829875518672199,0.153526970954357,0.012448132780083
"253",76509,0.1,0,0.2,0,0.0961538461538462,0.0192307692307692,0.211538461538462,0.0192307692307692
"254",76650,0,0,0,0,0,0,0,0
"255",76753,0.25,0,0.107142857142857,0,0.0227272727272727,0.00757575757575758,0.234848484848485,0.0606060606060606
"256",76802,0.0333333333333333,0,0,0.00671140939597315,0.087248322147651,0.0134228187919463,0.0738255033557047,0.0201342281879195
"257",76812,0,0,0,0,0.0212765957446809,0.0212765957446809,0.127659574468085,0.0638297872340425
"258",76849,0.101694915254237,0.0169491525423729,0.0169491525423729,0.0318181818181818,0.0681818181818182,0.00909090909090909,0.154545454545455,0.0136363636363636
"259",76869,0,0,0,0,0,0,0.5,0
"260",77243,0,0,0,0,0.0740740740740741,0,0.185185185185185,0.037037037037037
"261",77248,0.192307692307692,0.0384615384615385,0.192307692307692,0.05,0.0916666666666667,0,0.25,0.0166666666666667
"262",77263,0,0,0,0,0,0,0,0
"263",77463,0,0,0.117647058823529,0,0.0819672131147541,0,0.163934426229508,0.0327868852459016
"264",77532,0.226190476190476,0,0.0357142857142857,0.0072202166064982,0.115523465703971,0,0.111913357400722,0.0072202166064982
"265",77563,0,0,0,0,0,0,0,0
"266",77564,0.266666666666667,0,0.0333333333333333,0.00813008130081301,0.0975609756097561,0.00813008130081301,0.16260162601626,0.032520325203252
"267",78122,0.3,0,0.05,0,0.04,0.0533333333333333,0.16,0.0266666666666667
"268",78135,0,0.125,0.25,0,0.0857142857142857,0.0285714285714286,0.257142857142857,0
"269",78168,0.130434782608696,0.072463768115942,0.072463768115942,0.0719424460431655,0.136690647482014,0.0107913669064748,0.100719424460432,0.0179856115107914
"270",78217,0,0.0714285714285714,0,0.0833333333333333,0,0,0.166666666666667,0.0208333333333333
"271",78224,0.136363636363636,0,0.166666666666667,0.0106382978723404,0.148936170212766,0,0.265957446808511,0.0212765957446809
"272",78288,0.225,0,0.05,0,0.0795454545454545,0.0227272727272727,0.136363636363636,0.0284090909090909
"273",78361,0,0,0,0,0.166666666666667,0,0.333333333333333,0
"274",78513,0.211267605633803,0,0.183098591549296,0.0144927536231884,0.0688405797101449,0.0144927536231884,0.13768115942029,0.0253623188405797
"275",78536,0,0,0,0,0,0,0,0
"276",78548,0.14,0,0.12,0,0.0833333333333333,0.00490196078431373,0.156862745098039,0.0245098039215686
"277",78603,0.235294117647059,0,0,0.0127388535031847,0.121019108280255,0.0127388535031847,0.10828025477707,0.0254777070063694
"278",78629,0.166666666666667,0,0.15,0,0.102880658436214,0.0246913580246914,0.176954732510288,0.00823045267489712
"279",78643,0.176470588235294,0,0.235294117647059,0,0.144736842105263,0,0.223684210526316,0.0131578947368421
"280",78756,0.136363636363636,0,0.0909090909090909,0,0.058252427184466,0.00970873786407767,0.145631067961165,0.0679611650485437
"281",78813,0.235294117647059,0,0.0588235294117647,0,0.03125,0,0.125,0.03125
"282",78819,0,0,0,0,0,0,0,0
"283",79109,0.2,0.05,0.116666666666667,0.0487804878048781,0.0569105691056911,0.024390243902439,0.211382113821138,0.00813008130081301
"284",79113,0,0,0,0,0,0,0.333333333333333,0
"285",79140,0,0,0,0,0,0,0,0
"286",79150,0.214285714285714,0.0357142857142857,0.107142857142857,0.0555555555555556,0.0634920634920635,0.00793650793650794,0.19047619047619,0.00793650793650794
"287",79192,0.156862745098039,0.0196078431372549,0.0980392156862745,0.00917431192660551,0.073394495412844,0.0137614678899083,0.165137614678899,0.0275229357798165
"288",79215,0.273972602739726,0,0.0821917808219178,0.0116731517509728,0.0817120622568093,0.0233463035019455,0.1284046692607,0.00778210116731518
"289",79231,0.127272727272727,0.0727272727272727,0.0363636363636364,0.0262008733624454,0.0698689956331878,0.00436681222707424,0.11353711790393,0.0262008733624454
"290",79240,0.104477611940299,0.0149253731343284,0.0597014925373134,0.0518134715025907,0.0673575129533679,0.0103626943005181,0.0518134715025907,0.0207253886010363
"291",79290,0.0769230769230769,0,0.153846153846154,0.0153846153846154,0.0615384615384615,0.0153846153846154,0.215384615384615,0.0307692307692308
"292",79293,0,0,0,0,0,0,0,0
"293",79334,0,0,0,0,0.108108108108108,0.027027027027027,0.189189189189189,0.0810810810810811
"294",79365,0.277777777777778,0,0.185185185185185,0,0.0849056603773585,0.0141509433962264,0.155660377358491,0.0188679245283019
"295",79402,0.205479452054795,0.0136986301369863,0.0136986301369863,0.0381679389312977,0.129770992366412,0.0229007633587786,0.122137404580153,0.0381679389312977
"296",79456,0.133333333333333,0.0222222222222222,0,0.00636942675159236,0.0764331210191083,0.0127388535031847,0.10828025477707,0.0254777070063694
"297",79545,0,0,0,0,0,0,0,0
"298",79608,0.262295081967213,0,0.0655737704918033,0.0526315789473684,0.0688259109311741,0.0161943319838057,0.117408906882591,0.0202429149797571
"299",79705,0.333333333333333,0,0,0,0.12,0.04,0.24,0.08
