"year","month","P_ID","T_ID","AVG","VS_T_ID_HH","VS_T_ID_HT","VS_T_ID_KT","VS_T_ID_LG","VS_T_ID_LT","VS_T_ID_NC","VS_T_ID_OB","VS_T_ID_SK","VS_T_ID_SS","VS_T_ID_WO","H_A_AWAY","H_A_HOME","PA","R","H2_rate","H3_rate","HR_rate","BB_rate","HP_rate","KK_rate","OBP","SLG","OPS","BABIP","BK_rate","SB_try","SB_succ","ERR"
2016,4,73801,"HH",0.288659793814433,0,1,0,2,0,0,2,0,0,1,2,4,111,18,0.142857142857143,0.0357142857142857,0.178571428571429,0.108108108108108,0.00900900900900901,0.189189189189189,0.369369369369369,0.505154639175258,0.874524008544627,0.267441860465116,0,0.0365013774104683,0.792452830188679,0.00404244567963618
2016,4,74167,"HH",0.214285714285714,0,0,0,0,1,0,1,0,1,0,2,1,51,6,0.222222222222222,0,0,0.156862745098039,0,0.274509803921569,0.333333333333333,0.261904761904762,0.595238095238095,0.236842105263158,0,0.0372526193247963,0.6875,0.00404244567963618
2016,4,74731,"HH",0.294871794871795,0,2,0,2,2,1,3,0,1,1,6,6,96,20,0.0869565217391304,0,0.217391304347826,0.15625,0.0104166666666667,0.1875,0.40625,0.512820512820513,0.919070512820513,0.24,0,0.0337349397590361,0.785714285714286,0.00404244567963618
2016,4,74857,"HH",0.127659574468085,0,2,0,2,2,1,1,0,1,1,5,5,50,3,0.666666666666667,0,0,0.02,0,0.38,0.14,0.212765957446809,0.352765957446808,0.181818181818182,0,0.017163504968383,0.421052631578947,0.00404244567963618
2016,4,78760,"HH",0.444444444444444,0,0,0,0,0,2,1,0,0,2,2,3,11,4,0.75,0,0,0.0909090909090909,0,0.0909090909090909,0.454545454545455,0.777777777777778,1.23232323232323,0.363636363636364,0,0.0175438596491228,1,0.00404244567963618
2016,4,79764,"HH",0.279411764705882,0,0,0,3,1,2,3,0,1,2,5,7,84,7,0.157894736842105,0.0526315789473684,0.0526315789473684,0.154761904761905,0.0238095238095238,0.202380952380952,0.404761904761905,0.397058823529412,0.801820728291317,0.26865671641791,0,0.0252383623107123,0.755555555555556,0.00404244567963618
2016,4,99737,"HH",0.254545454545455,0,1,0,2,2,1,3,0,2,2,5,8,68,9,0.142857142857143,0.0714285714285714,0.142857142857143,0.132352941176471,0.0147058823529412,0.235294117647059,0.352941176470588,0.436363636363636,0.789304812834225,0.226415094339623,0,0.0328151986183074,0.631578947368421,0.00404244567963618
2016,4,60634,"HT",0.24,1,0,0,0,1,0,1,1,2,0,3,3,33,3,0.333333333333333,0,0,0.181818181818182,0,0.181818181818182,0.363636363636364,0.32,0.683636363636364,0.206896551724138,0,0.0269865067466267,0.611111111111111,0.00329232368740253
2016,4,60636,"HT",0.214285714285714,0,0,2,2,0,1,0,2,2,1,5,5,32,5,0,0,0.166666666666667,0.125,0,0.21875,0.3125,0.321428571428571,0.633928571428571,0.208333333333333,0,0.0361990950226244,0.9375,0.00329232368740253
2016,4,61643,"HT",0.235294117647059,1,0,2,0,1,0,1,1,2,0,5,3,57,4,0.166666666666667,0,0.166666666666667,0.105263157894737,0,0.263157894736842,0.315789473684211,0.392156862745098,0.707946336429309,0.25,0,0.0164576802507837,0.666666666666667,0.00329232368740253
2016,4,61666,"HT",0.333333333333333,1,0,0,0,0,0,0,0,0,0,1,0,7,1,1,0,0,0.428571428571429,0,0,0.571428571428571,0.666666666666667,1.23809523809524,0.125,0,0.0295698924731183,0.772727272727273,0.00329232368740253
2016,4,62648,"HT",0.297297297297297,1,0,2,1,2,0,0,2,1,0,7,2,44,5,0.363636363636364,0,0.0909090909090909,0.159090909090909,0,0.227272727272727,0.409090909090909,0.486486486486487,0.895577395577396,0.303030303030303,0,0.0293542074363992,0.833333333333333,0.00329232368740253
2016,4,63638,"HT",0.428571428571429,0,0,0,0,1,0,1,0,0,0,1,1,11,3,0.333333333333333,0,0,0.272727272727273,0.0909090909090909,0,0.636363636363636,0.571428571428571,1.20779220779221,0.272727272727273,0,0.0482142857142857,0.925925925925926,0.00329232368740253
2016,4,65696,"HT",0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.00329232368740253
2016,4,66628,"HT",0.258064516129032,0,0,0,1,1,1,1,1,1,0,3,3,142,16,0.125,0,0.1875,0.105633802816901,0,0.225352112676056,0.330985915492958,0.435483870967742,0.7664697864607,0.242990654205607,0,0.0326241134751773,0.652173913043478,0.00329232368740253
2016,4,66643,"HT",0.31496062992126,1,0,1,0,0,1,0,0,1,1,3,2,141,18,0.175,0,0.025,0.0638297872340425,0.00709219858156028,0.141843971631206,0.354609929078014,0.393700787401575,0.748310716479589,0.314516129032258,0,0.0226262626262626,0.553571428571429,0.00329232368740253
2016,4,70142,"HT",0.391304347826087,1,0,0,1,1,0,0,2,1,0,4,2,24,3,0.111111111111111,0,0.111111111111111,0.0416666666666667,0,0.208333333333333,0.416666666666667,0.565217391304348,0.981884057971014,0.444444444444444,0,0.0256410256410256,0.888888888888889,0.00329232368740253
2016,4,73632,"HT",0.416666666666667,0,0,0,0,1,0,0,1,0,0,2,0,29,10,0.1,0,0.2,0.0344827586206897,0.0689655172413793,0.0344827586206897,0.448275862068966,0.708333333333333,1.1566091954023,0.285714285714286,0,0.0327868852459016,1,0.00329232368740253
2016,4,75620,"HT",0.276315789473684,0,0,1,1,0,0,0,0,0,1,1,2,83,10,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.0481927710843374,0.036144578313253,0.168674698795181,0.337349397590361,0.355263157894737,0.692612555485098,0.294117647058824,0,0.0342679127725857,0.454545454545455,0.00329232368740253
2016,4,75668,"HT",0.125,0,0,0,1,0,1,0,0,0,0,1,1,8,0,0,0,0,0,0,0.25,0.125,0.125,0.25,0.166666666666667,0,0.0510948905109489,1,0.00329232368740253
2016,4,76610,"HT",0.228070175438596,0,0,0,1,1,0,1,1,0,1,2,3,73,5,0,0,0.0769230769230769,0.164383561643836,0.0273972602739726,0.10958904109589,0.36986301369863,0.280701754385965,0.650564768084595,0.181818181818182,0,0.0498915401301518,0.739130434782609,0.00329232368740253
2016,4,77637,"HT",0.252032520325203,1,0,1,0,0,1,0,1,1,0,4,1,142,15,0.161290322580645,0,0.0967741935483871,0.105633802816901,0,0.169014084507042,0.323943661971831,0.365853658536585,0.689797320508416,0.235294117647059,0.0217391304347826,0.0245593759029182,0.529411764705882,0.00329232368740253
2016,4,79617,"HT",0.25,1,0,0,0,0,0,1,0,0,0,1,1,10,1,0,0,0,0.1,0,0.1,0.3,0.25,0.55,0.2,0.333333333333333,0.0163170163170163,0.285714285714286,0.00329232368740253
2016,4,97336,"HT",0.413793103448276,0,0,2,1,1,0,1,2,1,0,5,3,31,5,0,0,0,0.0645161290322581,0,0.161290322580645,0.451612903225806,0.413793103448276,0.865406006674082,0.461538461538462,0,0.0386100386100386,0.6,0.00329232368740253
2016,4,60264,"KT",0.265822784810127,0,1,0,1,0,0,0,1,1,0,3,1,88,7,0.0952380952380952,0,0.142857142857143,0.0568181818181818,0.0227272727272727,0.136363636363636,0.318181818181818,0.40506329113924,0.723245109321059,0.24,0.0357142857142857,0.036144578313253,0.666666666666667,0.00305291723202171
2016,4,64001,"KT",0.222222222222222,0,2,0,2,1,0,2,3,4,2,7,9,72,7,0.214285714285714,0.0714285714285714,0.142857142857143,0.0833333333333333,0.0277777777777778,0.194444444444444,0.305555555555556,0.396825396825397,0.702380952380952,0.210526315789474,0,0.0328418230563003,0.816326530612245,0.00305291723202171
2016,4,64017,"KT",0.464285714285714,0,1,0,0,2,0,1,1,2,1,2,6,37,6,0.0769230769230769,0,0,0.108108108108108,0.027027027027027,0.108108108108108,0.486486486486487,0.5,0.986486486486487,0.351351351351351,0,0.0205655526992288,0.5,0.00305291723202171
2016,4,65042,"KT",0.1875,0,0,0,0,1,0,1,0,2,0,2,2,17,1,0.666666666666667,0,0,0.0588235294117647,0,0.294117647058824,0.235294117647059,0.3125,0.547794117647059,0.25,0,0.0131578947368421,1,0.00305291723202171
2016,4,65048,"KT",0.142857142857143,0,0,0,0,0,0,0,0,2,0,2,0,14,1,0,0,0,0,0,0.0714285714285714,0.142857142857143,0.142857142857143,0.285714285714286,0.153846153846154,0,0.0183028286189684,0.636363636363636,0.00305291723202171
2016,4,65056,"KT",0.306666666666667,0,0,0,0,1,0,1,1,1,1,2,3,87,12,0.217391304347826,0,0.173913043478261,0.114942528735632,0.0229885057471264,0.0804597701149425,0.402298850574713,0.533333333333333,0.935632183908046,0.25,0,0.0383386581469649,0.861111111111111,0.00305291723202171
2016,4,65058,"KT",0.282051282051282,0,0,0,0,0,0,0,1,2,0,1,2,50,11,0.181818181818182,0,0,0.12,0.02,0.06,0.36,0.333333333333333,0.693333333333333,0.215686274509804,0.0555555555555556,0.0239931448157669,0.785714285714286,0.00305291723202171
2016,4,65060,"KT",0.303030303030303,0,0,0,0,1,0,1,0,1,1,1,3,73,11,0.3,0,0.05,0.0821917808219178,0,0.123287671232877,0.356164383561644,0.439393939393939,0.795558322955583,0.296875,0,0.0181318681318681,0.666666666666667,0.00305291723202171
2016,4,65062,"KT",0.266666666666667,0,1,0,1,1,0,2,3,1,1,5,5,49,7,0.166666666666667,0,0.0833333333333333,0.0408163265306122,0,0.326530612244898,0.285714285714286,0.377777777777778,0.663492063492063,0.323529411764706,0,0.0458333333333333,0.636363636363636,0.00305291723202171
2016,4,65067,"KT",0.45,0,0,0,0,0,0,2,2,1,0,2,3,25,7,0.222222222222222,0.111111111111111,0,0.16,0.04,0.08,0.56,0.65,1.21,0.391304347826087,0,0.0507936507936508,0.9375,0.00305291723202171
2016,4,66032,"KT",0.307692307692308,0,1,0,0,0,0,0,2,0,0,1,2,75,11,0.2,0.05,0.05,0.0933333333333333,0.0266666666666667,0.12,0.386666666666667,0.446153846153846,0.832820512820513,0.287878787878788,0,0.0209424083769634,0.25,0.00305291723202171
2016,4,66047,"KT",0.4,0,0,0,0,2,0,0,0,0,0,0,2,23,3,0,0,0.25,0.130434782608696,0,0.130434782608696,0.478260869565217,0.7,1.17826086956522,0.333333333333333,0,0.0289389067524116,0.777777777777778,0.00305291723202171
2016,4,66049,"KT",0.223404255319149,0,1,0,1,0,0,0,2,1,0,3,2,115,16,0.19047619047619,0.0476190476190476,0.0952380952380952,0.130434782608696,0.0347826086956522,0.147826086956522,0.347826086956522,0.351063829787234,0.698889916743756,0.193877551020408,0,0.0109090909090909,0.666666666666667,0.00305291723202171
2016,4,67845,"KT",0.244186046511628,0,0,0,0,1,0,1,0,1,1,1,3,96,9,0.142857142857143,0.0476190476190476,0.0476190476190476,0.0729166666666667,0.0104166666666667,0.166666666666667,0.302083333333333,0.337209302325581,0.639292635658915,0.246913580246914,0,0.0260586319218241,0.625,0.00305291723202171
2016,4,75149,"KT",0.326530612244898,0,1,0,2,1,0,2,3,3,2,8,6,53,6,0.125,0.125,0.125,0.0754716981132075,0,0.207547169811321,0.377358490566038,0.571428571428571,0.948787061994609,0.35,0,0.0183639398998331,0.454545454545455,0.00305291723202171
2016,4,77318,"KT",0.178571428571429,0,2,0,2,1,0,1,4,1,2,8,5,69,4,0.5,0,0,0.159420289855072,0.0289855072463768,0.246376811594203,0.333333333333333,0.267857142857143,0.601190476190476,0.192307692307692,0,0.0295748613678373,0.770833333333333,0.00305291723202171
2016,4,77563,"KT",0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0.0275229357798165,0.933333333333333,0.00305291723202171
2016,4,79191,"KT",0.3,0,1,0,0,0,0,0,0,2,1,1,3,23,2,0.166666666666667,0,0,0.130434782608696,0,0.217391304347826,0.391304347826087,0.35,0.741304347826087,0.333333333333333,0,0.0157894736842105,0.833333333333333,0.00305291723202171
2016,4,99563,"KT",0.235294117647059,0,1,0,0,0,0,0,2,2,1,1,5,38,5,0.125,0,0.25,0.0789473684210526,0,0.157894736842105,0.289473684210526,0.441176470588235,0.730650154798762,0.193548387096774,0,0.025390625,0.923076923076923,0.00305291723202171
2016,4,60146,"LG",0.243243243243243,3,1,1,0,1,1,0,1,1,1,5,5,45,7,0.111111111111111,0,0,0.177777777777778,0,0.222222222222222,0.377777777777778,0.27027027027027,0.648048048048048,0.257142857142857,0,0.0191458026509573,0.769230769230769,0.00276720857834659
2016,4,60181,"LG",0.32,0,1,0,0,0,2,0,0,0,1,2,2,28,4,0.125,0.125,0.125,0.0357142857142857,0.0357142857142857,0.107142857142857,0.357142857142857,0.56,0.917142857142857,0.28,0,0.020260492040521,0.857142857142857,0.00276720857834659
2016,4,61101,"LG",0.357142857142857,0,0,0,0,1,0,0,1,0,0,1,1,33,7,0.1,0.1,0.2,0.121212121212121,0,0.242424242424242,0.424242424242424,0.678571428571429,1.10281385281385,0.333333333333333,0,0.0244821092278719,0.615384615384615,0.00276720857834659
2016,4,61329,"LG",0.45,1,0,1,0,0,2,0,0,1,2,4,3,25,7,0.111111111111111,0,0,0.12,0,0.28,0.48,0.5,0.98,0.45,0,0.0205479452054795,0.666666666666667,0.00276720857834659
2016,4,61891,"LG",0.311111111111111,3,1,1,0,2,1,0,2,0,2,6,6,52,5,0.214285714285714,0.0714285714285714,0,0.0961538461538462,0,0.211538461538462,0.365384615384615,0.422222222222222,0.787606837606838,0.325581395348837,0,0.0076530612244898,0.666666666666667,0.00276720857834659
2016,4,62146,"LG",0.407407407407407,2,1,1,0,2,0,0,2,0,0,3,5,30,7,0.181818181818182,0,0,0.1,0,0.0333333333333333,0.466666666666667,0.481481481481481,0.948148148148148,0.379310344827586,0,0.00859598853868195,0.666666666666667,0.00276720857834659
2016,4,62463,"LG",0.257575757575758,1,0,1,0,0,1,0,1,0,0,2,2,79,10,0.235294117647059,0,0.117647058823529,0.113924050632911,0.0126582278481013,0.139240506329114,0.341772151898734,0.409090909090909,0.750863060989643,0.217391304347826,0,0.017910447761194,0.333333333333333,0.00276720857834659
2016,4,62698,"LG",0.326388888888889,1,1,1,0,1,1,0,0,0,1,2,4,154,22,0.297872340425532,0,0.0425531914893617,0.0324675324675325,0.012987012987013,0.136363636363636,0.350649350649351,0.465277777777778,0.815927128427128,0.335820895522388,0,0.0240488155061019,0.686567164179104,0.00276720857834659
2016,4,63111,"LG",0.310810810810811,1,1,0,0,0,0,0,1,0,1,4,0,86,16,0.0869565217391304,0,0.130434782608696,0.0930232558139535,0.0232558139534884,0.244186046511628,0.383720930232558,0.459459459459459,0.843180389692018,0.3125,0,0.0306188925081433,0.680851063829787,0.00276720857834659
2016,4,66154,"LG",0.333333333333333,0,0,0,0,0,0,0,0,1,1,2,0,45,11,0.0909090909090909,0.0909090909090909,0.181818181818182,0.222222222222222,0,0.2,0.466666666666667,0.606060606060606,1.07272727272727,0.25,0,0.0222929936305732,0.857142857142857,0.00276720857834659
2016,4,70839,"LG",0.115384615384615,3,1,2,0,2,0,0,1,0,0,3,6,30,0,0.333333333333333,0,0,0.0666666666666667,0.0333333333333333,0.266666666666667,0.2,0.153846153846154,0.353846153846154,0.130434782608696,0,0.018957345971564,0.5,0.00276720857834659
2016,4,71118,"LG",0.204545454545455,3,1,1,0,2,1,0,1,1,1,5,6,50,4,0.111111111111111,0,0.111111111111111,0.08,0.02,0.24,0.28,0.295454545454545,0.575454545454545,0.210526315789474,0,0.0202360876897133,0.666666666666667,0.00276720857834659
2016,4,73117,"LG",0.229357798165138,1,0,0,0,1,1,0,1,1,0,2,3,119,8,0.16,0,0,0.0420168067226891,0.0252100840336134,0.168067226890756,0.277310924369748,0.26605504587156,0.543365970241308,0.247524752475248,0,0.0157391793142215,0.428571428571429,0.00276720857834659
2016,4,76650,"LG",0.3125,2,1,1,0,2,2,0,2,1,1,6,6,37,6,0.2,0,0.1,0.135135135135135,0,0.216216216216216,0.405405405405405,0.46875,0.874155405405405,0.321428571428571,0,0.0196078431372549,0.526315789473684,0.00276720857834659
2016,4,76757,"LG",0.28125,0,0,1,0,1,3,0,0,1,1,2,5,40,7,0.111111111111111,0,0.111111111111111,0.175,0.025,0.15,0.425,0.40625,0.83125,0.242424242424242,0,0.0240137221269297,0.928571428571429,0.00276720857834659
2016,4,79140,"LG",0.333333333333333,1,0,0,0,1,0,0,0,0,0,0,2,11,2,0,0,0,0.0909090909090909,0,0,0.363636363636364,0.333333333333333,0.696969696969697,0.25,0,0.0244252873563218,0.705882352941177,0.00276720857834659
2016,4,96462,"LG",0.277777777777778,1,0,0,0,0,2,0,0,0,0,1,2,19,0,0,0,0,0.0526315789473684,0,0.210526315789474,0.315789473684211,0.277777777777778,0.593567251461988,0.333333333333333,0,0.0309278350515464,0.666666666666667,0.00276720857834659
2016,4,61569,"LT",0.333333333333333,0,0,0,0,0,1,0,0,0,0,0,1,9,3,0,0,0.333333333333333,0,0,0.111111111111111,0.333333333333333,0.666666666666667,1,0.285714285714286,0,0,0,0.00224719101123596
2016,4,62528,"LT",0.222222222222222,0,0,0,1,0,0,0,0,0,0,1,0,16,3,0,0,0,0.375,0,0.1875,0.5,0.222222222222222,0.722222222222222,0.142857142857143,0,0.0404208194905869,0.684931506849315,0.00224719101123596
2016,4,63512,"LT",0.317073170731707,2,1,1,1,0,2,0,0,0,0,3,4,51,9,0.230769230769231,0,0.0769230769230769,0.176470588235294,0.0196078431372549,0.235294117647059,0.450980392156863,0.463414634146341,0.914395026303204,0.315789473684211,0,0.0128424657534247,0.466666666666667,0.00224719101123596
2016,4,63935,"LT",0.276595744680851,0,1,1,1,0,1,0,1,1,1,4,3,106,11,0,0.0384615384615385,0.0769230769230769,0.0943396226415094,0.00943396226415094,0.169811320754717,0.349056603773585,0.361702127659574,0.710758731433159,0.275862068965517,0,0.0122324159021407,0.25,0.00224719101123596
2016,4,64021,"LT",0.22972972972973,1,0,1,0,0,0,0,1,1,0,1,3,91,7,0.352941176470588,0,0,0.142857142857143,0.010989010989011,0.241758241758242,0.340659340659341,0.310810810810811,0.651470151470152,0.236111111111111,0,0.0241973010702652,0.673076923076923,0.00224719101123596
2016,4,64596,"LT",0.282051282051282,1,2,0,2,0,1,0,1,0,0,3,4,48,8,0.181818181818182,0,0,0.145833333333333,0,0.0833333333333333,0.375,0.333333333333333,0.708333333333333,0.239130434782609,0,0.00755667506297229,0.666666666666667,0.00224719101123596
2016,4,65509,"LT",0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0277777777777778,0.5,0.00224719101123596
2016,4,65543,"LT",0.298507462686567,1,1,0,1,0,1,0,1,0,1,2,4,154,28,0.15,0.05,0.2,0.103896103896104,0.012987012987013,0.188311688311688,0.376623376623377,0.552238805970149,0.928862182593526,0.26890756302521,0,0.0326643053915781,0.650602409638554,0.00224719101123596
2016,4,65546,"LT",0.259842519685039,1,0,1,1,0,0,0,0,1,1,3,2,139,14,0.0909090909090909,0,0.0909090909090909,0.0575539568345324,0.0143884892086331,0.194244604316547,0.309352517985612,0.354330708661417,0.663683226647029,0.27027027027027,0,0.0245901639344262,0.666666666666667,0.00224719101123596
2016,4,70615,"LT",0.285714285714286,0,0,0,0,0,0,0,1,2,2,2,3,11,2,0,0,0.5,0.363636363636364,0,0,0.545454545454545,0.714285714285714,1.25974025974026,0.1,0,0.0147058823529412,1,0.00224719101123596
2016,4,71801,"LT",0.391304347826087,2,1,1,0,0,2,0,1,2,2,4,7,31,3,0.111111111111111,0,0.111111111111111,0.225806451612903,0,0.0645161290322581,0.516129032258065,0.565217391304348,1.08134642356241,0.275862068965517,0,0.0823529411764706,0.571428571428571,0.00224719101123596
2016,4,72535,"LT",0.285714285714286,2,2,1,1,0,2,0,2,3,1,4,10,38,9,0.125,0,0.125,0.184210526315789,0,0.131578947368421,0.394736842105263,0.428571428571429,0.823308270676692,0.2,0,0.0103950103950104,0.8,0.00224719101123596
2016,4,72551,"LT",0.267857142857143,1,2,1,1,0,2,0,2,1,1,4,7,58,5,0.0666666666666667,0,0.0666666666666667,0.0344827586206897,0,0.241379310344828,0.293103448275862,0.339285714285714,0.632389162561576,0.325581395348837,0,0.018018018018018,0.5,0.00224719101123596
2016,4,72862,"LT",0.229166666666667,1,1,1,1,0,3,0,1,2,2,6,6,54,3,0.272727272727273,0,0,0.0740740740740741,0.0185185185185185,0.185185185185185,0.296296296296296,0.291666666666667,0.587962962962963,0.244444444444444,0,0.0343213728549142,0.863636363636364,0.00224719101123596
2016,4,73226,"LT",0.390243902439024,1,1,1,1,0,2,0,1,2,1,4,6,48,6,0.1875,0,0.0625,0.125,0,0.229166666666667,0.458333333333333,0.536585365853659,0.994918699186992,0.405405405405405,0,0.0132978723404255,0.6,0.00224719101123596
2016,4,75321,"LT",0.310344827586207,0,1,1,1,0,2,0,1,1,1,4,4,34,2,0.111111111111111,0,0.222222222222222,0.0882352941176471,0.0294117647058824,0.294117647058824,0.382352941176471,0.551724137931034,0.934077079107505,0.304347826086957,0,0.0217616580310881,0.857142857142857,0.00224719101123596
2016,4,77591,"LT",0.28,0,0,0,0,0,1,0,0,1,1,2,1,56,7,0.142857142857143,0,0,0.107142857142857,0,0.285714285714286,0.357142857142857,0.32,0.677142857142857,0.35,0,0.020979020979021,0.592592592592593,0.00224719101123596
2016,4,79349,"LT",0.324324324324324,0,1,0,0,0,1,0,1,0,0,0,3,41,6,0.0833333333333333,0,0.166666666666667,0.0731707317073171,0.024390243902439,0.146341463414634,0.390243902439024,0.513513513513513,0.903757415952538,0.303030303030303,0,0.0481927710843374,0.5,0.00224719101123596
2016,4,60263,"NC",0.244444444444444,1,0,0,1,1,0,0,0,0,1,1,3,98,7,0,0.0454545454545455,0.136363636363636,0.0714285714285714,0,0.23469387755102,0.295918367346939,0.366666666666667,0.662585034013605,0.26027397260274,0,0.0178843226788432,0.468085106382979,0.0024809498493709
2016,4,61323,"NC",0.262295081967213,1,0,0,0,1,0,1,1,0,0,3,1,77,11,0.125,0.0625,0.125,0.12987012987013,0.038961038961039,0.0909090909090909,0.376623376623377,0.426229508196721,0.802852884820098,0.197183098591549,0,0.0574162679425837,0.666666666666667,0.0024809498493709
2016,4,62929,"NC",0.342465753424658,0,0,0,0,1,0,1,1,1,0,3,1,82,18,0.16,0,0.16,0.0853658536585366,0.024390243902439,0.182926829268293,0.414634146341463,0.561643835616438,0.976277981957902,0.333333333333333,0,0.0110323089046493,0.714285714285714,0.0024809498493709
2016,4,62966,"NC",0.361111111111111,2,2,0,0,1,0,1,0,1,1,3,5,40,10,0.384615384615385,0.0769230769230769,0.0769230769230769,0.025,0.025,0.1,0.375,0.638888888888889,1.01388888888889,0.324324324324324,0,0.0165593376264949,0.666666666666667,0.0024809498493709
2016,4,63938,"NC",0.232394366197183,0,1,0,1,1,0,1,1,1,0,5,1,158,12,0.242424242424242,0,0.0606060606060606,0.0506329113924051,0.0189873417721519,0.240506329113924,0.278481012658228,0.330985915492958,0.609466928151186,0.252032520325203,0,0.0199004975124378,0.75,0.0024809498493709
2016,4,63959,"NC",0.318181818181818,2,1,0,2,1,0,1,0,2,2,5,6,24,5,0.285714285714286,0,0,0,0,0.458333333333333,0.291666666666667,0.409090909090909,0.700757575757576,0.466666666666667,0,0.00864553314121038,0.666666666666667,0.0024809498493709
2016,4,64907,"NC",0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0.5,0,0.25,0.5,0,0.5,0,0,0.0300751879699248,0.25,0.0024809498493709
2016,4,65931,"NC",0.241666666666667,1,1,0,1,0,0,0,0,1,1,2,3,133,16,0.103448275862069,0,0.0689655172413793,0.0676691729323308,0.0300751879699248,0.142857142857143,0.315789473684211,0.316666666666667,0.632456140350877,0.241071428571429,0,0.0260336906584992,0.647058823529412,0.0024809498493709
2016,4,65933,"NC",0.222222222222222,1,1,0,1,2,0,2,1,1,1,6,4,29,3,0.333333333333333,0,0.166666666666667,0.0344827586206897,0,0.310344827586207,0.241379310344828,0.407407407407407,0.648786717752235,0.25,0,0.018972697825081,0.365853658536585,0.0024809498493709
2016,4,66928,"NC",0.175,1,1,0,1,3,0,2,1,1,2,6,6,48,6,0.428571428571429,0,0,0.104166666666667,0.0625,0.270833333333333,0.3125,0.25,0.5625,0.2,0,0.0189873417721519,0.666666666666667,0.0024809498493709
