,year,month,T_ID,P_ID,PA,AB,RBI,RUN,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,ERR,LOB,P_AB_CN,P_HIT_CN,VS_T_ID_HH,VS_T_ID_HT,VS_T_ID_KT,VS_T_ID_LG,VS_T_ID_LT,VS_T_ID_NC,VS_T_ID_OB,VS_T_ID_SK,VS_T_ID_SS,VS_T_ID_WO,BAT_ORDER,HOME,AWAY,AVG,OBP,SLG,OPS
52,2016,4,HT,78765,40,36,6,2,10,2,0,1,0,0,0,0,2,0,2,13,1,0,10,14,4,2,0,3,2,2,1,1,3,3,2,7,8,11,0.2777777777777778,0.35,0.4166666666666667,0.7666666666666666
53,2016,4,HT,79617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,1,0.0,0.0,0.0,0.0
54,2016,4,KT,64004,7,6,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,3,0,0,3,0,0,0,0,0,3,3,1,2,7,3,0.0,0.14285714285714285,0.0,0.14285714285714285
55,2016,4,KT,64006,16,14,0,2,4,0,0,0,3,1,0,0,2,0,0,2,0,2,10,3,0,0,3,0,2,1,0,2,4,5,2,9,11,8,0.2857142857142857,0.375,0.2857142857142857,0.6607142857142857
56,2016,4,KT,64007,16,16,3,3,4,1,0,1,0,0,0,0,0,0,0,5,0,1,1,3,1,0,1,0,0,0,0,0,3,2,1,4,4,3,0.25,0.25,0.5,0.75
57,2016,4,KT,64166,8,7,0,1,0,0,0,0,0,1,0,0,1,0,0,3,0,0,2,3,0,0,3,0,0,0,0,1,3,3,2,2,8,4,0.0,0.125,0.0,0.125
58,2016,4,KT,65005,89,82,20,11,19,2,0,5,0,0,0,0,7,0,0,14,5,2,13,25,10,0,3,0,2,3,0,3,4,4,3,3,12,10,0.23170731707317074,0.29213483146067415,0.43902439024390244,0.7311592217045766
59,2016,4,KT,70553,66,58,7,8,14,5,0,0,0,1,1,0,7,0,0,12,2,0,7,18,5,0,2,0,2,2,0,2,4,6,3,9,10,11,0.2413793103448276,0.3230769230769231,0.3275862068965517,0.6506631299734749
60,2016,4,KT,70646,81,71,11,8,14,0,0,4,0,0,0,2,7,0,1,21,5,3,11,17,4,0,3,0,2,3,0,2,4,3,3,6,11,9,0.19718309859154928,0.2716049382716049,0.36619718309859156,0.6378021213701965
61,2016,4,KT,73113,92,77,9,14,24,7,0,3,0,0,0,1,12,0,2,15,3,3,18,11,4,0,3,0,1,3,0,3,5,6,3,6,14,10,0.3116883116883117,0.41304347826086957,0.5194805194805194,0.932523997741389
62,2016,4,KT,73153,107,91,8,10,26,3,0,0,10,3,1,0,15,0,0,14,0,1,30,17,7,0,2,0,2,3,0,3,5,6,3,1,13,11,0.2857142857142857,0.3867924528301887,0.31868131868131866,0.7054737715115074
63,2016,4,KT,74339,100,87,9,19,33,2,0,4,1,1,0,1,10,0,2,7,1,1,21,13,5,0,3,0,2,3,0,3,4,6,3,4,14,10,0.3793103448275862,0.45,0.5402298850574713,0.9902298850574713
64,2016,4,KT,76304,6,6,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,1,0,2,1,2,0,3,4,3,0.5,0.5,0.6666666666666666,1.1666666666666665
65,2016,4,KT,77104,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7,0,1,0.5,0.5,0.5,1.0
66,2016,4,KT,77462,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0.0,0.0,0.0,0.0
67,2016,4,KT,77609,64,57,10,3,11,4,0,1,0,0,1,2,4,1,0,16,1,2,11,19,6,0,3,0,2,3,0,3,5,6,3,9,14,11,0.19298245614035087,0.23809523809523808,0.3157894736842105,0.5538847117794485
68,2016,4,KT,78361,20,19,5,2,5,2,1,0,0,0,0,0,1,0,0,5,0,0,3,4,2,0,0,0,1,3,0,2,1,3,0,7,6,4,0.2631578947368421,0.3,0.47368421052631576,0.7736842105263158
69,2016,4,KT,78517,75,70,6,7,16,2,0,1,5,1,2,0,2,0,1,21,1,3,10,24,4,0,3,0,1,2,0,3,5,6,3,2,13,10,0.22857142857142856,0.2602739726027397,0.3,0.5602739726027397
70,2016,4,KT,78753,3,3,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,0,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333
71,2016,4,KT,78892,53,47,5,7,7,2,0,1,0,1,0,0,5,0,1,8,3,3,6,15,2,0,3,0,0,1,0,2,5,5,2,8,11,7,0.14893617021276595,0.24528301886792453,0.2553191489361702,0.5006021678040947
72,2016,4,KT,79364,45,35,4,2,8,1,0,0,0,0,5,1,3,0,1,6,0,2,7,8,3,0,0,0,2,3,0,3,2,6,3,8,11,8,0.22857142857142856,0.3,0.2571428571428571,0.5571428571428572
73,2016,4,KT,79453,18,17,1,3,5,0,0,0,0,0,0,0,1,0,0,1,0,0,2,6,2,0,0,0,2,2,0,1,0,3,0,1,3,5,0.29411764705882354,0.3333333333333333,0.29411764705882354,0.6274509803921569
74,2016,4,KT,99810,96,79,17,15,28,3,0,4,1,3,0,1,15,0,1,10,2,0,14,26,8,0,3,0,2,3,0,3,5,6,3,5,14,11,0.35443037974683544,0.4583333333333333,0.5443037974683544,1.0026371308016877
75,2016,4,LG,60146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0.0,0.0,0.0,0.0
76,2016,4,LG,61102,39,36,3,2,8,0,0,0,0,0,0,0,2,0,1,8,0,0,7,11,2,3,2,0,0,2,3,0,3,0,1,8,7,7,0.2222222222222222,0.28205128205128205,0.2222222222222222,0.5042735042735043
77,2016,4,LG,61186,78,71,11,10,19,1,0,2,2,4,1,0,5,0,1,18,0,1,15,19,4,4,2,1,0,3,3,0,3,2,3,1,9,12,0.2676056338028169,0.3246753246753247,0.36619718309859156,0.6908725077739162
78,2016,4,LG,61891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,1,1,0.0,0.0,0.0,0.0
79,2016,4,LG,62164,71,56,4,11,20,3,0,2,0,0,0,0,14,1,1,19,1,0,17,8,1,4,1,2,0,2,3,0,3,2,3,6,9,11,0.35714285714285715,0.49295774647887325,0.5178571428571429,1.0108148893360163
80,2016,4,LG,63077,18,18,1,4,3,1,0,0,1,0,0,0,0,0,0,6,0,0,3,2,1,3,0,2,0,2,2,0,3,2,3,9,8,9,0.16666666666666666,0.16666666666666666,0.2222222222222222,0.38888888888888884
81,2016,4,LG,63123,16,15,0,1,1,0,0,0,0,0,0,0,1,0,0,7,0,1,1,5,0,2,2,0,0,0,0,0,2,0,0,9,2,4,0.06666666666666667,0.125,0.06666666666666667,0.19166666666666665
82,2016,4,LG,64153,33,30,5,2,6,1,0,0,0,0,1,0,2,0,0,5,0,1,5,10,4,4,2,0,0,3,1,0,3,1,3,7,6,11,0.2,0.25,0.23333333333333334,0.48333333333333334
83,2016,4,LG,65103,94,83,18,16,24,3,0,9,4,0,0,1,8,1,2,12,1,7,17,20,6,4,2,2,0,3,3,0,3,2,3,5,10,12,0.2891566265060241,0.3617021276595745,0.6506024096385542,1.0123045372981287
84,2016,4,LG,65115,13,9,0,4,1,0,0,0,0,1,0,0,4,0,0,3,0,1,2,0,0,2,2,1,0,1,0,0,2,1,2,3,4,7,0.1111111111111111,0.38461538461538464,0.1111111111111111,0.49572649572649574
85,2016,4,LG,71842,45,37,2,3,6,0,0,0,0,1,1,0,6,0,1,11,1,1,11,15,2,4,2,2,0,2,3,0,3,2,3,8,9,12,0.16216216216216217,0.29545454545454547,0.16216216216216217,0.45761670761670764
86,2016,4,LG,72133,85,75,8,13,21,6,0,2,2,1,0,0,10,1,0,13,3,0,17,17,3,4,2,2,0,3,3,0,3,2,3,3,10,12,0.28,0.36470588235294116,0.44,0.8047058823529412
87,2016,4,LG,72456,5,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,2,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666
88,2016,4,LG,73824,7,4,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,8,1,3,0.0,0.42857142857142855,0.0,0.42857142857142855
89,2016,4,LG,74823,12,9,0,2,1,0,0,0,1,0,1,0,2,0,0,1,0,0,3,2,0,2,1,0,0,0,0,0,0,0,0,1,2,1,0.1111111111111111,0.2727272727272727,0.1111111111111111,0.3838383838383838
90,2016,4,LG,76100,76,68,15,11,21,1,1,4,2,0,0,1,6,1,1,16,0,0,16,25,8,4,2,2,0,2,2,0,3,2,3,4,8,12,0.3088235294117647,0.3684210526315789,0.5294117647058824,0.8978328173374612
91,2016,4,LG,78135,23,23,3,2,8,1,1,0,0,0,0,0,0,0,0,4,0,0,4,2,2,2,0,2,0,2,2,0,1,0,3,4,6,6,0.34782608695652173,0.34782608695652173,0.4782608695652174,0.8260869565217391
92,2016,4,LG,78217,5,4,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,2,0,0,9,1,3,0.0,0.2,0.0,0.2
93,2016,4,LG,79109,57,49,7,7,12,0,0,3,1,0,0,0,8,0,0,10,0,2,13,11,3,2,0,2,0,3,3,0,0,2,3,9,8,7,0.24489795918367346,0.3508771929824561,0.42857142857142855,0.7794486215538847
94,2016,4,LG,79150,81,71,7,8,15,3,0,1,1,3,0,1,9,0,0,26,0,2,15,12,1,4,2,0,0,3,3,0,3,2,3,1,8,12,0.2112676056338028,0.2962962962962963,0.29577464788732394,0.5920709441836203
95,2016,4,LG,79192,59,54,12,4,14,1,0,2,0,0,0,2,1,0,2,13,1,1,13,15,5,4,2,2,0,3,3,0,3,2,3,7,10,12,0.25925925925925924,0.288135593220339,0.3888888888888889,0.6770244821092279
96,2016,4,LG,79198,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,1,0,0,1,1,0,1,0,1,9,4,5,0.0,0.0,0.0,0.0
97,2016,4,LG,96462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,1,0.0,0.0,0.0,0.0
98,2016,4,LG,99606,63,51,8,9,18,2,0,1,1,2,2,1,8,1,1,6,0,1,13,9,5,4,0,2,0,2,3,0,0,2,3,6,9,7,0.35294117647058826,0.4426229508196721,0.45098039215686275,0.8936033429765349
99,2016,4,LT,60523,105,91,9,6,22,4,1,0,1,1,1,1,7,0,5,29,3,2,19,21,5,3,3,3,3,0,4,0,3,3,3,1,14,11,0.24175824175824176,0.3269230769230769,0.3076923076923077,0.6346153846153846
100,2016,4,LT,60558,23,23,0,2,6,1,0,0,1,0,0,0,0,0,0,5,1,0,3,7,1,0,0,0,0,0,0,0,3,1,3,7,4,3,0.2608695652173913,0.2608695652173913,0.30434782608695654,0.5652173913043479
101,2016,4,LT,61554,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,3,0,0,2,0,0,0,0,1,2,3,0.0,0.0,0.0,0.0
102,2016,4,LT,62559,4,4,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,7,1,0,0.25,0.25,0.5,0.75
103,2016,4,LT,64022,10,10,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,0,1,3,0,2,0,2,0,1,0,0,6,6,3,0.1,0.1,0.1,0.2
104,2016,4,LT,65506,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,1,0.0,0.0,0.0,0.0
105,2016,4,LT,65513,10,9,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,2,4,0,3,1,2,0,0,2,0,0,0,0,8,6,2,0.0,0.1,0.0,0.1
106,2016,4,LT,65523,97,88,18,18,27,6,1,2,6,1,1,1,7,1,0,23,2,0,15,37,12,3,3,3,3,0,4,0,3,2,3,3,13,11,0.3068181818181818,0.3541666666666667,0.4659090909090909,0.8200757575757576
107,2016,4,LT,65546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0.0,0.0,0.0,0.0
108,2016,4,LT,71552,105,85,16,14,25,5,0,4,0,0,0,1,19,0,0,25,4,0,19,29,7,3,3,3,3,0,4,0,3,3,3,4,14,11,0.29411764705882354,0.41904761904761906,0.49411764705882355,0.9131652661064427
109,2016,4,LT,71562,86,76,5,8,22,1,1,0,2,1,3,1,6,1,0,10,0,2,18,18,5,3,3,3,3,0,4,0,2,3,3,7,13,11,0.2894736842105263,0.3373493975903614,0.32894736842105265,0.6662967660114141
110,2016,4,LT,71565,27,23,0,2,3,0,0,0,0,0,0,0,4,0,0,4,2,0,7,8,0,2,3,3,3,0,1,0,2,3,3,9,10,10,0.13043478260869565,0.25925925925925924,0.13043478260869565,0.38969404186795487
111,2016,4,LT,72546,64,57,5,5,15,0,0,1,1,1,3,1,3,0,0,9,0,1,15,15,2,3,3,3,3,0,3,0,2,3,2,9,12,10,0.2631578947368421,0.29508196721311475,0.3157894736842105,0.6108714408973253
112,2016,4,LT,72551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0.0,0.0,0.0,0.0
113,2016,4,LT,73226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,1,0.0,0.0,0.0,0.0
114,2016,4,LT,74540,91,74,18,14,22,3,0,6,0,0,0,1,13,0,3,23,1,1,18,16,8,3,2,3,3,0,3,0,3,3,3,6,13,10,0.2972972972972973,0.4175824175824176,0.581081081081081,0.9986634986634986
115,2016,4,LT,76313,103,96,21,16,31,4,1,6,1,2,0,1,6,0,0,8,2,2,20,30,13,3,3,3,3,0,3,0,3,3,3,5,13,11,0.3229166666666667,0.3592233009708738,0.5729166666666666,0.9321399676375404
116,2016,4,LT,76509,97,86,12,16,37,7,1,1,3,4,0,1,10,1,0,10,3,1,24,23,8,3,3,3,3,0,4,0,2,3,0,2,13,8,0.43023255813953487,0.4845360824742268,0.5697674418604651,1.0543035243346919
117,2016,4,LT,76536,19,17,3,0,3,0,0,0,0,0,0,1,0,0,1,3,1,0,5,7,1,3,2,2,2,0,2,0,2,0,1,8,9,5,0.17647058823529413,0.21052631578947367,0.17647058823529413,0.38699690402476783
118,2016,4,LT,77532,114,99,14,23,33,9,1,3,8,1,0,0,15,0,0,21,0,2,21,20,8,3,3,3,3,0,4,0,3,3,3,1,14,11,0.3333333333333333,0.42105263157894735,0.5353535353535354,0.9564061669324827
119,2016,4,LT,77669,8,8,0,2,2,1,0,0,0,0,0,0,0,0,0,3,0,0,1,3,0,2,2,0,2,0,0,0,1,0,0,4,5,2,0.25,0.25,0.375,0.625
120,2016,4,LT,78566,4,4,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,7,1,4,0.0,0.0,0.0,0.0
121,2016,4,LT,78850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,9,1,1,0.0,0.0,0.0,0.0
122,2016,4,LT,79356,7,7,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,4,0,0,0,0,0,0,0,0,1,0,2,9,1,2,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857
