"","year","month","P_ID","T_ID","PA","BAT_ORDER","stadium_MH","stadium_MS","stadium_JS","stadium_SW","stadium_DJ","stadium_DG","stadium_GJ","stadium_GC","stadium_SJ","stadium_PH","stadium_US","stadium_CJ","stadium_CW","VS_T_ID_HH","VS_T_ID_HT","VS_T_ID_KT","VS_T_ID_LG","VS_T_ID_LT","VS_T_ID_NC","VS_T_ID_OB","VS_T_ID_SK","VS_T_ID_SS","VS_T_ID_WO","HOME","AWAY","SB_try","SB_succ","BABIP","H2_rate","H3_rate","HR_rate","BB_rate","HP_rate","GD_rate","XR","AVG","OBP","SLG","OPS"
"27",2016,4,62244,"OB",21,5,0,0,14,3,3,2,2,0,0,0,0,0,0,6,2,3,0,0,3,0,3,4,3,14,10,0.0184552289815448,0.703703703703704,0.302213666987488,0.333333333333333,0,0,0.238095238095238,0.0476190476190476,0,2.64,0.2,0.428571428571429,0.266666666666667,0.695238095238095
"28",2016,4,62332,"WO",8,6,3,2,3,0,3,0,2,11,0,0,0,0,0,3,2,3,3,3,2,3,5,0,0,11,13,0,0,0.252788104089219,0.333333333333333,0,0,0,0.125,0,1.692,0.428571428571429,0.5,0.571428571428571,1.07142857142857
"29",2016,4,62353,"WO",26,8,3,2,3,0,3,0,2,11,0,0,0,0,0,3,2,3,3,3,2,3,5,0,0,11,13,0.0890052356020942,0.647058823529412,0.330532212885154,0,0.2,0,0.115384615384615,0.0384615384615385,0,3.034,0.238095238095238,0.346153846153846,0.333333333333333,0.67948717948718
"30",2016,4,62404,"SS",100,3,0,0,2,3,2,10,3,0,3,0,0,0,0,2,3,6,2,3,3,4,0,0,0,10,13,0.0277242972660762,0.777777777777778,0.360953461975028,0.1875,0.0625,0.0625,0.1,0.01,0,20.038,0.367816091954023,0.43,0.551724137931034,0.981724137931034
"31",2016,4,62415,"SS",93,2,0,0,2,3,2,10,3,0,3,0,0,0,0,2,3,6,2,3,3,4,0,0,0,10,13,0.077713111947963,0.766519823788546,0.315363881401617,0.214285714285714,0,0.0714285714285714,0.0537634408602151,0,0.021505376344086,4.176,0.172839506172839,0.204301075268817,0.246913580246914,0.451214655515731
"32",2016,4,62559,"LT",4,7,0,2,3,3,0,0,0,3,14,0,0,0,0,3,3,3,3,0,4,0,3,3,3,14,11,0.0132325141776938,0.428571428571429,0.337950138504155,1,0,0,0,0,0,0.442,0.25,0.25,0.5,0.75
"33",2016,4,62668,"HT",11,9,3,2,0,3,2,0,9,0,3,0,0,0,0,2,0,3,2,3,2,2,3,3,2,9,13,0,0,0.148148148148148,0,0,0.333333333333333,0,0,0,2.04,0.3,0.272727272727273,0.6,0.872727272727273
"34",2016,4,62700,"HH",67,7,0,3,5,0,12,0,0,0,3,0,0,0,0,0,2,0,4,3,3,6,0,2,3,12,11,0.032501450957632,0.535714285714286,0.338099243061396,0.235294117647059,0,0.117647058823529,0.0298507462686567,0.0298507462686567,0,8.44,0.278688524590164,0.313432835820896,0.442622950819672,0.756055786640568
"35",2016,4,62797,"HH",3,8,0,3,5,0,12,0,0,0,3,0,0,0,0,0,2,0,4,3,3,6,0,2,3,12,11,0.0145513338722716,0.611111111111111,0.294310722100656,0,0,0,0,0,0,0.304,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667
"36",2016,4,62864,"SK",14,9,15,0,3,2,0,0,0,2,3,0,0,0,0,0,3,5,3,3,3,3,0,0,5,15,10,0.0142737195633921,0.647058823529412,0.270462633451957,0.5,0,0,0.285714285714286,0,0,2.024,0.2,0.428571428571429,0.3,0.728571428571429
"37",2016,4,62893,"SK",36,8,15,0,3,2,0,0,0,2,3,0,0,0,0,0,3,5,3,3,3,3,0,0,5,15,10,0.0547945205479452,0.5625,0.389473684210526,0.0909090909090909,0,0,0.0277777777777778,0.0555555555555556,0,5.088,0.354838709677419,0.388888888888889,0.387096774193548,0.775985663082437
"38",2016,4,62907,"NC",50,1,3,9,6,0,0,3,0,0,2,0,0,0,0,3,2,0,3,4,0,3,3,3,2,9,14,0.0436255823803473,0.766990291262136,0.37554347826087,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.08,0,0.02,6.958,0.304347826086957,0.36,0.434782608695652,0.794782608695652
"39",2016,4,62908,"NC",1,6,3,9,6,0,0,3,0,0,2,0,0,0,0,3,2,0,3,4,0,3,3,3,2,9,14,0.0374149659863946,0.636363636363636,0.267489711934156,0,0,0,0,0,0,-0.09,0,0,0,0
"40",2016,4,62934,"NC",31,2,3,9,6,0,0,3,0,0,2,0,0,0,0,3,2,0,3,4,0,3,3,3,2,9,14,0.0376378974691759,0.706896551724138,0.272641509433962,0,0,0,0.032258064516129,0.032258064516129,0,0.184,0.111111111111111,0.161290322580645,0.111111111111111,0.272401433691756
"41",2016,4,62947,"NC",101,3,3,9,6,0,0,3,0,0,2,0,0,0,0,3,2,0,3,4,0,3,3,3,2,9,14,0.0242779405609041,0.741379310344828,0.390033222591362,0.296296296296296,0,0.0740740740740741,0.0891089108910891,0,0,14.51,0.3,0.356435643564356,0.455555555555556,0.811991199119912
"42",2016,4,63077,"LG",18,9,3,0,10,0,2,2,2,3,0,0,0,0,0,4,2,2,0,3,3,0,3,2,3,10,12,0.0821917808219178,0.666666666666667,0.232142857142857,0.333333333333333,0,0,0,0,0,0.502,0.166666666666667,0.166666666666667,0.222222222222222,0.388888888888889
"43",2016,4,63123,"LG",16,9,3,0,10,0,2,2,2,3,0,0,0,0,0,4,2,2,0,3,3,0,3,2,3,10,12,0.0106571936056838,0.5,0.307692307692308,0,0,0,0.0625,0,0,-0.476,0.0666666666666667,0.125,0.0666666666666667,0.191666666666667
"44",2016,4,63260,"OB",1,8,0,0,14,3,3,2,2,0,0,0,0,0,0,6,2,3,0,0,3,0,3,4,3,14,10,0.00740740740740741,0.333333333333333,0.269076305220884,0,0,0,0,0,0,-0.098,0,0,0,0
"45",2016,4,63360,"WO",11,5,3,2,3,0,3,0,2,11,0,0,0,0,0,3,2,3,3,3,2,3,5,0,0,11,13,0,0,0.2,0,0,0,0.272727272727273,0.0909090909090909,0,1.312,0.142857142857143,0.454545454545455,0.142857142857143,0.597402597402597
"46",2016,4,63440,"SS",26,8,0,0,2,3,2,10,3,0,3,0,0,0,0,2,3,6,2,3,3,4,0,0,0,10,13,0,0,0.301652892561983,0.285714285714286,0,0,0.0384615384615385,0.0384615384615385,0,3.058,0.291666666666667,0.346153846153846,0.375,0.721153846153846
"47",2016,4,63634,"HT",17,8,3,2,0,3,2,0,9,0,3,0,0,0,0,2,0,3,2,3,2,2,3,3,2,9,13,0.00213219616204691,0,0.278985507246377,0.4,0,0,0.0588235294117647,0,0,2.242,0.3125,0.352941176470588,0.4375,0.790441176470588
"48",2016,4,63636,"HT",2,6,3,2,0,3,2,0,9,0,3,0,0,0,0,2,0,3,2,3,2,2,3,3,2,9,13,0.0421686746987952,0.428571428571429,0.288135593220339,0,0,0,0,0,0,0.09,0.5,0.5,0.5,1
"49",2016,4,63704,"HT",55,2,3,2,0,3,2,0,9,0,3,0,0,0,0,2,0,3,2,3,2,2,3,3,2,9,13,0.0614837398373984,0.735537190082645,0.331210191082803,0.0625,0.0625,0.0625,0.0909090909090909,0,0,9.66,0.333333333333333,0.381818181818182,0.458333333333333,0.840151515151515
"50",2016,4,63920,"NC",35,1,3,9,6,0,0,3,0,0,2,0,0,0,0,3,2,0,3,4,0,3,3,3,2,9,14,0.019538188277087,0.363636363636364,0.31043956043956,0.166666666666667,0,0,0.2,0,0,7.356,0.444444444444444,0.542857142857143,0.518518518518518,1.06137566137566
"51",2016,4,64004,"KT",7,2,3,0,2,14,0,3,0,3,0,0,0,0,0,0,3,0,2,3,0,3,5,6,3,14,11,0.0580474934036939,0.681818181818182,0.303602058319039,0,0,0,0.142857142857143,0,0,-0.216,0,0.142857142857143,0,0.142857142857143
"52",2016,4,64006,"KT",16,9,3,0,2,14,0,3,0,3,0,0,0,0,0,0,3,0,2,3,0,3,5,6,3,14,11,0.0676195711929632,0.747967479674797,0.295438088341781,0,0,0,0.125,0,0,1.984,0.285714285714286,0.375,0.285714285714286,0.660714285714286
"53",2016,4,64007,"KT",16,4,3,0,2,14,0,3,0,3,0,0,0,0,0,0,3,0,2,3,0,3,5,6,3,14,11,0.0161290322580645,0.75,0.27891156462585,0.25,0,0.25,0,0,0,2.04,0.25,0.25,0.5,0.75
"54",2016,4,64022,"LT",10,6,0,2,3,3,0,0,0,3,14,0,0,0,0,3,3,3,3,0,4,0,3,3,3,14,11,0.00285714285714286,0,0.294392523364486,0,0,0,0,0,0,-0.326,0.1,0.1,0.1,0.2
"55",2016,4,64086,"HH",78,7,0,3,5,0,12,0,0,0,3,0,0,0,0,0,2,0,4,3,3,6,0,2,3,12,11,0.0145348837209302,0.2,0.295336787564767,0.277777777777778,0,0.166666666666667,0.0641025641025641,0.0128205128205128,0.0256410256410256,9.92,0.260869565217391,0.307692307692308,0.463768115942029,0.771460423634337
"56",2016,4,64153,"LG",33,7,3,0,10,0,2,2,2,3,0,0,0,0,0,4,2,2,0,3,3,0,3,2,3,10,12,0.0131172839506173,0.470588235294118,0.289558665231432,0.166666666666667,0,0,0.0606060606060606,0,0,1.97,0.2,0.242424242424242,0.233333333333333,0.475757575757576
"57",2016,4,64166,"KT",8,2,3,0,2,14,0,3,0,3,0,0,0,0,0,0,3,0,2,3,0,3,5,6,3,14,11,0.0525477707006369,0.606060606060606,0.361038961038961,0,0,0,0.125,0,0,-0.634,0,0.125,0,0.125
"58",2016,4,64300,"WO",99,8,3,2,3,0,3,0,2,11,0,0,0,0,0,3,2,3,3,3,2,3,5,0,0,11,13,0.0457963089542037,0.783582089552239,0.304594978683089,0.25,0,0.166666666666667,0.0909090909090909,0.0202020202020202,0,15.708,0.275862068965517,0.353535353535354,0.482758620689655,0.836293974225009
"59",2016,4,64346,"WO",62,9,3,2,3,0,3,0,2,11,0,0,0,0,0,3,2,3,3,3,2,3,5,0,0,11,13,0.048440065681445,0.813559322033898,0.352331606217617,0.444444444444444,0,0,0.112903225806452,0,0.0161290322580645,3.342,0.166666666666667,0.258064516129032,0.240740740740741,0.498805256869773
"60",2016,4,64468,"SS",0,6,0,0,2,3,2,10,3,0,3,0,0,0,0,2,3,6,2,3,3,4,0,0,0,10,13,0.0284900284900285,0.7,0.280851063829787,0,0,0,0,0,0,0,0,0,0,0
"61",2016,4,64493,"SS",8,5,0,0,2,3,2,10,3,0,3,0,0,0,0,2,3,6,2,3,3,4,0,0,0,10,13,0.114285714285714,0.5,0.19047619047619,0,0,0,0.125,0,0,-0.044,0.142857142857143,0.25,0.142857142857143,0.392857142857143
"62",2016,4,64499,"SS",16,9,0,0,2,3,2,10,3,0,3,0,0,0,0,2,3,6,2,3,3,4,0,0,0,10,13,0.00847457627118644,0.5,0.251461988304094,0.25,0,0,0.0625,0,0.0625,1.224,0.285714285714286,0.3125,0.357142857142857,0.669642857142857
"63",2016,4,64610,"HT",13,8,3,2,0,3,2,0,9,0,3,0,0,0,0,2,0,3,2,3,2,2,3,3,2,9,13,0.0350535540408958,0.611111111111111,0.329656862745098,0.333333333333333,0.333333333333333,0,0,0,0,1.344,0.230769230769231,0.230769230769231,0.461538461538462,0.692307692307692
"64",2016,4,64646,"HT",5,5,3,2,0,3,2,0,9,0,3,0,0,0,0,2,0,3,2,3,2,2,3,3,2,9,13,0.0656862745098039,0.805970149253731,0.285350318471338,0,0,0,0,0,0,-0.278,0,0,0,0
"65",2016,4,64699,"HT",83,4,3,2,0,3,2,0,9,0,3,0,0,0,0,2,0,3,2,3,2,2,3,3,2,9,13,0.0238970588235294,0.769230769230769,0.326923076923077,0.296296296296296,0,0.111111111111111,0.072289156626506,0,0.0481927710843374,14.412,0.350649350649351,0.397590361445783,0.571428571428571,0.969018932874355
"66",2016,4,64890,"SK",3,4,15,0,3,2,0,0,0,2,3,0,0,0,0,0,3,5,3,3,3,3,0,0,5,15,10,0.037037037037037,0,0.263157894736842,0,0,0,0,0,0,-0.286,0,0,0,0
"67",2016,4,64906,"NC",2,7,3,9,6,0,0,3,0,0,2,0,0,0,0,3,2,0,3,4,0,3,3,3,2,9,14,0.010752688172043,1,0.289855072463768,0,0,0,0,0,0,-0.188,0,0,0,0
"68",2016,4,64914,"NC",97,4,3,9,6,0,0,3,0,0,2,0,0,0,0,3,2,0,3,4,0,3,3,3,2,9,14,0.0321361058601134,0.764705882352941,0.333333333333333,0.142857142857143,0,0.178571428571429,0.11340206185567,0.0103092783505155,0,17.91,0.329411764705882,0.412371134020619,0.552941176470588,0.965312310491207
"69",2016,4,65005,"KT",89,3,3,0,2,14,0,3,0,3,0,0,0,0,0,0,3,0,2,3,0,3,5,6,3,14,11,0,0,0.249027237354086,0.105263157894737,0,0.263157894736842,0.0786516853932584,0,0.0561797752808989,9.388,0.231707317073171,0.292134831460674,0.439024390243902,0.731159221704577
"70",2016,4,65103,"LG",94,5,3,0,10,0,2,2,2,3,0,0,0,0,0,4,2,2,0,3,3,0,3,2,3,10,12,0.045045045045045,0.6,0.300168634064081,0.125,0,0.375,0.0851063829787234,0.0212765957446809,0.0106382978723404,19.734,0.289156626506024,0.361702127659574,0.650602409638554,1.01230453729813
"71",2016,4,65115,"LG",13,3,3,0,10,0,2,2,2,3,0,0,0,0,0,4,2,2,0,3,3,0,3,2,3,10,12,0.0183908045977011,0.5,0.310344827586207,0,0,0,0.307692307692308,0,0,0.796,0.111111111111111,0.384615384615385,0.111111111111111,0.495726495726496
"72",2016,4,65506,"LT",0,9,0,2,3,3,0,0,0,3,14,0,0,0,0,3,3,3,3,0,4,0,3,3,3,14,11,0.117647058823529,0.75,0.337349397590361,0,0,0,0,0,0,0,0,0,0,0
"73",2016,4,65513,"LT",10,8,0,2,3,3,0,0,0,3,14,0,0,0,0,3,3,3,3,0,4,0,3,3,3,14,11,0,0,0.220588235294118,0,0,0,0.1,0,0,-0.502,0,0.1,0,0.1
"74",2016,4,65523,"LT",97,3,0,2,3,3,0,0,0,3,14,0,0,0,0,3,3,3,3,0,4,0,3,3,3,14,11,0.0625,0.882352941176471,0.347593582887701,0.222222222222222,0.037037037037037,0.0740740740740741,0.0721649484536082,0,0.0206185567010309,14.506,0.306818181818182,0.350515463917526,0.465909090909091,0.816424554826617
"75",2016,4,65546,"LT",0,3,0,2,3,3,0,0,0,3,14,0,0,0,0,3,3,3,3,0,4,0,3,3,3,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76",2016,4,65653,"HT",8,2,3,2,0,3,2,0,9,0,3,0,0,0,0,2,0,3,2,3,2,2,3,3,2,9,13,0.0521512385919166,0.625,0.31936127744511,0.333333333333333,0,0,0,0,0,1.246,0.375,0.375,0.5,0.875
"77",2016,4,65933,"NC",0,7,3,9,6,0,0,3,0,0,2,0,0,0,0,3,2,0,3,4,0,3,3,3,2,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78",2016,4,66209,"OB",8,8,0,0,14,3,3,2,2,0,0,0,0,0,0,6,2,3,0,0,3,0,3,4,3,14,10,0.0701754385964912,0.7,0.331797235023041,0,0,0,0,0,0,0.296,0.25,0.25,0.25,0.5
"79",2016,4,66244,"OB",74,4,0,0,14,3,3,2,2,0,0,0,0,0,0,6,2,3,0,0,3,0,3,4,3,14,10,0.00188323917137476,1,0.334828101644245,0.2,0,0.1,0.135135135135135,0.027027027027027,0.0135135135135135,5.626,0.163934426229508,0.297297297297297,0.245901639344262,0.54319893664156
"80",2016,4,66306,"WO",108,4,3,2,3,0,3,0,2,11,0,0,0,0,0,3,2,3,3,3,2,3,5,0,0,11,13,0.00180505415162455,1,0.307901907356948,0.181818181818182,0,0.227272727272727,0.12037037037037,0.0185185185185185,0.0185185185185185,15.142,0.241758241758242,0.342592592592593,0.450549450549451,0.793142043142043
"81",2016,4,66452,"SS",86,3,0,0,2,3,2,10,3,0,3,0,0,0,0,2,3,6,2,3,3,4,0,0,0,10,13,0,0,0.25,0.117647058823529,0,0.0588235294117647,0.127906976744186,0.0116279069767442,0,9.118,0.232876712328767,0.337209302325581,0.301369863013699,0.63857916533928
"82",2016,4,66643,"HT",0,6,3,2,0,3,2,0,9,0,3,0,0,0,0,2,0,3,2,3,2,2,3,3,2,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83",2016,4,66740,"HH",80,6,0,3,5,0,12,0,0,0,3,0,0,0,0,0,2,0,4,3,3,6,0,2,3,12,11,0.0182341650671785,0.578947368421053,0.330110497237569,0.217391304347826,0,0.0434782608695652,0.0375,0.0125,0.025,9.238,0.306666666666667,0.3375,0.413333333333333,0.750833333333333
"84",2016,4,66805,"SK",59,7,15,0,3,2,0,0,0,2,3,0,0,0,0,0,3,5,3,3,3,3,0,0,5,15,10,0.0487804878048781,0.666666666666667,0.305084745762712,0.0909090909090909,0,0.272727272727273,0.0338983050847458,0.0169491525423729,0.0338983050847458,4.058,0.196428571428571,0.23728813559322,0.375,0.61228813559322
"85",2016,4,66833,"SK",4,1,15,0,3,2,0,0,0,2,3,0,0,0,0,0,3,5,3,3,3,3,0,0,5,15,10,0,0,0.4,0,0,0,0,0,0,-0.376,0,0,0,0
"86",2016,4,66838,"SK",2,8,15,0,3,2,0,0,0,2,3,0,0,0,0,0,3,5,3,3,3,3,0,0,5,15,10,0.0191815856777494,0.666666666666667,0.300373134328358,0,0,0,0,0,0,0.402,0.5,0.5,0.5,1
"87",2016,4,66928,"NC",0,6,3,9,6,0,0,3,0,0,2,0,0,0,0,3,2,0,3,4,0,3,3,3,2,9,14,0.0217391304347826,1,0.259259259259259,0,0,0,0,0,0,0,0,0,0,0
"88",2016,4,66968,"NC",3,5,3,9,6,0,0,3,0,0,2,0,0,0,0,3,2,0,3,4,0,3,3,3,2,9,14,0.270588235294118,0.869565217391304,0.228070175438596,0,0,0,0,0,0,0.27,0,0,0,0
"89",2016,4,70142,"HT",0,6,3,2,0,3,2,0,9,0,3,0,0,0,0,2,0,3,2,3,2,2,3,3,2,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90",2016,4,70410,"HT",99,3,3,2,0,3,2,0,9,0,3,0,0,0,0,2,0,3,2,3,2,2,3,3,2,9,13,0.0217506631299735,0.707317073170732,0.345318860244233,0.269230769230769,0.0384615384615385,0.0384615384615385,0.0404040404040404,0.0101010101010101,0.0303030303030303,9.966,0.279569892473118,0.313131313131313,0.408602150537634,0.721733463668948
"91",2016,4,70553,"KT",66,9,3,0,2,14,0,3,0,3,0,0,0,0,0,0,3,0,2,3,0,3,5,6,3,14,11,0.00743494423791822,0.5,0.293015332197615,0.357142857142857,0,0,0.106060606060606,0,0.0303030303030303,5.634,0.241379310344828,0.318181818181818,0.327586206896552,0.64576802507837
"92",2016,4,70646,"KT",81,6,3,0,2,14,0,3,0,3,0,0,0,0,0,0,3,0,2,3,0,3,5,6,3,14,11,0.0040650406504065,0,0.236363636363636,0,0,0.285714285714286,0.0864197530864197,0.0123456790123457,0.0617283950617284,6.872,0.197183098591549,0.271604938271605,0.366197183098592,0.637802121370197
"93",2016,4,70756,"HT",93,5,3,2,0,3,2,0,9,0,3,0,0,0,0,2,0,3,2,3,2,2,3,3,2,9,13,0.00211565585331453,0.666666666666667,0.284823284823285,0.2,0,0.16,0.0860215053763441,0.021505376344086,0.010752688172043,15.286,0.304878048780488,0.376344086021505,0.51219512195122,0.888539207972725
"94",2016,4,71184,"HT",31,8,3,2,0,3,2,0,9,0,3,0,0,0,0,2,0,3,2,3,2,2,3,3,2,9,13,0.00202429149797571,1,0.255154639175258,0.166666666666667,0,0,0.032258064516129,0.032258064516129,0.032258064516129,2.148,0.222222222222222,0.258064516129032,0.259259259259259,0.517323775388292
"95",2016,4,71207,"HT",62,1,3,2,0,3,2,0,9,0,3,0,0,0,0,2,0,3,2,3,2,2,3,3,2,9,13,0.0111111111111111,1,0.271186440677966,0.272727272727273,0,0,0.17741935483871,0,0.032258064516129,5.644,0.215686274509804,0.354838709677419,0.274509803921569,0.629348513598988
"96",2016,4,71347,"HH",36,2,0,3,5,0,12,0,0,0,3,0,0,0,0,0,2,0,4,3,3,6,0,2,3,12,11,0.0324909747292419,0.611111111111111,0.305489260143198,0.166666666666667,0.166666666666667,0,0.0555555555555556,0,0.0277777777777778,2.206,0.1875,0.222222222222222,0.28125,0.503472222222222
