"","P_ID","H2_rate","H3_rate","HR_rate","BB_rate","HP_rate","KK_rate","BK_rate"
"58",62242,0.0344827586206897,0.00574712643678161,0.0229885057471264,0.0632183908045977,0.00574712643678161,0.0977011494252874,0
"59",62263,0.04,0,0,0.12,0,0.04,0
"60",62294,0,0,0,1,0,0,0
"61",62360,0.0495867768595041,0.00413223140495868,0.00413223140495868,0.0661157024793388,0.0206611570247934,0.136363636363636,0
"62",62363,0.0314232902033272,0.00184842883548983,0.0166358595194085,0.0591497227356747,0.0258780036968577,0.188539741219963,0.00369685767097967
"63",62528,0.0546448087431694,0.00546448087431694,0.0327868852459016,0.0655737704918033,0,0.229508196721311,0
"64",62595,0.0909090909090909,0,0.0909090909090909,0.181818181818182,0,0.0909090909090909,0
"65",62611,0.119047619047619,0,0.0238095238095238,0.0952380952380952,0,0.0952380952380952,0
"66",62655,0.0483870967741935,0,0.0161290322580645,0.0806451612903226,0.0161290322580645,0.112903225806452,0
"67",62754,0.0454545454545455,0.00239234449760766,0.0191387559808612,0.0574162679425837,0.0119617224880383,0.191387559808612,0.00239234449760766
"68",62869,0.05,0,0.0214285714285714,0.0660714285714286,0.00892857142857143,0.189285714285714,0
"69",62908,0,0,0,0,0,0,0
"70",62920,0.0234375,0,0.0234375,0.171875,0.0078125,0.1953125,0
"71",62937,0.117647058823529,0.0294117647058824,0.0588235294117647,0.117647058823529,0,0.0294117647058824,0
"72",62951,0.0491803278688525,0,0.040983606557377,0.131147540983607,0.0163934426229508,0.10655737704918,0
"73",63103,0.111111111111111,0,0,0.333333333333333,0,0.222222222222222,0
"74",63248,0.0265957446808511,0,0.00531914893617021,0.0904255319148936,0,0.228723404255319,0
"75",63292,0.0540540540540541,0,0.027027027027027,0.126126126126126,0,0.153153153153153,0
"76",63342,0.0205128205128205,0,0.0102564102564103,0.0615384615384615,0.00512820512820513,0.271794871794872,0
"77",63348,0.0548780487804878,0,0.0304878048780488,0.0792682926829268,0.00609756097560976,0.146341463414634,0
"78",63464,0.0229885057471264,0,0.0172413793103448,0.120689655172414,0.0114942528735632,0.189655172413793,0
"79",63492,0.230769230769231,0,0.153846153846154,0.153846153846154,0,0.0769230769230769,0
"80",63512,0.0773809523809524,0.00595238095238095,0.0297619047619048,0.0654761904761905,0.0178571428571429,0.25,0
"81",63543,0.0414507772020725,0,0.0362694300518135,0.0880829015544041,0,0.233160621761658,0
"82",63628,0.0485436893203883,0,0.0145631067961165,0.058252427184466,0.00485436893203883,0.087378640776699,0.00970873786407767
"83",63638,0.0072463768115942,0,0.0072463768115942,0.0289855072463768,0,0.210144927536232,0
"84",63765,0.0419161676646707,0.0179640718562874,0.0239520958083832,0.125748502994012,0.0179640718562874,0.161676646706587,0
"85",63894,0.0358974358974359,0.00512820512820513,0.00512820512820513,0.194871794871795,0.0256410256410256,0.2,0
"86",63914,0.0625,0,0,0.125,0.0625,0.0625,0
"87",63950,0.040983606557377,0.0163934426229508,0.040983606557377,0.0819672131147541,0.0163934426229508,0.131147540983607,0
"88",63959,0.0204081632653061,0,0.0136054421768707,0.102040816326531,0.0476190476190476,0.163265306122449,0
"89",63960,0.0277777777777778,0,0.0555555555555556,0.138888888888889,0,0.166666666666667,0
"90",63961,0.0416666666666667,0,0.0833333333333333,0.166666666666667,0,0.0833333333333333,0
"91",63991,0.037037037037037,0,0.0123456790123457,0.0617283950617284,0.0308641975308642,0.111111111111111,0
"92",64021,0.0352504638218924,0,0.0296846011131725,0.0742115027829314,0.00927643784786642,0.170686456400742,0
"93",64029,0.05,0,0.05,0.2,0,0.2,0
"94",64041,0,0,0,0.4,0,0,0
"95",64047,0.0397350993377483,0,0.00662251655629139,0.0860927152317881,0.00662251655629139,0.165562913907285,0
"96",64051,0.0170454545454545,0,0.0284090909090909,0.0965909090909091,0.0113636363636364,0.181818181818182,0.00568181818181818
"97",64554,0.0240963855421687,0,0.0240963855421687,0.204819277108434,0.0240963855421687,0.108433734939759,0
"98",64565,0.037037037037037,0,0.00617283950617284,0.0555555555555556,0.00617283950617284,0.0987654320987654,0
"99",64580,0,0,0.0714285714285714,0.0714285714285714,0.0357142857142857,0.142857142857143,0
"100",64596,0,0,0,0.315789473684211,0,0.157894736842105,0
"101",64615,0,0,0,0,0.333333333333333,0,0
"102",64718,0.0606060606060606,0,0.0909090909090909,0.0606060606060606,0.0303030303030303,0.121212121212121,0
"103",64760,0.0447761194029851,0,0.0447761194029851,0.119402985074627,0.0298507462686567,0.223880597014925,0
"104",64768,0.0506329113924051,0,0.029535864978903,0.0675105485232067,0.00843881856540084,0.113924050632911,0
"105",64805,0.0592105263157895,0.0131578947368421,0.0197368421052632,0.105263157894737,0.0131578947368421,0.210526315789474,0
"106",64861,0.0288248337028825,0.00886917960088692,0.0199556541019956,0.137472283813747,0.0110864745011086,0.159645232815965,0.00221729490022173
"107",64893,0.0441988950276243,0,0.0165745856353591,0.0883977900552486,0.0110497237569061,0.176795580110497,0
"108",64896,0.0357142857142857,0,0.0714285714285714,0.0714285714285714,0,0.214285714285714,0
"109",64995,0.0344827586206897,0.00985221674876847,0.0197044334975369,0.157635467980296,0.0394088669950739,0.16256157635468,0.00985221674876847
"110",65042,0.0365853658536585,0,0.0365853658536585,0.158536585365854,0.0121951219512195,0.146341463414634,0
"111",65048,0.0297766749379653,0.00248138957816377,0.032258064516129,0.0669975186104218,0.00744416873449132,0.129032258064516,0
"112",65057,0.0789473684210526,0,0,0.105263157894737,0,0.184210526315789,0
"113",65060,0.039647577092511,0,0.0220264317180617,0.0969162995594714,0.00440528634361234,0.136563876651982,0
"114",65062,0.00970873786407767,0.00485436893203883,0.0242718446601942,0.058252427184466,0,0.233009708737864,0
"115",65117,0.058252427184466,0.00970873786407767,0.0194174757281553,0.145631067961165,0.00970873786407767,0.116504854368932,0
"116",65241,0.0196078431372549,0.0065359477124183,0.0130718954248366,0.156862745098039,0.0261437908496732,0.202614379084967,0
"117",65320,0.032994923857868,0,0.032994923857868,0.0685279187817259,0.0177664974619289,0.147208121827411,0
"118",65343,0.0263157894736842,0.0131578947368421,0.0394736842105263,0.171052631578947,0,0.223684210526316,0
"119",65392,0.25,0,0,0.25,0,0.0833333333333333,0
"120",65398,0.0377358490566038,0,0.0691823899371069,0.0628930817610063,0.0125786163522013,0.125786163522013,0
"121",65411,0.037037037037037,0,0.0296296296296296,0.118518518518519,0.0222222222222222,0.118518518518519,0
"122",65496,0.032520325203252,0.00813008130081301,0.016260162601626,0.0731707317073171,0.00813008130081301,0.211382113821138,0
"123",65509,0,0,0,0,0,0,0
"124",65516,0.048728813559322,0,0.0233050847457627,0.116525423728814,0.00423728813559322,0.135593220338983,0.00211864406779661
"125",65616,0.0376940133037694,0.00886917960088692,0.024390243902439,0.0909090909090909,0.0133037694013304,0.146341463414634,0
"126",65639,0.0344827586206897,0.0114942528735632,0.0114942528735632,0.183908045977011,0.0574712643678161,0.195402298850575,0
"127",65643,0.046242774566474,0.00578034682080925,0.0520231213872832,0.0578034682080925,0.0115606936416185,0.190751445086705,0
"128",65665,0.0694444444444444,0.0138888888888889,0.0138888888888889,0.0972222222222222,0,0.180555555555556,0
"129",65696,0.06,0,0.04,0.22,0.04,0.2,0
"130",65764,0.028,0,0.026,0.114,0.014,0.216,0.004
"131",65769,0.0452674897119342,0.00823045267489712,0.037037037037037,0.156378600823045,0.0123456790123457,0.205761316872428,0
"132",65933,0.0339506172839506,0,0.0185185185185185,0.0524691358024691,0,0.305555555555556,0
"133",65937,0,0,0.0434782608695652,0.0869565217391304,0.0434782608695652,0.130434782608696,0
"134",66018,0.0208333333333333,0,0.0208333333333333,0.0625,0.0416666666666667,0.208333333333333,0
"135",66039,0.166666666666667,0,0,0.166666666666667,0.166666666666667,0,0
"136",66047,0,0,0,0.2,0.2,0,0
"137",66145,0.0443037974683544,0.0126582278481013,0.0379746835443038,0.145569620253165,0.00632911392405063,0.177215189873418,0
"138",66291,0.0473588342440801,0.00182149362477231,0.0145719489981785,0.109289617486339,0.00910746812386157,0.138433515482696,0.00182149362477231
"139",66305,0.04,0,0,0.2,0,0.12,0
"140",66557,0.032258064516129,0,0,0.129032258064516,0,0.0967741935483871,0
"141",66609,0.0317460317460317,0.00529100529100529,0.0211640211640212,0.111111111111111,0,0.322751322751323,0
"142",66630,0.0754716981132075,0.0377358490566038,0.0188679245283019,0.188679245283019,0.0188679245283019,0.132075471698113,0
"143",66660,0.0638297872340425,0.0212765957446809,0.0212765957446809,0.148936170212766,0.0212765957446809,0.127659574468085,0
"144",66663,0.025,0,0.05,0.05,0.025,0.075,0
"145",66801,0,0,0.0714285714285714,0.285714285714286,0,0.0714285714285714,0
"146",66859,0.0348837209302326,0.00581395348837209,0.0290697674418605,0.0872093023255814,0.0465116279069767,0.0872093023255814,0
"147",66920,0.0522088353413655,0,0.0401606425702811,0.132530120481928,0.00803212851405622,0.0923694779116466,0
"148",67008,0.0410958904109589,0,0.0547945205479452,0.0684931506849315,0.0136986301369863,0.0684931506849315,0
"149",67045,0.0305343511450382,0,0.0305343511450382,0.099236641221374,0.00763358778625954,0.083969465648855,0
"150",67119,0.0535714285714286,0,0.00892857142857143,0.0982142857142857,0.0178571428571429,0.258928571428571,0
"151",67164,0,0,0.111111111111111,0.222222222222222,0.111111111111111,0,0
"152",67246,0.0333333333333333,0,0.0333333333333333,0.05,0.0166666666666667,0.133333333333333,0
"153",67259,0.1,0,0.0666666666666667,0.0666666666666667,0,0,0
"154",67263,0.0402843601895735,0.00710900473933649,0.0260663507109005,0.0521327014218009,0.014218009478673,0.16824644549763,0.0023696682464455
"155",67266,0.0387596899224806,0.00387596899224806,0.0116279069767442,0.12015503875969,0.0155038759689922,0.186046511627907,0
"156",67313,0.0169491525423729,0.00282485875706215,0.0141242937853107,0.0734463276836158,0.0112994350282486,0.234463276836158,0
"157",67365,0.0196078431372549,0,0,0.0784313725490196,0,0.137254901960784,0
"158",67391,0.0810810810810811,0,0.0225225225225225,0.0990990990990991,0.0045045045045045,0.184684684684685,0
"159",67421,0.0251256281407035,0,0.0100502512562814,0.155778894472362,0.0150753768844221,0.226130653266332,0
"160",67443,0.0236220472440945,0,0.031496062992126,0.15748031496063,0.0236220472440945,0.15748031496063,0
"161",67591,0.0196078431372549,0,0.0588235294117647,0.117647058823529,0,0.156862745098039,0
"162",67603,0.0365853658536585,0,0.0292682926829268,0.0804878048780488,0.00975609756097561,0.146341463414634,0.0024390243902439
"163",67646,0.0338983050847458,0,0.0847457627118644,0.186440677966102,0.0338983050847458,0.135593220338983,0
"164",67703,0.0516431924882629,0.00469483568075117,0.0328638497652582,0.07981220657277,0.0187793427230047,0.211267605633803,0
"165",67711,0.15,0,0,0.1,0,0.15,0
"166",67737,0.0168539325842697,0,0.0280898876404494,0.0898876404494382,0.00561797752808989,0.247191011235955,0
"167",67828,0.0547945205479452,0,0.0410958904109589,0.10958904109589,0.0136986301369863,0.178082191780822,0
"168",67863,0.05,0.02,0.03,0.16,0,0.17,0
"169",67954,0,0,0.0925925925925926,0.148148148148148,0.0185185185185185,0.12962962962963,0
"170",67962,0.032258064516129,0,0,0.0967741935483871,0.032258064516129,0.0967741935483871,0
"171",68043,0.0204081632653061,0,0.0306122448979592,0.142857142857143,0.0204081632653061,0.158163265306122,0
"172",68135,0.0320945945945946,0.00337837837837838,0.0185810810810811,0.0625,0.0135135135135135,0.162162162162162,0.00168918918918919
"173",68200,0.0709677419354839,0,0.00645161290322581,0.0903225806451613,0.0129032258064516,0.180645161290323,0
"174",68249,0.166666666666667,0.0555555555555556,0,0.0555555555555556,0,0.166666666666667,0
"175",68341,0.0104166666666667,0,0.0208333333333333,0.135416666666667,0,0.291666666666667,0
"176",68403,0.0309734513274336,0,0.0221238938053097,0.110619469026549,0.00442477876106195,0.13716814159292,0
"177",68419,0.0495689655172414,0,0.0172413793103448,0.0862068965517241,0.0150862068965517,0.193965517241379,0.0021551724137931
"178",68529,0,0.03125,0,0.09375,0,0.1875,0
"179",68616,0,0,0,0.4,0,0,0
"180",68701,0.0514285714285714,0.00571428571428571,0.0342857142857143,0.0914285714285714,0.0228571428571429,0.137142857142857,0
"181",68703,0.0576923076923077,0,0.0769230769230769,0.115384615384615,0,0.173076923076923,0
"182",68900,0.0364583333333333,0.00520833333333333,0.046875,0.03125,0.00520833333333333,0.15625,0.00520833333333333
"183",68902,0.037037037037037,0,0.0666666666666667,0.0666666666666667,0.0148148148148148,0.103703703703704,0
"184",68910,0,0,0.125,0.125,0.125,0.25,0
"185",69032,0.0401529636711281,0.00191204588910134,0.0210325047801147,0.0650095602294455,0.0152963671128107,0.158699808795411,0
"186",69041,0.0425531914893617,0,0.0638297872340425,0.0851063829787234,0,0.191489361702128,0
"187",69045,0.0469255663430421,0.00485436893203883,0.0194174757281553,0.0372168284789644,0.00970873786407767,0.216828478964401,0.00161812297734628
"188",69054,0.2,0,0,0.12,0,0.08,0
"189",69068,0.0769230769230769,0,0.0769230769230769,0.0769230769230769,0,0.0769230769230769,0
"190",69098,0,0,0,0.307692307692308,0,0.230769230769231,0
"191",69103,0.043859649122807,0.00175438596491228,0.0228070175438597,0.0543859649122807,0.0105263157894737,0.194736842105263,0
"192",69104,0.1,0.0333333333333333,0,0.1,0,0.166666666666667,0
"193",69111,0,0,0,0.285714285714286,0,0,0
"194",69134,0.0285714285714286,0,0.0380952380952381,0.0761904761904762,0.019047619047619,0.266666666666667,0.00952380952380952
"195",69159,0.0161943319838057,0,0.00809716599190283,0.0809716599190283,0.0323886639676113,0.17004048582996,0
"196",69205,0.0833333333333333,0,0.0416666666666667,0.166666666666667,0,0.125,0
"197",69328,0,0,0,0.272727272727273,0,0.0909090909090909,0
"198",69343,0.0379506641366224,0.00569259962049336,0.0113851992409867,0.0379506641366224,0.0094876660341556,0.165085388994307,0.00189753320683112
"199",69360,0.032258064516129,0.00537634408602151,0.0376344086021505,0.129032258064516,0.021505376344086,0.10752688172043,0.00537634408602151
"200",69399,0.0353982300884956,0.00884955752212389,0.0265486725663717,0.0707964601769911,0.0176991150442478,0.079646017699115,0
"201",69439,0.0260115606936416,0.00289017341040462,0.0260115606936416,0.0953757225433526,0.0202312138728324,0.187861271676301,0
"202",69446,0.0459290187891441,0.00208768267223382,0.0292275574112735,0.081419624217119,0.0104384133611691,0.125260960334029,0
"203",69516,0.0597014925373134,0.0447761194029851,0.0298507462686567,0.194029850746269,0.0149253731343284,0.0149253731343284,0
"204",69539,0.0361990950226244,0,0.0339366515837104,0.0701357466063348,0.0113122171945701,0.122171945701357,0
"205",69620,0.0495867768595041,0,0.0165289256198347,0.12396694214876,0.00826446280991736,0.190082644628099,0
"206",69646,0.0714285714285714,0,0.0238095238095238,0.166666666666667,0.0238095238095238,0.107142857142857,0
"207",69703,0.105263157894737,0,0.0526315789473684,0.157894736842105,0.0526315789473684,0,0
"208",69737,0,0,0.2,0,0.2,0,0
"209",69744,0.0479338842975207,0.00495867768595041,0.0247933884297521,0.0462809917355372,0.0181818181818182,0.125619834710744,0
"210",69745,0.0518134715025907,0,0.0310880829015544,0.170984455958549,0.0103626943005181,0.134715025906736,0
"211",69748,0.0317919075144509,0,0.0289017341040462,0.101156069364162,0.0144508670520231,0.176300578034682,0
"212",69813,0.0454545454545455,0,0.0303030303030303,0.121212121212121,0,0.151515151515152,0
"213",69839,0.032051282051282,0,0.0448717948717949,0.198717948717949,0.0128205128205128,0.179487179487179,0
"214",69940,0.0144230769230769,0.00320512820512821,0.0176282051282051,0.0705128205128205,0.0144230769230769,0.205128205128205,0
"215",69962,0.0416666666666667,0,0.0291666666666667,0.1,0.00416666666666667,0.191666666666667,0
"216",69974,0.0714285714285714,0,0.0714285714285714,0.119047619047619,0,0.0952380952380952,0
"217",72447,0.0263157894736842,0.0263157894736842,0,0.105263157894737,0,0.184210526315789,0
"218",72523,0.0256410256410256,0,0.0512820512820513,0.179487179487179,0.0512820512820513,0.102564102564103,0
"219",73117,0.0581395348837209,0.00581395348837209,0.0116279069767442,0.0465116279069767,0,0.156976744186047,0
"220",73211,0.0512820512820513,0.00233100233100233,0.034965034965035,0.0629370629370629,0.00466200466200466,0.128205128205128,0
"221",73738,0.0610687022900763,0,0.0381679389312977,0.0763358778625954,0.0152671755725191,0.183206106870229,0
"222",73750,0,0,0.0526315789473684,0.0526315789473684,0,0.210526315789474,0
"223",73801,0.0358974358974359,0.00512820512820513,0.0205128205128205,0.0769230769230769,0.0153846153846154,0.102564102564103,0
"224",74359,0.027027027027027,0,0.0675675675675676,0,0,0.148648648648649,0.0135135135135135
"225",74454,0.0476190476190476,0.0238095238095238,0,0.130952380952381,0.0357142857142857,0.0476190476190476,0
"226",74857,0.0555555555555556,0.00555555555555556,0.00555555555555556,0.05,0.0222222222222222,0.233333333333333,0
"227",75138,0.032258064516129,0.0161290322580645,0.0645161290322581,0.17741935483871,0,0.145161290322581,0
"228",75258,0.0666666666666667,0,0,0.0666666666666667,0.133333333333333,0.133333333333333,0
"229",75340,0.0273972602739726,0,0.0136986301369863,0.10958904109589,0.00684931506849315,0.116438356164384,0
"230",75342,0.0333333333333333,0,0.0133333333333333,0.04,0.00666666666666667,0.133333333333333,0
"231",75421,0.0638297872340425,0.00709219858156028,0.00709219858156028,0.0921985815602837,0.0141843971631206,0.170212765957447,0
"232",75867,0.0588235294117647,0.00735294117647059,0.0294117647058824,0.0367647058823529,0,0.338235294117647,0
"233",76118,0.0151515151515152,0,0.0202020202020202,0.0858585858585859,0.00505050505050505,0.181818181818182,0
"234",76225,0.0294117647058824,0,0.00980392156862745,0.0490196078431373,0.0294117647058824,0.215686274509804,0
"235",76329,0.0467836257309941,0.0116959064327485,0.0116959064327485,0.0994152046783626,0.0116959064327485,0.210526315789474,0.00584795321637427
"236",76350,0.0390625,0,0.046875,0.1328125,0.0078125,0.1796875,0
"237",76355,0.05,0,0.0375,0.0625,0.01875,0.09375,0
"238",76430,0.0449438202247191,0,0.0168539325842697,0.0898876404494382,0.0112359550561798,0.241573033707865,0
"239",76455,0.0487804878048781,0.00348432055749129,0.0278745644599303,0.0975609756097561,0.00696864111498258,0.177700348432056,0
"240",76650,0.0210526315789474,0,0.00526315789473684,0.0947368421052632,0.0210526315789474,0.247368421052632,0
"241",76757,0.0408163265306122,0,0.0357142857142857,0.0969387755102041,0.00510204081632653,0.13265306122449,0
"242",76858,0.0535714285714286,0,0.0357142857142857,0.0892857142857143,0,0.232142857142857,0
"243",77211,0.064,0,0.056,0.048,0,0.12,0
"244",77263,0.0340909090909091,0.0113636363636364,0,0.147727272727273,0.0340909090909091,0.181818181818182,0
"245",77318,0.0447761194029851,0.00186567164179104,0.0205223880597015,0.115671641791045,0.0111940298507463,0.199626865671642,0
"246",77446,0.0581395348837209,0.00775193798449612,0.0503875968992248,0.0658914728682171,0.00387596899224806,0.178294573643411,0
"247",77563,0.0307692307692308,0,0.0307692307692308,0.153846153846154,0,0.107692307692308,0
"248",77591,0.0420168067226891,0.0168067226890756,0.0168067226890756,0.117647058823529,0.0252100840336134,0.210084033613445,0
"249",77637,0.0550621669626998,0.00532859680284192,0.019538188277087,0.088809946714032,0.00532859680284192,0.209591474245115,0
"250",77927,0.0776699029126214,0,0.0388349514563107,0.0970873786407767,0,0.145631067961165,0
"251",78148,0.0418994413407821,0,0.0223463687150838,0.0698324022346369,0.00558659217877095,0.201117318435754,0
"252",78247,0.0409356725146199,0,0.0233918128654971,0.251461988304094,0.0175438596491228,0.274853801169591,0
"253",78352,0.047244094488189,0.0078740157480315,0.015748031496063,0.118110236220472,0.0078740157480315,0.259842519685039,0
"254",78517,0,0,0,0.171875,0.015625,0.1171875,0
"255",78536,0.0514285714285714,0,0.00571428571428571,0.108571428571429,0,0.217142857142857,0.00571428571428571
"256",78819,0.125,0,0.125,0,0,0,0
"257",79140,0.0432432432432432,0.00540540540540541,0.027027027027027,0.0594594594594595,0.00540540540540541,0.194594594594595,0
"258",79229,0.0621359223300971,0.00970873786407767,0.0233009708737864,0.0699029126213592,0.00388349514563107,0.083495145631068,0
"259",79293,0.048,0.008,0.04,0.04,0.008,0.128,0
"260",79358,0.0752688172043011,0,0.032258064516129,0.0967741935483871,0,0.150537634408602,0
"261",79440,0,0,0.0384615384615385,0.153846153846154,0.0384615384615385,0.115384615384615,0
"262",79545,0.0392156862745098,0,0.0294117647058824,0.166666666666667,0,0.225490196078431,0
"263",79617,0.111111111111111,0,0,0.111111111111111,0,0.333333333333333,0
"264",79764,0.068421052631579,0.0105263157894737,0.0210526315789474,0.0473684210526316,0.0105263157894737,0.110526315789474,0
"265",79825,0.0645161290322581,0.00806451612903226,0.0645161290322581,0.032258064516129,0.0241935483870968,0.145161290322581,0
"266",79847,0.0458015267175573,0,0.0229007633587786,0.129770992366412,0.0114503816793893,0.156488549618321,0
"267",99445,0.0422535211267606,0.0140845070422535,0.0422535211267606,0.0422535211267606,0,0.140845070422535,0
