"year","month","P_ID","T_ID","PA","stadium_MH","stadium_MS","stadium_JS","stadium_SW","stadium_DJ","stadium_DG","stadium_GJ","stadium_GC","stadium_SJ","stadium_PH","stadium_US","stadium_CJ","stadium_CW","VS_T_ID_HH","VS_T_ID_HT","VS_T_ID_KT","VS_T_ID_LG","VS_T_ID_LT","VS_T_ID_NC","VS_T_ID_OB","VS_T_ID_SK","VS_T_ID_SS","VS_T_ID_WO","HOME","AWAY","BABIP","FIP","kwERA","SB_try","SB_succ","GD_rate","H2_rate","H3_rate","HR_rate","BB_rate","HP_rate","KK_rate","BK_rate","AVG","OBP","SLG","OPS","ER_rate","ERR_rate"
2016,4,62146,"LG",30,3,0,10,0,2,2,2,3,0,0,0,0,0,4,2,2,0,3,3,0,3,2,3,10,12,0.328859060402685,5.22866279385049,6.2,0.00859598853868195,0.666666666666667,0.0114613180515759,0.181818181818182,0,0,0.1,0,0.0333333333333333,0,0.407407407407407,0.466666666666667,0.481481481481481,0.948148148148148,0.857142857142857,0.00276720857834659
2016,4,62463,"LG",79,3,0,10,0,2,2,2,3,0,0,0,0,0,4,2,2,0,3,3,0,3,2,3,10,12,0.323886639676113,5.87770125538895,5.09620253164557,0.017910447761194,0.333333333333333,0.0298507462686567,0.235294117647059,0,0.117647058823529,0.113924050632911,0.0126582278481013,0.139240506329114,0,0.257575757575758,0.341772151898734,0.409090909090909,0.750863060989643,1,0.00276720857834659
2016,4,62528,"LT",16,0,2,3,3,0,0,0,3,14,0,0,0,0,3,3,3,3,0,4,0,3,3,3,14,11,0.333064516129032,8.41616279385049,7.65,0.0404208194905869,0.684931506849315,0.0116279069767442,0,0,0,0.375,0,0.1875,0,0.222222222222222,0.5,0.222222222222222,0.722222222222222,1,0.00224719101123596
2016,4,62648,"HT",44,3,2,0,3,2,0,9,0,3,0,0,0,0,2,0,3,2,3,2,2,3,3,2,9,13,0.273449920508744,5.53154740923511,4.58181818181818,0.0293542074363992,0.833333333333333,0.0166340508806262,0.363636363636364,0,0.0909090909090909,0.159090909090909,0,0.227272727272727,0,0.297297297297297,0.409090909090909,0.486486486486487,0.895577395577396,0.8,0.00329232368740253
2016,4,62698,"LG",154,3,0,10,0,2,2,2,3,0,0,0,0,0,4,2,2,0,3,3,0,3,2,3,10,12,0.326829268292683,4.06616279385049,4.15324675324675,0.0240488155061019,0.686567164179104,0.02045944005743,0.297872340425532,0,0.0425531914893617,0.0324675324675325,0.012987012987013,0.136363636363636,0,0.326388888888889,0.350649350649351,0.465277777777778,0.815927128427128,0.954545454545455,0.00276720857834659
2016,4,62869,"SK",47,15,0,3,2,0,0,0,2,3,0,0,0,0,0,3,5,3,3,3,3,0,0,5,15,10,0.296442687747036,5.91616279385049,4.88936170212766,0.0101325019485581,0.5,0.0222135619641465,0.2,0,0.1,0.106382978723404,0.0425531914893617,0.148936170212766,0,0.27027027027027,0.369565217391304,0.405405405405405,0.77497062279671,1,0.00318077398833716
2016,4,62929,"NC",82,3,9,6,0,0,3,0,0,2,0,0,0,0,3,2,0,3,4,0,3,3,3,2,9,14,0.319124423963134,6.97866279385049,4.22926829268293,0.0110323089046493,0.714285714285714,0.0149724192277384,0.16,0,0.16,0.0853658536585366,0.024390243902439,0.182926829268293,0,0.342465753424658,0.414634146341463,0.561643835616438,0.976277981957902,0.722222222222222,0.0024809498493709
2016,4,62937,"WO",130,3,2,3,0,3,0,2,11,0,0,0,0,0,3,2,3,3,3,2,3,5,0,0,11,13,0.307799442896936,3.78429466198236,3.83076923076923,0.0257234726688103,0.5,0.015005359056806,0.216216216216216,0,0.0540540540540541,0.00769230769230769,0.00769230769230769,0.138461538461538,0,0.298387096774194,0.3,0.411290322580645,0.711290322580645,1,0.00175932441942294
2016,4,62966,"NC",40,3,9,6,0,0,3,0,0,2,0,0,0,0,3,2,0,3,4,0,3,3,3,2,9,14,0.317602040816327,5.23616279385049,4.5,0.0165593376264949,0.666666666666667,0.0220791168353266,0.384615384615385,0.0769230769230769,0.0769230769230769,0.025,0.025,0.1,0,0.361111111111111,0.375,0.638888888888889,1.01388888888889,1,0.0024809498493709
2016,4,63111,"LG",86,3,0,10,0,2,2,2,3,0,0,0,0,0,4,2,2,0,3,3,0,3,2,3,10,12,0.309178743961353,5.44446468064294,3.58604651162791,0.0306188925081433,0.680851063829787,0.0221498371335505,0.0869565217391304,0,0.130434782608696,0.0930232558139535,0.0232558139534884,0.244186046511628,0,0.310810810810811,0.383720930232558,0.459459459459459,0.843180389692018,0.75,0.00276720857834659
2016,4,63248,"OB",11,0,0,14,3,3,2,2,0,0,0,0,0,0,6,2,3,0,0,3,0,3,4,3,14,10,0.300699300699301,3.41616279385049,4.30909090909091,0.0202808112324493,0.730769230769231,0.0117004680187207,0.25,0,0,0.0909090909090909,0,0.181818181818182,0,0.444444444444444,0.454545454545455,0.555555555555556,1.01010101010101,1,0.00106044538706257
2016,4,63512,"LT",51,0,2,3,3,0,0,0,3,14,0,0,0,0,3,3,3,3,0,4,0,3,3,3,14,11,0.342639593908629,5.95187707956478,4.69411764705882,0.0128424657534247,0.466666666666667,0.0136986301369863,0.230769230769231,0,0.0769230769230769,0.176470588235294,0.0196078431372549,0.235294117647059,0,0.317073170731707,0.450980392156863,0.463414634146341,0.914395026303204,0.444444444444444,0.00224719101123596
2016,4,63638,"HT",11,3,2,0,3,2,0,9,0,3,0,0,0,0,2,0,3,2,3,2,2,3,3,2,9,13,0.265168539325843,12.9161627938505,8.67272727272727,0.0482142857142857,0.925925925925926,0.0375,0.333333333333333,0,0,0.272727272727273,0.0909090909090909,0,0,0.428571428571429,0.636363636363636,0.571428571428571,1.20779220779221,1,0.00329232368740253
2016,4,63791,"HH",45,0,3,5,0,12,0,0,0,3,0,0,0,0,0,2,0,4,3,3,6,0,2,3,12,11,0.273972602739726,3.23874343901178,3.8,0.00970873786407767,0,0,0.222222222222222,0,0,0.111111111111111,0,0.244444444444444,0,0.225,0.311111111111111,0.275,0.586111111111111,1,0.00404244567963618
2016,4,63810,"SK",136,15,0,3,2,0,0,0,2,3,0,0,0,0,0,3,5,3,3,3,3,0,0,5,15,10,0.317757009345794,3.76764794236534,3.63529411764706,0.049469964664311,0.857142857142857,0.0141342756183746,0.107142857142857,0,0.0714285714285714,0.0441176470588235,0.00735294117647059,0.191176470588235,0,0.220472440944882,0.257352941176471,0.291338582677165,0.548691523853636,0.75,0.00318077398833716
2016,4,63935,"LT",106,0,2,3,3,0,0,0,3,14,0,0,0,0,3,3,3,3,0,4,0,3,3,3,14,11,0.349775784753363,4.91616279385049,4.49433962264151,0.0122324159021407,0.25,0.036697247706422,0,0.0384615384615385,0.0769230769230769,0.0943396226415094,0.00943396226415094,0.169811320754717,0,0.276595744680851,0.349056603773585,0.361702127659574,0.710758731433159,0.818181818181818,0.00224719101123596
2016,4,63938,"NC",158,3,9,6,0,0,3,0,0,2,0,0,0,0,3,2,0,3,4,0,3,3,3,2,9,14,0.283887468030691,3.46879437279786,3.12151898734177,0.0199004975124378,0.75,0.0217661691542289,0.242424242424242,0,0.0606060606060606,0.0506329113924051,0.0189873417721519,0.240506329113924,0,0.232394366197183,0.278481012658228,0.330985915492958,0.609466928151186,1,0.0024809498493709
2016,4,63959,"NC",24,3,9,6,0,0,3,0,0,2,0,0,0,0,3,2,0,3,4,0,3,3,3,2,9,14,0.307392996108949,0.0338098526740214,-0.0999999999999996,0.00864553314121038,0.666666666666667,0.0259365994236311,0.285714285714286,0,0,0,0,0.458333333333333,0,0.318181818181818,0.291666666666667,0.409090909090909,0.700757575757576,0.4,0.0024809498493709
2016,4,64001,"KT",72,3,0,2,14,0,3,0,3,0,0,0,0,0,0,3,0,2,3,0,3,5,6,3,14,11,0.362052274927396,5.23616279385049,4.06666666666667,0.0328418230563003,0.816326530612245,0.0241286863270777,0.214285714285714,0.0714285714285714,0.142857142857143,0.0833333333333333,0.0277777777777778,0.194444444444444,0,0.222222222222222,0.305555555555556,0.396825396825397,0.702380952380952,1,0.00305291723202171
2016,4,64017,"KT",37,3,0,2,14,0,3,0,3,0,0,0,0,0,0,3,0,2,3,0,3,5,6,3,14,11,0.348148148148148,5.02142595174523,5.4,0.0205655526992288,0.5,0.025706940874036,0.0769230769230769,0,0,0.108108108108108,0.027027027027027,0.108108108108108,0,0.464285714285714,0.486486486486487,0.5,0.986486486486487,0.833333333333333,0.00305291723202171
2016,4,64021,"LT",91,0,2,3,3,0,0,0,3,14,0,0,0,0,3,3,3,3,0,4,0,3,3,3,14,11,0.319881305637982,3.81616279385049,4.21318681318681,0.0241973010702652,0.673076923076923,0.0223359702187064,0.352941176470588,0,0,0.142857142857143,0.010989010989011,0.241758241758242,0,0.22972972972973,0.340659340659341,0.310810810810811,0.651470151470152,1,0.00224719101123596
2016,4,64350,"WO",57,3,2,3,0,3,0,2,11,0,0,0,0,0,3,2,3,3,3,2,3,5,0,0,11,13,0.331168831168831,3.66616279385049,4.76842105263158,0.0168269230769231,0.428571428571429,0.0264423076923077,0.333333333333333,0,0,0.0526315789473684,0,0.105263157894737,0,0.333333333333333,0.368421052631579,0.444444444444444,0.812865497076023,0.75,0.00175932441942294
2016,4,64596,"LT",48,0,2,3,3,0,0,0,3,14,0,0,0,0,3,3,3,3,0,4,0,3,3,3,14,11,0.323076923076923,5.21616279385049,6.15,0.00755667506297229,0.666666666666667,0.0201511335012594,0.181818181818182,0,0,0.145833333333333,0,0.0833333333333333,0,0.282051282051282,0.375,0.333333333333333,0.708333333333333,0.75,0.00224719101123596
2016,4,64893,"SK",53,15,0,3,2,0,0,0,2,3,0,0,0,0,0,3,5,3,3,3,3,0,0,5,15,10,0.275700934579439,3.74949612718383,4.26792452830189,0.0223123732251521,0.909090909090909,0.0162271805273834,0.153846153846154,0,0,0.0377358490566038,0.0377358490566038,0.132075471698113,0,0.270833333333333,0.320754716981132,0.3125,0.633254716981132,1,0.00318077398833716
2016,4,64907,"NC",4,3,9,6,0,0,3,0,0,2,0,0,0,0,3,2,0,3,4,0,3,3,3,2,9,14,0.280898876404494,9.91616279385049,8.4,0.0300751879699248,0.25,0.0225563909774436,0,0,0,0.5,0,0.25,0,0,0.5,0,0.5,0,0.0024809498493709
2016,4,65042,"KT",17,3,0,2,14,0,3,0,3,0,0,0,0,0,0,3,0,2,3,0,3,5,6,3,14,11,0.337837837837838,2.30077817846588,2.57647058823529,0.0131578947368421,1,0.0043859649122807,0.666666666666667,0,0,0.0588235294117647,0,0.294117647058824,0,0.1875,0.235294117647059,0.3125,0.547794117647059,1,0.00305291723202171
2016,4,65048,"KT",14,3,0,2,14,0,3,0,3,0,0,0,0,0,0,3,0,2,3,0,3,5,6,3,14,11,0.340033500837521,3.41616279385049,4.54285714285714,0.0183028286189684,0.636363636363636,0.0282861896838602,0,0,0,0,0,0.0714285714285714,0,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,1,0.00305291723202171
2016,4,65056,"KT",87,3,0,2,14,0,3,0,3,0,0,0,0,0,0,3,0,2,3,0,3,5,6,3,14,11,0.330203442879499,8.18539356308126,5.81379310344828,0.0383386581469649,0.861111111111111,0.0170394036208733,0.217391304347826,0,0.173913043478261,0.114942528735632,0.0229885057471264,0.0804597701149425,0,0.306666666666667,0.402298850574713,0.533333333333333,0.935632183908046,0.916666666666667,0.00305291723202171
2016,4,65058,"KT",50,3,0,2,14,0,3,0,3,0,0,0,0,0,0,3,0,2,3,0,3,5,6,3,14,11,0.332129963898917,5.32241279385049,6.12,0.0239931448157669,0.785714285714286,0.0188517566409597,0.181818181818182,0,0,0.12,0.02,0.06,0.0555555555555556,0.282051282051282,0.36,0.333333333333333,0.693333333333333,0.636363636363636,0.00305291723202171
2016,4,65060,"KT",73,3,0,2,14,0,3,0,3,0,0,0,0,0,0,3,0,2,3,0,3,5,6,3,14,11,0.29757785467128,4.74595002789304,4.90684931506849,0.0181318681318681,0.666666666666667,0.0175824175824176,0.3,0,0.05,0.0821917808219178,0,0.123287671232877,0,0.303030303030303,0.356164383561644,0.439393939393939,0.795558322955583,1,0.00305291723202171
2016,4,65062,"KT",49,3,0,2,14,0,3,0,3,0,0,0,0,0,0,3,0,2,3,0,3,5,6,3,14,11,0.327089337175793,2.80187707956478,1.97142857142857,0.0458333333333333,0.636363636363636,0.00833333333333333,0.166666666666667,0,0.0833333333333333,0.0408163265306122,0,0.326530612244898,0,0.266666666666667,0.285714285714286,0.377777777777778,0.663492063492063,0.857142857142857,0.00305291723202171
2016,4,65067,"KT",25,3,0,2,14,0,3,0,3,0,0,0,0,0,0,3,0,2,3,0,3,5,6,3,14,11,0.373271889400922,6.91616279385049,6.36,0.0507936507936508,0.9375,0.0253968253968254,0.222222222222222,0.111111111111111,0,0.16,0.04,0.08,0,0.45,0.56,0.65,1.21,1,0.00305291723202171
2016,4,65331,"WO",153,3,2,3,0,3,0,2,11,0,0,0,0,0,3,2,3,3,3,2,3,5,0,0,11,13,0.32598833441348,4.58606570647185,3.90980392156863,0.0216889709275496,0.553191489361702,0.0216889709275496,0.186046511627907,0,0.0930232558139535,0.0392156862745098,0.0065359477124183,0.163398692810458,0,0.296551724137931,0.326797385620915,0.43448275862069,0.761280144241605,0.933333333333333,0.00175932441942294
2016,4,65343,"WO",44,3,2,3,0,3,0,2,11,0,0,0,0,0,3,2,3,3,3,2,3,5,0,0,11,13,0.354838709677419,7.0272739049616,4.85454545454546,0.0527777777777778,0.631578947368421,0.0111111111111111,0.0909090909090909,0,0.181818181818182,0.136363636363636,0,0.181818181818182,0,0.305555555555556,0.386363636363636,0.5,0.886363636363636,0.777777777777778,0.00175932441942294
2016,4,65348,"WO",85,3,2,3,0,3,0,2,11,0,0,0,0,0,3,2,3,3,3,2,3,5,0,0,11,13,0.339712918660287,5.15754210419532,3.84705882352941,0.0287253141831239,0.6875,0.0233393177737881,0.0909090909090909,0,0.136363636363636,0.0470588235294118,0.0117647058823529,0.176470588235294,0,0.275,0.317647058823529,0.4125,0.730147058823529,1,0.00175932441942294
2016,4,65509,"LT",1,0,2,3,3,0,0,0,3,14,0,0,0,0,3,3,3,3,0,4,0,3,3,3,14,11,0.24,3.91616279385049,5.4,0.0277777777777778,0.5,0.0138888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0.00224719101123596
2016,4,65543,"LT",154,0,2,3,3,0,0,0,3,14,0,0,0,0,3,3,3,3,0,4,0,3,3,3,14,11,0.292952824694234,7.04116279385049,4.38701298701299,0.0326643053915781,0.650602409638554,0.0106257378984652,0.15,0.05,0.2,0.103896103896104,0.012987012987013,0.188311688311688,0,0.298507462686567,0.376623376623377,0.552238805970149,0.928862182593526,0.964285714285714,0.00224719101123596
2016,4,65546,"LT",139,0,2,3,3,0,0,0,3,14,0,0,0,0,3,3,3,3,0,4,0,3,3,3,14,11,0.319110304130731,4.38491279385049,3.75971223021583,0.0245901639344262,0.666666666666667,0.0226986128625473,0.0909090909090909,0,0.0909090909090909,0.0575539568345324,0.0143884892086331,0.194244604316547,0,0.259842519685039,0.309352517985612,0.354330708661417,0.663683226647029,0.714285714285714,0.00224719101123596
2016,4,65696,"HT",1,3,2,0,3,2,0,9,0,3,0,0,0,0,2,0,3,2,3,2,2,3,3,2,9,13,0.36046511627907,3.91616279385049,17.4,0,0,0.0101010101010101,0,0,0,1,0,0,0,0,1,0,0,0,0.00329232368740253
2016,4,65764,"HH",44,0,3,5,0,12,0,0,0,3,0,0,0,0,0,2,0,4,3,3,6,0,2,3,12,11,0.332979851537646,9.34473422242192,5.94545454545455,0.0395869191049914,0.804347826086957,0.0137693631669535,0.133333333333333,0,0.133333333333333,0.181818181818182,0,0.136363636363636,0,0.428571428571429,0.522727272727273,0.657142857142857,1.17987012987013,0.928571428571429,0.00404244567963618
2016,4,65856,"SK",131,15,0,3,2,0,0,0,2,3,0,0,0,0,0,3,5,3,3,3,3,0,0,5,15,10,0.319800124921924,4.08099795868566,4.20916030534351,0.0137044967880086,0.59375,0.0197002141327623,0.107142857142857,0,0.0357142857142857,0.0687022900763359,0.0229007633587786,0.16793893129771,0,0.23728813559322,0.305343511450382,0.288135593220339,0.593479104670721,0.833333333333333,0.00318077398833716
2016,4,65931,"NC",133,3,9,6,0,0,3,0,0,2,0,0,0,0,3,2,0,3,4,0,3,3,3,2,9,14,0.323210412147505,4.80627268396038,4.49774436090226,0.0260336906584992,0.647058823529412,0.0199081163859112,0.103448275862069,0,0.0689655172413793,0.0676691729323308,0.0300751879699248,0.142857142857143,0,0.241666666666667,0.315789473684211,0.316666666666667,0.632456140350877,1,0.0024809498493709
2016,4,65933,"NC",29,3,9,6,0,0,3,0,0,2,0,0,0,0,3,2,0,3,4,0,3,3,3,2,9,14,0.30945558739255,3.64343552112322,2.08965517241379,0.018972697825081,0.365853658536585,0.01850994909764,0.333333333333333,0,0.166666666666667,0.0344827586206897,0,0.310344827586207,0,0.222222222222222,0.241379310344828,0.407407407407407,0.648786717752235,1,0.0024809498493709
2016,4,66032,"KT",75,3,0,2,14,0,3,0,3,0,0,0,0,0,0,3,0,2,3,0,3,5,6,3,14,11,0.4,5.35094540254614,5.08,0.0209424083769634,0.25,0.0157068062827225,0.2,0.05,0.05,0.0933333333333333,0.0266666666666667,0.12,0,0.307692307692308,0.386666666666667,0.446153846153846,0.832820512820513,1,0.00305291723202171
2016,4,66047,"KT",23,3,0,2,14,0,3,0,3,0,0,0,0,0,0,3,0,2,3,0,3,5,6,3,14,11,0.349056603773585,11.1661627938505,5.4,0.0289389067524116,0.777777777777778,0.0289389067524116,0,0,0.25,0.130434782608696,0,0.130434782608696,0,0.4,0.478260869565217,0.7,1.17826086956522,1,0.00305291723202171
