P_ID,inplay_ratio
69453,0.6273584905660378
69636,0.5161290322580645
69652,0.736998514115899
69702,0.8
69705,0.6388888888888888
69737,0.5548172757475083
69766,0.5882352941176471
69813,
69825,0.6759259259259259
69962,
69992,1.0
69995,0.75
70410,0.7575596816976128
71184,0.7321814254859611
71564,0.7080039525691699
71752,0.653960396039604
71837,0.6418109187749668
71842,0.609942638623327
72133,0.7016627078384798
72443,0.6480300187617261
73113,0.5970216606498195
73136,0.580166270783848
73209,0.6880664652567976
73306,0.6306760847628657
73342,0.6953872932985204
73801,
74163,0.7665140614780902
74206,0.6685450819672131
74215,0.7196315486470927
74339,0.747590637907297
74465,0.5884194053208138
74540,0.6286856571714143
74729,0.5797101449275363
75125,0.48522550544323484
75151,0.7352779306549257
75334,0.6150608044901777
75342,
75566,0.6503537735849056
75808,0.751269035532995
75847,0.5506661283811062
75867,
76118,
76158,0.5022935779816514
76232,0.705852417302799
76249,0.7023756163155536
76267,0.7103372028745163
76290,0.7462257368799425
76313,0.6891820580474934
76509,0.7082388510959939
76650,
76753,0.6987775061124695
76802,0.7992164544564153
76812,0.7008686210640608
76849,0.757000474608448
76869,0.6330275229357798
77243,0.6188811188811189
77248,0.6358347876672484
77263,1.0
77463,0.6174863387978142
77532,0.6924172303310787
77563,
77564,0.680648236415634
78122,0.7287581699346405
78135,0.6790903348073278
78168,0.7491990846681922
78217,0.6751787538304392
78224,0.5894064613072878
78288,0.7059276366435719
78361,0.6879699248120301
78513,0.7225653206650832
78536,0.4583333333333333
78548,0.6509572901325479
78603,0.7869249394673123
78629,0.5662251655629139
78643,0.5856079404466501
78756,0.7070393374741201
78813,0.6912378303198887
78819,
79109,0.5994718309859155
79113,0.5570032573289903
79140,
79150,0.6539792387543253
79192,0.7097984060009377
79215,0.7231920199501247
79231,0.7351164797238999
79240,0.7761640324647586
79290,0.6237623762376238
79293,
79334,0.6266375545851528
79365,0.6719944405837387
79402,0.7267348036578806
79456,0.8001383125864454
79545,
79608,0.7388392857142857
79705,0.5506172839506173
