"year","month","P_ID","T_ID","AB","HIT","H2","H3","HR","BB","HP","KK","BK","AVG","VS_T_ID_HH","VS_T_ID_HT","VS_T_ID_KT","VS_T_ID_LG","VS_T_ID_LT","VS_T_ID_NC","VS_T_ID_OB","VS_T_ID_SK","VS_T_ID_SS","VS_T_ID_WO","H_A_AWAY","H_A_HOME","PA","R","ER"
2020,7,63959,"NC",24,3,0,0,0,1,1,2,0,0.125,0,3,6,2,3,0,1,3,1,3,12,10,26,3,3
2020,7,65496,"SS",18,3,0,0,0,1,0,4,0,0.167,2,5,2,3,3,1,0,2,0,4,8,14,19,1,1
2020,7,64596,"LT",13,3,0,0,0,5,0,3,0,0.231,3,1,0,3,0,3,2,4,3,3,12,10,18,3,3
2020,7,67246,"OB",8,4,1,0,0,1,0,2,0,0.5,3,3,0,6,2,1,0,3,0,5,8,15,9,1,1
2020,7,50360,"WO",14,4,0,1,0,1,0,5,0,0.286,0,3,3,0,3,3,5,3,4,0,13,11,15,2,2
2020,7,62937,"WO",7,4,1,0,1,0,0,0,0,0.571,0,3,3,0,3,3,5,3,4,0,13,11,7,3,3
2020,7,79847,"SK",8,4,1,0,0,3,0,0,0,0.5,6,0,1,3,4,3,3,0,2,3,15,10,11,2,2
2020,7,65343,"SK",14,4,0,0,1,1,0,4,0,0.286,6,0,1,3,4,3,3,0,2,3,15,10,15,2,2
2020,7,78819,"LG",7,4,1,0,1,0,0,0,0,0.571,4,0,3,0,3,2,6,3,3,0,16,8,8,3,3
2020,7,65639,"NC",19,4,2,1,0,4,1,4,0,0.211,0,3,6,2,3,0,1,3,1,3,12,10,24,2,2
2020,7,77563,"KT",16,4,1,0,1,5,0,1,0,0.25,3,4,0,3,0,6,0,1,2,3,9,13,22,5,5
2020,7,64047,"KT",30,4,1,0,0,4,1,5,0,0.133,3,4,0,3,0,6,0,1,2,3,9,13,36,3,3
2020,7,66039,"KT",4,4,1,0,0,1,1,0,0,1,3,4,0,3,0,6,0,1,2,3,9,13,6,4,4
2020,7,66663,"HT",15,4,0,0,1,2,1,2,0,0.267,4,0,4,0,1,3,3,0,5,3,9,14,18,2,2
2020,7,62920,"SS",23,4,0,0,1,5,0,6,0,0.174,2,5,2,3,3,1,0,2,0,4,8,14,30,4,4
2020,7,63492,"SS",6,4,1,0,2,1,0,1,0,0.667,2,5,2,3,3,1,0,2,0,4,8,14,7,5,5
2020,7,61156,"HH",25,4,1,0,0,2,1,8,0,0.16,0,4,3,4,3,0,3,6,2,0,14,11,28,0,0
2020,7,79293,"LT",16,4,2,0,0,4,0,2,0,0.25,3,1,0,3,0,3,2,4,3,3,12,10,20,1,1
2020,7,62595,"LT",8,4,1,0,1,2,0,1,0,0.5,3,1,0,3,0,3,2,4,3,3,12,10,11,4,4
2020,7,62951,"OB",31,5,1,0,0,4,1,6,0,0.161,3,3,0,6,2,1,0,3,0,5,8,15,37,3,3
2020,7,76430,"WO",33,5,2,0,0,3,0,5,0,0.152,0,3,3,0,3,3,5,3,4,0,13,11,37,2,0
2020,7,66305,"WO",10,5,0,0,0,3,0,1,0,0.5,0,3,3,0,3,3,5,3,4,0,13,11,13,5,5
2020,7,64893,"SK",21,5,1,0,0,4,0,6,0,0.238,6,0,1,3,4,3,3,0,2,3,15,10,27,1,1
2020,7,61295,"NC",30,5,1,0,1,4,1,9,0,0.167,0,3,6,2,3,0,1,3,1,3,12,10,36,5,5
2020,7,63991,"NC",30,5,0,0,0,2,2,3,0,0.167,0,3,6,2,3,0,1,3,1,3,12,10,35,1,1
2020,7,66609,"HT",30,5,0,0,1,6,0,13,0,0.167,4,0,4,0,1,3,3,0,5,3,9,14,37,4,3
2020,7,77927,"SS",16,5,0,0,1,1,0,0,0,0.313,2,5,2,3,3,1,0,2,0,4,8,14,17,4,4
2020,7,67737,"HH",6,5,0,0,1,2,0,0,0,0.833,0,4,3,4,3,0,3,6,2,0,14,11,9,4,4
2020,7,64554,"HH",28,5,0,0,0,11,0,5,0,0.179,0,4,3,4,3,0,3,6,2,0,14,11,40,3,2
2020,7,77263,"OB",16,6,1,0,0,4,1,1,0,0.375,3,3,0,6,2,1,0,3,0,5,8,15,21,5,3
2020,7,75867,"NC",23,6,1,0,1,1,0,7,0,0.261,0,3,6,2,3,0,1,3,1,3,12,10,24,2,2
2020,7,75258,"KT",11,6,1,0,0,1,2,2,0,0.545,3,4,0,3,0,6,0,1,2,3,9,13,15,4,4
2020,7,75342,"KT",41,6,1,0,0,1,0,4,0,0.146,3,4,0,3,0,6,0,1,2,3,9,13,42,0,0
2020,7,78247,"HT",34,6,2,0,0,15,1,13,0,0.176,4,0,4,0,1,3,3,0,5,3,9,14,51,3,3
2020,7,77591,"LT",21,6,1,1,0,3,0,9,0,0.286,3,1,0,3,0,3,2,4,3,3,12,10,24,4,4
2020,7,50556,"LT",17,6,1,0,0,0,0,2,0,0.353,3,1,0,3,0,3,2,4,3,3,12,10,17,2,2
2020,7,76329,"OB",28,7,0,0,0,0,2,7,0,0.25,3,3,0,6,2,1,0,3,0,5,8,15,32,4,4
2020,7,61962,"WO",15,7,0,0,1,4,0,3,0,0.467,0,3,3,0,3,3,5,3,4,0,13,11,20,4,4
2020,7,67313,"WO",36,7,0,0,1,2,0,9,0,0.194,0,3,3,0,3,3,5,3,4,0,13,11,38,1,1
2020,7,63348,"WO",35,7,3,0,1,1,1,3,0,0.2,0,3,3,0,3,3,5,3,4,0,13,11,37,4,4
2020,7,61895,"SK",37,7,0,0,1,5,0,10,0,0.189,6,0,1,3,4,3,3,0,2,3,15,10,42,3,3
2020,7,62056,"SK",27,7,1,0,1,1,1,7,0,0.259,6,0,1,3,4,3,3,0,2,3,15,10,29,4,4
2020,7,62146,"LG",27,7,2,1,0,2,1,8,0,0.259,4,0,3,0,3,2,6,3,3,0,16,8,30,4,4
2020,7,68900,"NC",15,7,2,0,0,0,0,3,0,0.467,0,3,6,2,3,0,1,3,1,3,12,10,15,3,3
2020,7,64995,"NC",29,7,1,0,0,7,0,7,0,0.241,0,3,6,2,3,0,1,3,1,3,12,10,36,3,1
2020,7,75340,"KT",30,7,1,0,1,5,0,3,0,0.233,3,4,0,3,0,6,0,1,2,3,9,13,35,5,5
2020,7,69516,"HT",18,7,0,0,1,7,1,0,0,0.389,4,0,4,0,1,3,3,0,5,3,9,14,27,3,3
2020,7,68403,"SS",38,7,2,0,0,8,0,4,0,0.184,2,5,2,3,3,1,0,2,0,4,8,14,49,4,4
2020,7,67443,"SS",19,7,1,0,2,4,2,4,0,0.368,2,5,2,3,3,1,0,2,0,4,8,14,25,12,12
2020,7,50449,"SS",26,7,1,0,0,7,1,6,1,0.269,2,5,2,3,3,1,0,2,0,4,8,14,35,8,7
2020,7,74857,"HH",34,7,2,0,0,2,2,9,0,0.206,0,4,3,4,3,0,3,6,2,0,14,11,39,4,4
2020,7,67591,"LT",23,7,1,0,1,2,0,3,0,0.304,3,1,0,3,0,3,2,4,3,3,12,10,25,3,3
2020,7,63543,"LT",35,7,1,0,1,5,0,13,0,0.2,3,1,0,3,0,3,2,4,3,3,12,10,41,3,3
2020,7,79545,"LT",17,7,2,0,0,4,0,3,0,0.412,3,1,0,3,0,3,2,4,3,3,12,10,23,6,6
2020,7,62242,"OB",27,8,0,0,3,1,0,3,0,0.296,3,3,0,6,2,1,0,3,0,5,8,15,29,5,5
2020,7,68341,"WO",44,8,0,0,1,9,0,15,0,0.182,0,3,3,0,3,3,5,3,4,0,13,11,53,8,8
2020,7,63342,"WO",35,8,1,0,0,2,0,10,0,0.229,0,3,3,0,3,3,5,3,4,0,13,11,38,1,1
2020,7,63894,"SK",33,8,2,0,1,13,1,9,0,0.242,6,0,1,3,4,3,3,0,2,3,15,10,48,14,11
2020,7,75138,"SK",17,8,2,1,2,3,0,4,0,0.471,6,0,1,3,4,3,3,0,2,3,15,10,20,5,5
2020,7,79140,"LG",28,8,2,0,3,2,0,4,0,0.286,4,0,3,0,3,2,6,3,3,0,16,8,31,4,4
2020,7,65062,"KT",35,8,0,0,1,1,0,16,0,0.229,3,4,0,3,0,6,0,1,2,3,9,13,36,3,3
2020,7,76757,"KT",33,8,1,0,1,5,0,7,0,0.242,3,4,0,3,0,6,0,1,2,3,9,13,39,5,5
2020,7,63638,"HT",36,8,0,0,1,1,0,7,0,0.222,4,0,4,0,1,3,3,0,5,3,9,14,38,2,2
2020,7,50662,"HT",35,8,2,0,1,2,0,8,0,0.229,4,0,4,0,1,3,3,0,5,3,9,14,38,2,2
2020,7,60146,"SS",29,8,1,0,1,3,0,10,0,0.276,2,5,2,3,3,1,0,2,0,4,8,14,33,3,3
2020,7,67421,"SS",29,8,3,0,0,7,2,7,0,0.276,2,5,2,3,3,1,0,2,0,4,8,14,41,3,3
2020,7,79764,"HH",16,8,1,0,1,2,0,2,0,0.5,0,4,3,4,3,0,3,6,2,0,14,11,18,3,3
2020,7,60559,"LT",20,8,0,0,2,5,0,2,0,0.4,3,1,0,3,0,3,2,4,3,3,12,10,27,7,7
2020,7,63248,"OB",32,9,0,0,0,3,0,12,0,0.281,3,3,0,6,2,1,0,3,0,5,8,15,35,4,4
2020,7,60336,"WO",32,9,1,0,1,10,0,8,0,0.281,0,3,3,0,3,3,5,3,4,0,13,11,42,7,7
2020,7,69399,"WO",17,9,1,0,0,2,0,0,0,0.529,0,3,3,0,3,3,5,3,4,0,13,11,20,7,7
2020,7,64051,"WO",33,9,1,0,1,5,0,8,0,0.273,0,3,3,0,3,3,5,3,4,0,13,11,38,1,1
2020,7,65411,"SK",22,9,1,0,1,2,1,4,0,0.409,6,0,1,3,4,3,3,0,2,3,15,10,25,6,6
2020,7,64768,"SK",33,9,1,0,1,2,1,4,0,0.273,6,0,1,3,4,3,3,0,2,3,15,10,36,6,6
2020,7,50126,"LG",43,9,0,0,1,7,2,8,1,0.209,4,0,3,0,3,2,6,3,3,0,16,8,52,5,4
2020,7,65060,"KT",35,9,2,0,0,5,0,5,0,0.257,3,4,0,3,0,6,0,1,2,3,9,13,41,6,6
2020,7,62528,"LT",34,9,1,0,3,4,0,9,0,0.265,3,1,0,3,0,3,2,4,3,3,12,10,38,6,4
2020,7,61268,"WO",45,10,0,0,0,3,1,7,0,0.222,0,3,3,0,3,3,5,3,4,0,13,11,51,2,2
2020,7,69839,"SK",29,10,2,0,2,5,0,7,0,0.345,6,0,1,3,4,3,3,0,2,3,15,10,35,8,8
2020,7,50030,"KT",44,10,3,0,0,4,1,6,0,0.227,3,4,0,3,0,6,0,1,2,3,9,13,49,5,4
2020,7,63464,"HH",35,10,2,0,1,6,1,6,0,0.286,0,4,3,4,3,0,3,6,2,0,14,11,44,4,3
2020,7,67266,"OB",42,11,1,1,0,3,0,7,0,0.262,3,3,0,6,2,1,0,3,0,5,8,15,45,3,2
2020,7,76858,"SK",24,11,3,0,0,4,0,4,0,0.458,6,0,1,3,4,3,3,0,2,3,15,10,28,6,6
2020,7,60768,"SK",27,11,3,0,2,4,0,5,0,0.407,6,0,1,3,4,3,3,0,2,3,15,10,32,12,12
2020,7,67119,"LG",26,11,4,0,1,2,0,1,0,0.423,4,0,3,0,3,2,6,3,3,0,16,8,28,8,6
2020,7,69159,"LG",49,11,0,0,0,3,0,10,0,0.224,4,0,3,0,3,2,6,3,3,0,16,8,53,4,4
2020,7,79358,"NC",33,11,5,0,1,2,0,6,0,0.333,0,3,6,2,3,0,1,3,1,3,12,10,35,5,5
2020,7,69962,"NC",43,11,1,0,2,2,0,12,0,0.256,0,3,6,2,3,0,1,3,1,3,12,10,47,6,6
2020,7,63512,"LT",31,11,1,0,3,1,0,5,0,0.355,3,1,0,3,0,3,2,4,3,3,12,10,33,6,6
2020,7,65241,"OB",44,12,2,1,0,7,3,8,0,0.273,3,3,0,6,2,1,0,3,0,5,8,15,54,6,6
2020,7,76350,"SK",38,12,3,0,3,4,0,7,0,0.316,6,0,1,3,4,3,3,0,2,3,15,10,42,10,10
2020,7,79825,"LG",27,12,4,0,3,0,0,2,0,0.444,4,0,3,0,3,2,6,3,3,0,16,8,28,10,9
2020,7,65117,"LG",27,12,1,0,1,3,0,1,0,0.444,4,0,3,0,3,2,6,3,3,0,16,8,31,7,7
2020,7,76650,"LG",39,12,1,0,1,4,0,9,0,0.308,4,0,3,0,3,2,6,3,3,0,16,8,44,6,6
2020,7,69620,"HT",38,12,1,0,1,3,1,11,0,0.316,4,0,4,0,1,3,3,0,5,3,9,14,45,7,7
2020,7,73117,"SS",38,12,1,0,1,2,0,4,0,0.316,2,5,2,3,3,1,0,2,0,4,8,14,41,6,6
2020,7,50705,"HH",52,12,4,0,0,5,0,20,0,0.231,0,4,3,4,3,0,3,6,2,0,14,11,59,6,4
2020,7,63765,"HH",48,12,2,0,1,2,1,10,0,0.25,0,4,3,4,3,0,3,6,2,0,14,11,53,6,5
2020,7,64760,"HH",32,12,3,0,3,3,2,7,0,0.375,0,4,3,4,3,0,3,6,2,0,14,11,37,8,8
2020,7,64565,"LT",38,12,1,0,0,3,0,3,0,0.316,3,1,0,3,0,3,2,4,3,3,12,10,42,4,4
2020,7,50234,"OB",47,13,5,0,0,4,0,9,0,0.277,3,3,0,6,2,1,0,3,0,5,8,15,52,7,7
2020,7,67863,"SK",35,13,0,2,1,7,0,7,0,0.371,6,0,1,3,4,3,3,0,2,3,15,10,42,8,8
2020,7,76118,"NC",42,13,0,0,2,4,1,11,0,0.31,0,3,6,2,3,0,1,3,1,3,12,10,47,9,9
2020,7,69439,"SS",59,13,3,0,1,8,0,12,0,0.22,2,5,2,3,3,1,0,2,0,4,8,14,67,7,7
2020,7,73211,"LT",28,13,3,0,1,3,0,0,0,0.464,3,1,0,3,0,3,2,4,3,3,12,10,33,8,7
2020,7,61643,"OB",49,14,3,1,2,6,1,15,0,0.286,3,3,0,6,2,1,0,3,0,5,8,15,56,8,8
2020,7,65398,"WO",35,14,1,0,5,0,0,7,0,0.4,0,3,3,0,3,3,5,3,4,0,13,11,35,6,6
2020,7,66145,"LG",35,14,3,0,3,2,0,8,0,0.4,4,0,3,0,3,2,6,3,3,0,16,8,38,8,8
2020,7,68701,"HH",43,14,2,0,3,8,2,12,0,0.326,0,4,3,4,3,0,3,6,2,0,14,11,54,6,6
2020,7,75421,"SS",43,15,1,0,1,4,1,5,0,0.349,2,5,2,3,3,1,0,2,0,4,8,14,48,7,7
2020,7,67703,"HH",43,15,2,0,2,6,0,10,0,0.349,0,4,3,4,3,0,3,6,2,0,14,11,50,8,7
2020,7,69748,"HH",42,15,1,0,2,3,0,5,0,0.357,0,4,3,4,3,0,3,6,2,0,14,11,46,7,7
2020,7,63292,"OB",41,16,4,0,2,10,0,4,0,0.39,3,3,0,6,2,1,0,3,0,5,8,15,52,10,10
2020,7,62360,"WO",57,16,3,0,1,7,0,14,0,0.281,0,3,3,0,3,3,5,3,4,0,13,11,65,9,8
2020,7,67603,"WO",41,16,1,0,3,5,0,7,0,0.39,0,3,3,0,3,3,5,3,4,0,13,11,46,16,15
2020,7,67045,"KT",54,16,3,0,3,6,0,6,0,0.296,3,4,0,3,0,6,0,1,2,3,9,13,60,11,11
2020,7,67263,"OB",65,17,5,0,1,4,0,10,0,0.262,3,3,0,6,2,1,0,3,0,5,8,15,69,5,5
2020,7,64861,"SK",78,17,2,0,1,10,0,17,0,0.218,6,0,1,3,4,3,3,0,2,3,15,10,88,10,10
2020,7,66920,"NC",74,17,3,0,4,12,0,8,0,0.23,0,3,6,2,3,0,1,3,1,3,12,10,88,11,11
2020,7,61365,"SS",53,17,4,0,1,4,2,12,0,0.321,2,5,2,3,3,1,0,2,0,4,8,14,60,8,4
2020,7,67391,"WO",56,18,6,0,0,6,0,6,0,0.321,0,3,3,0,3,3,5,3,4,0,13,11,62,7,4
2020,7,50912,"NC",73,18,6,0,1,11,1,16,0,0.247,0,3,6,2,3,0,1,3,1,3,12,10,86,11,11
2020,7,65516,"KT",65,18,5,0,1,10,0,15,1,0.277,3,4,0,3,0,6,0,1,2,3,9,13,76,9,9
2020,7,50640,"HT",84,18,1,1,1,10,0,22,0,0.214,4,0,4,0,1,3,3,0,5,3,9,14,95,8,7
2020,7,63628,"HT",57,18,3,0,1,2,0,5,0,0.316,4,0,4,0,1,3,3,0,5,3,9,14,61,5,5
2020,7,68419,"SS",83,19,3,0,1,7,3,18,1,0.229,2,5,2,3,3,1,0,2,0,4,8,14,94,13,9
2020,7,76355,"LT",71,19,4,0,4,5,1,7,0,0.268,3,1,0,3,0,3,2,4,3,3,12,10,79,16,13
2020,7,66859,"SK",55,20,3,0,2,6,3,5,0,0.364,6,0,1,3,4,3,3,0,2,3,15,10,65,14,13
2020,7,64021,"LT",79,20,3,0,3,10,1,18,0,0.253,3,1,0,3,0,3,2,4,3,3,12,10,92,9,7
2020,7,65933,"NC",99,21,3,0,4,5,0,34,0,0.212,0,3,6,2,3,0,1,3,1,3,12,10,105,6,6
2020,7,69032,"KT",102,21,4,1,2,10,0,27,0,0.206,3,4,0,3,0,6,0,1,2,3,9,13,114,8,8
2020,7,62754,"HT",74,22,4,0,3,8,0,15,1,0.297,4,0,4,0,1,3,3,0,5,3,9,14,87,15,13
2020,7,69446,"SS",61,22,3,0,2,6,1,10,0,0.361,2,5,2,3,3,1,0,2,0,4,8,14,68,12,9
2020,7,77318,"HH",125,22,2,0,3,15,1,36,0,0.176,0,4,3,4,3,0,3,6,2,0,14,11,143,11,11
2020,7,69045,"OB",119,23,2,0,0,3,0,34,0,0.193,3,3,0,6,2,1,0,3,0,5,8,15,124,5,4
2020,7,65048,"KT",70,23,2,0,3,8,0,10,0,0.329,3,4,0,3,0,6,0,1,2,3,9,13,79,13,13
2020,7,61101,"LG",103,24,10,0,1,11,1,20,0,0.233,4,0,3,0,3,2,6,3,3,0,16,8,115,9,9
2020,7,76455,"LG",69,24,5,0,2,6,1,7,0,0.348,4,0,3,0,3,2,6,3,3,0,16,8,78,13,12
2020,7,77446,"SS",84,24,3,2,6,7,1,16,0,0.286,2,5,2,3,3,1,0,2,0,4,8,14,94,16,15
2020,7,65764,"HH",99,24,3,0,1,13,2,22,1,0.242,0,4,3,4,3,0,3,6,2,0,14,11,116,8,8
2020,7,65769,"HH",89,24,4,0,5,17,2,22,0,0.27,0,4,3,4,3,0,3,6,2,0,14,11,109,17,17
2020,7,60841,"SK",104,25,4,0,2,16,1,25,0,0.24,6,0,1,3,4,3,3,0,2,3,15,10,121,12,12
2020,7,50558,"LT",138,25,3,0,2,7,2,42,0,0.181,3,1,0,3,0,3,2,4,3,3,12,10,148,9,5
2020,7,65320,"WO",73,26,3,0,5,9,3,9,0,0.356,0,3,3,0,3,3,5,3,4,0,13,11,86,20,20
2020,7,78148,"LG",75,26,5,0,5,5,1,16,0,0.347,4,0,3,0,3,2,6,3,3,0,16,8,81,17,12
2020,7,69940,"NC",115,26,3,0,1,12,3,27,0,0.226,0,3,6,2,3,0,1,3,1,3,12,10,131,9,8
2020,7,65616,"HT",84,26,3,0,3,7,1,11,0,0.31,4,0,4,0,1,3,3,0,5,3,9,14,94,13,13
2020,7,69539,"LT",75,27,5,0,3,5,2,11,0,0.36,3,1,0,3,0,3,2,4,3,3,12,10,82,20,17
2020,7,50404,"SS",125,30,3,1,2,6,0,22,0,0.24,2,5,2,3,3,1,0,2,0,4,8,14,132,10,8
2020,7,60263,"NC",102,31,3,0,6,12,1,18,1,0.304,0,3,6,2,3,0,1,3,1,3,12,10,117,19,19
2020,7,50524,"LT",85,31,4,1,3,4,0,12,0,0.365,3,1,0,3,0,3,2,4,3,3,12,10,90,17,13
2020,7,50636,"HT",134,32,6,0,1,7,0,20,0,0.239,4,0,4,0,1,3,3,0,5,3,9,14,141,9,9
2020,7,62363,"WO",97,33,7,1,2,8,4,21,1,0.34,0,3,3,0,3,3,5,3,4,0,13,11,109,25,25
2020,7,66291,"OB",115,34,1,1,2,12,0,16,0,0.296,3,3,0,6,2,1,0,3,0,5,8,15,128,18,15
2020,7,68135,"LG",116,34,4,1,3,9,1,23,1,0.293,4,0,3,0,3,2,6,3,3,0,16,8,128,17,12
2020,7,62869,"SK",139,35,8,0,5,10,2,23,0,0.252,6,0,1,3,4,3,3,0,2,3,15,10,151,20,18
2020,7,50835,"SK",110,35,7,0,3,17,2,10,0,0.318,6,0,1,3,4,3,3,0,2,3,15,10,131,21,21
2020,7,69744,"HH",123,36,8,1,4,6,3,13,0,0.293,0,4,3,4,3,0,3,6,2,0,14,11,133,26,24
2020,7,69343,"WO",122,37,4,2,3,3,1,15,1,0.303,0,3,3,0,3,3,5,3,4,0,13,11,126,14,13
2020,7,77637,"HT",100,38,9,1,5,10,1,23,0,0.38,4,0,4,0,1,3,3,0,5,3,9,14,117,24,23
2020,7,79229,"OB",116,40,9,0,4,7,1,11,0,0.345,3,3,0,6,2,1,0,3,0,5,8,15,126,24,22
2020,7,50040,"KT",152,43,7,1,3,10,2,34,0,0.283,3,4,0,3,0,6,0,1,2,3,9,13,167,15,15
2020,7,69103,"LG",146,44,7,0,3,6,2,33,0,0.301,4,0,3,0,3,2,6,3,3,0,16,8,158,14,14
2020,8,50360,"WO",0,0,0,0,0,0,1,0,0,0,3,2,5,5,5,2,0,0,4,0,11,15,1,1,1
2020,8,63638,"HT",0,0,0,0,0,0,0,1,0,0,0,0,2,8,2,4,2,5,0,2,13,12,3,0,0
2020,8,61411,"SS",0,0,0,0,0,0,0,0,0,0,4,0,2,2,2,0,6,4,0,4,13,11,3,0,0
2020,8,63960,"SS",0,0,0,0,0,0,0,1,0,0,4,0,2,2,2,0,6,4,0,4,13,11,3,0,0
2020,8,64554,"HH",0,0,0,0,0,2,1,0,0,0,0,0,3,3,2,4,0,2,4,3,12,9,8,2,2
2020,8,60559,"LT",0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,2,6,4,2,5,8,15,11,0,0
2020,8,77591,"LT",0,0,0,0,0,0,0,3,0,0,2,2,0,0,0,2,6,4,2,5,8,15,6,0,0
2020,8,72447,"OB",3,1,0,0,0,1,0,1,0,0.333,0,2,3,2,6,4,0,2,6,0,13,12,4,0,0
2020,8,50397,"WO",2,1,0,0,0,1,0,1,0,0.5,3,2,5,5,5,2,0,0,4,0,11,15,3,1,1
2020,8,76858,"SK",8,1,0,0,0,0,0,0,0,0.125,2,5,4,0,4,2,2,0,4,0,11,12,8,0,0
2020,8,62920,"SS",3,1,0,0,0,2,0,1,0,0.333,4,0,2,2,2,0,6,4,0,4,13,11,5,1,1
2020,8,67443,"SS",4,1,0,0,1,3,1,0,0,0.25,4,0,2,2,2,0,6,4,0,4,13,11,8,3,3
2020,8,67703,"HH",15,1,0,0,0,0,1,6,0,0.067,0,0,3,3,2,4,0,2,4,3,12,9,16,0,0
2020,8,63961,"HH",6,1,0,0,1,0,0,0,0,0.167,0,0,3,3,2,4,0,2,4,3,12,9,6,1,1
2020,8,62611,"HH",3,1,0,0,0,0,0,1,0,0.333,0,0,3,3,2,4,0,2,4,3,12,9,3,0,0
2020,8,77263,"OB",17,2,0,0,0,1,1,5,0,0.118,0,2,3,2,6,4,0,2,6,0,13,12,19,0,0
2020,8,50262,"OB",9,2,0,0,0,3,0,2,0,0.222,0,2,3,2,6,4,0,2,6,0,13,12,12,1,1
2020,8,66018,"WO",8,2,0,0,1,0,0,2,0,0.25,3,2,5,5,5,2,0,0,4,0,11,15,8,2,2
2020,8,62937,"WO",4,2,2,0,0,2,0,0,0,0.5,3,2,5,5,5,2,0,0,4,0,11,15,7,2,2
2020,8,65398,"WO",8,2,0,0,0,1,0,0,0,0.25,3,2,5,5,5,2,0,0,4,0,11,15,10,1,1
2020,8,66801,"SK",5,2,0,0,1,1,0,0,0,0.4,2,5,4,0,4,2,2,0,4,0,11,12,6,2,2
2020,8,64896,"SK",14,2,0,0,1,2,0,5,0,0.143,2,5,4,0,4,2,2,0,4,0,11,12,16,1,1
2020,8,75138,"SK",8,2,0,0,1,2,0,2,0,0.25,2,5,4,0,4,2,2,0,4,0,11,12,10,2,2
