"","PA","BB_rate","HR_rate","AVG","OBP","SLG","OPS","XR","SB_rate","BABIP","H2_rate","H3_rate"
"79",0,0,0,0,0,0,0,0,0,0,0,0
"80",71,0.197183098591549,0.1,0.357142857142857,0.492957746478873,0.517857142857143,1.01081488933602,13.788,0.666666666666667,0.340579710144928,0.15,0
"81",18,0,0,0.166666666666667,0.166666666666667,0.222222222222222,0.388888888888889,0.502,0.666666666666667,0.240740740740741,0.333333333333333,0
"82",16,0.0625,0,0.0666666666666667,0.125,0.0666666666666667,0.191666666666667,-0.476,0.5,0.31638418079096,0,0
"83",33,0.0606060606060606,0,0.2,0.25,0.233333333333333,0.483333333333333,1.74,0.470588235294118,0.293515358361775,0.166666666666667,0
"84",94,0.0851063829787234,0.375,0.289156626506024,0.361702127659574,0.650602409638554,1.01230453729813,19.644,0.6,0.300675675675676,0.125,0
"85",13,0.307692307692308,0,0.111111111111111,0.384615384615385,0.111111111111111,0.495726495726496,0.796,0.5,0.317647058823529,0,0
"86",45,0.133333333333333,0,0.162162162162162,0.295454545454545,0.162162162162162,0.457616707616708,1.852,0,0.28,0,0
"87",85,0.117647058823529,0.0952380952380952,0.28,0.364705882352941,0.44,0.804705882352941,10.976,0.586206896551724,0.36773350751143,0.285714285714286,0
"88",5,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.4,0.705882352941177,0.307038834951456,0,0
"89",7,0.285714285714286,0,0,0.428571428571429,0,0.428571428571429,0.644,0,0.3,0,0
"90",12,0.166666666666667,0,0.111111111111111,0.272727272727273,0.111111111111111,0.383838383838384,0.672,0.6,0.305263157894737,0,0
"91",76,0.0789473684210526,0.19047619047619,0.308823529411765,0.368421052631579,0.529411764705882,0.897832817337461,13.582,0.615384615384615,0.337730870712401,0.0476190476190476,0.0476190476190476
"92",23,0,0,0.347826086956522,0.347826086956522,0.478260869565217,0.826086956521739,3.378,0.615384615384615,0.329700272479564,0.125,0.125
"93",5,0.2,0,0,0.2,0,0.2,-0.028,0.738461538461539,0.345291479820628,0,0
"94",57,0.140350877192982,0.25,0.244897959183673,0.350877192982456,0.428571428571429,0.779448621553885,8.31,0.74,0.336415362731152,0,0
"95",81,0.111111111111111,0.0666666666666667,0.211267605633803,0.296296296296296,0.295774647887324,0.59207094418362,6.402,0.7,0.302872062663185,0.2,0
"96",59,0.0169491525423729,0.142857142857143,0.259259259259259,0.288135593220339,0.388888888888889,0.677024482109228,6.586,0.548387096774194,0.34314980793854,0.0714285714285714,0
"97",4,0,0,0,0,0,0,-0.738,0.5,0.207920792079208,0,0
"98",0,0,0,0,0,0,0,0,0,0,0,0
"99",63,0.126984126984127,0.0555555555555556,0.352941176470588,0.442622950819672,0.450980392156863,0.893603342976535,10.222,0.6,0.365963855421687,0.111111111111111,0
"100",105,0.0666666666666667,0,0.241758241758242,0.326923076923077,0.307692307692308,0.634615384615385,9.118,0.6,0.331108144192256,0.181818181818182,0.0454545454545455
"101",23,0,0,0.260869565217391,0.260869565217391,0.304347826086957,0.565217391304348,1.46,0.72,0.325221238938053,0.166666666666667,0
"102",1,0,0,0,0,0,0,-0.098,0.666666666666667,0.324468085106383,0,0
"103",4,0,0,0.25,0.25,0.5,0.75,0.442,0.428571428571429,0.33983286908078,1,0
"104",10,0,0,0.1,0.1,0.1,0.2,-0.326,0,0.305825242718447,0,0
"105",0,0,0,0,0,0,0,0,0.555555555555556,0.302325581395349,0,0
"106",10,0.1,0,0,0.1,0,0.1,-0.502,0,0.227272727272727,0,0
"107",97,0.0721649484536082,0.0740740740740741,0.306818181818182,0.354166666666667,0.465909090909091,0.820075757575758,14.186,0.882352941176471,0.349462365591398,0.222222222222222,0.037037037037037
"108",0,0,0,0,0,0,0,0,0,0,0,0
"109",105,0.180952380952381,0.16,0.294117647058824,0.419047619047619,0.494117647058824,0.913165266106443,17.01,0,0.327503974562798,0.2,0
"110",86,0.0697674418604651,0,0.289473684210526,0.337349397590361,0.328947368421053,0.666296766011414,9.2,0.6,0.317647058823529,0.0454545454545455,0.0454545454545455
"111",27,0.148148148148148,0,0.130434782608696,0.259259259259259,0.130434782608696,0.389694041867955,0.288,0.4,0.277511961722488,0,0
"112",64,0.046875,0.0666666666666667,0.263157894736842,0.295081967213115,0.315789473684211,0.610871440897325,5.858,0.583333333333333,0.295823665893271,0,0
"113",0,0,0,0,0,0,0,0,0,0,0,0
"114",0,0,0,0,0,0,0,0,0,0,0,0
"115",91,0.142857142857143,0.272727272727273,0.297297297297297,0.417582417582418,0.581081081081081,0.998663498663499,17.776,0.666666666666667,0.312403100775194,0.136363636363636,0
"116",103,0.058252427184466,0.193548387096774,0.322916666666667,0.359223300970874,0.572916666666667,0.93213996763754,17.756,0.670886075949367,0.328614008941878,0.129032258064516,0.032258064516129
"117",97,0.103092783505155,0.027027027027027,0.430232558139535,0.484536082474227,0.569767441860465,1.05430352433469,18.76,0.558139534883721,0.351322751322751,0.189189189189189,0.027027027027027
"118",19,0,0,0.176470588235294,0.210526315789474,0.176470588235294,0.386996904024768,0.456,0,0.297297297297297,0,0
"119",114,0.131578947368421,0.0909090909090909,0.333333333333333,0.421052631578947,0.535353535353535,0.956406166932483,21.952,0.816,0.365804160324708,0.272727272727273,0.0303030303030303
"120",8,0,0,0.25,0.25,0.375,0.625,0.656,1,0.285714285714286,0.5,0
"121",4,0,0,0,0,0,0,-0.696,0.833333333333333,0.349514563106796,0,0
"122",0,0,0,0,0,0,0,0,1,0.3,0,0
"123",7,0,0,0.142857142857143,0.142857142857143,0.142857142857143,0.285714285714286,-0.056,1,0.309352517985612,0,0
"124",0,0,0,0,0,0,0,0,0,0,0,0
"125",50,0.08,0.0714285714285714,0.304347826086957,0.36,0.434782608695652,0.794782608695652,6.958,0.782608695652174,0.374193548387097,0.0714285714285714,0.0714285714285714
"126",1,0,0,0,0,0,0,-0.09,0.636363636363636,0.267241379310345,0,0
"127",31,0.032258064516129,0,0.111111111111111,0.166666666666667,0.111111111111111,0.277777777777778,-0.046,0.711538461538462,0.280561122244489,0,0
"128",101,0.0891089108910891,0.0740740740740741,0.3,0.356435643564356,0.455555555555556,0.811991199119912,14.51,0.745454545454545,0.391553328561203,0.296296296296296,0
"129",35,0.2,0,0.444444444444444,0.558823529411765,0.518518518518518,1.07734204793028,7.126,0.363636363636364,0.319018404907975,0.166666666666667,0
"130",2,0,0,0,0,0,0,-0.188,1,0.307692307692308,0,0
"131",97,0.11340206185567,0.178571428571429,0.329411764705882,0.412371134020619,0.552941176470588,0.965312310491207,17.73,0.764705882352941,0.333333333333333,0.142857142857143,0
"132",0,0,0,0,0,0,0,0,0,0,0,0
"133",0,0,0,0,0,0,0,0,0,0,0,0
"134",3,0,0,0,0,0,0,0.27,0.869565217391304,0.232142857142857,0,0
"135",89,0.0449438202247191,0.1,0.25,0.302325581395349,0.3875,0.689825581395349,7.794,0.714285714285714,0.335388409371147,0.25,0
"136",57,0.0526315789473684,0.3,0.2,0.272727272727273,0.4,0.672727272727273,5.804,0.4,0.268702290076336,0.1,0
"137",80,0.0875,0.0526315789473684,0.263888888888889,0.329113924050633,0.416666666666667,0.7457805907173,9.596,0.806451612903226,0.328145265888457,0.421052631578947,0
"138",14,0.0714285714285714,0,0,0.0714285714285714,0,0.0714285714285714,-0.862,0,0.24390243902439,0,0
"139",4,0.25,0,0,0.25,0,0.25,0.062,0,0.285714285714286,0,0
"140",97,0.144329896907216,0.142857142857143,0.272727272727273,0.40625,0.441558441558442,0.847808441558441,13.992,0.555555555555556,0.299826689774697,0.19047619047619,0
"141",21,0.142857142857143,0.166666666666667,0.352941176470588,0.428571428571429,0.529411764705882,0.957983193277311,3.14,0.5,0.37037037037037,0,0
"142",0,0,0,0,0,0,0,0,0,0,0,0
"143",58,0.0862068965517241,0,0.307692307692308,0.368421052631579,0.307692307692308,0.676113360323887,6.246,0.7,0.391304347826087,0,0
"144",69,0.0144927536231884,0,0.171875,0.208955223880597,0.203125,0.412080223880597,0.725999999999999,0,0.284040995607613,0.181818181818182,0
"145",0,0,0,0,0,0,0,0,0,0,0,0
"146",76,0.171052631578947,0.15,0.32258064516129,0.434210526315789,0.516129032258065,0.950339558573854,13.908,0.666666666666667,0.33096926713948,0.15,0
"147",12,0,0,0.181818181818182,0.181818181818182,0.181818181818182,0.363636363636364,0.41,0.714285714285714,0.276543209876543,0,0
"148",8,0.25,0,0.4,0.625,0.4,1.025,1.75,0.709677419354839,0.329032258064516,0,0
"149",0,0,0,0,0,0,0,0,0,0,0,0
"150",8,0.125,0,0.142857142857143,0.25,0.142857142857143,0.392857142857143,0.276,0.705882352941177,0.315589353612167,0,0
"151",21,0.238095238095238,0,0.2,0.428571428571429,0.266666666666667,0.695238095238095,2.64,0.692307692307692,0.319698600645856,0.333333333333333,0
"152",1,0,0,0,0,0,0,-0.098,0.333333333333333,0.26530612244898,0,0
"153",8,0,0,0.25,0.25,0.25,0.5,0.296,0.736842105263158,0.341346153846154,0,0
"154",74,0.135135135135135,0.1,0.163934426229508,0.297297297297297,0.245901639344262,0.54319893664156,5.626,1,0.334828101644245,0.2,0
"155",89,0.157303370786517,0.0476190476190476,0.308823529411765,0.418604651162791,0.397058823529412,0.815663474692202,12.612,0.692307692307692,0.324694024478042,0.142857142857143,0
"156",79,0.139240506329114,0.115384615384615,0.393939393939394,0.487179487179487,0.606060606060606,1.09324009324009,17.162,0.625,0.333088774761555,0.192307692307692,0
"157",89,0.0898876404494382,0.148148148148148,0.350649350649351,0.426966292134831,0.558441558441558,0.98540785057639,16.664,0.777777777777778,0.32080723729993,0.148148148148148,0
"158",107,0.11214953271028,0.151515151515152,0.354838709677419,0.439252336448598,0.591397849462366,1.03065018591096,21.14,0.688524590163934,0.339141257000622,0.212121212121212,0
"159",43,0.0465116279069767,0.111111111111111,0.230769230769231,0.27906976744186,0.384615384615385,0.663685152057245,4.642,0.571428571428571,0.326167531504818,0.333333333333333,0
"160",87,0.114942528735632,0.0454545454545455,0.297297297297297,0.395348837209302,0.364864864864865,0.760213702074167,9.26,0.625,0.32171581769437,0.0909090909090909,0
"161",37,0.108108108108108,0.555555555555556,0.272727272727273,0.351351351351351,0.787878787878788,1.13923013923014,8.784,0.833333333333333,0.358675659104844,0.222222222222222,0
"162",0,0,0,0,0,0,0,0,0.478260869565217,0.312567132116004,0,0
"163",62,0.032258064516129,0,0.303571428571429,0.333333333333333,0.446428571428571,0.779761904761905,7.762,0.797297297297297,0.362165178571429,0.352941176470588,0.0588235294117647
"164",113,0.106194690265487,0.0416666666666667,0.252631578947368,0.351351351351351,0.315789473684211,0.667140825035562,11.354,0.746031746031746,0.306896551724138,0.125,0
"165",115,0.0956521739130435,0,0.21875,0.330357142857143,0.291666666666667,0.62202380952381,9.604,0.702702702702703,0.317086234600964,0.238095238095238,0.0476190476190476
"166",2,0,0,0.5,0.5,1,1.5,0.26,0,0.32258064516129,1,0
"167",0,0,0,0,0,0,0,0,0,0,0,0
"168",14,0.285714285714286,0,0.2,0.428571428571429,0.3,0.728571428571429,2.024,0.647058823529412,0.277854195323246,0.5,0
"169",36,0.0277777777777778,0,0.354838709677419,0.4,0.387096774193548,0.787096774193548,4.858,0.5625,0.41340782122905,0.0909090909090909,0
"170",3,0,0,0,0,0,0,-0.286,0,0.111111111111111,0,0
"171",59,0.0338983050847458,0.272727272727273,0.196428571428571,0.23728813559322,0.375,0.61228813559322,4.058,0.666666666666667,0.306818181818182,0.0909090909090909,0
"172",4,0,0,0,0,0,0,-0.376,0,0.4,0,0
"173",2,0,0,0.5,0.5,0.5,1,0.402,0.689655172413793,0.289500509683996,0,0
"174",85,0.0705882352941176,0.105263157894737,0.26027397260274,0.329268292682927,0.397260273972603,0.72652856665553,10.314,0.657894736842105,0.332310838445808,0.210526315789474,0
"175",0,0,0,0,0,0,0,0,0,0,0,0
"176",67,0.134328358208955,0,0.226415094339623,0.34375,0.245283018867925,0.589033018867924,5.99,0.75,0.265625,0.0833333333333333,0
"177",59,0.0847457627118644,0.0909090909090909,0.215686274509804,0.285714285714286,0.333333333333333,0.619047619047619,4.574,0.333333333333333,0.327102803738318,0.272727272727273,0
"178",8,0.125,0,0,0.125,0,0.125,0.054,1,0.306122448979592,0,0
"179",96,0.0520833333333333,0.130434782608696,0.261363636363636,0.305263157894737,0.420454545454545,0.725717703349282,11.018,0.833333333333333,0.300177619893428,0.217391304347826,0
"180",0,0,0,0,0,0,0,0,0,0,0,0
"181",109,0.0458715596330275,0.15625,0.316831683168317,0.357798165137615,0.564356435643564,0.922154600781179,19.262,0.333333333333333,0.313049853372434,0.25,0.03125
"182",0,0,0,0,0,0,0,0,0,0,0,0
"183",0,0,0,0,0,0,0,0,0,0,0,0
"184",111,0.144144144144144,0.217391304347826,0.261363636363636,0.405405405405405,0.454545454545455,0.85995085995086,18.258,0.59375,0.298158640226629,0.0869565217391304,0
"185",18,0,0,0.277777777777778,0.277777777777778,0.333333333333333,0.611111111111111,1.494,0,0.312217194570136,0.2,0
"186",98,0.0510204081632653,0.103448275862069,0.315217391304348,0.346938775510204,0.478260869565217,0.825199645075422,13.42,0.653846153846154,0.293517406962785,0.206896551724138,0
"187",98,0.0714285714285714,0.0357142857142857,0.318181818181818,0.377551020408163,0.375,0.752551020408163,11.268,0.25,0.300673148840688,0.0714285714285714,0
"188",81,0.111111111111111,0,0.223880597014925,0.329113924050633,0.253731343283582,0.582845267334215,7.636,0.658227848101266,0.340333539221742,0.133333333333333,0
"189",1,0,0,0,0,0,0,-0.098,0,0,0,0
"190",0,0,0,0,0,0,0,0,0.68,0.392344497607655,0,0
"191",74,0.0675675675675676,0,0.230769230769231,0.295774647887324,0.307692307692308,0.603466955579632,4.258,0.727272727272727,0.317535545023697,0.2,0.0666666666666667
"192",1,0,0,0,0,0,0,-0.09,0.666666666666667,0.312925170068027,0,0
"193",100,0.1,0.0625,0.367816091954023,0.434343434343434,0.551724137931034,0.986067572274469,19.808,0.765625,0.36358024691358,0.1875,0.0625
"194",93,0.0537634408602151,0.0714285714285714,0.172839506172839,0.218390804597701,0.246913580246914,0.465304384844615,2.796,0.766666666666667,0.321924603174603,0.214285714285714,0
"195",26,0.0384615384615385,0,0.291666666666667,0.346153846153846,0.375,0.721153846153846,3.058,0,0.317204301075269,0.285714285714286,0
"196",0,0,0,0,0,0,0,0,0.714285714285714,0.311258278145695,0,0
"197",8,0.125,0,0.142857142857143,0.25,0.142857142857143,0.392857142857143,-0.044,0.5,0.19047619047619,0,0
"198",16,0.0625,0,0.285714285714286,0.333333333333333,0.357142857142857,0.69047619047619,0.994,0.5,0.276315789473684,0.25,0
"199",86,0.127906976744186,0.0588235294117647,0.232876712328767,0.337209302325581,0.301369863013699,0.63857916533928,9.118,0,0.25,0.117647058823529,0
"200",33,0.121212121212121,0,0.285714285714286,0.393939393939394,0.321428571428571,0.715367965367965,4.236,0.666666666666667,0.343122102009274,0.125,0
"201",103,0.155339805825243,0.206896551724138,0.333333333333333,0.436893203883495,0.609195402298851,1.04608860618235,20.278,0.555555555555556,0.360692350642099,0.206896551724138,0
"202",36,0.166666666666667,0.666666666666667,0.111111111111111,0.305555555555556,0.333333333333333,0.638888888888889,3.414,0.75,0.328571428571429,0,0
"203",0,0,0,0,0,0,0,0,0,0,0,0
"204",14,0.142857142857143,0,0.333333333333333,0.428571428571429,0.333333333333333,0.761904761904762,2.452,0.7,0.225,0,0
"205",73,0,0,0.264705882352941,0.285714285714286,0.279411764705882,0.565126050420168,4.376,0.701492537313433,0.313270485859318,0.0555555555555556,0
"206",66,0.0757575757575758,0.105263157894737,0.327586206896552,0.4,0.448275862068966,0.848275862068966,10.478,0.684210526315789,0.316823228010248,0.0526315789473684,0
"207",85,0.164705882352941,0.0526315789473684,0.271428571428571,0.4,0.371428571428571,0.771428571428571,9.612,0.529411764705882,0.314935064935065,0.210526315789474,0
"208",95,0.0842105263157895,0.12,0.294117647058824,0.347368421052632,0.447058823529412,0.794427244582043,13.684,0.666666666666667,0.304347826086957,0.08,0.04
"209",87,0.0229885057471264,0,0.357142857142857,0.367816091954023,0.464285714285714,0.832101806239737,12.626,0.738095238095238,0.382801664355062,0.0333333333333333,0.133333333333333
"210",22,0,0,0.210526315789474,0.318181818181818,0.210526315789474,0.528708133971292,1.252,1,0.294117647058824,0,0
"211",8,0,0,0.428571428571429,0.5,0.571428571428571,1.07142857142857,1.692,0,0.264591439688716,0.333333333333333,0
"212",26,0.115384615384615,0,0.238095238095238,0.36,0.333333333333333,0.693333333333333,2.804,0.6,0.341107871720117,0,0.2
"213",11,0.272727272727273,0,0.142857142857143,0.454545454545455,0.142857142857143,0.597402597402597,1.312,0,0.2,0,0
"214",99,0.0909090909090909,0.166666666666667,0.275862068965517,0.353535353535354,0.482758620689655,0.836293974225009,15.708,0.766129032258065,0.304392764857881,0.25,0
"215",62,0.112903225806452,0,0.166666666666667,0.262295081967213,0.240740740740741,0.503035822707954,3.112,0.813559322033898,0.357894736842105,0.444444444444444,0
"216",108,0.12037037037037,0.227272727272727,0.241758241758242,0.342592592592593,0.450549450549451,0.793142043142043,15.052,1,0.308743169398907,0.181818181818182,0
"217",86,0.127906976744186,0.0454545454545455,0.297297297297297,0.383720930232558,0.364864864864865,0.748585795097423,10.916,0.666666666666667,0.342265529841657,0,0.0454545454545455
"218",16,0.125,0,0.384615384615385,0.5,0.461538461538462,0.961538461538462,2.642,0.545454545454545,0.308229813664596,0.2,0
"219",17,0.117647058823529,0,0.142857142857143,0.25,0.142857142857143,0.392857142857143,0.328,0.710526315789474,0.370967741935484,0,0
"220",100,0.14,0.0384615384615385,0.305882352941176,0.41,0.376470588235294,0.786470588235294,12.308,0,0.365957446808511,0.115384615384615,0
"221",97,0.123711340206186,0.04,0.304878048780488,0.402061855670103,0.439024390243902,0.841086245914006,14.094,0.666666666666667,0.323211875843455,0.24,0.04
"222",109,0.0917431192660551,0,0.257731958762887,0.324074074074074,0.34020618556701,0.664280259641084,11.166,0.745098039215686,0.34943351222421,0.16,0.08
"223",5,0.2,0,0.25,0.4,0.5,0.9,0.782,0.333333333333333,0.286713286713287,1,0
"224",0,0,0,0,0,0,0,0,0.5,0.28839590443686,0,0
